alt_01D0_x_interp,alt_01D0_smoothed_curve,altMPI_01D0_x_interp,altMPI_01D0_smoothed_curve,asc_01D0_x_interp,asc_01D0_smoothed_curve,ato_01D0_x_interp,ato_01D0_smoothed_curve,azr_01D0_x_interp,azr_01D0_smoothed_curve,bal_01D0_x_interp,bal_01D0_smoothed_curve,bikMPI_01D0_x_interp,bikMPI_01D0_smoothed_curve,brw_01D0_x_interp,brw_01D0_smoothed_curve,brwIMAU_01D0_x_interp,brwIMAU_01D0_smoothed_curve,bsc_01D0_x_interp,bsc_01D0_smoothed_curve,cba_01D0_x_interp,cba_01D0_smoothed_curve,cgo_01D0_x_interp,cgo_01D0_smoothed_curve,cgoIMAU_01D0_x_interp,cgoIMAU_01D0_smoothed_curve,cvoMPI_01D0_x_interp,cvoMPI_01D0_smoothed_curve,eom_01D0_x_interp,eom_01D0_smoothed_curve,gvnMPI_01D0_x_interp,gvnMPI_01D0_smoothed_curve,gvnIMAU_01D0_x_interp,gvnIMAU_01D0_smoothed_curve,jfjMPI_01D0_x_interp,jfjMPI_01D0_smoothed_curve,kjnMPI_01D0_x_interp,kjnMPI_01D0_smoothed_curve,kum_01D0_x_interp,kum_01D0_smoothed_curve,lef_01D0_x_interp,lef_01D0_smoothed_curve,mhd_01D0_x_interp,mhd_01D0_smoothed_curve,mlo_01D0_x_interp,mlo_01D0_smoothed_curve,mloIMAU_01D0_x_interp,mloIMAU_01D0_smoothed_curve,namMPI_01D0_x_interp,namMPI_01D0_smoothed_curve,nyaNIPR_01D0_x_interp,nyaNIPR_01D0_smoothed_curve,oxkMPI_01D0_x_interp,oxkMPI_01D0_smoothed_curve,sisMPI_01D0_x_interp,sisMPI_01D0_smoothed_curve,smo_01D0_x_interp,smo_01D0_smoothed_curve,smoIMAU_01D0_x_interp,smoIMAU_01D0_smoothed_curve,spo_01D0_x_interp,spo_01D0_smoothed_curve,syoNIPR_01D0_x_interp,syoNIPR_01D0_smoothed_curve,vrsMPI_01D0_x_interp,vrsMPI_01D0_smoothed_curve,zep_01D0_x_interp,zep_01D0_smoothed_curve,zepIMAU_01D0_x_interp,zepIMAU_01D0_smoothed_curve,zotMPI_01D0_x_interp,zotMPI_01D0_smoothed_curve
2008.116892456,-86.74346027781496,2017.028977,-90.17830288361289,2008.504240665,-71.21054948096568,,,,,2008.072745902,-86.1099736787162,2021.095312,-95.39479163306494,,,,,,,2009.177625571,-82.94981815170053,,,,,2015.331224,-81.65578612126254,2007.931014,-79.88963584735963,2021.667694,-74.36394037288598,2018.04932,-71.58192830359721,2019.586414,-82.183566835116,2020.282171,-88.93476143930971,,,,,,,2008.562399438,-75.10890957320419,,,2017.475646,-74.34081066982247,2008.96074,-85.65616499715522,2017.167808,-90.46886888967988,2014.400412,-84.43483488858008,,,,,2009.394549087,-67.77657717015131,2018.19348,-69.02267150498419,2023.489106,-87.86100127464354,,,2015.47397,-83.24758294722754,2012.372691,-86.73131074921895
2008.116915225,-86.7432784581318,2017.067307,-90.7188317690563,2008.555640938,-71.95971412196857,,,,,2008.082147465,-86.16852501559893,2021.109001,-95.50681876672776,,,,,,,2009.1910293,-82.76850794747568,,,,,2015.354325,-81.11102837865468,2007.931092,-79.88925888774489,2021.687316,-74.51743677030184,2018.12055,-70.76682615504076,2019.624972,-82.1876782616264,2020.301222,-88.64973328321881,,,,,,,2008.56242031,-75.10841711187994,,,2017.494811,-74.47213858514172,2008.97965,-85.45179307816954,2017.225303,-89.46680947919667,2014.417352,-84.253748445908,,,,,2009.500144597,-68.05902806864879,2018.36596,-71.00465870622044,2023.509469,-87.89844093064856,,,2015.49315,-83.26920547396571,2012.380333,-86.77458355848185
2008.144203476,-86.49689153461901,2017.109458,-90.822289980663,2008.561048497,-72.02440732287349,,,,,2008.091710307,-86.22983377125107,2021.130448,-95.14048782830598,,,,,,,2009.204927702,-82.65669295030915,,,,,2015.373376,-80.65929551549631,2007.93117,-79.88888192813016,2021.706138,-74.63492197699752,2018.19726,-70.79182104217209,2019.663073,-82.35043103847197,2020.322097,-88.30279434590342,,,,,,,2008.581540301,-74.65729330656471,,,2017.515173,-74.5068352783039,2009.00444,-85.34983390813703,2017.24424,-89.21485359283768,2014.434692,-84.05992737423288,,,,,2009.500156012,-68.05862786598426,2018.53035,-73.30058539056067,2023.528634,-88.04262812686807,,,2015.51233,-83.39046943291017,2012.39197,-86.8404780470167
2008.157883652,-86.33649278163226,2017.148245,-90.34876263572752,2008.574700213,-72.16353955868442,,,,,2008.117695052,-86.4071157490109,2021.144593,-94.83385365206512,,,,,,,2009.215762938,-82.56952164222501,,,,,2015.392198,-80.21867273784116,2007.93125,-79.8884953028843,2021.725303,-74.7105597637898,2018.27397,-70.90297893812557,2019.700092,-82.74336731221028,2020.342574,-87.82759946620595,,,,,,,2008.603345097,-74.56461956939249,,,2017.556127,-74.35041452730697,2009.05693,-85.67539042004839,2017.261979,-89.03224285280429,2014.456937,-83.79960807359836,,,,,2009.515350076,-67.52593361381999,2018.68103,-73.77336577572923,2023.566964,-88.69160774434562,,,2015.53151,-83.61619921639598,2012.400069,-86.95025868727785
2008.195983227,-85.70369342634214,2017.18743,-89.47941329266013,2008.580136233,-72.19414407289686,,,,,2008.120366576,-86.42605943221866,2021.172941,-94.15256414711557,,,,,,,2009.300506088,-82.28735769647972,,,,,2015.411934,-79.78606349787515,2008.035567,-78.7555415509304,2021.744468,-74.69939051390607,2018.35068,-71.36330085060163,2019.738193,-83.80718641502187,2020.361625,-87.37374292869379,,,,,,,2008.60337925,-74.5645268290371,,,2017.572668,-74.20276756547622,2009.11653,-86.50679155381545,2017.280915,-88.8990179582729,2014.474846,-83.59149286715288,,,,,2009.58657344,-66.17228652389461,2018.84279,-73.06647055636867,,,,,2015.55616,-84.06798675476624,2012.411363,-87.12731467594833
2008.234223209,-84.73362363683792,2017.225646,-88.56882928148825,2008.599261916,-72.27296650105676,,,,,2008.15444748,-86.67344891229385,2021.186859,-93.5514903791413,,,,,,,2009.355915145,-81.57691793182572,,,,,2015.429673,-79.44275008905558,2008.035647,-78.75403605369816,2021.764374,-74.61192989088414,2018.4274,-72.40055050734748,2019.777949,-85.32443811029657,2020.381247,-86.90948964141545,,,,,,,2008.619795461,-74.60766671674676,,,2017.590407,-74.02319633842001,2009.13623,-86.78909410060814,2017.30008,-88.78533720134975,2014.494011,-83.395067558514,,,,,2009.728938356,-66.34929128137568,2019.02909,-70.20877842034565,,,,,2015.57534,-84.52730205415077,2012.428303,-87.5344131270871
2008.234242183,-84.733039752925,2017.26255,-87.86067304214829,2008.612989526,-72.24387364280302,,,,,2008.158839936,-86.70231677839502,2021.205567,-92.74355187853782,,,,,,,2009.366636225,-81.27360213092366,,,,,2015.448267,-79.13206184398786,2008.035727,-78.75253055646591,2021.783996,-74.45764064382399,2018.50411,-73.43766496471191,2019.816165,-86.7862883891421,2020.399841,-86.46965153841704,,,,,,,2008.638919247,-75.00002420986765,,,2017.609458,-73.80475767255655,2009.1576,-87.07887389649633,2017.339722,-88.53876732939543,2014.514602,-83.24368469541021,,,,,,,2019.16882,-69.03308693322434,,,,,2015.59452,-85.07368836784015,2012.437658,-87.78674077989304
2008.253390634,-84.14378749037883,2017.300765,-87.33417407376945,2008.618397086,-72.23241342674407,,,,,2008.187348209,-86.86230656993612,2021.219713,-92.13263152203334,,,,,,,2009.445734399,-78.11231536059447,,,,,2015.467432,-78.87562285341593,2008.035805,-78.75106269666436,2021.803047,-74.25631120892193,2018.58082,-74.18572199836774,2019.850217,-87.87931472289794,2020.41758,-86.22571893781134,,,,,,,2008.652559578,-75.3360696323521,,,2017.628623,-73.57592364143063,2009.17146,-87.25538224151722,2017.353868,-88.40567381612458,2014.533882,-83.194928040602,,,,,,,2019.34405,-72.35701824156787,,,,,2015.60822,-85.50406019477501,2012.455567,-88.45226657321918
2008.253409608,-84.1432036064659,2017.343259,-86.70212536339868,2008.641127808,-72.03281709705466,,,,,2008.206682605,-86.91884703251647,2021.235912,-91.66588269788596,,,,,,,2009.481906393,-76.45326528828474,,,,,2015.620524,-79.21804796925058,2008.035883,-78.74959483686281,2021.822326,-74.01613933084978,2018.65753,-74.8793027473877,2019.891285,-88.21961652358739,2020.436745,-85.97023203273241,,,,,,,2008.677164921,-76.21832892741735,,,2017.647902,-73.34852538102004,2009.1908,-87.4793808853805,2017.377938,-88.10423555466754,2014.556127,-83.28535523807244,,,,,,,2019.56322,-73.0471320200264,,,,,2015.6274,-86.15576582412211,2012.466861,-88.92748058805954
2008.272476472,-83.5629080323955,2017.378623,-85.9183992558292,2008.656648452,-71.8282627930776,,,,,2008.216226472,-86.92080528990319,2021.249944,-91.44241882777429,,,,,,,2009.501377473,-75.7906779524927,,,,,2015.640031,-79.36473371066594,2008.035959,-78.74816461449197,2021.840065,-73.79651724386568,2018.73425,-75.2695539191946,2019.930813,-87.60023750446831,2020.456138,-86.02288695772161,,,,,,,2008.71541439,-77.60940181256584,,,2017.673855,-73.05838357952555,2009.21284,-87.68872183572549,2017.396989,-87.78169325255341,2014.572782,-83.47931212166078,,,,,,,2019.75501,-74.0211411795322,,,,,2015.64658,-86.8319557004329,2012.475075,-89.29416629931407
2008.272493549,-83.56239092109769,2017.416839,-84.75440808622226,2008.675812083,-71.54056202103408,,,,,2008.263756072,-86.66526126047275,2021.272474,-91.08362172160811,,,,,,,2009.564592846,-75.2485402091289,,,,,2015.658968,-79.49339011999915,2008.036039,-78.74665911725972,2021.85923,-73.5856880927648,2018.81096,-74.97079701282466,2019.969142,-86.63185122978336,2020.475189,-86.11321547976668,,,,,,,2008.715429569,-77.60975879458383,,,2017.684578,-72.95101453554018,2009.25088,-87.86409317287492,2017.411363,-87.50697425398538,2014.587669,-83.73149365016366,,,,,,,2019.87567,-74.01475054408732,,,,,2015.66575,-87.50195994881231,2012.485798,-89.78576989129182
2008.29178051,-83.00452740284486,2017.454085,-83.64876363838144,2008.689757893,-71.31340875981167,,,,,2008.273290452,-86.5696662147425,2021.286734,-90.85652688211147,,,,,,,2009.654326484,-79.57871463747828,,,,,2015.676478,-79.60082709035436,2008.036115,-78.74522889488888,2021.87828,-73.41555609098448,2018.88767,-74.67204010645472,2020.005932,-85.63965606396447,2020.494354,-86.5264090448485,,,,,,,2008.734540073,-78.05920251826602,,,2017.703743,-72.76025746794534,2009.26982,-87.82164579128654,2017.453286,-86.6693278418034,2014.611853,-84.36385316435822,,,,,,,2020.02355,-70.29819394143892,,,,,2015.68493,-88.13657053403595,2012.493897,-90.17087224242277
2008.313543564,-82.45903422427587,2017.494811,-82.93087503814209,2008.69495674,-71.2296575774069,,,,,2008.28283432,-86.43659976316982,2021.302704,-90.60219977224023,,,,,,,2009.66228691,-80.12932578737048,,,,,2015.695758,-79.71303454549192,2008.036191,-78.74379867252232,2021.897445,-73.29519622840147,2018.96438,-73.8795942500827,2020.044376,-84.79581345094395,2020.533767,-87.6799201445817,,,,,,,2008.753671448,-78.38358519606547,,,2017.722908,-72.58743042151325,2009.28935,-87.66480623465881,2017.472565,-86.36787571712287,2014.628623,-84.90796363382091,,,,,,,2021.18526,-71.67175111502178,,,,,2015.70411,-88.7091228110963,2012.505932,-90.73620365072905
2008.313564435,-82.4585110905207,2017.539814,-83.09931412919714,2008.711862477,-70.97422063856455,,,,,2008.290926685,-86.318850943396,,,,,,,,,2009.827435312,-85.76284124300209,,,,,2015.714808,-79.82064541125473,2008.036269,-78.74233081272077,2021.918037,-73.24007701643444,2019.05753,-72.73821829572526,2020.082592,-84.38980750831705,2020.553047,-88.37206230488968,,,,,,,2008.753718883,-78.3837315792255,,,2017.742073,-72.41861182497054,2009.30563,-87.44095399094599,2017.491616,-86.15428659030391,2014.645393,-85.52403092119147,,,,,,,2021.41528,-72.12637647962605,,,,,2015.72329,-89.19980949327416,2012.514717,-91.13102496811761
2008.332612325,-82.12689276739106,2017.569816,-83.8368745842148,2008.717526184,-70.88864495626483,,,,,2008.301978977,-86.14923481739446,,,,,,,,,2009.865563166,-85.39389930269859,,,,,2015.733973,-79.93135589170078,2008.036349,-78.74082531548852,2021.936973,-73.22062489572986,2019.13425,-71.88903300176338,2020.119382,-84.18787249663946,2020.572097,-89.09987603802216,,,,,,,2008.772785747,-78.44257141916586,,,2017.762435,-72.24372912796326,2009.3248,-87.06217139842924,2017.511979,-86.04166540064128,2014.666154,-86.30944099745031,,,,,,,2021.61254,-75.01060127795975,,,,,2015.74247,-89.59738400295123,2012.525211,-91.60250916521281
2008.368235808,-81.70985848305652,2017.606606,-85.02303247334922,2008.727772086,-70.763432737201,,,,,2008.311551305,-85.97930769753182,,,,,,,,,2009.903396119,-84.95086710172042,,,,,2015.75445,-80.06108346601722,2008.036435,-78.73920690596418,2021.956138,-73.20661352819194,2019.21096,-71.15165558766466,2020.16045,-84.15120557352817,2020.589836,-89.77972757837406,,,,,,,2008.772806618,-78.44263582652214,,,2017.7816,-72.07694751764309,2009.34381,-86.57309653853066,2017.531144,-86.14162649560937,2014.681269,-86.86537765729685,,,,,,,2021.72487,-76.16222139182373,,,,,2015.76164,-89.89977037056848,2012.534224,-91.93501886598268
2008.368268063,-81.70953989033659,2017.65064,-86.52452816243816,2008.74692623,-70.55104945106349,,,,,2008.321076199,-85.81022262184023,,,,,,,,,2010.202018645,-80.97931187764578,,,,,2015.773387,-80.19337486189694,2008.124401,-77.9848447705533,2021.983745,-73.14705530739126,2019.28767,-70.41427817356376,2020.199977,-84.30785952269746,2020.628166,-91.0671732568307,,,,,,,2008.791932301,-78.29470484893113,,,2017.800651,-71.90753066482823,2009.36316,-85.97526496235663,2017.550309,-86.36330750182962,2014.703172,-87.59445527039502,,,,,,,2021.86745,-75.21154171436946,,,,,2015.78082,-90.11411622099612,2012.545061,-92.33482000070114
2008.425567319,-81.30782407327702,2017.681954,-87.42636326373616,2008.75304531,-70.50310768469265,,,,,2008.330676988,-85.62832056268508,,,,,,,,,,,,,,,2015.792438,-80.33845593354127,2008.124481,-77.98490213006275,2021.99983,-73.0702341848079,2019.36438,-71.53352978655344,2020.238307,-84.70358945445953,2020.647217,-91.5821157261822,,,,,,,2008.811052292,-78.01049214799033,,,2017.820044,-71.72963884467337,2009.37165,-85.69703926486011,2017.574949,-86.82515517991575,2014.720056,-88.06836498028787,,,,,,,2022.00991,-74.70588330222196,,,,,2015.8,-90.25375070873096,2012.552932,-92.55327539761774
2008.444734745,-81.07737504586638,2017.720284,-88.25299607241817,2008.766687538,-70.3962235603542,,,,,2008.368928355,-84.87593953992267,,,,,,,,,,,,,,,2015.811717,-80.49773964024396,2008.124561,-77.98495948957222,2022.012093,-72.96881585660635,2019.4411,-72.83024094538379,2020.275097,-85.26152816133762,2020.666496,-92.08480142774178,,,,,,,2008.811065574,-78.01029471520678,,,2017.840179,-71.5341210934181,2009.40149,-84.71787034206218,2017.586984,-87.11439575894298,2014.741502,-88.49990100853485,,,,,,,2022.14142,-75.15058746926226,,,,,2015.81918,-90.33602304253864,2012.563884,-92.822000154976
2008.486143367,-80.41569296619873,2017.76255,-88.81765785667736,2008.774561703,-70.35477361013929,,,,,2008.378453248,-84.68836633965319,,,,,,,,,,,,,,,2015.830768,-80.6691330978442,2008.124641,-77.98501684908167,2022.0316,-72.75497528001691,2019.51781,-74.1909955695888,2020.313313,-85.72930209832089,2020.684007,-92.46013201247179,,,,,,,2008.830202641,-77.59164371229865,,,2017.856834,-71.36827147705117,2009.42073,-84.15394784278361,2017.606149,-87.62908673988127,2014.761979,-88.7391657564039,,,,,,,2022.29199,-75.961420332443,,,,,2015.83836,-90.37873945303733,2012.571755,-92.97512475022208
2008.486168033,-80.4152727756598,2017.798027,-89.05814284964852,2008.813145112,-70.20142478810416,,,,,2008.407170234,-84.13234096809907,,,,,,,,,,,,,,,2015.848963,-80.84241447071491,2008.124717,-77.98507134061552,2022.050309,-72.4919194750724,2019.6137,-76.02452997882935,2020.352955,-85.93103055815956,2020.722109,-93.1869091761776,,,,,,,2008.849318837,-77.16862347299165,,,2017.875771,-71.16923588126824,2009.43986,-83.70022539879312,2017.625314,-88.17416249654732,2014.778634,-88.79813124363366,,,,,,,2022.4372,-74.89692774773725,,,,,2015.85753,-90.39704037026094,2012.583049,-93.0865237347953
2008.507517456,-80.06196625687205,2017.834703,-89.0700386822432,2008.850656497,-70.03265143345325,,,,,2008.416752049,-83.95055346818508,,,,,,,,,,,,,,,2015.867672,-81.027811747818,2008.124793,-77.9851258321495,2022.069474,-72.17141136438057,2019.70959,-77.34917178989626,2020.391171,-85.72467688897501,2020.741388,-93.50660120120922,,,,,,,2008.868435033,-76.80975344154882,,,2017.897788,-70.92788778612281,2009.47821,-83.24397611458602,2017.644365,-88.72051468573459,2014.803161,-88.75682793225157,,,,,,,2022.58514,-76.04679946881824,,,,,2015.87671,-90.40109199066774,2012.606149,-93.0932452123269
2008.519199681,-79.93995577209913,2017.873261,-88.8124675851276,2008.861746736,-69.96221490041445,,,,,2008.426295917,-83.77188670171134,,,,,,,,,,,,,,,2015.886837,-81.22487434549903,2008.124873,-77.98518319165898,2022.087099,-71.85696987267013,2019.7863,-77.32555708851407,2020.428075,-85.13478085502871,2020.78103,-93.95093233942202,,,,,,,2008.868455905,-76.80936160965328,,,2017.914215,-70.74353744589635,2009.50012,-83.3038073100234,2017.684121,-89.7091964388243,2014.817078,-88.66776092327483,,,,,,,2022.76048,-79.20898244144506,,,,,2015.89589,-90.39491416834862,2012.625657,-92.84814631160273
2008.521273528,-79.91829627848227,2017.911591,-88.3787036255792,2008.867714026,-69.92158608326208,,,,,2008.435887219,-83.59601465862546,,,,,,,,,,,,,,,2016.07803,-82.98363985293237,2008.124949,-77.98523768319296,2022.106149,-71.53620552646584,2019.90137,-76.02147162777001,2020.46629,-84.57701936473313,2020.800309,-93.98561342527906,,,,,,,2008.88753605,-76.55369331810834,,,2017.992187,-69.84934854328772,2009.5163,-83.48216574699188,2017.700548,-90.04450031713372,2014.834589,-88.53151563855342,,,,,,,2022.988,-77.04970626131852,,,,,2015.91507,-90.3767312534177,2012.695187,-91.18711846656636
2008.54029106,-79.81482499073942,2017.951119,-87.99132940441399,2008.881081132,-69.79798967408468,,,,,2008.445431087,-83.42101239468775,,,,,,,,,,,,,,,2016.095655,-83.01554257212197,2008.125029,-77.98529504270243,2022.144593,-71.0255183357455,2019.99726,-70.80462843195498,2020.505932,-84.19870241412114,2020.819474,-93.98805135244956,,,,,,,2008.903984517,-76.44324239521387,,,2018.026239,-69.53201571143883,2009.53565,-83.82940570708689,2017.719599,-90.33123286319324,2014.85672,-88.33599070162133,,,,,,,,,,,,,2015.93425,-90.34051700062454,2012.705682,-90.97615103147031
2008.540323315,-79.8149295793553,2017.989449,-87.8696704017149,2008.889742714,-69.71790199968453,,,,,2008.454974954,-83.25319595688158,,,,,,,,,,,,,,,2016.114934,-83.02086255211103,2008.125107,-77.98535096822417,2022.17066,-70.87335167178664,,,2020.544262,-84.08227218058039,2020.839722,-93.76617506427286,,,,,,,2008.92581398,-76.4793906025077,,,2018.048142,-69.38992276784258,2009.55492,-84.26785494247612,2017.738878,-90.55119717171382,2014.875657,-88.17069458862373,,,,,,,,,,,,,2015.95342,-90.27847239812793,2012.714466,-90.83186556761353
2008.559424332,-79.87686568019751,2018.026125,-88.0014735467341,2008.905623862,-69.53617521095849,,,,,2008.474138585,-82.92360910468709,,,,,,,,,,,,,,,2016.133985,-82.99716041003293,2008.125185,-77.98540689374589,2022.190282,-70.86175145966664,,,2020.582478,-84.1519281372069,2020.875885,-93.14747109093499,,,,,,,2008.944926381,-76.60337995042647,,,2018.067307,-69.29960820212943,2009.5743,-84.76285662266865,2017.759241,-90.70086915337671,2014.894593,-88.01550219740847,,,,,,,,,,,,,2015.9726,-90.18366580050383,2012.722451,-90.70070443043916
2008.559447101,-79.87693950993547,2018.070273,-88.2598284126994,2008.9571949,-68.8813582397071,,,,,2008.48359707,-82.77592609589351,,,,,,,,,,,,,,,2016.153264,-82.94582062848316,2008.125267,-77.98546568724292,2022.209561,-70.92331677094765,,,2020.619496,-84.20714460492108,2020.894708,-92.71403908719357,,,,,,,2008.944935868,-76.60351855441498,,,2018.085046,-69.27249317438611,2009.59335,-85.26791545568875,2017.778406,-90.73051741712214,2014.913873,-87.86492007535503,,,,,,,,,,,,,2015.99452,-90.03021421519671,2012.733745,-90.62489978538817
2008.578519657,-80.25440836657904,2018.104096,-88.31191233614197,2008.962659381,-68.81090067324426,,,,,2008.524552216,-82.25028612947204,,,,,,,,,,,,,,,2016.176364,-82.8584183189167,2008.199527,-77.55686741997373,2022.228041,-71.02307483346691,,,2020.657598,-84.33906588173694,2021.125543,-91.80695019764006,,,,,,,2008.961312234,-76.84277539625046,,,2018.104096,-69.27701657914082,2009.61227,-85.76111224057153,2017.797571,-90.69297160953481,2014.934349,-87.6949682488549,,,,,,,,,,,,,2016.01093,-89.88732638893504,2012.756389,-90.59572946398107
2008.578542426,-80.25488630827583,2018.142426,-88.13294337799582,2008.976434426,-68.64608855860902,,,,,2008.550631831,-82.11031182653572,,,,,,,,,,,,,,,2016.195529,-82.76921766781832,2008.199606,-77.55579040856881,2022.247092,-71.15449742187919,,,2020.694616,-84.66272403431651,2021.173056,-91.90784605630537,,,,,,,2008.980447404,-77.1247270993039,,,2018.125885,-69.32231363452605,2009.6302,-86.20532251574687,2017.816736,-90.59849801126255,2014.950548,-87.53695857036664,,,,,,,,,,,,,2016.04918,-89.48634544975435,2012.772816,-90.7111153899896
2008.597734517,-80.81768267109261,2018.184578,-87.73744790691453,2008.996129326,-68.42479008345151,,,,,2008.560052368,-82.11723722049187,,,,,,,,,,,,,,,2016.21458,-82.6663172739676,2008.199686,-77.5546997641066,2022.267455,-71.31167654694528,,,2020.732718,-85.41273394589622,2021.186973,-91.83827594885548,,,,,,,2009.005076104,-77.50568601710305,,,2018.145164,-69.40431089585358,2009.65103,-86.67721827846769,2017.853526,-90.24202763522378,2014.97017,-87.31094527645098,,,,,,,,,,,,,2016.06831,-89.27606356664663,2012.791639,-90.96478138067043
2008.616789997,-81.54804084221303,2018.222908,-87.42827415372349,2009.034046804,-68.06956287263857,,,,,2008.569757514,-82.12437184131564,,,,,,,,,,,,,,,2016.230893,-82.56687407650294,2008.199766,-77.55360911964439,2022.28411,-71.4418933402308,,,2020.772245,-86.82718220585457,2021.206481,-91.73761867583592,,,,,,,2009.021504947,-77.70581697441769,,,2018.168265,-69.51379326184085,2009.66997,-87.06396306123852,2017.872805,-90.01242034380688,2014.99173,-87.00824952128683,,,,,,,,,,,,,2016.08743,-89.07807362205934,2012.811032,-91.32555953059031
2008.638712432,-82.59854618615397,2018.265173,-87.30367831343192,2009.039783105,-68.02039826188725,,,,,2008.581929265,-82.23386015732251,,,,,,,,,,,,,,,2016.251598,-82.40990973098461,2008.199842,-77.55257300740513,2022.303503,-71.59455740857119,,,2020.810575,-88.256850498522,2021.225303,-91.50879239920317,,,,,,,2009.040667808,-77.90786822477772,,,2018.18743,-69.61024815401106,2009.68918,-87.42103303384218,2017.89197,-89.77060355831613,2015.006731,-86.76817761902569,,,,,,,,,,,,,2016.10656,-88.90332948068362,2012.830197,-91.73099333436056
2008.638733303,-82.59954630758652,2018.298142,-87.28344637022158,2009.091295662,-67.65215546521632,,,,,2008.588892684,-82.30003927143325,,,,,,,,,,,,,,,2016.270649,-82.22274090999885,2008.199922,-77.55148236294292,2022.322668,-71.7513657133077,,,2020.847479,-89.35189674593676,2021.244126,-91.27995396518536,,,,,,,2009.040709665,-77.90830956071126,,,2018.228383,-69.79780742211517,2009.70869,-87.75329688481403,2017.911021,-89.55421056404909,2015.02852,-86.38229827497403,,,,,,,,,,,,,2016.12568,-88.75812226020595,2012.853183,-92.20077302413146
2008.655064132,-83.38892623276848,2018.337441,-87.10117994939843,2009.097098554,-67.61791574639918,,,,,2008.601073922,-82.46768288456204,,,,,,,,,,,,,,,2016.289814,-81.99114248554856,2008.200002,-77.55039171848071,2022.345655,-71.96160941121535,,,2020.885809,-89.91853428017089,2021.262892,-90.91840115978175,,,,,,,2009.059840183,-77.99083057596698,,,2018.434578,-72.56055512679359,2009.72771,-88.04780791656015,2017.950662,-89.2246972943065,2015.064226,-85.74776994429511,,,,,,,,,,,,,2016.14481,-88.64203972498416,2012.86961,-92.47759401045653
2008.655085003,-83.38993808259512,2018.381589,-86.34556911016766,2009.1105879,-67.53832243084847,,,,,2008.608018367,-82.5941968554417,,,,,,,,,,,,,,,2016.309321,-81.70630762105606,2008.200082,-77.5493010740185,2022.367215,-72.19601261368642,,,2020.925337,-89.51013392220204,2021.28103,-90.56704568986221,,,,,,,2009.059851598,-77.99086809137894,,,2018.453857,-72.99234840679283,2009.7662,-88.53530630634766,2017.969713,-89.1842229167348,2015.092688,-85.33936464231249,,,,,,,,,,,,,2016.16393,-88.54855530192928,2012.888547,-92.72048578352863
2008.679350713,-84.48416326730614,2018.418151,-85.30545534698084,2009.116638128,-67.5080748385409,,,,,2008.620209092,-82.81932644147501,,,,,,,,,,,,,,,2016.328144,-81.38327615646797,2008.200158,-77.54826496177924,2022.381703,-72.38987196245687,,,2020.963781,-88.62026632177235,2021.299852,-90.08381928737195,,,,,,,2009.07902968,-78.03521463709502,,,2019.064569,-71.54252461220186,2009.78758,-88.71793049489256,2018.006617,-89.26546740027891,2015.10923,-85.1734594364121,,,,,,,,,,,,,2016.18306,-88.4657097861362,2012.908169,-92.86350992884091
2008.67936779,-84.48483564054168,2018.451119,-84.23816122713083,2009.148944064,-67.39995825453207,,,,,2008.624430783,-82.92603037476117,,,,,,,,,,,,,,,2016.348507,-80.96938979814833,2008.200234,-77.54722884954309,2022.402921,-72.70498065053319,,,2021.000457,-87.71322215489555,2021.319702,-89.56157905665057,,,,,,,2009.079039193,-78.03518094202883,,,2019.083734,-71.52082152194664,2009.80408,-88.81110874084504,2018.025782,-89.39416438411148,2015.128166,-85.05919581422155,,,,,,,,,,,,,2016.20219,-88.37870370400132,2012.931155,-92.8747291431326
2008.692759563,-85.01211032426232,2018.495039,-83.26930428867445,2009.157229833,-67.38675337536804,,,,,2008.639306315,-83.30201188884683,,,,,,,,,,,,,,,2016.3679,-80.54539335955813,2008.200312,-77.54616547119235,2022.418151,-72.95150248703874,,,2021.038901,-86.8657274869774,,,,,,,,,2009.098217275,-77.96725213412675,,,2019.101244,-71.54382930316036,2009.82309,-88.83804114890899,2018.044947,-89.53613880302608,2015.14197,-85.01962346158443,,,,,,,,,,,,,2016.22131,-88.27253249045904,2012.95032,-92.75592364487542
2008.717573619,-85.6843662344104,2018.528748,-83.13258530727292,2009.171518265,-67.39424005225077,,,,,2008.646226093,-83.48402836901953,,,,,,,,,,,,,,,2016.386837,-80.1261777042097,2008.200396,-77.54502029450718,2022.439711,-73.32533217051738,,,2021.077116,-86.26826599592225,,,,,,,,,2009.098304795,-77.96694213809728,,,2019.139574,-71.67645970880687,2009.8411,-88.79500901297737,2018.064112,-89.67636538783114,2015.187087,-85.07620241373193,,,,,,,,,,,,,2016.24044,-88.13461882398195,2012.969713,-92.52590227316789
2008.731037492,-85.91237302591684,2018.56434,-83.74745390672311,2009.209246575,-67.53773347107737,,,,,2008.655756679,-83.76281249902866,,,,,,,,,,,,,,,2016.406001,-79.71583137689049,2008.27996,-76.65197631085684,2022.456024,-73.60093857646953,,,2021.11402,-85.84786731620929,,,,,,,,,2009.136563927,-77.67408550635821,,,2019.158739,-71.76350718172121,2009.86223,-88.67791374489042,2018.083163,-89.79049501643539,2015.206024,-85.13170572441385,,,,,,,,,,,,,2016.25956,-87.95750814164501,2012.988764,-92.20418395441703
