alt_01D0_x_interp,alt_01D0_smoothed_curve,altMPI_01D0_x_interp,altMPI_01D0_smoothed_curve,asc_01D0_x_interp,asc_01D0_smoothed_curve,ato_01D0_x_interp,ato_01D0_smoothed_curve,azr_01D0_x_interp,azr_01D0_smoothed_curve,bal_01D0_x_interp,bal_01D0_smoothed_curve,bikMPI_01D0_x_interp,bikMPI_01D0_smoothed_curve,brw_01D0_x_interp,brw_01D0_smoothed_curve,brwIMAU_01D0_x_interp,brwIMAU_01D0_smoothed_curve,bsc_01D0_x_interp,bsc_01D0_smoothed_curve,cba_01D0_x_interp,cba_01D0_smoothed_curve,cgo_01D0_x_interp,cgo_01D0_smoothed_curve,cgoIMAU_01D0_x_interp,cgoIMAU_01D0_smoothed_curve,cvoMPI_01D0_x_interp,cvoMPI_01D0_smoothed_curve,eom_01D0_x_interp,eom_01D0_smoothed_curve,gvnMPI_01D0_x_interp,gvnMPI_01D0_smoothed_curve,gvnIMAU_01D0_x_interp,gvnIMAU_01D0_smoothed_curve,jfjMPI_01D0_x_interp,jfjMPI_01D0_smoothed_curve,kjnMPI_01D0_x_interp,kjnMPI_01D0_smoothed_curve,kum_01D0_x_interp,kum_01D0_smoothed_curve,lef_01D0_x_interp,lef_01D0_smoothed_curve,mhd_01D0_x_interp,mhd_01D0_smoothed_curve,mlo_01D0_x_interp,mlo_01D0_smoothed_curve,mloIMAU_01D0_x_interp,mloIMAU_01D0_smoothed_curve,namMPI_01D0_x_interp,namMPI_01D0_smoothed_curve,nyaNIPR_01D0_x_interp,nyaNIPR_01D0_smoothed_curve,oxkMPI_01D0_x_interp,oxkMPI_01D0_smoothed_curve,sisMPI_01D0_x_interp,sisMPI_01D0_smoothed_curve,smo_01D0_x_interp,smo_01D0_smoothed_curve,smoIMAU_01D0_x_interp,smoIMAU_01D0_smoothed_curve,spo_01D0_x_interp,spo_01D0_smoothed_curve,syoNIPR_01D0_x_interp,syoNIPR_01D0_smoothed_curve,vrsMPI_01D0_x_interp,vrsMPI_01D0_smoothed_curve,zep_01D0_x_interp,zep_01D0_smoothed_curve,zepIMAU_01D0_x_interp,zepIMAU_01D0_smoothed_curve,zotMPI_01D0_x_interp,zotMPI_01D0_smoothed_curve
2006.456900685,-80.40643481776871,2014.470626,-81.70629032006053,2006.831364155,-70.02888114042932,,,,,2006.51923516,-83.3209001811922,2018.744582,-89.97129354049949,2008.445061096,-81.48242076593353,2023.208219,-92.97208153457676,,,2006.722461948,-85.88730483450477,,,,,2012.781829,-78.83855725336463,2007.358843,-77.3570170601552,2019.983745,-70.4676655675898,2010.98082,-73.56223719054934,2016.708191,-85.64368651327531,2017.865619,-92.66338199159243,2007.903704338,-76.58264043580918,2008.27255806,-84.90864311710023,2008.902787265,-84.95069988524507,2006.643388508,-71.5404382043834,,,2015.445643,-72.16314354300648,2007.19875,-85.17854067547039,2015.233402,-88.29221585169452,2012.650412,-82.51237613609207,2008.485991576,-69.55321474829736,2023.630137,-81.03363009338207,2006.548232496,-67.78750011406237,2006.97156,-69.2573181328092,2021.647331,-89.8901852756065,,,2014.15068,-86.51991249814749,2011.503537,-87.30603310075873
2006.456923516,-80.40633072713692,2014.507302,-81.2790970091228,2006.839640411,-69.9312215513187,,,,,2006.531449772,-83.32879675639198,2018.770421,-90.57218828742086,2008.469664542,-81.07102497052449,2023.208219,-92.97208153457676,,,2006.742195586,-86.02763493251734,,,,,2012.801336,-79.07848518242703,2007.455008,-78.18430405279392,2020.111739,-68.21247598809532,2011.06301,-72.53338623877397,2016.750457,-86.8536001035243,2017.886608,-92.3482954385196,2007.974824962,-77.22957985474936,2008.291604053,-84.73431044599714,2008.924749545,-85.23519255040645,2006.643405632,-71.54081380051386,,,2015.48135,-72.35485254274909,2007.21798,-85.02515704555223,2015.26985,-87.15987748718464,2012.695643,-84.41804261582891,2008.505083106,-69.48663386896266,2023.684932,-80.24832703416712,2006.58130137,-68.45369867654897,2007.13594,-68.55736515424356,2021.703286,-91.32594308587971,,,2014.16986,-86.57340049362034,2011.514374,-87.94202349458992
2006.470650685,-80.3437460969163,2014.542666,-81.65583104789201,2006.850199772,-69.78579499677272,,,,,2006.538422755,-83.34356706026067,2018.825178,-92.18674486245158,2008.50487629,-80.89595134313558,2023.263014,-92.59246191432285,,,2006.769324581,-85.95209602293235,,,,,2012.820273,-79.37071010589196,2007.455094,-78.18481719666786,2020.13638,-68.03020712303264,2011.15068,-71.67443594366853,2016.785935,-87.77245747614187,2017.906915,-91.99300194374688,2008.076035974,-76.89795870265687,2008.348859669,-84.99614942780295,2008.941266318,-84.98126727889046,2006.662560883,-72.30108870661903,,,2015.506503,-72.41614387024131,2007.23696,-84.85332885111772,2015.327573,-85.56579577454067,2012.709104,-84.93730277093644,2008.521990741,-69.47679939948046,2023.684932,-80.24832703416712,2006.603236301,-69.22552820306066,2007.29473,-70.4869359809906,2021.722451,-91.59795384512536,,,2014.18904,-86.57696501953713,2011.52293,-88.44088114222552
2006.470675419,-80.34363333016607,2014.583505,-82.95005587274869,2006.855679224,-69.69979242268754,,,,,2006.554851598,-83.41109064371493,2018.986369,-90.88530745443991,2008.543436931,-81.11004644815388,2023.263014,-92.59246191432285,,,2006.780277778,-85.8177879123035,,,,,2012.838012,-79.67631041321667,2007.455177,-78.18531244017485,2020.161135,-68.0387961507162,2011.23288,-71.3941153916339,2016.824493,-88.09874707271506,2017.924425,-91.54694355954247,2008.114219035,-75.53331316115212,2008.368156117,-85.23180172792729,2008.95492752,-84.70482774767139,2006.662576104,-72.30169299163995,,,2015.523501,-72.40541263621411,2007.2562,-84.64953475839313,2015.34805,-85.021962381421,2012.767569,-86.6121930329253,2008.540680024,-69.46592861930884,2023.709589,-79.92099830521693,2006.619214231,-69.80952595202352,2007.43994,-71.83328317008825,2021.741616,-91.7808950896431,,,2014.20822,-86.51385596744518,2011.530915,-88.90511537108945
2006.489876332,-80.2240104767614,2014.623033,-84.59815789245326,2006.869492009,-69.48299427110133,,,,,2006.563070776,-83.47115250309488,2019.012207,-91.06793216563366,2008.543454007,-81.11035135105215,2023.320548,-91.08591541124648,,,2006.799587139,-85.45418606207367,,,,,2012.85672,-80.02588684762345,2007.455259,-78.18580171689194,2020.189825,-68.26609424625427,2011.40274,-71.52769073961925,2016.861168,-87.63337683657869,2017.945301,-91.01026758378028,2008.136152854,-74.61925924219632,,,2008.965714177,-84.4865557094882,2006.681759893,-73.08586976103628,,,2015.542552,-72.36423334694055,2007.29454,-84.10827810488969,2015.367215,-84.51642324659248,2012.783996,-86.88278890602149,2008.562869991,-69.56415617867228,2023.709589,-79.92099830521693,2006.619315068,-69.81328180326825,2007.67555,-73.04816820219759,2021.781144,-91.89245756820723,,,2014.2274,-86.3701130682919,2011.58687,-91.52030008968806
2006.489899163,-80.22384174737157,2014.655887,-85.88918120658263,2006.877939498,-69.32341013973364,,,,,2006.57532344,-83.57337824411216,2019.025896,-91.16468693270348,2008.584109366,-81.87661616306278,2023.320548,-91.08591541124648,,,2006.810273973,-85.198879903042,,,,,2012.867786,-80.24660177924808,2007.455339,-78.18627906003061,2020.214352,-68.5947527045135,2011.48493,-71.94716411231212,2016.899498,-86.39280033005765,2017.96287,-90.57320346743589,2008.15256527,-74.0302379124713,,,2009.050561263,-80.28484088864421,2006.720104642,-74.65626215287018,,,2015.56126,-72.29688007032519,2007.31371,-83.75338956033644,2015.405659,-83.57442539534485,2012.917922,-88.44630710320877,2008.579178051,-69.65684184180307,2023.780822,-79.44616526314528,2006.666002664,-71.09786833281672,2007.8098,-72.90261301653548,2021.800309,-91.92259353367632,,,2014.24658,-86.13714713094892,2011.597708,-91.8212187611168
2006.513968798,-80.07022326493453,2014.695415,-87.14465926707115,2006.888907915,-69.11612325097217,,,,,2006.583523592,-83.68237557710059,2019.053275,-91.55148905676879,2008.603198998,-82.44524655059067,2023.353425,-90.40443026228137,,,2006.818321918,-85.00661623298977,,,,,2012.897902,-80.8654168082071,2007.455417,-78.18674446958948,2020.238878,-68.97117855540549,2011.5726,-72.63186093356627,2016.939026,-84.42799479266228,2017.983973,-90.04870343749195,2008.171649211,-73.34533885164547,,,2009.072564688,-79.09044851606191,2006.720127473,-74.65703266466957,,,2015.583163,-72.1873077511961,2007.37353,-82.3590416201689,2015.520763,-83.85165876453254,2012.942335,-88.72913502998385,2008.598389117,-69.80118854503016,2023.80274,-79.35060895550767,2006.68516172,-71.35346739922299,2007.9606,-71.18463181362047,2021.819474,-91.96868268190963,,,2014.26575,-85.81373615171273,2011.605921,-92.03194386519148
2006.513989726,-80.07013186265888,2014.734202,-87.97227407065165,2006.908066971,-68.73469251267521,,,,,2006.59593417,-83.84733836106571,2019.092803,-92.4568571153692,2008.61968731,-82.93639039465627,2023.353425,-90.40443026228137,,,2006.837891933,-84.51479859206525,,,,,2012.908968,-81.0925051879974,2007.455495,-78.1872098791497,2020.262093,-69.31236730484872,2011.65479,-73.38147716738415,2016.977356,-82.50556699205207,2018.000515,-89.7529216381649,2008.229016773,-73.28641264975163,,,2009.111339422,-77.74014695967362,2006.739343607,-75.3055481904839,,,2015.597936,-72.11203270002243,2007.40961,-81.58084544519254,2015.539243,-84.53045525017927,2012.95899,-88.86643482954905,2008.619911202,-70.00382424542342,2023.80274,-79.35060895550767,2006.705751522,-70.88412236618996,2008.10552,-68.50797688277342,2021.837099,-92.08988218585456,,,2014.30411,-84.92876491386755,2011.614249,-92.15018207872127
2006.527810122,-80.00977178830291,2014.773273,-88.4196112533421,2006.913194444,-68.63065108027402,,,,,2006.606887367,-84.04487404511863,2019.167922,-91.90818992407347,2008.672074226,-84.48748264784098,2023.391781,-90.28019791162083,,,2006.846004566,-84.30892449366031,,,,,2012.92933,-81.50241564751906,2007.455573,-78.18767528870993,2020.311374,-69.85665170069971,2011.82466,-73.64568564205614,2017.01426,-81.26309239289834,2018.01871,-89.42875834429005,2008.343784153,-77.44791753501276,,,2009.149166667,-77.2189402564585,2006.758432268,-75.64764663340873,,,2015.617215,-72.01450698109358,2007.43132,-81.2821605239363,2015.558408,-85.46735256866087,2012.981121,-88.96921159182178,2008.639069141,-70.16575203898603,2023.821918,-79.25644815544179,2006.715203577,-70.66547695693072,2008.30486,-68.37616279368142,2021.856264,-92.2745605307939,,,2014.32329,-84.40185175683487,2011.625086,-92.30404225163716
2006.566103501,-80.20772969109326,2014.811717,-88.51230463129248,2006.926997717,-68.35892421624683,,,,,2006.61510274,-84.20134952044918,2019.230893,-90.11679483601378,2008.767239678,-86.4151834150547,2023.391781,-90.28019791162083,,,2006.857132801,-84.04741679353837,,,,,2012.951005,-81.90926154371468,2007.455653,-78.1881526318486,2020.337213,-70.05254300861348,2011.90685,-73.38700093675114,2017.05259,-80.62027916989902,2018.037076,-89.21868929354612,2008.362923118,-77.9560349173177,,,2009.486063546,-76.96586980383381,2006.758464612,-75.64814182235025,,,2015.635923,-71.93341621068862,2007.44646,-81.1933389447313,2015.595198,-87.44577646681817,2013.017569,-88.87309143826403,2008.65535633,-70.27115059143371,2023.821918,-79.25644815544179,2006.715214992,-70.66521290457909,2008.49338,-71.18449222029392,2021.875428,-92.52052161640145,,,2014.34247,-83.84977745801486,2011.632957,-92.34046630043433
2006.585306317,-80.53760389608742,2014.845883,-88.34090942081615,2007.003633942,-67.31519416069764,,,,,2006.624657534,-84.39254341195294,2019.270421,-89.47165833965182,2008.775861415,-86.5253697026306,2023.416438,-90.50558900427094,,,2006.876103501,-83.7128100995269,,,,,2013.029319,-82.77682495137118,2007.455739,-78.18866577572255,2020.361853,-70.22786451175237,2011.99726,-71.04730919469843,2017.12771,-81.14155936485714,2018.058294,-89.01096530419719,2008.420309654,-77.68210408920459,,,2009.513394216,-76.72238915283003,2006.777636986,-75.89329381250866,,,2015.656116,-71.85584372384791,2007.46971,-81.25120909368127,2015.614363,-88.48423933100716,2013.031372,-88.76473795312856,2008.655527095,-70.27225565528613,2023.852055,-79.0026582981005,2006.733274353,-69.9798334355781,2008.68737,-71.64938118698821,2021.894593,-92.84286655534045,,,2014.36164,-83.2987376847127,2011.644023,-92.36721329524279
2006.585332953,-80.53806146071409,2014.884213,-87.93862618628958,2007.022802511,-67.23282418309023,,,,,2006.634303653,-84.61778348526528,2019.28411,-89.7153600918613,2008.813892684,-86.73296606553883,2023.416438,-90.50558900427094,,,2006.895665906,-83.47617408737091,,,,,2013.104325,-82.40550048863687,2007.45582,-78.18914908564975,2020.386266,-70.43119526477093,2012.06831,-69.20862875810026,2017.172713,-81.97129435935904,2018.077573,-88.91024780811567,2008.439458106,-77.30887974845855,,,2009.590192161,-77.90860709054594,2006.777652207,-75.89325543407283,,,2015.672827,-71.80771559263883,2007.52478,-82.35068615088468,2015.708762,-91.56661667032401,2013.050765,-88.53384369558347,2008.67765255,-70.40673555861648,2023.879452,-78.69797171287601,2006.749575723,-69.1466934451825,2008.85961,-71.94468669478697,2021.913758,-93.17069790291924,,,2014.38082,-82.77333310053801,2011.652579,-92.35291469365778
2006.604476788,-81.0465652278214,2014.923626,-87.48768419190894,2007.028339041,-67.22831925225697,,,,,2006.643807078,-84.83969160642381,2019.297799,-89.98751116481304,2008.813905965,-86.7329875488855,2023.443836,-90.86346913418545,,,2006.903778539,-83.43833063806692,,,,,2013.137179,-81.95956451287942,2007.455904,-78.18965029594527,2020.410906,-70.6913048795438,2012.15847,-68.48757169511212,2017.210929,-82.74752667239811,2018.09383,-88.83659703816622,2008.4694767,-76.47514990797163,,,,,2006.796851218,-75.84484678738973,,,2015.692221,-71.75423967271877,2007.54386,-82.98854790154977,2015.728155,-91.63044793426839,2013.070044,-88.24803089103658,2008.696347526,-70.3673896958596,2023.953425,-77.89118328345447,2006.768666286,-68.12552571356588,2008.99349,-70.23842317134604,2021.934121,-93.50627884158051,,,2014.4,-82.29657217798605,2011.663188,-92.28800824546258
2006.604503425,-81.04731560030581,2014.96207,-87.26352671655823,2007.080336758,-67.35674336577041,,,,,2006.651997717,-85.03982574966514,2019.325178,-90.53183319172794,2008.852254098,-86.6840221400303,2023.443836,-90.86346913418545,,,2006.914459665,-83.38850579694746,,,,,2013.168607,-81.49403779735684,2007.586014,-77.40483861407897,2020.434235,-70.9904656131329,2012.24317,-68.52054778966367,2017.249259,-83.50372042143469,2018.113109,-88.77627302893933,2008.480413251,-76.17374977682707,,,,,2006.796860731,-75.84482280118279,,,2015.761636,-71.47555906818823,2007.56296,-83.68633962317844,2015.786391,-90.81378876435727,2013.087784,-87.9588850921607,2008.715571873,-70.32692970710883,2023.953425,-77.89118328345447,2006.793514079,-66.68443249951125,2009.04827,-69.19553970535816,2022.009241,-93.92237832682194,,,2014.41918,-81.88768361070402,2011.669861,-92.24718246274834
2006.643255327,-82.26772270385432,2015.004222,-87.47660004319644,2007.08581621,-67.38507263494387,,,,,2006.663099315,-85.31949615278279,2019.351016,-91.17183535541558,2008.871135018,-86.52830036219264,2023.473973,-91.11917436131826,,,2006.922697869,-83.3825357852791,,,,,2013.187201,-81.23737247386931,2007.586094,-77.40589564025304,2020.458762,-71.33926706989327,2012.32514,-68.76787981458115,2017.286049,-84.13688121628329,2018.132274,-88.7266571217344,2008.51592289,-75.32454506848755,,,,,2006.816017884,-75.71499434270899,,,2015.789471,-71.24885832592821,2007.58214,-84.40549292889729,2015.825178,-89.8159537752866,2013.131475,-87.21358143597902,2008.734545765,-70.1691438794959,2023.991781,-77.82679446157736,2006.793519787,-66.68410145361487,2009.20991,-67.5967273448812,2022.028406,-93.74435114776172,,,2014.43836,-81.56210405774627,2011.681041,-92.12908354414539
2006.665829528,-82.90935380963872,2015.03719,-87.91398482739898,2007.099524353,-67.46794788215597,,,,,2006.67266933,-85.55970143814493,2019.405773,-92.14178062357334,2008.917810792,-86.0990723771433,2023.473973,-91.11917436131826,,,2006.953833714,-83.64612861574811,,,,,2013.206823,-80.99273556728853,2007.586172,-77.40692624077285,2020.483402,-71.69134802439511,2012.40984,-69.34513565812289,2017.324379,-84.40467053123615,2018.153264,-88.6724380953088,2008.537790301,-75.0588375670119,,,,,2006.835157915,-75.47684205637348,,,2015.827916,-70.78495881378801,2007.6013,-85.11239310199213,2015.900183,-88.16081080371643,2013.145278,-86.97654428382259,2008.753749241,-69.9678990030806,2024.005464,-77.88505693832576,2006.812528539,-65.71084854281233,2009.40158,-68.80156637805737,2022.047571,-93.50482303524136,,,2014.47671,-81.20554610100713,2011.700206,-91.91402270667177
2006.665865677,-82.91038128002143,2015.0786,-88.54118533095479,2007.118892694,-67.6003303319849,,,,,2006.682267884,-85.79138547331618,2019.45899,-92.15921406967288,2008.917862022,-86.09855823992466,2023.482192,-91.16536757362425,,,2006.961272831,-83.76949425066074,,,,,2013.225988,-80.78285177911265,2007.58625,-77.40795684129264,2020.509127,-72.02346540281411,2012.4918,-69.94093611060762,2017.363906,-84.08711287408092,2018.196328,-88.537367695089,2008.556906497,-74.86076109280984,,,,,2006.835180746,-75.4765579787325,,,2015.84554,-70.50489331637908,2007.62065,-85.7930314076292,2015.92066,-87.93891789572608,2013.17066,-86.53311761215198,2008.772873027,-69.74691456632995,2024.030055,-78.00153996107846,2006.865270167,-63.60893635874138,2009.56596,-69.8520388118566,2022.066736,-93.21163807918849,,,2014.49589,-81.18967509853292,2011.711271,-91.78299986247373
2006.684977169,-83.26176127069162,2015.112538,-88.78497454186133,2007.124543379,-67.6450301607318,,,,,2006.691856925,-86.02283988949404,2019.514945,-91.78167795113221,2008.991702717,-85.73636502818235,2023.482192,-91.16536757362425,,,2006.991324201,-84.27510141607672,,,,,2013.242073,-80.63108861783445,2007.586328,-77.40898744181244,2020.53411,-72.28801372886423,2012.56831,-70.9652511167196,2017.402236,-83.36897621875313,2018.21709,-88.45002067856144,2008.595119915,-75.02956424559684,,,,,2006.854356925,-75.23903753793046,,,2015.883528,-69.79594561031386,2007.65881,-86.99931263905809,2015.939825,-87.89403909907851,2013.189825,-86.18092971561943,2008.791974044,-69.50085217204602,2024.030055,-78.00153996107846,2006.871489726,-63.40712086234424,2009.71665,-71.06334119148775,2022.084361,-92.92194657590177,,,2014.51507,-81.28810827151632,2011.719827,-91.69075099391064
2006.685024734,-83.26249047301164,2015.150868,-88.6749956398389,2007.143493151,-67.79924203882115,,,,,2006.701455479,-86.23658173742304,2019.569702,-91.51120649724169,2009.005287291,-85.78218654721613,2023.50137,-91.14990156171176,,,2007.010216895,-84.61385959542635,,,,,2013.262778,-80.45744143682955,2007.586406,-77.41001804232924,2020.558408,-72.49055590196038,2012.65847,-72.17231216692093,2017.439026,-82.48333167738517,2018.252397,-88.19964899101838,2008.614308212,-75.36938418715117,,,,,2006.854374049,-75.23882582433306,,,2015.92625,-68.88119097275606,2007.67798,-87.53733667486325,2015.977927,-88.09117117063462,2013.20899,-85.80356946664693,2008.811171828,-69.26712586120027,2024.043716,-78.0794764814089,2007.181392694,-68.6408464149475,2009.86197,-72.00558021238918,2022.103526,-92.62784301490889,,,2014.53425,-81.50190804105989,2011.727813,-91.60913031694896
2006.705812405,-83.43609845958834,2015.201119,-88.0773376110915,2007.201617199,-68.44856100513144,,,,,2006.711035008,-86.43318633111174,2019.728155,-89.62253886447104,2009.062851979,-86.15698536593301,2023.50137,-91.14990156171176,,,2007.018550228,-84.76328162676995,,,,,2013.31993,-79.94736927122969,2007.586486,-77.41107506850331,2020.583163,-72.66177345636702,2012.73224,-72.72009744602926,2017.477356,-81.62700675733026,2018.273044,-87.91562963059715,2008.671757362,-76.72313685976123,,,,,2006.873508371,-75.00225748931433,,,2015.945301,-68.46321568650495,2007.6972,-88.03506897326317,2015.997092,-88.35663495753833,2013.249944,-84.88728282088219,2008.832915908,-69.08458921796667,2024.043716,-78.0794764814089,2007.201436327,-68.37158798173525,2010.04827,-69.34046829118147,2022.122691,-92.3603615907875,,,2014.55342,-81.8283666594338,2011.738878,-91.50414145859206
2006.722656012,-83.39225282150528,2015.233745,-87.59596433349763,2007.259284627,-69.31714979850771,,,,,2006.731537291,-86.80070769403216,2019.789586,-91.53247873008971,2009.11749239,-86.25663751668468,2023.539726,-90.89279850426068,,,2007.029699391,-84.90451383889713,,,,,2013.340636,-79.69321160487964,2007.586566,-77.41213209467739,2020.603297,-72.79589096562617,2012.81421,-73.11854241873556,2017.536163,-81.12050640722644,2018.349192,-86.20287830125613,2008.688091985,-77.15973316040952,,,,,2006.873523592,-75.00206930356988,,,2015.964466,-68.06237675121842,2007.7354,-88.92933028772347,2016.015059,-88.63211032448302,2013.264831,-84.52143593082974,2008.849157559,-68.94824422410382,2024.068306,-78.16887069714043,2007.225136986,-67.92962096334541,2010.19896,-67.37057880376327,2022.453514,-88.8301159008705,,,2014.5726,-82.26064677101313,2011.747092,-91.44459943413602
2006.722684551,-83.39217853155887,2015.270649,-87.0962783445153,2007.277682648,-69.58910787052241,,,,,2006.739802131,-86.92796348151138,2019.842803,-93.66822082673188,2009.15069825,-86.0532154158658,2023.578082,-90.73446643743962,,,2007.056915906,-85.19449970204029,,,,,2013.414672,-78.47409205898579,2007.586644,-77.41316269519719,2020.630904,-72.9974571386535,2012.90437,-72.68074982170126,2017.574379,-81.13419917798448,2018.369839,-85.59176585654245,2008.726354736,-78.02815996221527,,,,,2006.892728311,-74.88971552427451,,,2016.130904,-67.38170120130711,2007.75747,-89.38078666712521,2016.033996,-88.93891954702146,2013.287304,-83.96590028304382,2008.868586825,-68.90407869516315,2024.095628,-78.15161678156237,2007.273995434,-66.84799341410584,2010.39062,-69.23223691290892,2022.472679,-88.43705475619178,,,2014.59178,-82.7860741859603,2011.759241,-91.36002902973388
2006.744746956,-83.0003648984512,2015.308865,-86.52306254867379,2007.387186073,-70.51712206917934,,,,,2006.759006849,-87.15523793096463,2019.89756,-94.01002624186124,2009.158578767,-85.96154072000502,2023.578082,-90.73446643743962,,,2007.0956621,-85.17847202583776,,,,,2013.435034,-78.13098186011818,2007.586724,-77.41421972137127,2020.655545,-73.20583923205604,2012.99454,-70.4130184420639,2017.600103,-81.14660926788757,2018.388889,-85.04002454503872,2008.745550622,-78.36943573112188,,,,,2006.911891172,-74.8131340974283,,,2016.149841,-67.6769308485808,2007.77386,-89.67156781090505,2016.072326,-89.41497151967263,2013.308865,-83.4511866745107,2008.88757969,-68.8806704373257,2024.122951,-77.89802791440002,2007.413951674,-69.97066652710011,2010.5687,-71.28935444207288,2022.491844,-88.1185590006219,,,2014.61096,-83.38627331023818,2011.767226,-91.3259810109365
2006.758894597,-82.65452567643791,2015.351244,-85.58522143403161,2007.392694064,-70.55224300979089,,,,,2006.778148782,-87.32127941116153,2020.009469,-92.55281062174856,2009.172269787,-85.76443711936199,2023.646575,-91.99367441643379,,,2007.163584475,-84.13834320081558,,,,,2013.445758,-77.96242731071894,2007.586806,-77.41530317319962,2020.678645,-73.41383155426615,2013.09315,-68.50852206731957,2017.630333,-81.16080747387537,2018.406801,-84.52930752518074,2008.786407104,-78.46135315323816,,,,,2006.931065449,-74.8252155120421,,,2016.173741,-68.07888998152009,2007.79595,-89.98845975316858,2016.087213,-89.53806761847697,2013.34246,-82.75133410454109,2008.887824454,-68.88036877147249,2024.122951,-77.89802791440002,2007.581185312,-67.93198738281286,2010.74679,-71.88492833678228,2022.512207,-87.8711556480558,,,2014.63014,-84.03749267073138,2011.77852,-91.27782342492473
2006.75891933,-82.65377628045349,2015.392198,-84.23784764709735,2007.431421233,-70.87359751216265,,,,,2006.787775875,-87.38269117720607,2020.023159,-92.62110542905315,2009.210513699,-85.22599944529924,2023.646575,-91.99367441643379,,,2007.172264079,-83.94536742630478,,,,,2013.453971,-77.85276807336399,2007.586887,-77.41637341219933,2020.7034,-73.61988831806853,2013.26849,-68.44028653406552,2017.667123,-81.1652686301232,2018.424425,-84.20628022609715,2008.802840392,-78.22251802048588,,,,,2006.931097793,-74.82523589149491,,,2016.192791,-68.41071962437802,2007.81225,-90.16216865255187,2016.128509,-89.43975220161272,2013.364591,-82.38894751338697,2008.903855495,-68.89829957607778,2024.142077,-77.67029209914897,2007.690780061,-70.67415052935539,2010.93594,-70.29409777748545,2022.531372,-87.7485668674538,,,2014.64932,-84.71196253689429,2011.83379,-91.14965766477984
2006.779828767,-82.02023210157714,2015.423512,-83.05830646022052,2007.463964992,-71.35387878038827,,,,,2006.826227169,-87.58415715834649,2020.108887,-94.15209469636225,2009.23277968,-84.95817725521158,2023.761644,-94.8407101982432,,,2007.191038813,-83.52354826988456,,,,,2013.526353,-77.43334418796046,2007.677595,-78.44464201632123,2020.727927,-73.76703714473842,2013.3589,-69.20155770818988,2017.746407,-82.16749681135525,2018.443705,-83.85290038460933,2008.824654675,-77.90189244392171,,,,,2006.950247336,-74.84861368714976,,,2016.28719,-69.73449678488073,2007.85112,-90.30767114834042,2016.147331,-89.26822898788058,2013.437201,-81.75565698950975,2008.904219794,-68.8995584433431,2024.142077,-77.67029209914897,2007.748192542,-70.47068469347423,2011.09211,-68.46311393714112,2022.550537,-87.83618467721634,,,2014.66849,-85.37979181170341,2011.842232,-91.1241265448304
2006.779931507,-82.0170996002578,2015.46458,-81.71342398345001,2007.617399163,-73.24004454013998,,,,,2006.83445586,-87.63029937596173,2020.122919,-94.24698215695616,2009.246128234,-84.79761666878167,2023.769863,-94.84968554763596,,,2007.202151826,-83.27023780923969,,,,,2013.720284,-80.27763104257977,2007.67769,-78.44546794095419,2020.753765,-73.82358636656912,2013.45205,-69.9859002573524,2017.824379,-84.4316837747888,2018.464123,-83.8214080653971,2008.882026032,-76.75139917245357,,,,,2006.969440639,-74.88055319568706,,,2016.325634,-70.21590637118317,2007.86724,-90.25764313745292,2016.303047,-88.26481942538665,2013.454199,-81.6979995705374,2008.944947253,-69.04303825357314,2024.161202,-77.36040194276032,2007.786662861,-69.928736562672,2011.28377,-68.47897541242739,2022.569702,-88.06149479623622,,,2014.68767,-86.01320456658807,2011.852841,-91.07604558766197
2006.796375571,-81.50009147561049,2015.501256,-81.1395282433542,2007.622802511,-73.17020518486281,,,,,2006.883761416,-88.04588664565577,2020.136266,-94.2489492450351,2009.265186454,-84.61085089583231,2023.769863,-94.84968554763596,,,2007.21042618,-83.0816318548295,,,,,2013.739335,-80.58926072302921,2007.677768,-78.44614606854871,2020.778406,-73.76678873289823,2013.54247,-70.18038314244689,2017.858659,-85.05384384792133,2018.48192,-83.80446651978264,2008.898937462,-76.48213437440194,,,,,2006.969450152,-74.88056902623735,,,2016.345883,-70.4989875152063,2007.91333,-89.91634203086922,2016.322097,-88.33854618802853,2013.481235,-81.66355006513108,2008.96421524,-69.11959932943695,2024.161202,-77.36040194276032,2007.811434551,-69.66266867975045,2011.49747,-70.14525683200934,2022.587327,-88.37841026623136,,,2014.70685,-86.58740484777083,2011.861625,-91.02968983439249
2006.796400304,-81.49931385993686,2015.5397,-81.47039637193483,2007.737871005,-70.81895688220074,,,,,2006.902929985,-88.27152205058162,2020.150297,-93.73820711029926,2009.292697869,-84.43079516568332,2023.8,-94.55479950641339,,,2007.221232877,-82.85008964591614,,,,,2013.76004,-80.89345887230589,2007.677843,-78.44679811431179,2020.802932,-73.6150698714423,2013.63014,-70.32503471980752,2017.896875,-85.25324338745267,2018.502397,-84.11471071652137,2008.91805935,-76.47765144821354,,,,,2006.988584475,-74.81921312986573,,,2016.367672,-70.86782859354341,2007.9466,-89.59362488282959,2016.342803,-88.38315812671757,2013.494354,-81.67343316221918,2008.999857696,-69.2385402465492,2024.177596,-77.10040090618187,2007.879138128,-69.33359658497504,2011.66185,-70.73913203070852,2022.606492,-88.94085342231412,,,2014.71507,-86.8022847920586,2011.872348,-90.96034974710723
