alt_01D0_x_interp,alt_01D0_trend,altMPI_01D0_x_interp,altMPI_01D0_trend,asc_01D0_x_interp,asc_01D0_trend,ato_01D0_x_interp,ato_01D0_trend,azr_01D0_x_interp,azr_01D0_trend,bal_01D0_x_interp,bal_01D0_trend,bikMPI_01D0_x_interp,bikMPI_01D0_trend,brw_01D0_x_interp,brw_01D0_trend,brwIMAU_01D0_x_interp,brwIMAU_01D0_trend,bsc_01D0_x_interp,bsc_01D0_trend,cba_01D0_x_interp,cba_01D0_trend,cgo_01D0_x_interp,cgo_01D0_trend,cgoIMAU_01D0_x_interp,cgoIMAU_01D0_trend,cvoMPI_01D0_x_interp,cvoMPI_01D0_trend,eom_01D0_x_interp,eom_01D0_trend,gvnMPI_01D0_x_interp,gvnMPI_01D0_trend,gvnIMAU_01D0_x_interp,gvnIMAU_01D0_trend,jfjMPI_01D0_x_interp,jfjMPI_01D0_trend,kjnMPI_01D0_x_interp,kjnMPI_01D0_trend,kum_01D0_x_interp,kum_01D0_trend,lef_01D0_x_interp,lef_01D0_trend,mhd_01D0_x_interp,mhd_01D0_trend,mlo_01D0_x_interp,mlo_01D0_trend,mloIMAU_01D0_x_interp,mloIMAU_01D0_trend,namMPI_01D0_x_interp,namMPI_01D0_trend,nyaNIPR_01D0_x_interp,nyaNIPR_01D0_trend,oxkMPI_01D0_x_interp,oxkMPI_01D0_trend,sisMPI_01D0_x_interp,sisMPI_01D0_trend,smo_01D0_x_interp,smo_01D0_trend,smoIMAU_01D0_x_interp,smoIMAU_01D0_trend,spo_01D0_x_interp,spo_01D0_trend,syoNIPR_01D0_x_interp,syoNIPR_01D0_trend,vrsMPI_01D0_x_interp,vrsMPI_01D0_trend,zep_01D0_x_interp,zep_01D0_trend,zepIMAU_01D0_x_interp,zepIMAU_01D0_trend,zotMPI_01D0_x_interp,zotMPI_01D0_trend
2005.626274734,-83.1350625629662,2011.590407,-86.05584769602028,2005.584570015,-69.53137477708378,2021.881589,-101.67441777611343,2005.801826484,-81.29178610758218,2005.668660578,-85.95551918982503,2013.317078,-89.99400219402521,2005.48766172,-86.74210811795787,2022.580822,-93.02013886171322,2005.389916286,-89.7818796691311,2005.733333333,-83.8954761230387,2005.964902968,-68.57717853967038,2023.224658,-79.42578424549363,2011.348849,-81.93121270640036,2006.939348,-74.51107978543729,2018.316736,-72.40701799262888,1997.07945,-75.41594192936252,2013.719142,-81.36562263321022,2015.009583,-86.6518156901215,2005.813245814,-77.6150343295303,2005.607431507,-87.41654161916185,2005.957420091,-82.99684754026306,2005.550228311,-76.21637973068083,2023.465753,-85.3653728372261,2013.408739,-69.73475080853686,2005.89138,-83.27566560242103,2013.600902,-88.20452951002198,2011.150526,-85.79588325736933,2005.698635845,-68.80327013623588,2022.728767,-79.15213687299247,2005.287473364,-65.82888588225336,1996.96071,-76.42880159247078,2020.362424,-88.44035565643533,2008.695630313,-81.67311721802758,2012.84699,-85.60489077994448,2010.571641,-88.68129376609755
2005.645711568,-83.13175244516236,2011.631817,-86.20588524442005,2005.685958904,-69.55739164547686,2021.900754,-101.79648889587287,2005.821004566,-81.30520934088254,2005.747895738,-85.92534037864765,2013.330768,-90.0500588273958,2005.498023212,-86.72298254296653,2022.580822,-93.02013886171322,2005.40913242,-89.98199417909099,2005.74446347,-83.9083703080877,2005.989121005,-68.59214478390899,2023.238356,-79.3819233405536,2011.359915,-81.92998484873348,2006.939431,-74.51148408977329,2018.342574,-72.38581242063266,1998.0411,-75.50126234072106,2013.75867,-81.56081714264583,2015.032285,-86.68751663454626,2005.832486682,-77.5869707706556,2005.626584855,-87.37046750305313,2005.965658295,-82.98282552796105,2005.588593988,-76.10050385063302,2023.484932,-85.32756197790955,2013.572668,-70.36126900600077,2005.90794,-83.27600658278553,2013.620067,-88.21581894737844,2011.178645,-85.7878760550053,2005.720624049,-68.8080135990101,2022.728767,-79.15213687299247,2005.331872146,-65.87424300664742,1997.08937,-76.26516526848533,2020.383985,-88.50024442487405,2008.713930631,-81.5003126574626,2012.86612,-85.59080281643831,2010.57974,-88.66796323038967
2005.645730594,-83.13174898662523,2011.706481,-86.46881604725834,2005.7,-69.55962551947822,2022.090179,-102.99629254138824,2005.840182648,-81.31780338345627,2005.75212519,-85.92591301574548,2013.373033,-90.22091274340535,2005.498611111,-86.72189738009494,2022.6,-92.9521968084103,2005.428281963,-90.17764293199164,2005.763694825,-83.92995518379671,2006.005549848,-68.60387111692562,2023.238356,-79.3819233405536,2011.432182,-81.91126276624982,2007.062948,-75.1112603015039,2018.364477,-72.3678710205229,1998.15068,-75.36338452216266,2013.796886,-81.73885261055669,2015.056469,-86.72646822068786,2005.870768645,-77.5304042549751,2005.68423516,-87.23429751432614,2006.042399163,-82.83931332346936,2005.624233257,-75.99260261385638,2023.484932,-85.32756197790955,2013.595769,-70.45554775275387,2005.95493,-83.27260091177966,2013.639346,-88.22998042697324,2011.19781,-85.78144116887049,2005.739811644,-68.81216738409174,2022.745205,-79.19811315702208,2005.342732116,-65.88527502377956,1997.28651,-76.01446723377914,2020.403149,-88.55327580616623,2008.831692092,-80.47471227783066,2012.88525,-85.5753613689749,2010.589836,-88.65160782294232
2005.665203577,-83.12751314927037,2011.81993,-86.82364710066098,2005.705422374,-69.5604881943224,2022.147674,-103.35797032302702,2005.859360731,-81.32829390029958,2005.761727549,-85.92786430478968,2013.400412,-90.33085038635326,2005.517273592,-86.68760467571046,2022.6,-92.9521968084103,2005.447526636,-90.37218015799739,2005.829708904,-83.99274556381818,2006.060606925,-68.64910334224952,2023.260274,-79.31164522709835,2011.454085,-81.90129365678847,2007.063026,-75.11163623179786,2018.389917,-72.34700427973705,1999.03562,-74.42453030337217,2013.87212,-82.05528678336007,2015.067078,-86.74355544270952,2005.928304795,-77.44455481192387,2005.722572298,-87.14600146833087,2006.179223744,-82.55157302459538,2005.703651065,-75.75293988759431,2023.564384,-85.1576323053279,2013.603982,-70.48908768193634,2005.97156,-83.26999863947684,2013.658511,-88.24570903991598,2011.217204,-85.7741019835463,2005.767161339,-68.8205473303762,2022.745205,-79.19811315702208,2005.364381659,-65.90677621565922,1998.05923,-75.43245350144059,2020.420774,-88.60186680851513,2008.848009639,-80.34457177425861,2012.90437,-85.5585902480968,2010.59805,-88.63842309327653
2005.665226408,-83.12750714623249,2011.856948,-86.92188645179372,2005.718835616,-69.56229793874132,2022.459104,-105.28440577056294,2006.377054795,-81.03240176724567,2005.790483257,-85.94188293137726,2013.414101,-90.38401833804537,2005.582943303,-86.5675437263749,2022.6,-92.9521968084103,2005.466571537,-90.5532173071492,2005.848902207,-84.0074389446668,2006.109509132,-68.69892245371788,2023.334247,-79.07229632829416,2011.462413,-81.89696130394,2007.063102,-75.11200252285354,2018.414557,-72.32669967830816,1999.4411,-74.62473164661996,2013.910564,-82.1972546508119,2015.090521,-86.78211013604277,2005.947446728,-77.41592578881371,2005.741723744,-87.10231894992133,2006.195776256,-82.51436082931646,2005.722840563,-75.69536759656162,2023.564384,-85.1576323053279,2013.617101,-70.5430573253285,2005.9937,-83.26527315024958,2013.67625,-88.2615820954148,2011.238992,-85.7648158760799,2005.794600457,-68.83001279910519,2022.745205,-79.19811315702208,2005.370319635,-65.91267253617697,1998.12772,-75.4316498393375,2020.431383,-88.63094197729096,2008.886323619,-80.04818225605842,2012.9235,-85.5404955168496,2010.609001,-88.62150430274566
2005.684583333,-83.12236917285168,2011.973136,-87.15377372435398,2005.724343607,-69.56295719962219,2022.786962,-107.23107293137272,2006.390839041,-81.00557312425522,2005.798601598,-85.94754587671272,2013.456366,-90.54705258936322,2005.651417428,-86.44068416759778,2022.6,-92.9521968084103,2005.60087519,-91.70671228377314,2005.862442922,-84.01727229304558,2006.139648021,-68.73435410106941,2023.334247,-79.07229632829416,2011.497891,-81.87513281166612,2007.06318,-75.1123784531475,2018.436745,-72.30827691199127,1999.99178,-74.7906653433825,2013.991159,-82.45693443179067,2015.122919,-86.83601447822626,2005.966609589,-77.38732222501802,2005.760939878,-87.05882286385771,2006.23413242,-82.42651800339193,2005.799562405,-75.46896535018166,2023.643836,-84.95861078654616,2013.625885,-70.57919341402061,2006.00995,-83.26103240559351,2013.714352,-88.30262681799466,2011.275668,-85.74681089453286,2005.819244673,-68.8399102804321,2022.745205,-79.19811315702208,2005.370338661,-65.91269142870775,1998.20991,-75.44856994849269,2020.439939,-88.65435565774574,2008.905320279,-79.90919084859692,2012.94262,-85.52112487976432,2010.61961,-88.60521179333068
2005.705842846,-83.11494030685023,2012.01004,-87.19914758111679,2005.738013699,-69.56448439844762,2022.789015,-107.24299444286727,2006.415410959,-80.9577481495981,2005.819292237,-85.96455079580518,2013.483745,-90.64727008209687,2005.652045282,-86.43951102860488,2022.630137,-92.8522075977711,2005.619977169,-91.8475150826513,2005.91755137,-84.04810796311082,2006.156563927,-68.7552672356929,2023.350685,-79.01865338332496,2011.515516,-81.86208270506697,2007.063256,-75.11274474420209,2018.462527,-72.28665468421752,2001.23562,-73.69790628743367,2014.025097,-82.55113243415713,2015.142541,-86.8690054022784,2005.988515982,-77.35465452837637,2005.895176941,-86.75790915939993,2006.25336758,-82.38182650070904,2005.818723364,-75.41336030401588,2023.643836,-84.95861078654616,2013.633985,-70.6125156269544,2006.02844,-83.25528348221255,2013.733402,-88.32538308095452,2011.292666,-85.73729139264408,2005.8769121,-68.86845272483183,2022.772603,-79.27303102175253,2005.381227169,-65.92350355275948,1998.31665,-75.47966947498463,2020.447696,-88.6755828572881,2008.924449757,-79.76922766184687,2012.96175,-85.50048216236212,2010.628395,-88.59231864867176
2005.70585997,-83.1149343230866,2012.053617,-87.23246596193545,2005.76538242,-69.56646236368353,2022.956366,-108.1967839219954,2006.453767123,-80.87633746141294,2005.82901446,-85.9737203891599,2013.497434,-90.69693135554937,2005.689733638,-86.36754552852491,2022.630137,-92.8522075977711,2005.639136225,-91.98873860240329,2005.923318113,-84.0506848175729,2006.175487062,-68.77866190753349,2023.350685,-79.01865338332496,2011.534795,-81.8460847386609,2007.063336,-75.11313031373433,2018.486825,-72.26599648405033,2002.69589,-72.01994597516047,2014.063541,-82.64302541995872,2015.168493,-86.91330709371739,2006.013245814,-77.31802618712096,2005.914478691,-86.71464990537581,2006.29423516,-82.28588442310054,2005.837895738,-75.35852760583622,2023.643836,-84.95861078654616,2013.644936,-70.65765945255144,2006.048,-83.24834811001672,2013.753879,-88.35215794703818,2011.31377,-85.72465052825501,2005.895576484,-68.87957847739112,2022.772603,-79.27303102175253,2005.413957382,-65.95499879670533,1998.3687,-75.50280553193176,2020.459104,-88.70658449594877,2008.943736718,-79.63659039024353,2012.98087,-85.47863031392401,2010.635923,-88.58127031708456
2005.727773973,-83.10578127287232,2012.085274,-87.24368332941445,2005.822945205,-69.56682645663638,2022.975531,-108.30390554487391,2006.472945205,-80.83425095505544,2005.838599696,-85.98388371500651,2013.664101,-91.21614899902781,2005.7280879,-86.29245206316773,2022.657534,-92.76627888071883,2005.696641933,-92.36982613089856,2005.936339422,-84.05615686515902,2006.205742009,-68.82209808181464,2023.350685,-79.01865338332496,2011.553846,-81.82874700103618,2007.063414,-75.11350624402829,2018.511979,-72.24427083490349,2003.71507,-72.8842810079448,2014.18355,-82.85882707982752,2015.300537,-87.14434905562135,2006.024233257,-77.30175322804216,2005.936251903,-86.66583310420103,2006.313356164,-82.24057442283826,2005.876305175,-75.2502047030381,2023.643836,-84.95861078654616,2013.678874,-70.79737794320766,2006.0645,-83.24183344075053,2013.773044,-88.37906370575311,2011.327345,-85.7159907293523,2005.917513318,-68.89289355358598,2022.772603,-79.27303102175253,2005.41396309,-65.95500428925067,1998.47829,-75.55558182753641,2020.478269,-88.7585426555897,2009.039316971,-79.02899882497526,2013.0,-85.45558641690121,2010.64756,-88.56476433012638
2005.741552511,-83.09944391463124,2012.123604,-87.24011853823575,2005.839383562,-69.56604203750824,2023.012321,-108.50954105260445,2006.492123288,-80.79216444650395,2005.848183029,-85.99502309952516,2013.678988,-91.25494257090415,2005.74739726,-86.25333305451173,2022.657534,-92.76627888071883,2005.735017123,-92.59808342753256,2005.944710807,-84.05871576670678,2006.243759513,-68.87854865587917,2023.350685,-79.01865338332496,2011.570273,-81.81272523398725,2007.063494,-75.11389181356053,2018.536619,-72.22259733979782,2004.15574,-72.5551169010571,2014.297,-82.96434057564875,2015.317421,-87.17444758456274,2006.046078767,-77.2698476718874,2005.952598935,-86.62905356128935,2006.332667428,-82.19474074384605,2005.876314688,-75.25017810779147,2023.643836,-84.95861078654616,2013.69781,-70.87507718739637,2006.08322,-83.23376757583657,2013.792095,-88.40707634607575,2011.351473,-85.69956746548966,2005.936582953,-68.90606737210288,2022.786301,-79.30991620821817,2005.419611872,-65.96043934645274,1998.54131,-75.59298279410024,2020.497434,-88.80998604311257,2009.058508371,-78.916916417328,2013.03836,-85.40598794260758,2010.656116,-88.55287882312565
2005.741571537,-83.09943369915197,2012.171003,-87.2085368925326,2005.891400304,-69.56085570105508,2023.087441,-108.92432678589182,2006.547012938,-80.66172007662487,2005.856223364,-86.00436894853458,2013.709104,-91.32570898882649,2005.785648782,-86.17390268414596,2022.684932,-92.68470845336346,2005.754223744,-92.70243091955092,2006.002530441,-84.07093543679147,2006.263122146,-68.91084396734732,2023.378082,-78.92912313879674,2011.587898,-81.79370591711248,2007.063572,-75.11426774385448,2018.56126,-72.2004893246776,2004.80874,-70.87871782488179,2014.374858,-82.99247425045883,2015.343145,-87.22033521825227,2006.062515221,-77.24584208876807,2005.971866438,-86.58567216981369,2006.404119102,-82.02565773320946,2005.91462519,-75.14486591228633,2023.643836,-84.95861078654616,2013.719371,-70.96293621830571,2006.10517,-83.22339708217405,2013.811374,-88.43685302172031,2011.368128,-85.68753645961567,2005.950363394,-68.91558727265777,2022.786301,-79.30991620821817,2005.454590944,-65.99277042834792,1998.66459,-75.66941520540614,2020.517797,-88.86424350093789,2009.096925419,-78.7105568555114,2013.05753,-85.37961192579377,2010.666496,-88.53880061239656
