alt_01D0_x_interp,alt_01D0_trend,altMPI_01D0_x_interp,altMPI_01D0_trend,asc_01D0_x_interp,asc_01D0_trend,ato_01D0_x_interp,ato_01D0_trend,azr_01D0_x_interp,azr_01D0_trend,bal_01D0_x_interp,bal_01D0_trend,bikMPI_01D0_x_interp,bikMPI_01D0_trend,brw_01D0_x_interp,brw_01D0_trend,brwIMAU_01D0_x_interp,brwIMAU_01D0_trend,bsc_01D0_x_interp,bsc_01D0_trend,cba_01D0_x_interp,cba_01D0_trend,cgo_01D0_x_interp,cgo_01D0_trend,cgoIMAU_01D0_x_interp,cgoIMAU_01D0_trend,cvoMPI_01D0_x_interp,cvoMPI_01D0_trend,eom_01D0_x_interp,eom_01D0_trend,gvnMPI_01D0_x_interp,gvnMPI_01D0_trend,gvnIMAU_01D0_x_interp,gvnIMAU_01D0_trend,jfjMPI_01D0_x_interp,jfjMPI_01D0_trend,kjnMPI_01D0_x_interp,kjnMPI_01D0_trend,kum_01D0_x_interp,kum_01D0_trend,lef_01D0_x_interp,lef_01D0_trend,mhd_01D0_x_interp,mhd_01D0_trend,mlo_01D0_x_interp,mlo_01D0_trend,mloIMAU_01D0_x_interp,mloIMAU_01D0_trend,namMPI_01D0_x_interp,namMPI_01D0_trend,nyaNIPR_01D0_x_interp,nyaNIPR_01D0_trend,oxkMPI_01D0_x_interp,oxkMPI_01D0_trend,sisMPI_01D0_x_interp,sisMPI_01D0_trend,smo_01D0_x_interp,smo_01D0_trend,smoIMAU_01D0_x_interp,smoIMAU_01D0_trend,spo_01D0_x_interp,spo_01D0_trend,syoNIPR_01D0_x_interp,syoNIPR_01D0_trend,vrsMPI_01D0_x_interp,vrsMPI_01D0_trend,zep_01D0_x_interp,zep_01D0_trend,zepIMAU_01D0_x_interp,zepIMAU_01D0_trend,zotMPI_01D0_x_interp,zotMPI_01D0_trend
2006.413070776,-81.9584290811605,2014.351359,-85.89995817380299,2006.798259132,-69.46485187751763,,,2009.040182648,-78.73611093728053,2006.48212519,-86.77263253617805,2018.57244,-91.70387493608261,2008.376844262,-84.16758638979651,2023.158904,-91.99997986676146,,,2006.692425799,-83.39583724642728,2009.342480974,-68.03885213161124,,,2012.68492,-79.81735599107674,2007.358604,-76.42116428900052,2019.89756,-70.88334007737343,2010.69315,-73.37948497745971,2016.594627,-84.182646486742,2017.809778,-88.14595105573636,2007.826938737,-76.24537775105159,2008.19609707,-88.43237235192736,2008.790926685,-82.10460857735163,2006.60505137,-74.08424959327273,,,2015.392541,-70.34049994131483,2007.14115,-84.38055969848533,2015.176136,-88.12763366384702,2012.574721,-84.88868606517715,2008.406950137,-69.3161908290569,2023.545205,-80.11196536228485,2006.496025495,-66.17288449192147,2006.62076,-69.47542769346437,2021.572212,-90.67144344388953,,,2014.09315,-84.43038880969151,2011.366758,-88.46451289793646
2006.432102359,-81.91202762099424,2014.392541,-85.98225649306877,2006.812119482,-69.4713677546327,,,2009.193607306,-78.11348956680057,2006.490334855,-86.76712603709636,2018.598278,-91.65839940327037,2008.393533698,-84.21756513964749,2023.175342,-91.99807949571132,,,2006.703812785,-83.37896188723127,,,,,2012.715037,-79.80679359534544,2007.358684,-76.42148219397953,2019.928874,-70.88446728460293,2010.78904,-73.43673515565114,2016.633185,-84.10328513006927,2017.828715,-88.15132850475321,2007.870793379,-76.22739531778596,2008.236987705,-88.53499781831846,2008.801571038,-82.06357038275931,2006.624208524,-74.08131356062685,,,2015.408853,-70.32092224039536,2007.16033,-84.45855437151081,2015.195073,-88.0820783563907,2012.595883,-84.89608039901208,2008.425954387,-69.3409962174036,2023.589041,-80.05565571899221,2006.515173135,-66.17565412950438,2006.80432,-69.82663755870855,2021.609001,-90.71206831427388,,,2014.11233,-84.44948720266893,2011.377824,-88.47527006088923
2006.432121385,-81.91198143533666,2014.426707,-86.04482146211875,2006.817437215,-69.4738676694803,,,2009.807305936,-75.76129386459272,2006.509598554,-86.75197926146032,2018.67066,-91.52700849479206,2008.404064208,-84.24910016126755,2023.175342,-91.99807949571132,,,2006.71178653,-83.36714490501949,,,,,2012.723136,-79.80445824200385,2007.358764,-76.42180009895856,2019.956252,-70.88755279616937,2010.88493,-73.45279609125096,2016.669975,-84.02308673740797,2017.848392,-88.1575531337833,2007.884471081,-76.22278491335183,2008.253360276,-88.57657842786054,2008.878415301,-81.75597089963468,2006.624229452,-74.081311054133,,,2015.431155,-70.29612041890176,2007.17981,-84.53864631437925,2015.214466,-88.0365709476571,2012.615048,-84.90307184828242,2008.447802823,-69.3695233217422,2023.589041,-80.05565571899221,2006.534724125,-66.17876506065902,2006.95512,-70.18891014455687,2021.628166,-90.73334843269403,,,2014.13151,-84.47005225130945,2011.386494,-88.4837516564959
2006.456900685,-81.85201229837746,2014.470626,-86.11671138126754,2006.831364155,-69.4808840621979,,,,,2006.51923516,-86.74344673071741,2018.744582,-91.39293107086849,2008.445061096,-84.36507183396296,2023.208219,-91.99830589144842,,,2006.722461948,-83.35132407997264,,,,,2012.781829,-79.79617803944214,2007.358843,-76.4221140301249,2019.983745,-70.89256046860831,2010.98082,-73.40722792265161,2016.708191,-83.9364660559412,2017.865619,-88.16306530983766,2007.903704338,-76.21630807375368,2008.27255806,-88.62547816252574,2008.902787265,-81.6546763464966,2006.643388508,-74.0790164222345,,,2015.445643,-70.28056905686624,2007.19875,-84.61717638274926,2015.233402,-87.99379703714416,2012.650412,-84.91661229641396,2008.485991576,-69.41900602975448,2023.630137,-79.99013641129635,2006.548232496,-66.18208562942107,2006.97156,-70.23070091288938,2021.647331,-90.75481750911622,,,2014.15068,-84.49203591256305,2011.503537,-88.61657769871667
2006.456923516,-81.85195760095,2014.507302,-86.17057973299286,2006.839640411,-69.48512251748724,,,,,2006.531449772,-86.7310329121038,2018.770421,-91.34810613364759,2008.469664542,-84.43058892983055,2023.208219,-91.99830589144842,,,2006.742195586,-83.32226613391526,,,,,2012.801336,-79.79612024714322,2007.455008,-76.77009263176342,2020.111739,-70.94005073360972,2011.06301,-73.32137578674231,2016.750457,-83.83733987304984,2017.886608,-88.17036822357068,2007.974824962,-76.20227218449764,2008.291604053,-88.6745405877233,2008.924749545,-81.56339690186527,2006.643405632,-74.07901437133616,,,2015.48135,-70.24590607096327,2007.21798,-84.69738903186123,2015.26985,-87.91631188185606,2012.695643,-84.93455601891424,2008.505083106,-69.4435767841843,2023.684932,-79.88303759761129,2006.58130137,-66.19145946131842,2007.13594,-70.63326033366987,2021.703286,-90.81832691859833,,,2014.16986,-84.51540344794462,2011.514374,-88.63030176838626
2006.470650685,-81.81907070024965,2014.542666,-86.2170253211212,2006.850199772,-69.4907506657033,,,,,2006.538422755,-86.72338464562338,2018.825178,-91.25729619704939,2008.50487629,-84.51475890155002,2023.263014,-92.00975404354993,,,2006.769324581,-83.28251278200547,,,,,2012.820273,-79.79764492989993,2007.455094,-76.77039676081088,2020.13638,-70.95352331156477,2011.15068,-73.20080942416966,2016.785935,-83.75228811127919,2017.906915,-88.17754506449754,2008.076035974,-76.20679401725836,2008.348859669,-88.82852077836866,2008.941266318,-81.49361787749173,2006.662560883,-74.07886114113485,,,2015.506503,-70.22372596296914,2007.23696,-84.77685385491885,2015.327573,-87.80844313094305,2012.709104,-84.93994573963111,2008.521990741,-69.46496946536578,2023.684932,-79.88303759761129,2006.603236301,-66.19932998733756,2007.29473,-70.96563451714471,2021.722451,-90.84044939490676,,,2014.18904,-84.54010438896968,2011.52293,-88.64140116192038
2006.470675419,-81.81901144370529,2014.583505,-86.26412719393664,2006.855679224,-69.49378277116791,,,,,2006.554851598,-86.70406146582508,2018.986369,-91.0490623662444,2008.543436931,-84.59933206960947,2023.263014,-92.00975404354993,,,2006.780277778,-83.26653899869109,,,,,2012.838012,-79.8000250966693,2007.455177,-76.77069028070596,2020.161135,-70.96836545588424,2011.23288,-73.0239462089727,2016.824493,-83.65902646822089,2017.924425,-88.18427065997511,2008.114219035,-76.21645359691848,2008.368156117,-88.88241531373423,2008.95492752,-81.4357421816369,2006.662576104,-74.0788610203906,,,2015.523501,-70.2101103400828,2007.2562,-84.85743141878054,2015.34805,-87.77459760845811,2012.767569,-84.96307397148139,2008.540680024,-69.48861640787001,2023.709589,-79.8277637477858,2006.619214231,-66.20637198307254,2007.43994,-71.18707046904339,2021.741616,-90.8627343259781,,,2014.20822,-84.56608345013706,2011.530915,-88.65186736742143
2006.489876332,-81.77352264199695,2014.623033,-86.30360727687682,2006.869492009,-69.50142620355507,,,,,2006.563070776,-86.69334757977587,2019.012207,-91.02792770832791,2008.543454007,-84.59936594126314,2023.320548,-92.03405404428945,,,2006.799587139,-83.2385741002695,,,,,2012.85672,-79.80345974331193,2007.455259,-76.77098026421638,2020.189825,-70.98711139826837,2011.40274,-72.60024368544534,2016.861168,-83.57077068043068,2017.945301,-88.19230786760808,2008.136152854,-76.22360942831693,,,2008.965714177,-81.39004449853132,2006.681759893,-74.07928992634729,,,2015.542552,-70.19575854313798,2007.29454,-85.01724323848254,2015.367215,-87.74623612751998,2012.783996,-84.9693368348997,2008.562869991,-69.51598378164216,2023.709589,-79.8277637477858,2006.619315068,-66.20642064618995,2007.67555,-71.29621047978576,2021.781144,-90.90944625001634,,,2014.2274,-84.59328311304726,2011.58687,-88.72854501410674
2006.489899163,-81.77346897580033,2014.655887,-86.33194702821523,2006.877939498,-69.50644010907648,,,,,2006.57532344,-86.67695064187937,2019.025896,-91.01673054398775,2008.584109366,-84.67888271565364,2023.320548,-92.03405404428945,,,2006.810273973,-83.22318006201468,,,,,2012.867786,-79.80605147050998,2007.455339,-76.77126317495826,2020.214352,-71.00445506041449,2011.48493,-72.36624189661032,2016.899498,-83.479670213982,2017.96287,-88.19955259680702,2008.15256527,-76.2307122021048,,,2009.050561263,-81.02843882227594,2006.720104642,-74.0841602668018,,,2015.56126,-70.18250376057348,2007.31371,-85.09636799013691,2015.405659,-87.69608154045395,2012.917922,-85.01281730398912,2008.579178051,-69.53596614100988,2023.780822,-79.64107243352599,2006.666002664,-66.2314965171827,2007.8098,-71.2526377925903,2021.800309,-90.93240174826465,,,2014.24658,-84.62165439110468,2011.597708,-88.74410733942263
2006.513968798,-81.71736097374414,2014.695415,-86.36177703089224,2006.888907915,-69.51295127588347,,,,,2006.583523592,-86.66461668372686,2019.053275,-90.99780054638705,2008.603198998,-84.71038767734116,2023.353425,-92.05338971700189,,,2006.818321918,-83.21158725789658,,,,,2012.897902,-79.81459114420848,2007.455417,-76.77153901293082,2020.238878,-71.02293104653485,2011.5726,-72.10969882131737,2016.939026,-83.38781809598677,2017.983973,-88.20827039081003,2008.171649211,-76.23897112729318,,,2009.072564688,-80.93472983431143,2006.720127473,-74.0841648059045,,,2015.583163,-70.16879966773912,2007.37353,-85.33714118013035,2015.520763,-87.61430597580241,2012.942335,-85.01874766056456,2008.598389117,-69.55901899398287,2023.80274,-79.57603637091063,2006.68516172,-66.24330771715205,2007.9606,-71.11951672076924,2021.819474,-90.95554516980125,,,2014.26575,-84.65112578438938,2011.605921,-88.75595021446166
2006.513989726,-81.71731300533756,2014.734202,-86.38646616897574,2006.908066971,-69.5248691827516,,,,,2006.59593417,-86.64594976758897,2019.092803,-90.97669026374012,2008.61968731,-84.73759949776043,2023.353425,-92.05338971700189,,,2006.837891933,-83.1837357755342,,,,,2012.908968,-79.81844445146923,2007.455495,-76.77181485090418,2020.262093,-71.04142770007803,2011.65479,-71.86604097179772,2016.977356,-83.30289289961715,2018.000515,-88.21551333576487,2008.229016773,-76.27266002502101,,,2009.111339422,-80.77066701073538,2006.739343607,-74.08798522576336,,,2015.597936,-70.16007853770425,2007.40961,-85.47563644739964,2015.539243,-87.61046586790302,2012.95899,-85.02227698043147,2008.619911202,-69.58427869846028,2023.80274,-79.57603637091063,2006.705751522,-66.25891058305088,2008.10552,-70.93234067889806,2021.837099,-90.97710494999515,,,2014.30411,-84.71321889618787,2011.614249,-88.76823346820376
2006.527810122,-81.68563571319882,2014.773273,-86.40718727427898,2006.913194444,-69.5281138930554,,,,,2006.606887367,-86.62773040944029,2019.167922,-90.95982334179652,2008.672074226,-84.81146636308517,2023.391781,-92.0808065479029,,,2006.846004566,-83.17221789237237,,,,,2012.92933,-79.8260323885636,2007.455573,-76.77209068887754,2020.311374,-71.08366548235787,2011.82466,-71.41296346010016,2017.01426,-83.2254323439184,2018.01871,-88.22348421992966,2008.343784153,-76.36738132350318,,,2009.149166667,-80.6118824153896,2006.758432268,-74.09333622846371,,,2015.617215,-70.1498045594262,2007.43132,-85.55585157675752,2015.558408,-87.61078370620147,2012.981121,-85.02647917613896,2008.639069141,-69.60637407722335,2023.821918,-79.51634376950739,2006.715203577,-66.26608576850332,2008.30486,-70.63912185839969,2021.856264,-91.00069808040864,,,2014.32329,-84.74571246056489,2011.625086,-88.78421733237347
2006.566103501,-81.60067011902585,2014.811717,-86.4238993280266,2006.926997717,-69.5371624289008,,,,,2006.61510274,-86.61378584431232,2019.230893,-90.96665815143322,2008.767239678,-84.90468600311617,2023.391781,-92.0808065479029,,,2006.857132801,-83.15648034183904,,,,,2012.951005,-79.83507807214063,2007.455653,-76.77237359961943,2020.337213,-71.10731642479189,2011.90685,-71.20823011311687,2017.05259,-83.14970030547839,2018.037076,-88.23183459771158,2008.362923118,-76.38613884152866,,,2009.486063546,-79.37704427788812,2006.758464612,-74.09334573025913,,,2015.635923,-70.1408957728991,2007.44646,-85.61009433705335,2015.595198,-87.61840541501991,2013.017569,-85.03190597858561,2008.65535633,-69.62447715609989,2023.821918,-79.51634376950739,2006.715214992,-66.26609443378743,2008.49338,-70.36901539681205,2021.875428,-91.02446199446402,,,2014.34247,-84.77909240235195,2011.632957,-88.79605875943557
2006.585306317,-81.55966604026194,2014.845883,-86.43604329945396,2007.003633942,-69.59245845795071,,,,,2006.624657534,-86.59717243409044,2019.270421,-90.97864230643755,2008.775861415,-84.91114556734621,2023.416438,-92.10065006504436,,,2006.876103501,-83.12998047111454,,,,,2013.029319,-79.87448293379063,2007.455739,-76.77267772866689,2020.361853,-71.13076966797823,2011.99726,-71.04958367323036,2017.12771,-83.0191725302355,2018.058294,-88.24157259653276,2008.420309654,-76.44889536950154,,,2009.513394216,-79.29622499851821,2006.777636986,-74.09921856995682,,,2015.656116,-70.13203844198219,2007.46971,-85.69075256029,2015.614363,-87.62755591120593,2013.031372,-85.03354879884633,2008.655527095,-69.62466696001673,2023.852055,-79.41619298479597,2006.733274353,-66.2812457629647,2008.68737,-70.12797600376577,2021.894593,-91.04850338497788,,,2014.36164,-84.8132859005963,2011.644023,-88.8127822778098
2006.585332953,-81.55960916398696,2014.884213,-86.44687931899408,2007.022802511,-69.60755042382786,,,,,2006.634303653,-86.57901675515308,2019.28411,-90.98598671783562,2008.813892684,-84.9333680787369,2023.416438,-92.10065006504436,,,2006.895665906,-83.10285496859107,,,,,2013.104325,-79.91787690306889,2007.45582,-76.77296417579265,2020.386266,-71.15480914144075,2012.06831,-70.92490908464573,2017.172713,-82.95528109116633,2018.077573,-88.25069051115867,2008.439458106,-76.4709194549175,,,2009.590192161,-79.09430502601809,2006.777652207,-74.09922439080424,,,2015.672827,-70.12586029175638,2007.52478,-85.86691393267361,2015.708762,-87.71475323268352,2013.050765,-85.03531901239738,2008.67765255,-69.64918708245102,2023.879452,-79.31983010177802,2006.749575723,-66.29607798167811,2008.85961,-69.95230430561988,2021.913758,-91.07270145233619,,,2014.38082,-84.84827255131562,2011.652579,-88.82585459134367
2006.604476788,-81.52033575684092,2014.923626,-86.45528985325042,2007.028339041,-69.61204072275572,,,,,2006.643807078,-86.56112965121949,2019.297799,-90.99352566538163,2008.813905965,-84.93337469021567,2023.443836,-92.12533076101157,,,2006.903778539,-83.09171761609146,,,,,2013.137179,-79.93745781289465,2007.455904,-76.77326123207159,2020.410906,-71.17982192263885,2012.15847,-70.81640493705802,2017.210929,-82.91015464657099,2018.09383,-88.25841375886331,2008.4694767,-76.50747900308824,,,,,2006.796851218,-74.10656651771276,,,2015.692221,-70.11937104077718,2007.54386,-85.92211291473762,2015.728155,-87.74131830299434,2013.070044,-85.03650847853972,2008.696347526,-69.66863688018104,2023.953425,-79.0312916185482,2006.768666286,-66.31448690055866,2008.99349,-69.8392171555929,2021.934121,-91.09857961290633,,,2014.4,-84.88397837961016,2011.663188,-88.84225515922982
2006.604503425,-81.52028149389677,2014.96207,-86.46118303639953,2007.080336758,-69.65582694917694,,,,,2006.651997717,-86.54486876714108,2019.325178,-91.00860411120416,2008.852254098,-84.94998106873638,2023.443836,-92.12533076101157,,,2006.914459665,-83.07705413194849,,,,,2013.168607,-79.95606578802062,2007.586014,-77.16314109329956,2020.434235,-71.20415396595034,2012.24317,-70.7363725432064,2017.249259,-82.87286691091312,2018.113109,-88.26772118428542,2008.480413251,-76.52091406259764,,,,,2006.796860731,-74.10657015569456,,,2015.761636,-70.10397689307625,2007.56296,-85.97414616923226,2015.786391,-87.8386430775304,2013.087784,-85.03714503439596,2008.715571873,-69.68863742260714,2023.953425,-79.0312916185482,2006.793514079,-66.34100532782017,2009.04827,-69.80354297806078,2022.009241,-91.1955400140573,,,2014.41918,-84.92035035817393,2011.669861,-88.85257102212987
2006.643255327,-81.4444618073413,2015.004222,-86.46528507782263,2007.08581621,-69.66060899756324,,,,,2006.663099315,-86.52202893663915,2019.351016,-91.02779266017025,2008.871135018,-84.95521207824828,2023.473973,-92.1547029623023,,,2006.922697869,-83.06580575355778,,,,,2013.187201,-79.96687161653985,2007.586094,-77.1633525456102,2020.458762,-71.23034947772301,2012.32514,-70.67719243879621,2017.286049,-82.84458916911946,2018.132274,-88.27703047255228,2008.51592289,-76.56637794121893,,,,,2006.816017884,-74.11457422143434,,,2015.789471,-70.10104919588983,2007.58214,-86.02314551454126,2015.825178,-87.91739186666005,2013.131475,-85.03693898078845,2008.734545765,-69.70726335911206,2023.991781,-78.86577405356581,2006.793519787,-66.3410114195958,2009.20991,-69.71130157877217,2022.028406,-91.2205528099562,,,2014.43836,-84.95733405138205,2011.681041,-88.87020758348159
2006.665829528,-81.4037736946584,2015.03719,-86.46718706643937,2007.099524353,-69.67280322983885,,,,,2006.67266933,-86.50220257828133,2019.405773,-91.07394592997653,2008.917810792,-84.96348898710656,2023.473973,-92.1547029623023,,,2006.953833714,-83.02384051712379,,,,,2013.206823,-79.97807451676965,2007.586172,-77.16355871161308,2020.483402,-71.25725193005556,2012.40984,-70.64332815411255,2017.324379,-82.82587910115292,2018.153264,-88.28730054462531,2008.537790301,-76.59537800824,,,,,2006.835157915,-74.12347289461354,,,2015.827916,-70.09985091961909,2007.6013,-86.06870881696466,2015.900183,-88.0950893342463,2013.145278,-85.0363580241091,2008.753749241,-69.72572190763547,2024.005464,-78.80375332630754,2006.812528539,-66.36326602652375,2009.40158,-69.64954427507183,2022.047571,-91.24561432695936,,,2014.47671,-85.03290414557104,2011.700206,-88.90071600832366
2006.665865677,-81.40370853910355,2015.0786,-86.46785646095299,2007.118892694,-69.69033435923531,,,,,2006.682267884,-86.48087612863593,2019.45899,-91.12801584946517,2008.917862022,-84.96349354697242,2023.482192,-92.16300985635131,,,2006.961272831,-83.01398869470269,,,,,2013.225988,-79.98877495677866,2007.58625,-77.16376487761596,2020.509127,-71.2859034153936,2012.4918,-70.61117021474821,2017.363906,-82.81677381298964,2018.196328,-88.30837784366125,2008.556906497,-76.62083626150826,,,,,2006.835180746,-74.1234835093094,,,2015.84554,-70.10053649940951,2007.62065,-86.11117111367336,2015.92066,-88.14889759471025,2013.17066,-85.03462149545301,2008.772873027,-69.7433748134103,2024.030055,-78.69008468277684,2006.865270167,-66.43253654919157,2009.56596,-69.6416551396355,2022.066736,-91.27071801768106,,,2014.49589,-85.07141599027433,2011.711271,-88.91853222249054
2006.684977169,-81.37125035988123,2015.112538,-86.46722821675932,2007.124543379,-69.695579399597,,,,,2006.691856925,-86.45957081535366,2019.514945,-91.1933978084203,2008.991702717,-84.96290493529466,2023.482192,-92.16300985635131,,,2006.991324201,-82.97431386845008,,,,,2013.242073,-79.99751798149825,2007.586328,-77.16397104361884,2020.53411,-71.3142258877453,2012.56831,-70.5888339325557,2017.402236,-82.81687406580548,2018.21709,-88.31848796892625,2008.595119915,-76.67311880312471,,,,,2006.854356925,-74.13344787978357,,,2015.883528,-70.10421015799676,2007.65881,-86.18406756453118,2015.939825,-88.20153453387422,2013.189825,-85.03282145888386,2008.791974044,-69.76010876516945,2024.030055,-78.69008468277684,2006.871489726,-66.44122065555622,2009.71665,-69.67328811180369,2022.084361,-91.29381536617994,,,2014.51507,-85.11033455339641,2011.719827,-88.93246995576328
2006.685024734,-81.37117108392779,2015.150868,-86.46561458863943,2007.143493151,-69.71323873867642,,,,,2006.701455479,-86.43748447841996,2019.569702,-91.26432541099962,2009.005287291,-84.9610622440584,2023.50137,-92.18340325562497,,,2007.010216895,-82.94972538833375,,,,,2013.262778,-80.00835844857657,2007.586406,-77.16417720962113,2020.558408,-71.34218794371303,2012.65847,-70.56251267778543,2017.439026,-82.82481084333422,2018.252397,-88.33537975639557,2008.614308212,-76.69987636635406,,,,,2006.854374049,-74.13345715414623,,,2015.92625,-70.11197977747071,2007.67798,-86.21507162600044,2015.977927,-88.30996877416054,2013.20899,-85.03061518324866,2008.811171828,-69.77665492870892,2024.043716,-78.62446100303478,2007.181392694,-67.09841531972408,2009.86197,-69.73741048825185,2022.103526,-91.31891446428136,,,2014.53425,-85.14961840759916,2011.727813,-88.94555895686325
2006.705812405,-81.33771656945112,2015.201119,-86.46229360897442,2007.201617199,-69.76978826633787,,,,,2006.711035008,-86.41473406383254,2019.728155,-91.49745984450223,2009.062851979,-84.94936353267956,2023.50137,-92.18340325562497,,,2007.018550228,-82.9388797147217,,,,,2013.31993,-80.03592210320653,2007.586486,-77.16438866193177,2020.583163,-71.37104063913995,2012.73224,-70.52506422271189,2017.477356,-82.84205776619004,2018.273044,-88.34489640301054,2008.671757362,-76.78066247249855,,,,,2006.873508371,-74.14382030776108,,,2015.945301,-70.11697288161668,2007.6972,-86.24175913884758,2015.997092,-88.36699124469703,2013.249944,-85.02462260440652,2008.832915908,-69.79374638282066,2024.043716,-78.62446100303478,2007.201436327,-67.15432586202525,2010.04827,-69.86077933259071,2022.122691,-91.34399058933978,,,2014.55342,-85.18920697291928,2011.738878,-88.96376641235202
2006.722656012,-81.31212543430118,2015.233745,-86.45940746081003,2007.259284627,-69.82872912092402,,,,,2006.731537291,-86.36457606978784,2019.789586,-91.59538766863912,2009.11749239,-84.93395794524396,2023.539726,-92.22687818333391,,,2007.029699391,-82.92460280614613,,,,,2013.340636,-80.0448307454627,2007.586566,-77.1646001142424,2020.603297,-71.39474978021973,2012.81421,-70.47584775923777,2017.536163,-82.88699406687022,2018.349192,-88.37770978915314,2008.688091985,-76.8038343111078,,,,,2006.873523592,-74.14382855145853,,,2015.964466,-70.12264387703645,2007.7354,-86.2828115874097,2016.015059,-88.42133273670218,2013.264831,-85.02202728598655,2008.849157559,-69.80651277407608,2024.068306,-78.50420871362385,2007.225136986,-67.22116039701365,2010.19896,-69.97296184768572,2022.453514,-91.73847986690899,,,2014.5726,-85.22909538350933,2011.747092,-88.97744603605604
2006.722684551,-81.31208207390908,2015.270649,-86.45576336232922,2007.277682648,-69.84807659065163,,,,,2006.739802131,-86.34378073618582,2019.842803,-91.68262585376362,2009.15069825,-84.92343267419125,2023.578082,-92.27377098077133,,,2007.056915906,-82.88986024201832,,,,,2013.414672,-80.07198216219763,2007.586644,-77.16480628024529,2020.630904,-71.4275422527192,2012.90437,-70.40657176965169,2017.574379,-82.92573473762248,2018.369839,-88.38582829228334,2008.726354736,-76.85807846881382,,,,,2006.892728311,-74.15558907444864,,,2016.130904,-70.20600402760412,2007.75747,-86.29940410279812,2016.033996,-88.47941710158096,2013.287304,-85.01784615340223,2008.868586825,-69.82023781792415,2024.095628,-78.36571991251746,2007.273995434,-67.36536438673133,2010.39062,-70.09436397516215,2022.472679,-91.75724990024602,,,2014.59178,-85.2692277159422,2011.759241,-88.99770693861187
2006.744746956,-81.2816683826322,2015.308865,-86.45165183298874,2007.387186073,-69.96701832257389,,,,,2006.759006849,-86.29377444979191,2019.89756,-91.77421423283559,2009.158578767,-84.92084628279834,2023.578082,-92.27377098077133,,,2007.0956621,-82.8411421479739,,,,,2013.435034,-80.0780647623833,2007.586724,-77.16501773255591,2020.655545,-71.45704767270699,2012.99454,-70.30565929541245,2017.600103,-82.95717319811615,2018.388889,-88.392536287222,2008.745550622,-76.88527100811305,,,,,2006.911891172,-74.16768338160428,,,2016.149841,-70.21959270203847,2007.77386,-86.30819584629994,2016.072326,-88.60000416278922,2013.308865,-85.01352043143972,2008.88757969,-69.83339751893554,2024.122951,-78.22095415771311,2007.413951674,-67.80688921319812,2010.5687,-70.15169640927927,2022.491844,-91.77535118161944,,,2014.61096,-85.3095642290036,2011.767226,-89.0111955144451
2006.758894597,-81.26348771122179,2015.351244,-86.44686076816613,2007.392694064,-69.97315002978218,,,,,2006.778148782,-86.24228545820739,2020.009469,-91.966624682251,2009.172269787,-84.91627572329934,2023.646575,-92.36522125225213,,,2007.163584475,-82.75714229404453,,,,,2013.445758,-80.0811061419122,2007.586806,-77.1652344711743,2020.678645,-71.48486719568072,2013.09315,-70.18536138710328,2017.630333,-82.99583183401963,2018.406801,-88.39880111813908,2008.786407104,-76.94275612685195,,,,,2006.931065449,-74.18068194825504,,,2016.173741,-70.23770878310795,2007.79595,-86.31537124674584,2016.087213,-88.64736498498469,2013.34246,-85.00632090837543,2008.887824454,-69.8335671100457,2024.122951,-78.22095415771311,2007.581185312,-68.35676565240124,2010.74679,-70.12875180610423,2022.512207,-91.7939779747949,,,2014.63014,-85.35007275745762,2011.77852,-89.03027378313176
2006.75891933,-81.26345821758875,2015.392198,-86.44218297399595,2007.431421233,-70.01637574248916,,,,,2006.787775875,-86.21572843213511,2020.023159,-91.9905783999649,2009.210513699,-84.90357920135045,2023.646575,-92.36522125225213,,,2007.172264079,-82.74649659754876,,,,,2013.453971,-80.08323788601531,2007.586887,-77.1654485666385,2020.7034,-71.51480588515875,2013.26849,-69.91456143530891,2017.667123,-83.0500675376925,2018.424425,-88.4040206077517,2008.802840392,-76.96559829710986,,,,,2006.931097793,-74.18070387479958,,,2016.192791,-70.25302460622099,2007.81225,-86.31751832403664,2016.128509,-88.78043122001031,2013.364591,-85.00136826225885,2008.903855495,-69.84391016133765,2024.142077,-78.11780120906782,2007.690780061,-68.70268487901548,2010.93594,-70.00962356857366,2022.531372,-91.81088835107958,,,2014.64932,-85.39072096861106,2011.83379,-89.12551850802038
2006.779828767,-81.23852411077965,2015.423512,-86.43870007460082,2007.463964992,-70.05288117549541,,,,,2006.826227169,-86.10597557777147,2020.108887,-92.14386614894684,2009.23277968,-84.89645295388692,2023.761644,-92.53856954272078,,,2007.191038813,-82.72349618654499,,,,,2013.526353,-80.0988994709858,2007.677595,-77.39104323728738,2020.727927,-71.54455486908677,2013.3589,-69.76974442291139,2017.746407,-83.18229778453991,2018.443705,-88.40973053510828,2008.824654675,-76.99590972868106,,,,,2006.950247336,-74.19434315360947,,,2016.28719,-70.34189315087293,2007.85112,-86.31036180850006,2016.147331,-88.84131086074856,2013.437201,-84.9849409251327,2008.904219794,-69.84412793341001,2024.142077,-78.11780120906782,2007.748192542,-68.87205890531031,2011.09211,-69.85624250484136,2022.550537,-91.82686439909557,,,2014.66849,-85.43146082213048,2011.842232,-89.14024229617836
