year,NH_FF_median,NH_FF_p5,NH_FF_p95,NH_FF_mean,NH_FF_std,SH_FF_median,SH_FF_p5,SH_FF_p95,SH_FF_mean,SH_FF_std,Global_FF_median,Global_FF_p5,Global_FF_p95,NH_Mic_median,NH_Mic_p5,NH_Mic_p95,NH_Mic_mean,NH_Mic_std,SH_Mic_median,SH_Mic_p5,SH_Mic_p95,SH_Mic_mean,SH_Mic_std,Global_Mic_median,Global_Mic_p5,Global_Mic_p95,NH_BB_median,NH_BB_p5,NH_BB_p95,NH_BB_mean,NH_BB_std,SH_BB_median,SH_BB_p5,SH_BB_p95,SH_BB_mean,SH_BB_std,Global_BB_median,Global_BB_p5,Global_BB_p95
2009,4.3942183982963375e-15,5.608568155507488e-23,40.94301052909083,5.223264281156802,13.575047919740415,44.060174764099855,23.531579332886718,61.524617486706,43.5110639151303,11.475300353259192,47.27218234605557,24.196922196684717,83.30784444185699,344.29638795691426,316.69773177298265,374.4135853517514,344.4993702715991,17.07095776326756,96.57118512053745,80.54168525917952,115.76442567084037,97.19978231050604,11.00451774204018,440.6946964677555,408.2157788569813,479.86060643260856,87.1858306472479,59.11769145273886,111.12251941536441,86.58734770621193,16.033195474679566,2.2933194627896118e-17,3.15648147340805e-24,2.465477018789506e-11,0.1961581962742102,1.4399823115599992,87.24360924540092,59.117691452749064,111.38195392085791
2010,6.2072291655189165e-15,7.107903553729843e-23,41.247245471389135,6.3309381962185,14.186691311335922,48.73209062267178,28.6174274628254,66.39632426387415,48.05802660450718,11.279944325176388,51.87912131622113,30.35040355116251,89.13267381233345,344.9792862708695,317.4344257630614,375.64086779615906,345.46867432809086,16.981339072621914,90.46612861064881,75.11726374016273,108.29405848436643,91.01157149031975,10.449424439055564,435.9214117135623,403.4647989827936,473.3491452266727,86.84529844431128,56.73957962617418,110.43142116823189,85.60281243635572,16.23662784587109,1.7524426159201787e-17,1.724231503536625e-24,2.919298484531849e-11,0.15674901901641305,1.0474994281710093,86.98124946969261,56.73957962617418,111.23696654596735
2011,1.391192456362378e-13,6.548606889197558e-23,60.696888009062114,12.807540684219253,21.035192212021563,52.05347542481377,33.19819577936625,68.86133005458318,51.66066483106387,10.88698287273372,59.380650508865116,36.36559739127875,110.51509140957351,345.75341462369795,316.95956388013286,377.7007339823636,346.1296607720533,18.387325062576355,87.9190093995191,71.45529855334607,107.15695427519968,88.43578800863409,10.948544829784774,433.21549028741083,401.10090677917043,471.3470952241979,83.71752169597886,49.37751889433396,108.86673520286254,82.12589227244727,18.1442166414973,1.2180693500419552e-17,2.4850151946899617e-24,1.261039594142331e-11,0.03501893593690248,0.43136093623476396,83.75326553873182,49.37751889433396,108.86673520286254
2012,6.803908489705371e-16,7.563347106567711e-23,14.06374480924525,1.6733350880016429,6.677499806996788,44.73640074410346,21.504155609125156,60.55597271152423,43.151215603578216,11.937664628952716,45.57770967929468,21.99862157870596,65.65308483533173,349.85072871768557,324.3161070913591,379.64309387036405,350.68603144984576,16.543134489456023,93.47360869291886,75.13375106097381,114.98748608052334,94.33189977086988,12.054716455508505,444.101009704406,414.1385884215576,479.2485893638065,92.45709867202947,67.69099504188515,115.13106417441259,91.84926709178757,14.701952712619292,1.3129181127415555e-15,1.3962285312873495e-24,15.71162038646933,3.025162387493726,5.778323671708033,94.79054534375888,67.69099504188515,123.8543375265997
2013,5.207807558972626e-15,9.222932247967268e-23,42.2050953129044,6.438995313795596,14.484546529719408,47.41583045927831,26.977532467206423,65.75125695679864,47.022728514570964,11.623710662497713,51.32497499000769,28.21241439176489,88.60812647802692,353.14969065196624,326.6839689738096,384.8351542272503,354.1076200289558,17.39523082150197,98.00179530455216,82.0444564026134,116.92718257622883,98.66152280794486,10.884358590798874,452.2290366626471,419.0090283040686,491.3898340547748,92.62643135960792,61.804638767522405,117.81972235187982,91.87517671275991,16.79911227794959,1.817457267880915e-17,2.374100533588996e-24,0.10403265346429784,0.2624389932740065,1.6895051683267985,92.86748918217442,61.804638767522405,118.05670905983897
2014,5.1343593199025e-15,4.482175857134479e-23,44.43849923091346,6.802349649568465,15.426094238105795,56.70767316521806,36.127594350322475,74.0501302293769,56.16081399168793,11.373593799130765,60.491488105947,38.122199764973544,97.93801375538952,355.30605591338986,327.15373065056434,386.7286353410339,355.9159909498858,17.653741596842156,93.09644579324926,77.34410429767618,111.48269051807983,93.56344834165384,10.683079002656932,448.53818670542125,415.5765128342774,487.5106498314894,97.84753148206688,65.41701192787525,123.10559696585089,96.67831180338648,17.421938459981515,2.0728884736925818e-17,1.502339077700805e-24,1.3143294246082247,0.360257277719409,2.0440096073176908,98.10559681406102,65.41701192787525,123.71511407216272
2015,7.544231614144611e-15,8.014837021668888e-23,45.39921550641198,7.186329848039357,15.676089610735085,49.96987630813708,30.409185169778006,67.67264109258548,49.65638486333093,11.211871568870292,53.83904761497145,31.89136822167703,92.42596092153018,361.1188451183755,333.96520188015165,393.92352164393833,362.18067572171856,17.878443875543503,96.65120779545325,80.39064164476089,115.30847574144421,97.05428418763334,10.98401463423031,458.56928171150855,424.55434522717906,497.61661342470046,91.16013763441242,58.14966745865465,116.42491299500145,89.88907083024436,17.579851160563337,2.554524707390665e-17,2.35135082816608e-24,1.6828835702603189,0.35481094996588974,1.7063227079423768,91.30368791843608,58.14966745865465,117.26596692646083
2016,1.0401064123270588e-14,8.729005157657627e-23,46.977384128592924,7.873300596813717,16.294326157640388,48.823474004651416,29.673724147848322,66.04951231524595,48.262170412524576,10.742341108996243,53.08481624923765,30.9783387307385,95.47312959885832,363.31938697403984,335.8703470894544,394.81091352470776,364.30131443269045,18.04221096116759,94.70270039212826,77.27225968736978,114.10398853296485,95.17776757276481,11.536865602158612,458.8623245998741,426.4199843783295,497.1787125320149,88.42182705928988,56.250984172129314,112.64398588692302,87.08485421396763,17.246869428694257,2.980924651361071e-17,9.595219274511715e-25,6.600037665959042,0.7937990603317622,2.8959304197329923,89.0676656523599,56.250984172129314,115.01611629929474
2017,4.422279184303587e-15,6.812693318012978e-23,36.26807913847547,5.306195614645778,13.160293315188559,39.56158586372875,19.45692729141116,56.95238786455939,39.13147848189772,11.472649156992311,42.67859242773261,20.572133959414522,76.57455959147036,369.5055525627789,342.3195599785912,401.9801366587282,370.2335509042406,17.790062317918963,106.01173188245171,88.28758466133051,126.37585774167388,106.53120739802256,11.817937181853221,476.34292867020173,442.71033393948204,515.6427089884152,89.51895093360726,59.4954600658694,114.29063424983148,88.52462065279894,16.584900922432983,2.362259056487506e-17,1.9266268808102855e-24,4.461602064067226,0.5775580085859293,2.2397818564728307,90.02493827178894,59.49546006586942,116.16278076833758
2018,1.2610968229801832e-14,7.61691584919898e-23,48.062754997688295,8.083026589540907,16.75790974689626,50.2204035040341,29.752639218498917,68.43287656003575,49.64715110845452,11.737721573366288,54.68472209249533,31.411935686356742,96.95901991094931,364.69184065253387,336.54137040461546,398.7920765420235,365.5886515757551,18.471038431712437,98.09434729105632,81.38370685003679,117.13728083887653,98.60260143019201,11.31450672136646,463.44392205358156,429.0879212176386,503.06435889938086,96.4458435635809,63.70588425134596,123.27642567401018,95.71550303582751,18.026242973401132,2.0680876086955825e-17,1.6768517333303777e-24,3.15822702552416,0.49313066891590657,2.2721717104815857,96.85549527678342,63.70588425134596,124.45349556720336
2019,1.0287466119675789e-15,6.712818657181985e-23,16.67828094686276,2.0991074595995807,7.845278137851212,38.32398320850881,12.027466083362802,56.977052253392635,36.82073539061808,13.2832668697504,39.343890807255264,12.284244389101554,62.668618834032465,382.14089016899084,354.6017217501611,414.3939792330261,382.97224474866306,17.775618860788555,112.59066520097755,93.34089281227769,134.96614873719608,113.23067731315058,12.821907210271457,495.55181880038197,463.05902341664387,533.7691226675023,92.68276571009451,64.96134485267645,117.59674955944088,92.1494338776942,16.261202343156036,3.6694284201308125e-15,3.362312887504351e-24,19.9965616202445,3.6796421414854192,6.77908796403464,95.41216249167843,64.9713967813158,128.7701727322413
2020,4.932422052294057e-15,6.528792458473919e-23,49.930641315118436,7.9698846728131585,17.345061308819336,52.19200209460327,31.937925365044237,69.55469026255116,51.53669114378934,11.364023511412135,56.17040924196091,33.94003774275798,100.6941694987278,389.938830951259,360.7241792156203,424.5996702808463,391.0758884516655,19.114551795026536,107.30688829470769,88.52802940139446,128.4901469956979,107.83929441488706,12.665796652771782,498.38704912776393,463.06613279294174,538.9217868537575,89.04705831177402,55.523536093529295,115.52852627858985,87.80411619313983,18.487671476297617,6.591265928324974e-17,3.3312632458539515e-24,9.59878534620851,1.0877669635133882,3.547495624584888,90.17251401677473,55.523536093529295,118.54118807585976
2021,5.814253407129032e-14,1.4728510910568355e-22,63.92064302743008,11.423830143072868,20.923125924441127,48.149225491363126,26.940053481758454,66.56294742455556,47.486232216509265,12.02177464339349,54.311895632510556,29.860714405330675,106.82045212117775,391.51423772586986,359.80442006991984,426.47855802757715,391.9591876812172,19.890655032854397,114.30512340871863,95.66641228401615,136.0537184123708,114.78698120644015,12.585574377259235,505.3624304570112,468.98150181588795,549.8515960164945,90.03272919433473,52.86972595667941,118.14141673653204,88.4165094945319,19.955856444561878,6.094285174436714e-17,4.0671133237861565e-24,3.126412187735342e-11,0.17809458944301298,1.2563810050266906,90.13266616575899,52.86972595667941,118.44229861793912
