Year,Glob_smooth_mean,NH_smooth_mean,SH_smooth_mean
2006.961538461533,-76.09932918027002,-82.12717635402437,-70.07427413004612
2006.9807692307638,-76.12888939492247,-82.36246375668968,-69.89731651757309
2006.9999999999945,-76.15470802308934,-82.57435884425519,-69.73439741523057
2007.0192307692253,-76.17325896500526,-82.74254870567789,-69.6024033374807
2007.038461538456,-76.17866950632683,-82.83856010286021,-69.51716219852415
2007.0576923076867,-76.24122154400335,-82.85298249059542,-69.58662118466653
2007.0769230769174,-76.12943875099654,-82.76937247979389,-69.4844180134671
2007.0961538461481,-76.10248428945533,-82.61539332533954,-69.58331735919009
2007.1153846153788,-76.06320672532236,-82.40732315047973,-69.7130068202859
2007.1346153846096,-76.01143734674626,-82.16853700342783,-69.8501473311566
2007.1538461538403,-75.94879450128062,-81.92346897784087,-69.9730708034391
2007.173076923071,-75.87903348137883,-81.69294893200791,-70.06690095943323
2007.1923076923017,-75.80899842392378,-81.49393019896227,-70.12698171210654
2007.2115384615324,-75.74789636352484,-81.33713678868052,-70.1615408557457
2007.2307692307631,-75.70573097932234,-81.22584600152275,-70.18827578566541
2007.2499999999939,-75.69201259738367,-81.15631624991845,-70.23101936585968
2007.2692307692246,-75.71289399427118,-81.11532143495437,-70.31435837565424
2007.2884615384553,-75.76899048997956,-81.08657137934085,-70.45668492960799
2007.307692307686,-75.8552738356507,-81.05298709558588,-70.66593359121767
2007.3269230769167,-75.95823793044089,-80.99335154294344,-70.93300734778127
2007.3461538461474,-76.06003974821179,-80.89138643778168,-71.23383202804855
2007.3653846153782,-76.13965167356325,-80.7343929772573,-71.53926288482288
2007.3846153846089,-76.17724224497599,-80.51637808311243,-71.82221270757736
2007.4038461538396,-76.15746161778937,-80.24175794475165,-72.05655509985307
2007.4230769230703,-76.07370778453256,-79.92002809824366,-72.2145113975034
2007.442307692301,-75.93128289807463,-79.56998782328397,-72.28611308769544
2007.4615384615317,-75.74753317733415,-79.21703899406302,-72.28155037629162
2007.4807692307625,-75.5502737062641,-78.88397856366906,-72.22410574274801
2007.4999999999932,-75.37181293800192,-78.60508004817751,-72.146724802432
2007.519230769224,-75.24468463247105,-78.41289418252589,-72.08357475447755
2007.5384615384546,-75.20262722347915,-78.3433292382939,-72.06641682600916
2007.5576923076853,-75.2674581292333,-78.42855126444681,-72.11504740031238
2007.576923076916,-75.45124921014984,-78.68713172755461,-72.23480961981873
2007.5961538461468,-75.74945935645451,-79.11309862346366,-72.41082500249293
2007.6153846153775,-76.12689565459215,-79.66177006919045,-72.61486159414002
2007.6346153846082,-76.536938973262,-80.29015111378962,-72.8152260042783
2007.653846153839,-76.94724890956684,-80.960488221106,-72.97755264148905
2007.6730769230696,-77.3320275746998,-81.6309868991419,-73.06796730292709
2007.6923076923003,-77.66692124667846,-82.26159436066028,-73.06642984943572
2007.711538461531,-77.91906221827203,-82.82009945971143,-72.96778620206332
2007.7307692307618,-78.06009777834014,-83.28185846359497,-72.78241534991501
2007.7499999999925,-78.09406624777746,-83.62239577036884,-72.53919342235399
2007.7692307692232,-78.0375019904591,-83.79891426241045,-72.26965155471949
2007.788461538454,-77.91302767785086,-83.82701269388565,-72.00093766103825
2007.8076923076846,-77.74767101636138,-83.74197378411792,-71.75531040021055
2007.8269230769154,-77.56434838760181,-83.57205792630593,-71.54793812757116
2007.846153846146,-77.36150472393314,-83.33320302267572,-71.38449285207497
2007.8653846153768,-77.18517864169837,-83.12582894161889,-71.25485953109342
2007.8846153846075,-77.08076388945818,-83.02320195237823,-71.14185154624545
2007.9038461538382,-77.0149571384112,-83.00564602617659,-71.0264694684052
2007.923076923069,-76.97514096317639,-83.06069655545873,-70.89066292210785
2007.9423076922997,-76.94596915042155,-83.16584763848147,-70.725871351346
2007.9615384615304,-76.91130983460246,-83.28704109022988,-70.52379367992822
2007.980769230761,-76.84154017944932,-83.39041205076134,-70.31415940859658
2007.9999999999918,-76.80320653161016,-83.4352386681131,-70.17168442684147
2008.0192307692225,-76.69706751139537,-83.40053684219386,-69.9930931035564
2008.0384615384532,-76.56339740702356,-83.26481076764743,-69.85476599797222
2008.057692307684,-76.41007233774465,-83.03365549430019,-69.77087932064889
2008.0769230769147,-76.24771772943075,-82.7293760720452,-69.74602847219768
2008.0961538461454,-76.08634857527828,-82.38569860809275,-69.7721050340053
2008.1153846153761,-75.93638752756067,-82.0372229799015,-69.83266308165867
2008.1346153846068,-75.80548480827973,-81.71180935915068,-69.90749723177962
2008.1538461538375,-75.69950763866028,-81.43355018152182,-69.97597498694836
2008.1730769230683,-75.62360786161483,-81.22916950785446,-70.0233209381699
2008.192307692299,-75.58110866151144,-81.12096339275473,-70.04417157549432
2008.2115384615297,-75.57499320981847,-81.10826282533196,-70.04414298968541
2008.2307692307604,-75.60699221709474,-81.1794380275224,-70.03937483367699
2008.2499999999911,-75.67764491400335,-81.30775780424254,-70.0525182225155
2008.2692307692218,-75.78446100495907,-81.46446006080643,-70.1067055075014
2008.2884615384526,-75.90435867718334,-81.58742074371074,-70.22068100733402
2008.3076923076833,-76.05432455410782,-81.7106625897108,-70.40373877805472
2008.326923076914,-76.24071585927672,-81.83921539437875,-70.65062209670074
2008.3461538461447,-76.38190259644186,-81.8336464077519,-70.93822559055855
2008.3653846153754,-76.49602701894037,-81.74841462405817,-71.27553332587742
2008.3846153846061,-76.59800255692699,-81.5844001433796,-71.58874763504943
2008.4038461538369,-76.55451051691576,-81.34921119664244,-71.7398827125606
2008.4230769230676,-76.50731244377933,-81.08153914073381,-71.9078200417057
2008.4423076922983,-76.35369986089006,-80.7096081719169,-72.00783879815366
2008.461538461529,-76.18993230827607,-80.33836893171879,-72.04486013171557
2008.4807692307597,-76.00642991876646,-79.98050652401305,-72.03748982851594
2008.4999999999905,-75.83191638057224,-79.65967060942195,-72.0115623822407
2008.5192307692212,-75.69587411299908,-79.40268241423733,-71.99638024073538
2008.5384615384519,-75.62875798363865,-79.24406133495447,-72.0176611674444
2008.5576923076826,-75.65197976799452,-79.21449032471804,-72.09219588937542
2008.5769230769133,-75.77883946061031,-79.34064689153634,-72.22430951264359
2008.596153846144,-76.00650298819706,-79.62433100564884,-72.40117016856115
2008.6153846153748,-76.30539534194833,-80.04235513470302,-72.60059200122326
2008.6346153846055,-76.61277425252743,-80.5550909335945,-72.69740534724167
2008.6538461538362,-77.00719940394099,-81.12102971938953,-72.96174630905182
2008.673076923067,-77.35818516194786,-81.69540985601476,-73.05795920418703
2008.6923076922976,-77.65687299131693,-82.2425120900049,-73.0662685351368
2008.7115384615283,-77.87602896341366,-82.73081286873254,-72.98380841112629
2008.730769230759,-77.99489279575975,-83.13321703906956,-72.82103435945511
2008.7499999999898,-78.01797116966661,-83.41539676905934,-72.60085214483942
2008.7692307692205,-77.95749172328863,-83.55485074446577,-72.35302153529977
2008.7884615384512,-77.83463072084442,-83.5632257736632,-72.10438434562782
2008.807692307682,-77.6764956964773,-83.47579855782179,-71.87513253973307
2008.8269230769126,-77.50901315877245,-83.33322582444993,-71.68185083888973
2008.8461538461434,-77.35270632758457,-83.17767266504605,-71.52721284346187
2008.865384615374,-77.22249231259234,-83.0425268119512,-71.40434842898797
2008.8846153846048,-77.12448802328275,-82.95350726009391,-71.29737732929271
2008.9038461538355,-77.0569943854939,-82.92763365837767,-71.18713754699061
2008.9230769230662,-77.0111956704208,-82.96641546104073,-71.0562085312803
2008.942307692297,-76.97555538042675,-83.05613656314607,-70.89458451905686
2008.9615384615277,-76.93785083196215,-83.17216892303243,-70.70163900707705
2008.9807692307584,-76.88932317842817,-83.2883433965506,-70.48775891143873
2008.999999999989,-76.82197788048249,-83.37441309691216,-70.26846191045031
2009.0192307692198,-76.73864621426584,-83.41530049585396,-70.06135453644943
2009.0384615384505,-76.64056135225007,-83.3946351991236,-69.88508671987768
2009.0576923076812,-76.53529185803252,-83.31172756069695,-69.75490421728463
2009.076923076912,-76.43050324569589,-83.17859898705841,-69.67646059858467
2009.0961538461427,-76.33320657791594,-83.01426311080937,-69.64611081804183
2009.1153846153734,-76.24820244734875,-82.84322410046732,-69.64998265604255
2009.134615384604,-76.17840514558561,-82.68671491463671,-69.67018171670969
2009.1538461538348,-76.12374085288184,-82.55993481827211,-69.68826310235734
2009.1730769230655,-76.08258189209987,-82.47561442826068,-69.68990855640374
2009.1923076922963,-76.0529881275427,-82.43771869343816,-69.66901650335838
2009.211538461527,-76.03285802582137,-82.43733144002228,-69.62950627110466
2009.2307692307577,-76.02069061400273,-82.4579043187094,-69.5837584443145
2009.2499999999884,-76.01516323348518,-82.47871040581443,-69.55069118051263
2009.2692307692191,-76.01445781815018,-82.47716488348853,-69.5504461722018
2009.2884615384498,-76.01494962295678,-82.42940435210122,-69.59959198878984
2009.3076923076806,-76.01126439051532,-82.3125706934521,-69.70606754129855
2009.3269230769113,-75.99327452770584,-82.1097001946663,-69.86738578652235
2009.346153846142,-75.95635371342703,-81.80991903670034,-70.0809674400072
2009.3653846153727,-75.85339086671394,-81.41915921548339,-70.24205589037862
2009.3846153846034,-75.69485419934927,-80.94874937134587,-70.39549894637408
2009.4038461538341,-75.47840812541293,-80.41523721765239,-70.50637490168347
2009.4230769230649,-75.20878064069912,-79.83956552556047,-70.56179830970618
2009.4423076922956,-74.90073765789049,-79.2469621873971,-70.55910531457936
2009.4615384615263,-74.57912989042798,-78.66653248451942,-70.50906633443088
2009.480769230757,-74.2680832443809,-78.12817953120509,-70.43285596269881
2009.4999999999877,-73.99227241101785,-77.65796279976995,-70.35742147376212
2009.5192307692184,-73.78548235298548,-77.28496002438662,-70.3102077888998
2009.5384615384492,-73.68560112856657,-77.0608065641049,-70.31660897316885
2009.5576923076799,-73.71393563837307,-77.04041752539742,-70.39123337889686
2009.5769230769106,-73.88239721043459,-77.24381815236491,-70.5359085457796
2009.5961538461413,-74.19572112048584,-77.68176132917553,-70.73779177347191
2009.615384615372,-74.60141946308252,-78.24905681589017,-70.97159281285118
2009.6346153846027,-75.07648982788673,-78.96214664546332,-71.21103569418726
2009.6538461538335,-75.58768341574445,-79.7734298557124,-71.43124484537425
2009.6730769230642,-76.09105812741679,-80.64841497179829,-71.59081322609181
2009.692307692295,-76.43373836510504,-81.49921799440192,-71.58163915490154
2009.7115384615256,-76.89796744243195,-82.29151293828164,-71.63047686888345
2009.7307692307563,-77.15009473033948,-82.98556121706633,-71.72015385573296
2009.749999999987,-77.81561739950445,-83.60468768558121,-72.10099346995185
2009.7692307692178,-78.1590580121857,-84.09262279437496,-72.2197393670884
2009.7884615384485,-78.3805991411032,-84.42501290994744,-72.32617210935055
2009.8076923076792,-78.502138733603,-84.58373411440493,-72.4089364270952
2009.82692307691,-78.46948569780784,-84.5969554976238,-72.45420548733476
2009.8461538461406,-78.68311249048064,-84.88035276568107,-72.47825145635908
2009.8653846153713,-78.58693314891643,-84.7520146605892,-72.42319085393545
2009.884615384602,-78.45969727353395,-84.61649903024488,-72.30359018608883
2009.9038461538328,-78.31748552648378,-84.51172245520912,-72.11918968783665
2009.9230769230635,-78.1727823328648,-84.45782171698511,-71.87906761785861
2009.9423076922942,-78.03289030600509,-84.46938635560171,-71.59886617724013
2009.961538461525,-78.08982431301051,-84.84493566397548,-71.31325983527262
2009.9807692307556,-77.96757815237993,-84.91959292382676,-71.007529369091
2009.9999999999864,-77.85735397827602,-85.00051946658621,-70.71431707928834
2010.019230769217,-77.75579265657072,-85.06937829768313,-70.4451036631493
2010.0384615384478,-77.64950425059567,-85.09390497257395,-70.20643509058532
2010.0576923076785,-77.53436732434554,-85.0615539320711,-70.0080840248117
2010.0769230769092,-77.48095331134688,-85.10090598342613,-69.85038413323726
2010.09615384614,-77.36249892385582,-84.98688035720494,-69.73035384402681
2010.1153846153707,-77.2200160894777,-84.78952010452267,-69.6452343721709
2010.1346153846014,-77.06534501002473,-84.52782759892595,-69.5941492070185
2010.153846153832,-76.90949497298563,-84.23461878235385,-69.5770606598534
2010.1730769230628,-76.76820883634517,-83.93677516855816,-69.59761022020321
2010.1923076922935,-76.65463995690615,-83.65234862040086,-69.65549648721121
2010.2115384615242,-76.69015086035523,-83.45442174456049,-69.92392774607488
2010.230769230755,-76.7058596170109,-83.34480920989243,-70.05821083322147
2010.2499999999857,-76.70798802360002,-83.2385140767063,-70.17601147060527
2010.2692307692164,-76.7196886208592,-83.14307434467798,-70.29691480789816
2010.288461538447,-76.7406294831976,-83.02842918520008,-70.45285620333743
2010.3076923076778,-76.75693084721932,-82.86777045080107,-70.6403047579635
2010.3269230769085,-76.73026918394152,-82.63186441634245,-70.8224160078753
2010.3461538461393,-76.70127902268997,-82.38211352531583,-70.99913964342599
2010.36538461537,-76.60012789474078,-81.99754694899462,-71.17851191939774
2010.3846153846007,-76.48067926252527,-81.57658767082863,-71.36960096150844
2010.4038461538314,-76.35292693443725,-81.15772441794036,-71.55221897200195
2010.4230769230621,-76.25384876950794,-80.76954602572275,-71.78552532120098
2010.4423076922928,-76.33603888147661,-80.5753105097295,-72.11093529109067
2010.4615384615236,-76.233216716764,-80.25463456966231,-72.21969767128257
2010.4807692307543,-76.31262681585326,-80.17841928385853,-72.44807816231676
2010.499999999985,-76.4643309653668,-80.25716088139775,-72.67312413044998
2010.5192307692157,-76.6639952169645,-80.44576595330645,-72.88771524145587
2010.5384615384464,-76.89369068492509,-80.72102316666857,-73.07716588509982
2010.5576923076771,-77.12754046471457,-81.0397898960813,-73.22769635565885
2010.5769230769079,-77.3470222746127,-81.3703886679034,-73.33039052032866
2010.5961538461386,-77.5347183947604,-81.69054360801218,-73.38057943384793
2010.6153846153693,-77.686343701981,-81.99071493329885,-73.37821985775345
2010.6346153846,-77.7930801266724,-82.25782788501844,-73.32681451181539
2010.6538461538307,-77.88472089275145,-82.51663840822377,-73.2540587038892
2010.6730769230614,-77.97872273637094,-82.77082168505517,-73.18646334794468
2010.6923076922922,-78.03730045865694,-83.01149555676966,-73.06829124680843
2010.7115384615229,-78.14385983725117,-83.27421973618098,-73.01841895837397
2010.7307692307536,-78.24768228185029,-83.54331558422277,-72.94919399941766
2010.7499999999843,-78.32657515153696,-83.78405096654176,-72.86902662574003
2010.769230769215,-78.42286607875015,-84.01994373757688,-72.82178018748785
2010.7884615384457,-78.49040089359137,-84.21333419616445,-72.76451610579356
2010.8076923076765,-78.51205534091679,-84.33851720413169,-72.68331499612822
2010.8269230769072,-78.4824495760786,-84.38960594312806,-72.57405560865124
2010.846153846138,-78.3627870060894,-84.33091495472164,-72.39373718882105
2010.8653846153686,-78.2067122063461,-84.22430581270798,-72.1877919577849
2010.8846153845993,-78.01541991357387,-84.08574209252203,-71.94268364274485
2010.90384615383,-77.8106898496933,-83.94555194534857,-71.67464843940718
2010.9230769230608,-77.61639810414138,-83.83304917933403,-71.39842512772388
2010.9423076922915,-77.47440545161555,-83.80334735274289,-71.13281764829323
2010.9615384615222,-77.69951773975893,-84.32664102101332,-71.06517892479825
2010.980769230753,-77.64019079477794,-84.43181599524674,-70.84667688705638
2010.9999999999836,-77.59770464317741,-84.5175661881957,-70.67731272526092
2011.0192307692143,-77.58238956438255,-84.61525000511516,-70.54907053950102
2011.038461538445,-77.5595701610696,-84.6732774495652,-70.44485456557425
2011.0576923076758,-77.52892117393912,-84.69928671549086,-70.36574307227241
2011.0769230769065,-77.61152557918726,-84.87974526846554,-70.34387660570694
2011.0961538461372,-77.54437514003311,-84.7567254029514,-70.33164133801573
2011.115384615368,-77.46096681343035,-84.58807458344218,-70.33162936291262
2011.1346153845986,-77.36635730601304,-84.391215786643,-70.33923603676013
2011.1538461538294,-77.26900855914138,-84.18505986156391,-70.35249301217296
2011.17307692306,-77.17868456780722,-83.98720398040956,-70.37192366557032
2011.1923076922908,-77.10431445231035,-83.8116901892942,-70.39894778664076
2011.2115384615215,-77.06439389655971,-83.67025820168905,-70.45958982334307
2011.2307692307522,-77.01723582050086,-83.56387460620982,-70.47134356807375
2011.249999999983,-77.00729490589951,-83.484435151127,-70.53108094867406
2011.2692307692137,-77.00030185130588,-83.4138288861436,-70.58711554858873
2011.2884615384444,-77.00203377972285,-83.33115903796848,-70.67232810432714
2011.307692307675,-77.00081048528021,-83.214227217579,-70.7850739875971
2011.3269230769058,-76.96859215690019,-83.04420416158591,-70.88821339343252
2011.3461538461365,-76.91190866998164,-82.83690698160376,-70.97820836217012
2011.3653846153672,-76.81152776718066,-82.54775002905794,-71.06209984412519
2011.384615384598,-76.68885821453405,-82.21655893179984,-71.14815740445495
2011.4038461538287,-76.54416202842961,-81.86892871859497,-71.21321944720182
2011.4230769230594,-76.40568487961832,-81.52918629162622,-71.28648588138877
2011.4423076922901,-76.27600305596275,-81.21980456245387,-71.33941123527389
2011.4615384615208,-76.19420219994288,-80.96810663255286,-71.4256572921779
2011.4807692307515,-76.15675183148525,-80.80494475414905,-71.5136882119802
2011.4999999999823,-76.16887456659931,-80.74004823038614,-71.59969322030845
2011.519230769213,-76.23290690858913,-80.78190733969143,-71.68553356533506
2011.5384615384437,-76.34282679026023,-80.92453314379395,-71.7653766089164
2011.5576923076744,-76.48822690482788,-81.15310418603453,-71.83300180118857
2011.5769230769051,-76.65697901405251,-81.44275968807423,-71.88389386782578
2011.5961538461358,-76.838448128529,-81.77161877825444,-71.91691088861413
2011.6153846153666,-77.02275559845724,-82.12212777091595,-71.93154157538086
2011.6346153845973,-77.20021795937437,-82.47845417374558,-71.9242468618485
2011.653846153828,-77.37328986460798,-82.82909703448975,-71.91657177593552
2011.6730769230587,-77.54612635557646,-83.16389580279564,-71.9238551184127
2011.6923076922894,-77.68201288708042,-83.47346203769501,-71.88589215833822
2011.7115384615201,-77.83333723243278,-83.75267665108183,-71.91065578845536
2011.7307692307509,-77.95140489424193,-83.98893528186349,-71.90703482934828
2011.7499999999816,-78.02845555314124,-84.17355638115599,-71.87959431210635
2011.7692307692123,-78.0928359241442,-84.30984723765815,-71.87278076656561
2011.788461538443,-78.11843183786134,-84.38942056607681,-71.84539952182507
2011.8076923076737,-78.09906776254118,-84.41019540420744,-71.78650249464346
2011.8269230769044,-78.03701631353323,-84.37798407348372,-71.69455851318003
2011.8461538461352,-77.91217083981275,-84.29462800108072,-71.52824935397443
2011.8653846153659,-77.76155369043111,-84.18708572856319,-71.33423392054183
2011.8846153845966,-77.58560213472353,-84.07144466952819,-71.09644857845436
2011.9038461538273,-77.39912663394956,-83.96593486320243,-70.82733370960926
2011.923076923058,-77.2181600337936,-83.88951124954201,-70.5428661747342
2011.9423076922888,-77.05816490712525,-83.85654177507769,-70.2571157639242
2011.9615384615195,-76.9249753241654,-83.87088619780619,-69.98013489728791
2011.9807692307502,-76.83370087083968,-83.93934909021227,-69.73102303022391
2011.999999999981,-76.7905780983086,-84.04774063167417,-69.53470830131046
2012.0192307692116,-76.78512268742615,-84.18050143539429,-69.38996503561803
2012.0384615384423,-76.8003256376353,-84.31847860997169,-69.28110988081755
2012.057692307673,-76.82754945946992,-84.44373898003303,-69.20998696967756
2012.0769230769038,-76.8675027082617,-84.5412193307928,-69.19199084996083
2012.0961538461345,-76.89999256628298,-84.60428751152902,-69.1942036208238
2012.1153846153652,-76.92460731335316,-84.62831017415364,-69.21916391922595
2012.134615384596,-76.94145574861636,-84.6201672896429,-69.26131446666938
2012.1538461538266,-76.95404263611822,-84.5903889421274,-69.31755327527675
2012.1730769230574,-76.9680168014383,-84.54944577096153,-69.38679758965297
2012.192307692288,-76.98811425009264,-84.50764600983192,-69.46871509106937
2012.2115384615188,-77.0291479514403,-84.47033249887224,-69.58754344610962
2012.2307692307495,-77.0468745021141,-84.43468622618468,-69.65942877232213
2012.2499999999802,-77.08412157814418,-84.38904328450444,-69.77982218371585
2012.269230769211,-77.10564806391221,-84.31501636727437,-69.89514566219621
2012.2884615384417,-77.11718977836797,-84.19212574318132,-70.03853384432753
2012.3076923076724,-77.10816591987856,-83.99912257897226,-70.20762472383453
2012.326923076903,-77.05174817116193,-83.71775230859332,-70.36434516968338
2012.3461538461338,-76.95631115437882,-83.37265558404552,-70.50646028886858
2012.3653846153645,-76.80487638390271,-82.92918940524771,-70.64063518035121
2012.3846153845952,-76.62189258026575,-82.43344196178653,-70.77542800788211
2012.403846153826,-76.41071491958795,-81.91441538331304,-70.88836973118794
2012.4230769230567,-76.2017208402371,-81.40124462895668,-71.00825596402207
2012.4423076922874,-76.00013681410069,-80.91893019940436,-71.10751603441139
2012.461538461518,-75.8473008778519,-80.4885562615804,-71.23951186960315
2012.4807692307488,-75.74279349692219,-80.1335423733738,-71.37243744827114
2012.4999999999795,-75.69300495667852,-79.88980230279572,-71.50290593764083
2012.5192307692103,-75.70165940411756,-79.77405773789286,-71.63176733583477
2012.538461538441,-75.76332931535296,-79.77445834521927,-71.75323383240799
2012.5576923076717,-75.8685223150487,-79.87874618262855,-71.86072443178416
2012.5769230769024,-76.00514679681672,-80.06558700062266,-71.94962921154458
2012.5961538461331,-76.16217663287537,-80.31325629035447,-72.01852780727233
2012.6153846153638,-76.32938278537956,-80.60084171775692,-72.06650061590089
