+1970.000,-44.943,+0.310
+1971.000,-44.869,+0.311
+1972.000,-44.887,+0.303
+1973.000,-44.822,+0.293
+1974.000,-44.708,+0.298
+1975.000,-44.784,+0.298
+1976.000,-44.532,+0.296
+1977.000,-44.482,+0.291
+1978.000,-44.489,+0.288
+1979.000,-44.583,+0.273
+1980.000,-44.604,+0.273
+1981.000,-44.647,+0.276
+1982.000,-44.724,+0.273
+1983.000,-44.689,+0.265
+1984.000,-44.733,+0.258
+1985.000,-44.663,+0.246
+1986.000,-44.609,+0.247
+1987.000,-44.608,+0.245
+1988.000,-44.514,+0.243
+1989.000,-44.470,+0.235
+1990.000,-44.567,+0.215
+1991.000,-44.499,+0.206
+1992.000,-44.501,+0.200
+1993.000,-44.455,+0.191
+1994.000,-44.310,+0.183
+1995.000,-44.231,+0.179
+1996.000,-44.164,+0.175
+1997.000,-44.274,+0.170
+1998.000,-44.279,+0.166
+1999.000,-44.266,+0.169
+2000.000,-44.216,+0.166
+2001.000,-44.194,+0.168
+2002.000,-44.156,+0.168
+2003.000,-44.097,+0.169
+2004.000,-44.071,+0.170
+2005.000,-44.042,+0.177
+2006.000,-44.049,+0.179
+2007.000,-44.074,+0.181
+2008.000,-44.083,+0.182
+2009.000,-44.089,+0.182
+2010.000,-44.020,+0.184
+2011.000,-44.063,+0.190
+2012.000,-44.044,+0.196
+2013.000,-44.014,+0.192
+2014.000,-44.001,+0.195
+2015.000,-43.883,+0.197
+2016.000,-43.895,+0.203
+2017.000,-43.904,+0.210
+2018.000,-43.908,+0.220
+2019.000,-43.904,+0.224
+2020.000,-43.764,+0.225
+2021.000,-43.723,+0.230
+2022.000,-43.710,+0.234
