1.998000000000000000e+03,-2.327627006804748433e+01,2.531067380418578150e+00
1.999000000000000000e+03,-2.300308424947709085e+01,2.425867307206761581e+00
2.000000000000000000e+03,-2.293022172919243218e+01,2.500153832152253397e+00
2.001000000000000000e+03,-2.283755829470096543e+01,2.570282029980024419e+00
2.002000000000000000e+03,-2.344464432745795790e+01,2.545204457211795113e+00
2.003000000000000000e+03,-2.305918508887534557e+01,2.479904859220704694e+00
2.004000000000000000e+03,-2.310279316589834764e+01,2.459222694297237943e+00
2.005000000000000000e+03,-2.277224637465500479e+01,2.473434618570906629e+00
2.006000000000000000e+03,-2.341101682609710366e+01,2.544509129164158168e+00
2.007000000000000000e+03,-2.268981491297922304e+01,2.488282272604253276e+00
2.008000000000000000e+03,-2.283440086516593226e+01,2.497531320337414762e+00
2.009000000000000000e+03,-2.315368081211394724e+01,2.451768170873642738e+00
2.010000000000000000e+03,-2.263504690904109395e+01,2.519544499235422563e+00
2.011000000000000000e+03,-2.267714484094500804e+01,2.437079695680358427e+00
2.012000000000000000e+03,-2.301327437132010800e+01,2.439479529030060156e+00
2.013000000000000000e+03,-2.296618287468610120e+01,2.577865416354986561e+00
2.014000000000000000e+03,-2.335054684533317015e+01,2.504911177323927873e+00
2.015000000000000000e+03,-2.346739107160183480e+01,2.549487690015973307e+00
2.016000000000000000e+03,-2.286418640955044168e+01,2.458315755907315658e+00
2.017000000000000000e+03,-2.293162720706173019e+01,2.491674235204428545e+00
2.018000000000000000e+03,-2.312402758843272466e+01,2.601754003513027769e+00
2.019000000000000000e+03,-2.354441420684930009e+01,2.575355705434402953e+00
2.020000000000000000e+03,-2.303799510537982442e+01,2.544941328582462248e+00
2.021000000000000000e+03,-2.353901439298147480e+01,2.571321253624953673e+00
2.030000000000000000e+03,-2.306940702241015018e+01,2.525170892434483338e+00
