1.998000000000000000e+03,-3.064727332695636051e+02,1.354296685867423733e+01
1.999000000000000000e+03,-3.060595679896704269e+02,1.343010163938094692e+01
2.000000000000000000e+03,-3.053699338231211300e+02,1.354919401994936123e+01
2.001000000000000000e+03,-3.052708394688017393e+02,1.355912931400715316e+01
2.002000000000000000e+03,-3.049821455716435139e+02,1.346309308110201286e+01
2.003000000000000000e+03,-3.053697630433107975e+02,1.353934444997042696e+01
2.004000000000000000e+03,-3.052510290387753003e+02,1.363434440649795043e+01
2.005000000000000000e+03,-3.058122375140837335e+02,1.344427227158216276e+01
2.006000000000000000e+03,-3.048860668841401775e+02,1.350093512586112610e+01
2.007000000000000000e+03,-3.056475037362696412e+02,1.344972924781005652e+01
2.008000000000000000e+03,-3.047927160380475016e+02,1.360316535544920313e+01
2.009000000000000000e+03,-3.050629602683115991e+02,1.348517013698748102e+01
2.010000000000000000e+03,-3.049383431005894067e+02,1.347037417706864026e+01
2.011000000000000000e+03,-3.051640720883569315e+02,1.340935614192203928e+01
2.012000000000000000e+03,-3.051979720907970091e+02,1.339555354292149225e+01
2.013000000000000000e+03,-3.045218393958310799e+02,1.336374059002227810e+01
2.014000000000000000e+03,-3.047003383437661910e+02,1.322677474944599929e+01
2.015000000000000000e+03,-3.053593031531656834e+02,1.328897329406439987e+01
2.016000000000000000e+03,-3.053879591037864429e+02,1.346805541462493316e+01
2.017000000000000000e+03,-3.047635269414630557e+02,1.348290746144824404e+01
2.018000000000000000e+03,-3.043920967888919336e+02,1.350290567173319367e+01
2.019000000000000000e+03,-3.045340460682079424e+02,1.355380882493976635e+01
2.020000000000000000e+03,-3.050319371075028698e+02,1.347030541540163462e+01
2.021000000000000000e+03,-3.040511323756020374e+02,1.363316796143193343e+01
