year,FF_mean,FF_std,Mic_mean,Mic_std,BB_mean,BB_std
1999,21.768366080257834,59.365308099840604,425.48907552964357,32.24116912535903,97.11057589962635,35.30314958484222
2000,31.045348820974105,58.6475190822112,422.5461049154412,31.833734065118882,94.51983229415413,35.010611855698755
2001,28.852094685809835,59.22734172882837,424.95679570826104,32.039467491307654,94.25347660781644,35.36076446612902
2002,32.631650745994726,59.60449970720405,423.4950806477822,32.100812171173445,91.05180719873628,35.53531940313858
2003,31.837417894659634,60.14060154104419,425.4812263540329,32.24323506006608,92.56830410608029,35.9060112157681
2004,37.476002098752936,60.083387790319975,424.4621021118371,32.17075526059848,92.00602052982244,35.9290601576116
2005,44.55038504340927,60.12029049329057,424.62638347807257,32.21722321757687,86.8761353800281,35.739040258197626
2006,41.98719818918426,61.58982998845802,430.0030584655936,33.11083673520239,89.52675381581354,36.35351539227002
2007,47.04469521570405,61.152387742032985,432.7750912153514,32.95783448433855,88.4296289506015,36.201153101334405
2008,60.221440087125366,60.49192211281804,429.84728851962194,32.815369513108244,82.6883891549012,35.60985757956805
2009,69.80098021841471,60.54360715258907,428.32682898581504,32.736503536630686,76.62749685506503,35.48733158400448
2010,50.78504942423366,62.323757975980186,439.03588173046114,33.55725613001065,87.4725155934009,36.72567134402811
2011,62.1182301769899,61.922384643885415,435.8995033110419,33.30424818502052,83.48070218435181,36.4948851594801
2012,61.313003047569936,62.44997713601202,439.3970869064119,33.41416679758088,87.22573506015262,36.992664453052875
2013,59.94824979854205,63.523954868724914,444.93961973143195,33.61989977955383,88.970010988616,37.96573582230313
2014,49.75555552970083,64.14371619331527,454.5197132239757,34.006669092000216,94.02504264410652,38.50994755534793
2015,57.852987803621055,64.29239518391454,456.4790583244881,34.09602831327376,89.06821135393609,38.52460924671641
2016,57.85402081177619,64.47532724840575,459.219305135609,34.17534260261885,90.26119980429247,38.725083977234874
2017,42.56692794518498,65.81725275320912,474.0167848821238,34.883954453633955,95.02681454803431,39.746675243058455
2018,41.011346602997,66.61145735961233,483.0560151638662,35.35843708682058,95.723271116985,40.19366816780979
2019,46.87330004300018,67.71609019045029,489.72859734574917,35.77609109848905,93.32068025713107,40.99587007753779
2020,48.67769526247508,68.15728659737758,492.69059939973556,35.928160487632134,94.01607207901563,41.394438741348615
2021,43.592189457105285,69.88788977331133,503.7533739410965,36.60487239698292,94.53908902271107,42.562490344623775
