year,FF_mean,FF_std,Mic_mean,Mic_std,BB_mean,BB_std
1999,13.705434185630518,59.39851621273327,421.4554384539698,32.14964934726257,109.20714486992743,35.06441357943434
2000,23.106462764238923,58.64537143254234,418.3922831053527,31.71918752356321,106.61254016097783,34.7436630048356
2001,20.754766342587843,59.21169737936041,420.87275062337034,31.92329766785157,106.43485003592914,35.08646136798461
2002,24.37008472555183,59.56339096170079,419.46536723501936,31.98390254747768,103.34308663194201,35.23962380194102
2003,23.431354784281606,60.097180877195804,421.5168884177158,32.11528770144449,104.93870515277543,35.62019564458431
2004,29.09849879830628,60.02761184764685,420.4246688478211,32.02540864162999,104.42095709428506,35.64267998857778
2005,36.150818093890955,60.04197068631141,420.62451485140633,32.07504916595414,99.2775709562127,35.41333452326776
2006,33.68546428306155,61.505708959068386,425.9391702388972,32.97668175060276,101.89237594863262,36.02626408623822
2007,38.716924545339204,61.04840680034548,428.69217266614777,32.81735122604813,100.84031817016995,35.85114504059645
2008,51.95829578025492,60.37814111639946,425.7003338529641,32.66403888953122,95.09848812842945,35.23790078298605
2009,61.24966238955987,60.39813301329435,424.34272279932134,32.59986325117064,89.16292087041363,35.05134896913684
2010,42.043340015736426,62.19853185385497,435.09383978746695,33.43228655114616,100.15626694489227,36.34008405430519
2011,53.25511265557751,61.8211547052741,431.9707200268888,33.16379979648663,96.27260298991727,36.128562054473704
2012,52.38648114826453,62.3716656481172,435.4430713981367,33.27546641926121,100.10627246773326,36.65674553960923
2013,50.821193234687584,63.426046984690934,440.9817126692609,33.493690138410216,102.05497461464151,37.60663990952941
2014,40.865744963994615,64.05134900482403,450.3639016514933,33.864308033610904,107.07066478229524,38.17715603977891
2015,48.92523569785018,64.18945752179845,452.2862830741126,33.944950699859014,102.18873871008246,38.169648674871276
2016,48.97674867636821,64.36291312085139,454.92425703921566,34.022434081795716,103.43352003609377,38.36667482045873
2017,33.72910973101064,65.70220211067998,469.6211068022974,34.73038147452571,108.26031084203497,39.4057647183947
2018,32.233426576244725,66.4815890968938,478.59175284123035,35.20643650583643,108.96545346637318,39.840145898303476
2019,37.96846341091824,67.5910916783788,485.2048511760008,35.61255698212755,106.74926305896142,40.64588560846384
2020,39.75133256911076,68.04321707322931,488.1136791871879,35.760699151222994,107.51935498492765,41.060662384906664
2021,34.55589686093701,69.74687545007613,499.17084936441086,36.442488059768756,108.15790619556502,42.20035231194798
