year,FF_c13_mean,FF_c13_std,FF_dD_mean,FF_dD_std,Mic_c13_mean,Mic_dD_mean
1999,155.25042375635704,27.6031034095066,64.41240971292267,36.6176176698778,353.61092708650403,444.4489411299384
2000,164.911956203917,27.274104517385997,72.95474668071061,37.08663049245254,350.70932982665255,442.6665393498589
2001,165.7336893453268,27.246739786017976,72.27721222439949,37.244518400964786,351.5986776565605,445.0551547774878
2002,170.1227434447398,26.945924379953855,76.51939737791646,37.54466723917539,349.9417951477734,443.5451412145967
2003,174.2341747200913,26.790807487024153,77.8375118675658,37.723290510326635,349.36877363468153,445.76543648720696
2004,176.81824532612157,26.733415534965044,82.3930032608002,37.94550017883569,350.35987941429096,444.7851214796123
2005,170.83192632771468,27.19513756788786,85.69395174013046,38.00259052047197,357.4729775737952,442.6109521613795
2006,170.1355043426738,27.474875909267947,84.13506711192866,38.03161865292385,361.81150612791754,447.8119433586627
2007,174.30233217783842,27.730617088098803,88.79539410352811,38.04818190911841,365.0830832038185,450.5900212781288
2008,176.3111857433946,27.91046390383971,97.67543676120934,38.69400263851385,368.1959320182539,446.83168100043923
2009,173.3961897673479,28.228374037372127,103.91020791064858,38.4342915880908,373.22111629194694,442.70709814864625
2010,177.87313710815252,28.030847525237423,93.1139193613233,38.31567466221954,371.4323096399432,456.19152738677246
2011,183.28832066023713,27.96097848830691,101.91379114300601,39.44629649954368,371.62411501214643,452.9986445293776
2012,189.634554135793,27.837290211791274,103.53996252817721,39.74888369675832,371.4992708783415,457.59386248595723
2013,190.79758040326007,28.05794123647173,103.54715594193387,40.02478795593479,376.11430011532997,463.36472457665616
2014,189.9987158980977,28.305500148926296,95.77842860968593,40.678597475825015,380.8255954996854,475.0458827880972
2015,183.77467503539876,28.940412299452937,99.15756963753523,41.19433063642959,390.5595824466465,475.17668784451007
2016,186.0933175960151,29.065325901827727,99.5362793673357,41.533727051724526,392.18520815566245,478.7422463843419
2017,181.18724057193822,29.6921027743746,88.09214749053189,41.01823607614689,401.6892868034048,494.78437988481113
2018,180.95961571960845,30.229530288060115,86.68025106279734,41.61115610674894,409.9630171642398,504.2423818210509
2019,180.01072171180763,30.969501456670873,90.64052381979648,42.2200401455077,420.4878559340728,509.858053826084
2020,186.2060294034868,31.001254221210647,93.80046418140913,42.65260326393513,421.28583733773945,513.6914025598171
2021,180.20549168822694,31.72801651591989,89.17876597002486,42.85001558070321,433.06916073268593,524.095886450888
