period,site,year,n_months,n_quarters,first_month,last_month,usable,sca_raw_range,sca_detrended_range,sca_harmonic
2020_2022,ALT,2020,12,4,1,12,True,0.5429999999999993,0.5344508773748444,0.49186531710329645
2020_2022,ALT,2021,12,4,1,12,True,0.3689999999999998,0.36045087737484494,0.29070845173146587
2020_2022,ALT,2022,12,4,1,12,True,0.5309999999999988,0.522450877374844,0.5003005913819922
2020_2022,AMY,2020,12,4,1,12,True,0.34499999999999886,0.29938205912336,0.27451363047936417
2020_2022,AMY,2021,12,4,1,12,True,0.5470000000000041,0.5241910295616847,0.4093806179406888
2020_2022,AMY,2022,12,4,1,12,True,0.5900000000000034,0.567191029561684,0.5002892050712895
2020_2022,ASC,2020,12,4,1,12,True,0.2150000000000034,0.20376962269912013,0.17169187349874196
2020_2022,ASC,2021,12,4,1,12,True,0.12100000000000222,0.10078532085842085,0.062423165997146
2020_2022,ASC,2022,12,4,1,12,True,0.14500000000000313,0.12253924539824368,0.09290063330920381
2020_2022,BRW,2020,12,4,1,12,True,0.644999999999996,0.6375131774828091,0.5535224340771961
2020_2022,BRW,2021,12,4,1,12,True,0.3400000000000034,0.3325131774828165,0.27926377742384334
2020_2022,BRW,2022,12,4,1,12,True,0.5820000000000007,0.5726414718535153,0.5240659047895541
2020_2022,CBA,2020,12,4,1,12,True,0.5929999999999964,0.5814870427738796,0.4938530201963697
2020_2022,CBA,2021,12,4,1,12,True,0.48499999999999943,0.47348704277388265,0.40828094160965994
2020_2022,CBA,2022,12,4,1,12,True,0.3500000000000014,0.3364870427739035,0.3407366124426454
2020_2022,CGO,2020,12,4,1,12,True,0.26300000000000523,0.24796255062575767,0.23168322273016523
2020_2022,CGO,2021,12,4,1,12,True,0.19899999999999807,0.1839625506257505,0.17499737377924438
2020_2022,CGO,2022,12,4,1,12,True,0.14800000000000324,0.13572191296931635,0.14867306200418415
2020_2022,GMI,2020,12,4,1,12,True,0.3429999999999964,0.31468060144626264,0.3372441438150997
2020_2022,GMI,2021,9,3,1,9,True,0.10499999999999687,0.09556020048210456,0.09193122175923195
2020_2022,GMI,2022,12,4,1,12,True,0.39799999999999613,0.37440050120522983,0.29053871336761866
2020_2022,KUM,2020,12,4,1,12,True,0.3019999999999996,0.2904357069737884,0.28680335436088866
2020_2022,KUM,2021,12,4,1,12,True,0.2629999999999981,0.25336308914481265,0.2282454080638494
2020_2022,KUM,2022,12,4,1,12,True,0.35899999999999466,0.3493630891448092,0.3097011489597763
2020_2022,MEX,2020,9,4,1,12,True,0.34899999999999665,0.3329146345449985,0.20330002514502474
2020_2022,MEX,2021,12,4,1,12,True,0.21299999999999386,0.1904804883630078,0.16508578132176796
2020_2022,MEX,2022,12,4,1,12,True,0.26500000000000057,0.2511317076359987,0.22246682292335362
2020_2022,MHD,2020,12,4,1,12,True,0.4309999999999974,0.42089448089204495,0.39676326449045274
2020_2022,MHD,2021,12,4,1,12,True,0.2560000000000002,0.2458944808920549,0.2222340287950902
2020_2022,MHD,2022,12,4,1,12,True,0.40499999999999403,0.3923681011150606,0.36455674081372125
2020_2022,MID,2020,12,4,1,12,True,0.3919999999999959,0.3720619894469337,0.34237188034496896
2020_2022,MID,2021,12,4,1,12,True,0.30100000000000193,0.27607748680867417,0.23930289982028857
2020_2022,MID,2022,12,4,1,12,True,0.39400000000000546,0.37406198944695745,0.3094963024241013
2020_2022,MLO,2020,12,4,1,12,True,0.3290000000000006,0.31799777781242966,0.30726381565280664
2020_2022,MLO,2021,12,4,1,12,True,0.2220000000000013,0.21283148151035647,0.18828474899024047
2020_2022,MLO,2022,12,4,1,12,True,0.29700000000000415,0.2878314815103593,0.25966469721814495
2020_2022,NWR,2020,12,4,1,12,True,0.35999999999999943,0.3504988194810963,0.34385684134412736
2020_2022,NWR,2021,12,4,1,12,True,0.23499999999999943,0.2254988194810963,0.20710221860288205
2020_2022,NWR,2022,12,4,1,12,True,0.3119999999999976,0.29869834727353606,0.24081759171179606
2020_2022,SMO,2020,12,4,1,12,True,0.28000000000000114,0.26369015275017205,0.26489257129163796
2020_2022,SMO,2021,12,4,1,12,True,0.030999999999998806,0.024563384250058107,0.011475425464589975
2020_2022,SMO,2022,12,4,1,12,True,0.14300000000000068,0.12306574225021905,0.08026767593100474
2020_2022,SPO,2020,12,4,1,12,True,0.1880000000000024,0.175092689317367,0.15318185445306534
2020_2022,SPO,2021,12,4,1,12,True,0.1739999999999995,0.1610926893173712,0.16649519451258415
2020_2022,SPO,2022,12,4,1,12,True,0.25900000000000034,0.24693659084345398,0.2582333883004933
2020_2022,SUM,2020,12,4,1,12,True,0.5739999999999981,0.5497100158850259,0.5825923726697646
2020_2022,SUM,2021,12,4,1,12,True,0.3230000000000004,0.30781875992814633,0.2933162625133939
2020_2022,SUM,2022,12,4,1,12,True,0.3230000000000004,0.30781875992814633,0.2945009385023601
2020_2022,TAP,2020,12,4,1,12,True,0.4239999999999995,0.4066789104906121,0.3507215110664851
2020_2022,TAP,2021,12,4,1,12,True,0.5210000000000008,0.5136789104906185,0.437496545601089
2020_2022,TAP,2022,12,4,1,12,True,0.4350000000000023,0.42523854732081645,0.3449043765658655
2020_2022,WLG,2020,12,4,1,12,True,0.30400000000000205,0.2924566044541095,0.28697920521284753
2020_2022,WLG,2021,12,4,1,12,True,0.32800000000000296,0.3072218880173878,0.27962937112827263
2020_2022,WLG,2022,12,4,1,12,True,0.28699999999999903,0.27545660445410647,0.28534587159512986
2020_2022,ZEP,2020,12,4,1,12,True,0.6700000000000017,0.6567904343931872,0.6502237523533009
2020_2022,ZEP,2021,12,4,1,12,True,0.35599999999999454,0.34279043439318,0.302282582384553
2020_2022,ZEP,2022,12,4,1,12,True,0.4490000000000052,0.432488042991487,0.4284324888393213
