site,period,metric,start_year,end_year,n_years,mean_sca,slope_per_year,slope_per_decade,ci95_low,ci95_high,ci95_low_per_decade,ci95_high_per_decade,p_value,r2,sen_slope_per_year,sen_slope_per_decade,sen_intercept,sen_ci95_low,sen_ci95_high,sen_ci95_low_per_decade,sen_ci95_high_per_decade
WLG,2016_2022,sca_harmonic,2016,2022,7,0.2675366965661352,0.020393196657463426,0.20393196657463425,-0.02033967946877628,0.061126072783703134,-0.2033967946877628,0.6112607278370313,0.25445892388617003,0.24883379660926053,0.014490957918707387,0.14490957918707387,-29.006596582579355,-0.044956890066647624,0.1344259192518444,-0.44956890066647626,1.3442591925184442
ZEP,2016_2022,sca_harmonic,2016,2022,7,0.43626537937582105,0.021910977855163157,0.21910977855163158,-0.06028434553951116,0.10410630124983748,-0.6028434553951116,1.0410630124983749,0.5236588676936653,0.08584987917094422,0.021293991612101233,0.21293991612101232,-42.62053553788713,-0.08289665385761973,0.12655292696339474,-0.8289665385761973,1.2655292696339473
ALT,2016_2022,sca_raw_range,2016,2022,7,0.44014285714285656,0.019321428571429256,0.19321428571429256,-0.019308208924419052,0.05795106606727757,-0.1930820892441905,0.5795106606727757,0.2548610797109542,0.24847104407061615,0.0179999999999995,0.179999999999995,-35.864999999998986,-0.01080000000000041,0.07549999999999812,-0.10800000000000409,0.7549999999999812
AMY,2016_2022,sca_raw_range,2016,2022,7,0.47442857142857214,0.02042857142857636,0.20428571428576361,-0.03326986239423482,0.07412700525138755,-0.3326986239423482,0.7412700525138755,0.3730213472557282,0.16055935490457207,0.01333333333333305,0.1333333333333305,-26.39966666666609,-0.07033333333333286,0.07000000000000266,-0.7033333333333286,0.7000000000000266
ASC,2016_2022,sca_raw_range,2016,2022,7,0.18128571428571608,0.005678571428572323,0.05678571428572323,-0.04210271797127115,0.0534598608284158,-0.42102717971271153,0.534598608284158,0.7722941126338306,0.01832413297228086,0.0132000000000005,0.132000000000005,-26.479400000001004,-0.09400000000000121,0.0900000000000034,-0.940000000000012,0.900000000000034
BHD,2016_2022,sca_raw_range,2016,2022,5,0.1751999999999995,0.026655172413791516,0.26655172413791517,-0.00494730297043668,0.058257647798019715,-0.049473029704366796,0.5825764779801972,0.07477891140453653,0.7060307459990192,0.03238333333333199,0.3238333333333199,-65.17909999999728,-0.0058749999999996375,0.05479999999999911,-0.058749999999996375,0.5479999999999912
BRW,2016_2022,sca_raw_range,2016,2022,7,0.5297142857142865,-0.0025357142857129846,-0.025357142857129845,-0.0587895170961571,0.05371808852473114,-0.5878951709615711,0.5371808852473113,0.9122636217003137,0.0026780894984439474,0.0046666666666664485,0.04666666666666448,-8.853999999999559,-0.05099999999999838,0.053499999999996106,-0.5099999999999838,0.5349999999999611
CBA,2016_2022,sca_raw_range,2016,2022,7,0.4941428571428576,-0.0028214285714268364,-0.028214285714268365,-0.05904693661337941,0.05340407947052574,-0.5904693661337941,0.5340407947052573,0.9023911831823727,0.003316815686876806,-0.004750000000001378,-0.04750000000001378,10.084750000002785,-0.10366666666666664,0.08400000000000081,-1.0366666666666664,0.8400000000000081
CGO,2016_2022,sca_raw_range,2016,2022,7,0.20228571428571582,0.01407142857143203,0.14071428571432032,-0.043247064765325326,0.07138992190818938,-0.43247064765325327,0.7138992190818938,0.5557160791137331,0.07377295365548564,0.011166666666666701,0.11166666666666701,-22.368833333333406,-0.09133333333333364,0.11366666666666703,-0.9133333333333364,1.1366666666666703
GMI,2016_2022,sca_raw_range,2018,2022,5,0.2907999999999972,0.010699999999996447,0.10699999999996447,-0.1492580586277299,0.17065805862772276,-1.492580586277299,1.7065805862772276,0.8450642758074515,0.014881432069758338,0.009749999999999762,0.09749999999999762,-19.351999999999524,-0.15850000000000009,0.16024999999999956,-1.5850000000000009,1.6024999999999956
KUM,2016_2022,sca_raw_range,2016,2022,7,0.3051428571428555,0.01475000000000328,0.1475000000000328,-0.03138823939247847,0.060888239392485034,-0.31388239392478473,0.6088823939248503,0.44859306293206214,0.11899609320496174,0.016799999999999204,0.16799999999999204,-33.6237999999984,-0.04200000000000159,0.08000000000000067,-0.4200000000000159,0.8000000000000067
MEX,2016_2022,sca_raw_range,2016,2022,7,0.24885714285714244,0.015464285714287745,0.15464285714287745,-0.028568524563004256,0.05949709599157975,-0.28568524563004255,0.5949709599157975,0.4080247516475285,0.14015815252492636,0.010500000000000403,0.10500000000000403,-20.966000000000815,-0.04199999999999804,0.060775000000001564,-0.4199999999999804,0.6077500000000157
MHD,2016_2022,sca_raw_range,2016,2022,7,0.3424285714285712,0.015750000000001717,0.15750000000001718,-0.02864530825305835,0.06014530825306179,-0.2864530825305835,0.6014530825306179,0.40361691765639435,0.14261232642860078,0.015999999999998238,0.15999999999998238,-31.946999999996443,-0.032000000000003526,0.06899999999999906,-0.32000000000003526,0.6899999999999906
MID,2016_2022,sca_raw_range,2016,2022,7,0.36957142857142905,0.00467857142857574,0.0467857142857574,-0.04979143699791232,0.059148579855063804,-0.4979143699791232,0.5914857985506381,0.833985732175553,0.00965585304152905,0.0036666666666652268,0.03666666666665227,-7.019999999997083,-0.09099999999999403,0.08449999999999847,-0.9099999999999403,0.8449999999999847
MLO,2016_2022,sca_raw_range,2016,2022,7,0.275428571428572,0.011642857142861252,0.11642857142861252,-0.039970423992648,0.06325613827837051,-0.39970423992648,0.6325613827837051,0.5871503870912669,0.06301197675797454,0.011500000000000432,0.11500000000000432,-22.95600000000087,-0.10699999999999932,0.07648749999999778,-1.0699999999999932,0.7648749999999778
NWR,2016_2022,sca_raw_range,2016,2022,7,0.29942857142856993,0.006392857142857556,0.06392857142857555,-0.02243844577292845,0.03522416005864356,-0.2243844577292845,0.3522416005864356,0.5933439964444718,0.061011882093088166,0.0073333333333328215,0.07333333333332821,-14.515999999998968,-0.02266666666666593,0.05700000000000219,-0.2266666666666593,0.5700000000000218
SMO,2016_2022,sca_raw_range,2016,2022,7,0.1300000000000015,0.014607142857144208,0.1460714285714421,-0.039322448664357974,0.0685367343786464,-0.39322448664357973,0.6853673437864639,0.5172987412441739,0.08838538078189095,0.01266666666666675,0.12666666666666748,-25.469000000000168,-0.043333333333334195,0.10449999999999804,-0.43333333333334195,1.0449999999999804
SPO,2016_2022,sca_raw_range,2016,2022,7,0.23085714285714382,0.004285714285710616,0.042857142857106165,-0.0661590065512138,0.07473043512263504,-0.6615900655121381,0.7473043512263504,0.8818447721218065,0.00486769338940507,0.01725000000000067,0.1725000000000067,-34.63325000000135,-0.11399999999999959,0.04100000000000399,-1.139999999999996,0.4100000000000399
SUM,2016_2022,sca_raw_range,2016,2022,7,0.3405714285714276,0.0012142857142834124,0.012142857142834125,-0.06793403412654443,0.07036260555511124,-0.6793403412654443,0.7036260555511125,0.965742347580435,0.0004073750387643127,-0.010166666666666649,-0.10166666666666649,20.879166666666627,-0.1114999999999995,0.06748749999999976,-1.114999999999995,0.6748749999999976
TAP,2016_2022,sca_raw_range,2016,2022,7,0.4170000000000006,0.02385714285714532,0.23857142857145322,-0.00815476930997423,0.05586905502426487,-0.0815476930997423,0.5586905502426487,0.11354616513273316,0.42330459595652814,0.018499999999999517,0.18499999999999517,-36.945999999999025,-0.024333333333333467,0.07066666666666777,-0.24333333333333468,0.7066666666666777
WLG,2016_2022,sca_raw_range,2016,2022,7,0.29157142857142915,0.016071428571430058,0.16071428571430058,-0.01984948569925304,0.051992342842113154,-0.19849485699253042,0.5199234284211316,0.3021183542698618,0.20920458865726188,0.014499999999998195,0.14499999999998195,-28.98299999999636,-0.045000000000001705,0.10500000000000398,-0.45000000000001705,1.0500000000000398
ZEP,2016_2022,sca_raw_range,2016,2022,7,0.4885714285714298,0.011035714285716071,0.11035714285716071,-0.06134981449731206,0.08342124306874421,-0.6134981449731206,0.8342124306874421,0.7112756800673611,0.02980234770622192,0.007999999999995566,0.07999999999995566,-15.698999999991052,-0.08233333333333093,0.10973749999999786,-0.8233333333333093,1.0973749999999787
ALT,2020_2022,sca_detrended_range,2020,2022,3,0.4724508773748444,-0.005999999999984696,-0.05999999999984697,-1.2384363617678846,1.2264363617679153,-12.384363617678847,12.264363617679152,0.960669480004481,0.003811944091486774,-0.006000000000000227,-0.060000000000002274,12.654450877375304,-0.17399999999999954,0.1619999999999991,-1.7399999999999953,1.6199999999999908
AMY,2020_2022,sca_detrended_range,2020,2022,3,0.46358803941557625,0.13390448521916756,1.3390448521916756,-0.5329645209228215,0.8007734913611566,-5.329645209228215,8.007734913611566,0.2378071832075032,0.8668335473323067,0.13390448521916198,1.3390448521916198,-270.1876780835838,0.04299999999999926,0.2248089704383247,0.4299999999999926,2.248089704383247
ASC,2020_2022,sca_detrended_range,2020,2022,3,0.14236472965192817,-0.04061518865043662,-0.4061518865043662,-0.49815068238196025,0.416920305081087,-4.981506823819602,4.16920305081087,0.46177467765111857,0.5598999815176939,-0.040615188650438255,-0.40615188650438255,82.24645069658439,-0.1029843018406993,0.02175392453982279,-1.029843018406993,0.21753924539822792
BRW,2020_2022,sca_detrended_range,2020,2022,3,0.5142226089397136,-0.0324358528146242,-0.324358528146242,-2.031947554633005,1.9670758490037565,-20.31947554633005,19.670758490037564,0.8705931126480895,0.04075347749887959,-0.03243585281464689,-0.3243585281464689,66.15793586306953,-0.3049999999999926,0.24012829437069882,-3.049999999999926,2.4012829437069882
CBA,2020_2022,sca_detrended_range,2020,2022,3,0.46382037610722193,-0.12250000000000254,-1.2250000000000254,-0.22887099550966655,-0.016129004490338536,-2.2887099550966656,-0.16129004490338536,0.04343868621938667,0.9953514338145928,-0.12249999999998806,-1.2249999999998806,248.03148704274977,-0.13699999999997908,-0.10799999999999704,-1.369999999999791,-1.0799999999999703
CGO,2020_2022,sca_detrended_range,2020,2022,3,0.18921567140694143,-0.05612031882822591,-0.561203188282259,-0.11392511403803264,0.0016844763815808267,-1.1392511403803265,0.016844763815808267,0.05149432936293901,0.9934715331362061,-0.05612031882822065,-0.5612031882822065,113.61100658363146,-0.06400000000000708,-0.048240637656434215,-0.6400000000000707,-0.48240637656434215
GMI,2020_2022,sca_detrended_range,2020,2022,3,0.26154710104453227,0.0298599498795107,0.298599498795107,-1.796642655748048,1.8563625555070693,-17.966426557480478,18.563625555070693,0.8696136550706289,0.041364041919855654,0.029859949879483594,0.29859949879483594,-60.0024181551106,-0.21912040096415808,0.27884030072312527,-2.191204009641581,2.7884030072312527
KUM,2020_2022,sca_detrended_range,2020,2022,3,0.2977206284211367,0.02946369108551994,0.2946369108551994,-0.45864206179566547,0.5175694439667053,-4.586420617956655,5.175694439667053,0.5834688281498146,0.37038490658746026,0.02946369108551039,0.2946369108551039,-59.2262202857572,-0.03707261782897581,0.09599999999999659,-0.37072617828975807,0.9599999999999659
MEX,2020_2022,sca_detrended_range,2020,2022,3,0.258175610181335,-0.04089146345449452,-0.4089146345449452,-0.7858015495546742,0.704018622645685,-7.858015495546741,7.04018622645685,0.6122688847081342,0.3272821133876075,-0.0408914634544999,-0.408914634544999,82.9336708126348,-0.14243414618199068,0.060651219272990886,-1.4243414618199068,0.6065121927299089
MHD,2020_2022,sca_detrended_range,2020,2022,3,0.35305235429972015,-0.014263189888478226,-0.14263189888478225,-1.1934172937931984,1.164890914016242,-11.934172937931983,11.64890914016242,0.9029139383295269,0.02307725315043596,-0.01426318988849215,-0.1426318988849215,29.232538055646188,-0.17499999999999,0.1464736202230057,-1.7499999999999,1.464736202230057
MID,2020_2022,sca_detrended_range,2020,2022,3,0.3407338219008551,0.0010000000000212872,0.010000000000212873,-0.7104715927343894,0.7124715927344321,-7.104715927343895,7.124715927344321,0.988631785965466,0.0003188438720597153,0.0010000000000118525,0.010000000000118525,-1.6479380105770085,-0.09598450263825958,0.09798450263828329,-0.9598450263825958,0.9798450263828329
MLO,2020_2022,sca_detrended_range,2020,2022,3,0.27288691361104844,-0.01508314815102807,-0.1508314815102807,-0.6759268824597453,0.6457605861576892,-6.759268824597453,6.457605861576892,0.8203050029445873,0.07757951781005124,-0.015083148151035147,-0.15083148151035147,30.785957042903426,-0.10516629630207319,0.0750000000000029,-1.051662963020732,0.750000000000029
NWR,2020_2022,sca_detrended_range,2020,2022,3,0.2915653287452429,-0.025900236103773365,-0.25900236103773366,-0.752889238891366,0.7010887666838194,-7.52889238891366,7.010887666838194,0.7293851922130306,0.17006909428407324,-0.025900236103780144,-0.25900236103780144,52.66897574911699,-0.125,0.07319952779243971,-1.25,0.7319952779243971
SMO,2020_2022,sca_detrended_range,2020,2022,3,0.13710642641681636,-0.0703122052499678,-0.703122052499678,-1.3087241465918558,1.16809973609192,-13.087241465918558,11.6809973609192,0.6021443118222054,0.34229161099930594,-0.0703122052499765,-0.703122052499765,142.2943447577027,-0.23912676850011388,0.09850235800016091,-2.391267685001139,0.9850235800016092
SPO,2020_2022,sca_detrended_range,2020,2022,3,0.19437398982606402,0.03592195076305206,0.3592195076305206,-0.33030202168192757,0.40214592320803166,-3.3030202168192755,4.021459232080317,0.4304697254291872,0.608351428869008,0.035921950763043456,0.35921950763043453,-72.38724785203043,-0.013999999999995794,0.0858439015260827,-0.13999999999995794,0.858439015260827
SUM,2020_2022,sca_detrended_range,2020,2022,3,0.38844917858043954,-0.12094562797844106,-1.2094562797844106,-1.0081943762967915,0.7663031203399093,-10.081943762967915,7.663031203399093,0.3333333333333305,0.75,-0.1209456279784398,-1.209456279784398,244.85987853233343,-0.2418912559568796,0.0,-2.418912559568796,0.0
TAP,2020_2022,sca_detrended_range,2020,2022,3,0.44853212276734905,0.009279818415093705,0.09279818415093705,-0.7075886641075291,0.7261483009377165,-7.075886641075291,7.261483009377166,0.8962173726558972,0.026341372322304824,0.009279818415102142,0.09279818415102142,-18.338554288015715,-0.08844036316980214,0.10700000000000642,-0.8844036316980214,1.0700000000000642
WLG,2020_2022,sca_detrended_range,2020,2022,3,0.2917116989752013,-0.008500000000004731,-0.08500000000004732,-0.17917250851324926,0.1621725085132398,-1.7917250851324926,1.621725085132398,0.6408232144441495,0.2859410335977053,-0.008500000000001534,-0.08500000000001534,17.46245660445721,-0.0317652835632814,0.01476528356327833,-0.317652835632814,0.1476528356327833
ZEP,2020_2022,sca_detrended_range,2020,2022,3,0.4773563039259514,-0.11215119570084277,-1.1215119570084278,-1.5929000409248752,1.3685976495231897,-15.929000409248752,13.685976495231898,0.5122089185646145,0.4808269774064877,-0.11215119570085008,-1.1215119570085008,227.20220575011035,-0.31400000000000716,0.089697608598307,-3.1400000000000716,0.89697608598307
ALT,2020_2022,sca_harmonic,2020,2022,3,0.4276247867389182,0.0042176371393680655,0.042176371393680655,-1.5023954859247342,1.5108307602034703,-15.023954859247342,15.108307602034703,0.977365006218727,0.0012636229358197193,0.004217637139347918,0.042176371393479184,-8.027761704379499,-0.20115686537183058,0.20959213965052642,-2.0115686537183057,2.0959213965052643
AMY,2020_2022,sca_harmonic,2020,2022,3,0.39472781783044747,0.11288778729597258,1.1288778729597257,-0.04835010250372844,0.2741256770956736,-0.4835010250372844,2.7412567709567357,0.07126316627714693,0.9875217051759858,0.11288778729596269,1.128877872959627,-227.75881670736527,0.09090858713060068,0.1348669874613247,0.9090858713060068,1.3486698746132468
ASC,2020_2022,sca_harmonic,2020,2022,3,0.1090052242683639,-0.039395620094766555,-0.39395620094766554,-0.5519797488397695,0.4731885086502364,-5.519797488397695,4.731885086502364,0.5075495294290133,0.4881423386760919,-0.03939562009476905,-0.3939562009476905,79.75084446493223,-0.1092687075015959,0.030477467312057797,-1.092687075015959,0.304774673120578
BRW,2020_2022,sca_harmonic,2020,2022,3,0.4522840387635312,-0.014728264643797739,-0.1472826464379774,-1.9186252414082225,1.8891687121206269,-19.186252414082226,18.891687121206267,0.9376248975871309,0.009569123038811078,-0.014728264643821043,-0.14728264643821043,30.304617014595703,-0.27425865665335286,0.24480212736571078,-2.7425865665335287,2.448021273657108
CBA,2020_2022,sca_harmonic,2020,2022,3,0.414290191416225,-0.07655820387686953,-0.7655820387686952,-0.14268336431052364,-0.010433043443215426,-1.4268336431052364,-0.10433043443215426,0.043208747891996725,0.9954004416056219,-0.07655820387686213,-0.7655820387686213,155.14142485145786,-0.08557207858670979,-0.06754432916701447,-0.8557207858670979,-0.6754432916701447
CGO,2020_2022,sca_harmonic,2020,2022,3,0.18511788617119784,-0.04150508036299355,-0.4150508036299355,-0.15287014707340651,0.06985998634741943,-1.5287014707340651,0.6985998634741942,0.13248843766217075,0.9573109233174424,-0.041505080362990554,-0.41505080362990554,84.07194555597108,-0.05668584895092091,-0.0263243117750602,-0.566858489509209,-0.263243117750602
GMI,2020_2022,sca_harmonic,2020,2022,3,0.2399046929806501,-0.02335271522372176,-0.2335271522372176,-1.651637416208449,1.6049319857610054,-16.51637416208449,16.049319857610055,0.8852471627860363,0.032140891680002115,-0.02335271522374055,-0.2335271522374055,47.50972889577101,-0.2453129220558678,0.1986074916083867,-2.453129220558678,1.9860749160838669
KUM,2020_2022,sca_harmonic,2020,2022,3,0.27491663712817144,0.011448897299451801,0.11448897299451802,-0.5021164575868834,0.5250142521857869,-5.021164575868834,5.250142521857869,0.8242749568741271,0.07427609429610149,0.011448897299443844,0.11448897299443844,-22.839969190515678,-0.0585579462970392,0.08145574089592689,-0.585579462970392,0.8145574089592689
MEX,2020_2022,sca_harmonic,2020,2022,3,0.19695087646338208,0.009583398889170053,0.09583398889170053,-0.3410567968583219,0.360223594636662,-3.4105679685832193,3.60223594636662,0.7872128451606594,0.107620943910259,0.009583398889164443,0.09583398889164443,-19.15516573096715,-0.038214243823256805,0.05738104160158569,-0.38214243823256805,0.5738104160158569
MHD,2020_2022,sca_harmonic,2020,2022,3,0.3278513446997547,-0.01610326183835223,-0.16103261838352229,-1.1783052310636755,1.1460987073869708,-11.783052310636755,11.460987073869708,0.8890568907989531,0.03006349703727762,-0.016103261838365746,-0.16103261838365746,32.925352177989254,-0.1745292356953625,0.142322712018631,-1.745292356953625,1.42322712018631
MID,2020_2022,sca_harmonic,2020,2022,3,0.29705702752978624,-0.01643778896042722,-0.1643778896042722,-0.6519582088834206,0.6190826309625661,-6.5195820888342055,6.1908263096256615,0.7978560414043983,0.09748016081424948,-0.016437788960433797,-0.16437788960433797,33.54670558042124,-0.10306898052468041,0.07019340260381282,-1.030689805246804,0.7019340260381282
MLO,2020_2022,sca_harmonic,2020,2022,3,0.2517377539537306,-0.023799559217324264,-0.23799559217324265,-0.7220298322570091,0.6744307138223606,-7.220298322570091,6.744307138223606,0.7398073829143622,0.15794706804774172,-0.023799559217330846,-0.23799559217330846,48.38237343466111,-0.11897906666256619,0.0713799482279045,-1.189790666625662,0.713799482279045
NWR,2020_2022,sca_harmonic,2020,2022,3,0.26392555055293515,-0.05151962481616295,-0.5151962481616295,-0.6767976649238346,0.5737584152915088,-6.767976649238347,5.737584152915089,0.48540843374875053,0.5229123521277714,-0.05151962481616565,-0.5151962481616565,104.41349896999873,-0.1367546227412453,0.03371537310891401,-1.367546227412453,0.3371537310891401
SMO,2020_2022,sca_harmonic,2020,2022,3,0.11887855756241084,-0.092312447680311,-0.9231244768031099,-1.2741653527259906,1.0895404573653686,-12.741653527259906,10.895404573653686,0.5024093647321319,0.49621541486777554,-0.0923124476803166,-0.923124476803166,186.73603688553115,-0.253417145827048,0.0687922504664148,-2.53417145827048,0.687922504664148
SPO,2020_2022,sca_harmonic,2020,2022,3,0.19263681242204758,0.05252576692372337,0.5252576692372337,-0.23513388010359834,0.34018541395104507,-2.3513388010359835,3.4018541395104505,0.2590742871140761,0.8433321019945016,0.052525766923713996,0.52525766923714,-105.94886733144921,0.013313340059518786,0.0917381937879092,0.13313340059518786,0.9173819378790921
SUM,2020_2022,sca_harmonic,2020,2022,3,0.3901365245618395,-0.1440457170837037,-1.440457170837037,-1.209445819801366,0.9213543856339586,-12.09445819801366,9.213543856339586,0.3355958205861477,0.746915937360061,-0.14404571708370226,-1.4404571708370226,291.55494088174834,-0.2892761101563707,0.0011846759889662106,-2.8927611015637074,0.011846759889662106
TAP,2020_2022,sca_harmonic,2020,2022,3,0.3777074777444798,-0.002908567250318799,-0.02908567250318799,-0.6608212570957991,0.6550041225951614,-6.608212570957991,6.550041225951614,0.9642767755742292,0.003145467330737728,-0.0029085672503098015,-0.029085672503098015,6.226027356692284,-0.09259216903522355,0.08677503453460395,-0.9259216903522355,0.8677503453460395
WLG,2020_2022,sca_harmonic,2020,2022,3,0.28398481597874997,-0.0008166668088582968,-0.008166668088582968,-0.04874352935710023,0.047110195739383645,-0.48743529357100235,0.4711019573938364,0.8642594212482573,0.04477830860626408,-0.0008166668088588347,-0.008166668088588347,1.9366461591076936,-0.007349834084574902,0.005716500466857233,-0.07349834084574902,0.05716500466857233
ZEP,2020_2022,sca_harmonic,2020,2022,3,0.4603129411923918,-0.11089563175697895,-1.1089563175697894,-1.8498452787033863,1.6280540151894285,-18.498452787033862,16.280540151894286,0.5664701662142451,0.39634609155975653,-0.1108956317569898,-1.108956317569898,224.65939990147268,-0.34794116996874785,0.12614990645476826,-3.4794116996874784,1.2614990645476825
ALT,2020_2022,sca_raw_range,2020,2022,3,0.48099999999999926,-0.005999999999984769,-0.05999999999984769,-1.238436361767884,1.2264363617679146,-12.38436361767884,12.264363617679146,0.9606694800044797,0.003811944091486996,-0.006000000000000227,-0.060000000000002274,12.663000000000459,-0.1739999999999995,0.16199999999999903,-1.7399999999999949,1.6199999999999903
AMY,2020_2022,sca_raw_range,2020,2022,3,0.49400000000000216,0.12250000000000774,1.2250000000000774,-0.46070649262232666,0.7057064926223421,-4.607064926223266,7.057064926223421,0.22822664986550162,0.8768918366154344,0.1225000000000023,1.225000000000023,-247.10500000000465,0.04299999999999926,0.20200000000000534,0.4299999999999926,2.0200000000000533
ASC,2020_2022,sca_raw_range,2020,2022,3,0.16033333333333624,-0.03499999999999824,-0.34999999999998244,-0.4678199127637345,0.397819912763738,-4.678199127637345,3.9781991276373803,0.49136952422732283,0.513555058692,-0.035000000000000156,-0.35000000000000153,70.9150000000003,-0.09400000000000121,0.024000000000000896,-0.940000000000012,0.24000000000000896
BRW,2020_2022,sca_raw_range,2020,2022,3,0.5223333333333334,-0.03149999999997476,-0.31499999999974765,-2.0378770532352135,1.9748770532352642,-20.378770532352135,19.74877053235264,0.8746483500904123,0.038271898584421926,-0.03149999999999764,-0.3149999999999764,64.27499999999523,-0.3049999999999926,0.24199999999999733,-3.049999999999926,2.4199999999999733
CBA,2020_2022,sca_raw_range,2020,2022,3,0.4759999999999991,-0.12150000000001182,-1.2150000000001182,-0.22053506478483184,-0.0224649352151918,-2.2053506478483182,-0.224649352151918,0.04078329453678912,0.9959016393442705,-0.1214999999999975,-1.214999999999975,246.02299999999494,-0.13499999999999795,-0.10799999999999704,-1.3499999999999797,-1.0799999999999703
CGO,2020_2022,sca_raw_range,2020,2022,3,0.20333333333333548,-0.05750000000000653,-0.5750000000000653,-0.10518354971131011,-0.009816450288702962,-1.051835497113101,-0.09816450288702962,0.041490579551086655,0.995758457986138,-0.05750000000000098,-0.5750000000000098,116.41300000000199,-0.06400000000000716,-0.0509999999999948,-0.6400000000000716,-0.509999999999948
GMI,2020_2022,sca_raw_range,2020,2022,3,0.2819999999999964,0.0275000000000283,0.275000000000283,-1.9201896074367197,1.9751896074367763,-19.2018960743672,19.751896074367764,0.8869909175916105,0.03118170947926524,0.02749999999999983,0.2749999999999983,-55.20699999999966,-0.2379999999999996,0.29299999999999926,-2.379999999999996,2.9299999999999926
KUM,2020_2022,sca_raw_range,2020,2022,3,0.30799999999999744,0.028500000000007037,0.28500000000007036,-0.466675323924564,0.523675323924578,-4.66675323924564,5.236753239245781,0.5980178811645414,0.3484555984556341,0.0284999999999975,0.284999999999975,-57.26799999999495,-0.03900000000000148,0.09599999999999648,-0.3900000000000148,0.9599999999999648
MEX,2020_2022,sca_raw_range,2020,2022,3,0.2756666666666636,-0.04199999999999352,-0.4199999999999352,-0.7315774881321224,0.6475774881321354,-7.315774881321224,6.475774881321355,0.5807098868325815,0.3745753114381385,-0.04199999999999804,-0.4199999999999804,85.18899999999603,-0.13600000000000279,0.05200000000000671,-1.3600000000000279,0.5200000000000671
MHD,2020_2022,sca_raw_range,2020,2022,3,0.3639999999999972,-0.0129999999999875,-0.129999999999875,-1.201420777419005,1.1754207774190302,-12.014207774190051,11.754207774190302,0.9120784049667714,0.018952562521033167,-0.013000000000001705,-0.13000000000001705,26.69100000000344,-0.17499999999999716,0.14899999999999375,-1.7499999999999716,1.4899999999999376
MID,2020_2022,sca_raw_range,2020,2022,3,0.36233333333333445,0.0010000000000136744,0.010000000000136743,-0.6739056266824015,0.6759056266824288,-6.739056266824015,6.759056266824288,0.9880160049744268,0.00035431675918617955,0.001000000000004747,0.010000000000047471,-1.6280000000095933,-0.09099999999999403,0.09300000000000352,-0.9099999999999403,0.9300000000000352
MLO,2020_2022,sca_raw_range,2020,2022,3,0.2826666666666687,-0.015999999999991205,-0.15999999999991205,-0.6835696959576141,0.6515696959576316,-6.835696959576141,6.5156969595763155,0.8118066513029711,0.08487125649241156,-0.015999999999998266,-0.15999999999998266,32.6489999999965,-0.10699999999999932,0.07500000000000279,-1.0699999999999932,0.7500000000000279
NWR,2020_2022,sca_raw_range,2020,2022,3,0.3023333333333321,-0.0239999999999937,-0.23999999999993699,-0.7649290032056917,0.7169290032057043,-7.649290032056917,7.169290032057043,0.7514343237833895,0.14485707100344847,-0.024000000000000882,-0.24000000000000882,48.84000000000178,-0.12499999999999997,0.07699999999999821,-1.2499999999999998,0.769999999999982
SMO,2020_2022,sca_raw_range,2020,2022,3,0.15133333333333351,-0.06849999999999018,-0.6849999999999018,-1.392635495827918,1.2556354958279374,-13.926354958279179,12.556354958279375,0.6298050455493835,0.30170713933611193,-0.06850000000000024,-0.6850000000000024,138.6500000000005,-0.24900000000000228,0.11200000000000179,-2.490000000000023,1.1200000000000179
SPO,2020_2022,sca_raw_range,2020,2022,3,0.20700000000000074,0.0355000000000075,0.355000000000075,-0.3276285708781016,0.39862857087811665,-3.2762857087810158,3.9862857087811667,0.4315041732849423,0.6067645642752524,0.03549999999999895,0.3549999999999895,-71.52199999999787,-0.014000000000002899,0.0850000000000008,-0.140000000000029,0.850000000000008
SUM,2020_2022,sca_raw_range,2020,2022,3,0.4066666666666663,-0.12550000000000022,-1.2550000000000021,-1.0461593059634116,0.7951593059634112,-10.461593059634115,7.951593059634112,0.3333333333332991,0.7500000000000566,-0.12549999999999883,-1.2549999999999883,254.08399999999764,-0.25099999999999767,0.0,-2.5099999999999767,0.0
TAP,2020_2022,sca_raw_range,2020,2022,3,0.46000000000000085,0.005499999999993105,0.05499999999993105,-0.6657376613200259,0.676737661320012,-6.657376613200259,6.7673766132001205,0.9339579559362597,0.010723147819927448,0.005500000000001393,0.05500000000001393,-10.686000000002814,-0.08599999999999852,0.09700000000000131,-0.8599999999999852,0.9700000000000131
WLG,2020_2022,sca_raw_range,2020,2022,3,0.3063333333333346,-0.008500000000005597,-0.08500000000005598,-0.24691774855631443,0.22991774855630326,-2.4691774855631445,2.2991774855630327,0.7292174809565026,0.17026708562453807,-0.008500000000001506,-0.08500000000001506,17.474000000003045,-0.04100000000000392,0.02400000000000091,-0.4100000000000392,0.2400000000000091
ZEP,2020_2022,sca_raw_range,2020,2022,3,0.49166666666666714,-0.1104999999999906,-1.104999999999906,-1.603361902498575,1.3823619024985936,-16.03361902498575,13.823619024985936,0.5195142744695663,0.4693662468126989,-0.11049999999999827,-1.1049999999999827,223.8799999999965,-0.3140000000000072,0.09300000000001069,-3.140000000000072,0.9300000000001069
