site,year,n_months,n_quarters,first_month,last_month,usable,sca_raw_range,sca_detrended_range,sca_harmonic
ASC,2019,12,4,1,12,True,0.3100000000000023,0.298769622699119,0.2793386702979342
ASC,2020,12,4,1,12,True,0.2150000000000034,0.20376962269912013,0.17169187349874196
ASC,2021,12,4,1,12,True,0.12100000000000222,0.10078532085842085,0.062423165997146
ASC,2022,12,4,1,12,True,0.14500000000000313,0.12253924539824368,0.09290063330920381
AZR,2000,5,2,8,12,False,0.09100000000000108,0.09543352170494757,0.27717927401067055
AZR,2001,9,4,1,12,True,0.2259999999999991,0.21491619573762932,0.2093047292737534
AZR,2002,7,3,1,7,False,0.0870000000000033,0.09586704340990337,0.0990178811780872
AZR,2003,6,2,7,12,False,0.3410000000000011,0.3343497174425778,0.5462591150639872
AZR,2004,12,4,1,12,True,0.20199999999999818,0.19213295659009333,0.1880451574002112
AZR,2005,11,4,1,11,True,0.09199999999999875,0.08534971744256836,0.06214436861855728
AZR,2006,8,3,5,12,True,0.3359999999999985,0.32491619573762165,0.32879609352597094
AZR,2007,12,4,1,12,True,0.509999999999998,0.49891619573762824,0.45777144400119857
AZR,2008,12,4,1,12,True,0.5240000000000009,0.5151329565901079,0.4402108097462358
AZR,2009,12,4,1,12,True,0.24799999999999756,0.23913295659009037,0.17197623521822822
AZR,2010,2,1,1,2,False,0.08299999999999841,0.0852167608524752,
AZR,2011,4,2,4,11,False,0.26200000000000045,0.2509161957376236,0.2536267897604094
AZR,2012,8,3,5,12,True,0.38700000000000045,0.3759161957376236,0.366232661111276
AZR,2013,7,3,6,12,False,0.5,0.4911329565900928,0.5863164475615885
AZR,2014,12,4,1,12,True,0.30400000000000205,0.29734971744257876,0.2223904321091256
AZR,2015,12,4,1,12,True,0.40800000000000125,0.3969161957376244,0.354861990163923
AZR,2016,12,4,1,12,True,0.3299999999999983,0.3211329565900982,0.30296517132351275
AZR,2017,7,3,1,12,False,0.1390000000000029,0.12569943488515634,0.10652890943134367
AZR,2018,12,4,1,12,True,0.3569999999999993,0.34813295659009924,0.27660931655332666
AZR,2019,7,3,6,12,False,0.3999999999999986,0.3933497174425753,0.6240853220184668
AZR,2020,12,4,1,12,True,0.37700000000000244,0.3614826740326791,0.36862872790234824
AZR,2021,12,4,1,12,True,0.1599999999999966,0.1511329565900965,0.12431130288110405
AZR,2022,3,1,1,3,False,0.01099999999999568,0.013216760852472476,0.14259507159874502
BAL,2008,8,3,5,12,True,0.6159999999999997,0.5825488565488541,0.6301121920548652
BAL,2009,12,4,1,12,True,0.3780000000000001,0.35123908523910075,0.2832840794255123
BAL,2010,12,4,1,12,True,0.5619999999999976,0.5352390852390982,0.469250262871943
