period,site,year,n_months,n_quarters,first_month,last_month,usable,sca_raw_range,sca_detrended_range,sca_harmonic
2002_2022,MHD,2011,12,4,1,12,True,0.39799999999999613,0.3878944808920437,0.3362604094934576
2002_2022,MHD,2012,12,4,1,12,True,0.3269999999999982,0.31689448089205285,0.27490009677152955
2002_2022,MHD,2013,12,4,1,12,True,0.35199999999999676,0.3368417213380823,0.311648364154517
2002_2022,MHD,2014,12,4,1,12,True,0.3269999999999982,0.31689448089205285,0.2532277606414541
2002_2022,MHD,2015,12,4,1,12,True,0.42600000000000193,0.4133681011150685,0.3722924696802215
2002_2022,MHD,2016,12,4,1,12,True,0.2749999999999986,0.2638944808920556,0.23694514644859999
2002_2022,MHD,2017,12,4,1,12,True,0.32500000000000284,0.3148944808920575,0.2533527465997341
2002_2022,MHD,2018,12,4,1,12,True,0.24200000000000443,0.2344208606690401,0.15725017243041886
2002_2022,MHD,2019,12,4,1,12,True,0.46300000000000097,0.44784172133808653,0.4354531313958992
2002_2022,MHD,2020,12,4,1,12,True,0.4309999999999974,0.42089448089204495,0.39676326449045274
2002_2022,MHD,2021,12,4,1,12,True,0.2560000000000002,0.2458944808920549,0.2222340287950902
2002_2022,MHD,2022,12,4,1,12,True,0.40499999999999403,0.3923681011150606,0.36455674081372125
2002_2022,MLO,2002,9,3,4,12,True,0.1980000000000004,0.18699777781242943,0.17579049574396438
2002_2022,MLO,2003,12,4,1,12,True,0.10000000000000142,0.10733481479172013,0.08113223323185192
2002_2022,MLO,2004,12,4,1,12,True,0.1980000000000004,0.1906651852082888,0.1796271072647245
2002_2022,MLO,2005,10,4,1,10,True,0.18299999999999983,0.17199777781242886,0.1635722910483417
2002_2022,MLO,2006,10,4,3,12,True,0.15799999999999415,0.14699777781242318,0.13492965602306767
2002_2022,MLO,2007,12,4,1,12,True,0.2680000000000007,0.25883148151035584,0.23372710210105674
2002_2022,MLO,2008,12,4,1,12,True,0.3990000000000009,0.39249888890621065,0.32398784276816184
2002_2022,MLO,2009,12,4,1,12,True,0.2290000000000063,0.21083148151036113,0.15120594927984454
2002_2022,MLO,2010,12,4,1,12,True,0.2540000000000049,0.24299777781243392,0.2298836216680108
2002_2022,MLO,2011,12,4,1,12,True,0.24199999999999733,0.23099777781242636,0.21826370918877636
2002_2022,MLO,2012,12,4,1,12,True,0.20299999999999585,0.21216851848963358,0.1676598001098115
2002_2022,MLO,2013,12,4,1,12,True,0.29000000000000625,0.2808314815103685,0.24869368982919648
2002_2022,MLO,2014,12,4,1,12,True,0.2049999999999983,0.19583148151035346,0.1840517323290794
2002_2022,MLO,2015,12,4,1,12,True,0.17500000000000426,0.16766518520828555,0.15315464683654353
2002_2022,MLO,2016,12,4,1,12,True,0.22800000000000153,0.21966518520828515,0.1936104474018756
2002_2022,MLO,2017,12,4,1,12,True,0.25800000000000267,0.25066518520829106,0.2051078627234958
2002_2022,MLO,2018,12,4,1,12,True,0.13799999999999812,0.12699777781242716,0.1213205790879241
2002_2022,MLO,2019,12,4,1,12,True,0.45599999999999596,0.4468314815103511,0.39459292091580417
2002_2022,MLO,2020,12,4,1,12,True,0.3290000000000006,0.31799777781242966,0.30726381565280664
2002_2022,MLO,2021,12,4,1,12,True,0.2220000000000013,0.21283148151035647,0.18828474899024047
2002_2022,MLO,2022,12,4,1,12,True,0.29700000000000415,0.2878314815103593,0.25966469721814495
2002_2022,NWR,2002,10,4,3,12,True,0.259999999999998,0.25049881948109487,0.2365435426422629
2002_2022,NWR,2003,12,4,1,12,True,0.2780000000000058,0.27039905558488186,0.21395687802284893
2002_2022,NWR,2004,12,4,1,12,True,0.2469999999999999,0.23559858337731754,0.22867160809192355
2002_2022,NWR,2005,12,4,1,12,True,0.13500000000000512,0.12359858337732277,0.1090724552162966
2002_2022,NWR,2006,12,4,1,12,True,0.28699999999999903,0.2793990555848751,0.22398459006024984
2002_2022,NWR,2007,12,4,1,12,True,0.21599999999999397,0.20839905558487004,0.13781320258717591
2002_2022,NWR,2008,12,4,1,12,True,0.4350000000000023,0.4445011805188983,0.4077418805416933
2002_2022,NWR,2009,12,4,1,12,True,0.25900000000000034,0.2513990555848693,0.200424364720134
2002_2022,NWR,2010,12,4,1,12,True,0.15200000000000102,0.1443990555848842,0.0684272830856128
2002_2022,NWR,2011,12,4,1,12,True,0.2330000000000041,0.2284014166226953,0.20547028138665452
2002_2022,NWR,2012,12,4,1,12,True,0.2629999999999981,0.2553990555848742,0.20503271834769024
2002_2022,NWR,2013,9,4,1,12,True,0.1700000000000017,0.16429929168865698,0.09362838210597539
2002_2022,NWR,2014,12,4,1,12,True,0.232999999999997,0.22729929168865226,0.1813197882515595
2002_2022,NWR,2015,12,4,1,12,True,0.23799999999999955,0.2265985833773172,0.20437296105523933
2002_2022,NWR,2016,12,4,1,12,True,0.2680000000000007,0.25849881948109044,0.2518091367846359
2002_2022,NWR,2017,12,4,1,12,True,0.24199999999999733,0.2343990555848734,0.21503284837974398
2002_2022,NWR,2018,12,4,1,12,True,0.2989999999999995,0.28949881948109635,0.2278237058353672
2002_2022,NWR,2019,9,4,1,12,True,0.37999999999999545,0.3723990555848644,0.3809982932488167
2002_2022,NWR,2020,12,4,1,12,True,0.35999999999999943,0.3504988194810963,0.34385684134412736
2002_2022,NWR,2021,12,4,1,12,True,0.23499999999999943,0.2254988194810963,0.20710221860288205
2002_2022,NWR,2022,12,4,1,12,True,0.3119999999999976,0.29869834727353606,0.24081759171179606
2002_2022,SMO,2002,12,4,1,12,True,0.07399999999999807,0.05962441049994993,0.06451919236836828
2002_2022,SMO,2003,12,4,1,12,True,0.1559999999999988,0.16687323149988487,0.16252095249982376
2002_2022,SMO,2004,12,4,1,12,True,0.08299999999999841,0.09206102624990109,0.06869471834602815
2002_2022,SMO,2005,9,3,1,9,True,0.20300000000000296,0.19393897375010027,0.18943629923043895
2002_2022,SMO,2006,11,4,2,12,True,0.09100000000000108,0.10368543674986341,0.0775260720269895
2002_2022,SMO,2007,12,4,1,12,True,0.09700000000000131,0.09156338425005828,0.04715476133144977
2002_2022,SMO,2008,12,4,1,12,True,0.20299999999999585,0.21206102624989853,0.19220533784551624
2002_2022,SMO,2009,12,4,1,12,True,0.054999999999999716,0.0713098472498217,0.04322877778732043
2002_2022,SMO,2010,12,4,1,12,True,0.14699999999999847,0.13793897375009578,0.1204985651434134
2002_2022,SMO,2011,12,4,1,12,True,0.06199999999999761,0.05012676850011388,0.042141230794500564
2002_2022,SMO,2012,12,4,1,12,True,0.10500000000000398,0.11406102624990666,0.08831780600421121
2002_2022,SMO,2013,12,4,1,12,True,0.1039999999999992,0.09856338425005617,0.057497775900326134
2002_2022,SMO,2014,12,4,1,12,True,0.06199999999999761,0.06924882099991692,0.03854490397261976
2002_2022,SMO,2015,12,4,1,12,True,0.1109999999999971,0.11643661574993303,0.042274955322929755
2002_2022,SMO,2016,12,4,1,12,True,0.06700000000000017,0.05131456325013062,0.024053474406853997
2002_2022,SMO,2017,12,4,1,12,True,0.045000000000001705,0.032624410499970224,0.020004433210761632
2002_2022,SMO,2018,12,4,1,12,True,0.07100000000000506,0.07824882099993147,0.06207682907939469
2002_2022,SMO,2019,12,4,1,12,True,0.27300000000000324,0.2585023580001504,0.2370717426974438
2002_2022,SMO,2020,12,4,1,12,True,0.28000000000000114,0.26369015275017205,0.26489257129163796
2002_2022,SMO,2021,12,4,1,12,True,0.030999999999998806,0.024563384250058107,0.011475425464589975
2002_2022,SMO,2022,12,4,1,12,True,0.14300000000000068,0.12306574225021905,0.08026767593100474
2002_2022,SPO,2002,12,4,1,12,True,0.15199999999999392,0.14278049236953905,0.13113619956337144
2002_2022,SPO,2003,12,4,1,12,True,0.12199999999999989,0.12937560610436094,0.1066040404043379
2002_2022,SPO,2004,12,4,1,12,True,0.13599999999999568,0.12493659084344699,0.12889965302506154
2002_2022,SPO,2006,12,4,1,12,True,0.1980000000000004,0.1850926893173721,0.16657454704408323
2002_2022,SPO,2007,12,4,1,12,True,0.14000000000000057,0.14737560610436162,0.10720546705647005
2002_2022,SPO,2008,12,4,1,12,True,0.35999999999999943,0.3673756061043605,0.2421594774666863
2002_2022,SPO,2009,12,4,1,12,True,0.1529999999999987,0.14378049236954382,0.13247713966594193
2002_2022,SPO,2010,12,4,1,12,True,0.19200000000000017,0.1809365908434586,0.183547514597208
2002_2022,SPO,2011,12,4,1,12,True,0.2669999999999959,0.2559365908434543,0.259340887056707
2002_2022,SPO,2012,12,4,1,12,True,0.13799999999999812,0.1214048862651893,0.09315338192539642
2002_2022,SPO,2013,12,4,1,12,True,0.16199999999999903,0.15462439389563087,0.1174956491297515
2002_2022,SPO,2014,12,4,1,12,True,0.21999999999999886,0.20709268931737057,0.2065426078086365
2002_2022,SPO,2015,12,4,1,12,True,0.10199999999999676,0.09093659084345518,0.09415257599058062
2002_2022,SPO,2016,12,4,1,12,True,0.11899999999999977,0.1097804923695449,0.094065160074332
2002_2022,SPO,2017,12,4,1,12,True,0.1600000000000037,0.1452487877912816,0.1183312171456002
2002_2022,SPO,2018,12,4,1,12,True,0.5159999999999982,0.5086243938956372,0.41921314806795984
2002_2022,SPO,2019,12,4,1,12,True,0.20000000000000284,0.20553170457827008,0.14669131162311427
2002_2022,SPO,2020,12,4,1,12,True,0.1880000000000024,0.175092689317367,0.15318185445306534
2002_2022,SPO,2021,12,4,1,12,True,0.1739999999999995,0.1610926893173712,0.16649519451258415
2002_2022,SPO,2022,12,4,1,12,True,0.25900000000000034,0.24693659084345398,0.2582333883004933
2002_2022,TAP,2002,10,4,3,12,True,0.17200000000000415,0.15735782098123252,0.1462099002652437
2002_2022,TAP,2003,12,4,1,12,True,0.1280000000000001,0.12632108950938914,0.08775332768442845
2002_2022,TAP,2004,12,4,1,12,True,0.3429999999999964,0.3332385473208177,0.32727114871306484
2002_2022,TAP,2005,8,3,1,8,True,0.1739999999999995,0.16423854732080656,0.1622347981591616
2002_2022,TAP,2006,11,4,2,12,True,0.5900000000000034,0.5802385473208176,0.5141371042418824
2002_2022,TAP,2007,12,4,1,12,True,0.3230000000000004,0.30347709464163586,0.2966696719140545
2002_2022,TAP,2008,12,4,1,12,True,0.6780000000000044,0.6682385473208186,0.5852418867054244
2002_2022,TAP,2009,12,4,1,12,True,0.4579999999999984,0.4482385473208197,0.35882386797282334
2002_2022,TAP,2010,12,4,1,12,True,0.5260000000000034,0.5089174578114353,0.5230326658476095
2002_2022,TAP,2011,12,4,1,12,True,0.9220000000000041,0.9122385473208183,0.7143365968946145
2002_2022,TAP,2012,12,4,1,12,True,0.3549999999999969,0.34523854732080395,0.27862594038098515
2002_2022,TAP,2013,12,4,1,12,True,0.2809999999999988,0.27067891049061643,0.254821553937315
2002_2022,TAP,2014,12,4,1,12,True,0.3810000000000002,0.37367891049061797,0.21200056920230095
2002_2022,TAP,2015,12,4,1,12,True,0.4140000000000015,0.4017981841510263,0.34903489667157145
2002_2022,TAP,2016,12,4,1,12,True,0.3500000000000014,0.3402385473208156,0.23051672390618572
2002_2022,TAP,2017,12,4,1,12,True,0.3719999999999999,0.3597981841510176,0.37308385438886504
2002_2022,TAP,2018,12,4,1,12,True,0.3089999999999975,0.29435782098121877,0.26221355440036087
2002_2022,TAP,2019,12,4,1,12,True,0.5080000000000027,0.4957981841510275,0.5139190695427752
2002_2022,TAP,2020,12,4,1,12,True,0.4239999999999995,0.4066789104906121,0.3507215110664851
2002_2022,TAP,2021,12,4,1,12,True,0.5210000000000008,0.5136789104906185,0.437496545601089
2002_2022,TAP,2022,12,4,1,12,True,0.4350000000000023,0.42523854732081645,0.3449043765658655
2002_2022,WLG,2002,8,3,1,12,True,0.17099999999999937,0.18023471643671485,0.1635026759801077
2002_2022,WLG,2003,12,4,1,12,True,0.37999999999999545,0.37076528356328,0.2535161263936117
2002_2022,WLG,2004,12,4,1,12,True,0.34900000000000375,0.3328392462357499,0.3062828526066493
2002_2022,WLG,2005,9,4,1,12,True,0.3950000000000031,0.374221888017388,0.4723248227498084
2002_2022,WLG,2006,12,4,1,12,True,0.2360000000000042,0.2429260373275426,0.17085505818528873
2002_2022,WLG,2008,12,4,1,12,True,0.3889999999999958,0.37745660445410323,0.3814036965160505
2002_2022,WLG,2009,12,4,1,12,True,0.30100000000000193,0.29176528356328646,0.2306888157788877
2002_2022,WLG,2010,12,4,1,12,True,0.15500000000000114,0.1460739626724603,0.10618412047807942
2002_2022,WLG,2011,12,4,1,12,True,0.2289999999999992,0.21283924623574535,0.20521231691451142
2002_2022,WLG,2012,12,4,1,12,True,0.16499999999999915,0.15576528356328367,0.03908275614088201
2002_2022,WLG,2013,12,4,1,12,True,0.25800000000000267,0.2441479253449259,0.23391295378404492
2002_2022,WLG,2014,12,4,1,12,True,0.3290000000000006,0.31976528356328515,0.2545288968893851
2002_2022,WLG,2015,12,4,1,12,True,0.20700000000000074,0.19776528356328527,0.1473443043173842
2002_2022,WLG,2016,12,4,1,12,True,0.24900000000000233,0.23745660445410977,0.19840012408288554
2002_2022,WLG,2017,12,4,1,12,True,0.1729999999999947,0.15483924623574552,0.1338799214484471
2002_2022,WLG,2018,12,4,1,12,True,0.2779999999999987,0.26545660445410135,0.2683058407002915
2002_2022,WLG,2019,9,3,4,12,True,0.42200000000000415,0.4127652835632887,0.42021654179507273
2002_2022,WLG,2020,12,4,1,12,True,0.30400000000000205,0.2924566044541095,0.28697920521284753
2002_2022,WLG,2021,12,4,1,12,True,0.32800000000000296,0.3072218880173878,0.27962937112827263
2002_2022,WLG,2022,12,4,1,12,True,0.28699999999999903,0.27545660445410647,0.28534587159512986
