period,site,year,n_months,n_quarters,first_month,last_month,usable,sca_raw_range,sca_detrended_range,sca_harmonic
2002_2022,ALT,2002,12,4,1,12,True,0.4209999999999994,0.41245087737484454,0.3280151710112856
2002_2022,ALT,2003,12,4,1,12,True,0.36299999999999955,0.3544508773748447,0.26144070039601935
2002_2022,ALT,2004,10,4,1,10,True,0.42600000000000193,0.4174508773748471,0.380951473397573
2002_2022,ALT,2006,12,4,1,12,True,0.43599999999999994,0.4274508773748451,0.39484095453906887
2002_2022,ALT,2007,12,4,1,12,True,0.6109999999999971,0.6024508773748423,0.4912340687728203
2002_2022,ALT,2008,12,4,1,12,True,0.554000000000002,0.543313596718562,0.5148972956177467
2002_2022,ALT,2009,12,4,1,12,True,0.4930000000000021,0.48445087737484727,0.3961409995718063
2002_2022,ALT,2010,12,4,1,12,True,0.40800000000000125,0.3994508773748464,0.3532511170501273
2002_2022,ALT,2011,12,4,1,12,True,0.5730000000000004,0.5634508773748408,0.5013497738614037
2002_2022,ALT,2012,12,4,1,12,True,0.38000000000000256,0.36931359671856256,0.35985096853635784
2002_2022,ALT,2013,12,4,1,12,True,0.28699999999999903,0.2754508773748441,0.26452487164346017
2002_2022,ALT,2014,12,4,1,12,True,0.43599999999999994,0.427450877374838,0.35770853921855755
2002_2022,ALT,2015,12,4,1,12,True,0.4889999999999972,0.4804508773748424,0.3892022455331736
2002_2022,ALT,2016,12,4,1,12,True,0.4230000000000018,0.414450877374847,0.350817908663075
2002_2022,ALT,2017,12,4,1,12,True,0.3509999999999991,0.34245087737484425,0.2705231568362791
2002_2022,ALT,2018,12,4,1,12,True,0.3620000000000019,0.35345087737485414,0.28417973163677956
2002_2022,ALT,2019,12,4,1,12,True,0.5019999999999953,0.4934508773748476,0.43600339844209246
2002_2022,ALT,2020,12,4,1,12,True,0.5429999999999993,0.5344508773748444,0.49186531710329645
2002_2022,ALT,2021,12,4,1,12,True,0.3689999999999998,0.36045087737484494,0.29070845173146587
2002_2022,ALT,2022,12,4,1,12,True,0.5309999999999988,0.522450877374844,0.5003005913819922
2002_2022,ASC,2002,10,4,3,12,True,0.11299999999999955,0.12447645276105845,0.117661353569217
2002_2022,ASC,2003,12,4,1,12,True,0.10900000000000176,0.1272146791415878,0.12371384688696153
2002_2022,ASC,2004,12,4,1,12,True,0.11999999999999744,0.12898430184070264,0.10050516626841993
2002_2022,ASC,2005,9,3,1,9,True,0.17900000000000205,0.1680156981592944,0.17233713096936745
2002_2022,ASC,2006,11,4,2,12,True,0.054999999999999716,0.07121467914159041,0.028678565635718755
2002_2022,ASC,2007,12,4,1,12,True,0.08599999999999852,0.10421467914159166,0.06757187277522479
2002_2022,ASC,2008,12,4,1,12,True,0.08200000000000074,0.08873822638052786,0.013413825063520577
2002_2022,ASC,2009,12,4,1,12,True,0.2289999999999992,0.21552354723893785,0.17746609603109767
2002_2022,ASC,2010,12,4,1,12,True,0.24099999999999966,0.22527747177876023,0.22297558635028278
2002_2022,ASC,2011,12,4,1,12,True,0.16599999999999682,0.15476962269911354,0.13714638719452935
2002_2022,ASC,2012,12,4,1,12,True,0.07000000000000028,0.07698430184070304,0.03747891928919036
2002_2022,ASC,2013,12,4,1,12,True,0.25199999999999534,0.2632303773008786,0.22667871192202058
2002_2022,ASC,2014,12,4,1,12,True,0.13400000000000034,0.12276962269912417,0.09169225578554611
2002_2022,ASC,2015,12,4,1,12,True,0.07900000000000063,0.09472252822122584,0.08183298101999258
2002_2022,ASC,2016,12,4,1,12,True,0.054999999999999716,0.06847645276105396,0.05630239423683196
2002_2022,ASC,2017,12,4,1,12,True,0.14500000000000313,0.12478532085842176,0.09126871441585842
2002_2022,ASC,2018,12,4,1,12,True,0.2779999999999987,0.2690156981592935,0.11371093250363544
2002_2022,ASC,2019,12,4,1,12,True,0.3100000000000023,0.298769622699119,0.2793386702979342
2002_2022,ASC,2020,12,4,1,12,True,0.2150000000000034,0.20376962269912013,0.17169187349874196
2002_2022,ASC,2021,12,4,1,12,True,0.12100000000000222,0.10078532085842085,0.062423165997146
2002_2022,ASC,2022,12,4,1,12,True,0.14500000000000313,0.12253924539824368,0.09290063330920381
2002_2022,BRW,2002,12,4,1,12,True,0.3859999999999957,0.37851317748280877,0.2579612725505563
2002_2022,BRW,2003,12,4,1,12,True,0.33800000000000097,0.33051317748281406,0.2265208634119032
2002_2022,BRW,2004,12,4,1,12,True,0.4070000000000036,0.3995131774828167,0.36580415253720927
2002_2022,BRW,2005,10,4,1,10,True,0.605000000000004,0.5956414718535257,0.5939500760683976
2002_2022,BRW,2006,11,4,2,12,True,0.44299999999999784,0.43551317748281093,0.38203174098908393
2002_2022,BRW,2007,12,4,1,12,True,0.6829999999999998,0.6755131774828058,0.5497553441037865
2002_2022,BRW,2008,12,4,1,12,True,0.6110000000000042,0.5997697662242274,0.5683027991627648
2002_2022,BRW,2009,12,4,1,12,True,0.5289999999999964,0.5215131774828095,0.45493720116185526
2002_2022,BRW,2010,12,4,1,12,True,0.47799999999999443,0.4705131774828075,0.4302284755344624
2002_2022,BRW,2011,12,4,1,12,True,0.6480000000000032,0.6386414718535249,0.567083932466357
2002_2022,BRW,2012,12,4,1,12,True,0.544000000000004,0.5365131774828242,0.46244717965248355
2002_2022,BRW,2013,12,4,1,12,True,0.24799999999999756,0.23676976622422075,0.22399034206964158
2002_2022,BRW,2014,12,4,1,12,True,0.49500000000000455,0.48564147185351914,0.42186144606464226
2002_2022,BRW,2015,12,4,1,12,True,0.5500000000000043,0.5406414718535189,0.47260214983134874
2002_2022,BRW,2016,12,4,1,12,True,0.554000000000002,0.5446414718535166,0.4950095387733328
2002_2022,BRW,2017,12,4,1,12,True,0.5140000000000029,0.506513177482816,0.4001071589161408
2002_2022,BRW,2018,12,4,1,12,True,0.4520000000000053,0.4445131774828184,0.38746886102000955
2002_2022,BRW,2019,12,4,1,12,True,0.6209999999999951,0.6135131774828153,0.5584448465293134
2002_2022,BRW,2020,12,4,1,12,True,0.644999999999996,0.6375131774828091,0.5535224340771961
2002_2022,BRW,2021,12,4,1,12,True,0.3400000000000034,0.3325131774828165,0.27926377742384334
2002_2022,BRW,2022,12,4,1,12,True,0.5820000000000007,0.5726414718535153,0.5240659047895541
2002_2022,CGO,2002,12,4,1,12,True,0.2959999999999994,0.301639043515344,0.12657007946340423
2002_2022,CGO,2003,12,4,1,12,True,0.18999999999999773,0.17120318828219183,0.04445074486019881
2002_2022,CGO,2004,12,4,1,12,True,0.13700000000000045,0.14263904351534507,0.10599488076721926
2002_2022,CGO,2005,8,4,1,12,True,0.3049999999999997,0.29648127531287827,0.30277595066152246
2002_2022,CGO,2006,12,4,1,12,True,0.14699999999999847,0.131962550625758,0.08176585041833986
2002_2022,CGO,2007,12,4,1,12,True,0.1290000000000049,0.14403744937425245,0.0938963138222265
2002_2022,CGO,2008,12,4,1,12,True,0.375,0.36560159414108995,0.35645269957343756
2002_2022,CGO,2009,12,4,1,12,True,0.1630000000000038,0.1517219129693146,0.15910045061505274
2002_2022,CGO,2010,12,4,1,12,True,0.15099999999999625,0.14348127531287247,0.11176555650981969
2002_2022,CGO,2011,9,4,1,12,True,0.17200000000000415,0.16072191296931493,0.11332965971425518
2002_2022,CGO,2012,12,4,1,12,True,0.3160000000000025,0.3093609564846602,0.20596479350729022
2002_2022,CGO,2013,9,4,1,12,True,0.21800000000000352,0.22339840585890158,0.14540047130613473
2002_2022,CGO,2014,12,4,1,12,True,0.2710000000000008,0.26160159414109785,0.2417525878405261
2002_2022,CGO,2015,12,4,1,12,True,0.14000000000000057,0.1324812753128768,0.09831363290898502
2002_2022,CGO,2016,12,4,1,12,True,0.08100000000000307,0.07160159414109302,0.06730518820016222
2002_2022,CGO,2017,12,4,1,12,True,0.16499999999999915,0.15272191296931226,0.16173578351497575
2002_2022,CGO,2018,12,4,1,12,True,0.13799999999999812,0.11820318828218745,0.09114853558643386
2002_2022,CGO,2019,12,4,1,12,True,0.42200000000000415,0.43327808703068627,0.3845414190761528
2002_2022,CGO,2020,12,4,1,12,True,0.26300000000000523,0.24796255062575767,0.23168322273016523
2002_2022,CGO,2021,12,4,1,12,True,0.19899999999999807,0.1839625506257505,0.17499737377924438
2002_2022,CGO,2022,12,4,1,12,True,0.14800000000000324,0.13572191296931635,0.14867306200418415
2002_2022,KUM,2002,12,4,1,12,True,0.2980000000000018,0.3076369108551802,0.2679529152832626
2002_2022,KUM,2003,12,4,1,12,True,0.2849999999999966,0.27729047131584394,0.23125059625801947
2002_2022,KUM,2004,12,4,1,12,True,0.21000000000000085,0.20036308914481538,0.18926930027227307
2002_2022,KUM,2005,9,3,1,9,True,0.21000000000000085,0.20229047131586242,0.2019585279521928
2002_2022,KUM,2006,11,4,2,12,True,0.17499999999999716,0.1757095286841377,0.14465893887733394
2002_2022,KUM,2007,9,4,1,12,True,0.2469999999999999,0.23543570697378158,0.1949619830789573
2002_2022,KUM,2008,12,4,1,12,True,0.33500000000000085,0.3272904713158624,0.2755483801845684
2002_2022,KUM,2009,12,4,1,12,True,0.28300000000000125,0.2752904713158557,0.23701655850170136
2002_2022,KUM,2010,12,4,1,12,True,0.259999999999998,0.25229047131585247,0.22797237077658478
2002_2022,KUM,2011,12,4,1,12,True,0.277000000000001,0.2692904713158484,0.1959855031876615
2002_2022,KUM,2012,12,4,1,12,True,0.22400000000000375,0.2317095286841564,0.2063992482891672
2002_2022,KUM,2013,12,4,1,12,True,0.26500000000000057,0.25729047131586213,0.16155054445301759
2002_2022,KUM,2014,12,4,1,12,True,0.28600000000000136,0.2763630891448159,0.24211658637475691
2002_2022,KUM,2015,12,4,1,12,True,0.15800000000000125,0.1502904713158557,0.14075257817704925
2002_2022,KUM,2016,12,4,1,12,True,0.24499999999999744,0.23536308914481907,0.20681426687236212
2002_2022,KUM,2017,12,4,1,12,True,0.2749999999999986,0.2653630891448131,0.23804812850859997
2002_2022,KUM,2018,12,4,1,12,True,0.20700000000000074,0.1992904713158552,0.16407541302212506
2002_2022,KUM,2019,12,4,1,12,True,0.48499999999999943,0.4772904713158539,0.42997924935867116
2002_2022,KUM,2020,12,4,1,12,True,0.3019999999999996,0.2904357069737884,0.28680335436088866
2002_2022,KUM,2021,12,4,1,12,True,0.2629999999999981,0.25336308914481265,0.2282454080638494
2002_2022,KUM,2022,12,4,1,12,True,0.35899999999999466,0.3493630891448092,0.3097011489597763
2002_2022,MHD,2003,9,3,4,12,True,0.26599999999999824,0.2558944808920529,0.17725559341338984
2002_2022,MHD,2004,12,4,1,12,True,0.3440000000000012,0.33136810111506776,0.3006377276615116
2002_2022,MHD,2005,9,3,1,9,True,0.23899999999999721,0.21878896178411367,0.11873885189751804
2002_2022,MHD,2006,12,4,1,12,True,0.21800000000000352,0.2053681011150701,0.1668837572126595
2002_2022,MHD,2007,9,4,1,12,True,0.35199999999999676,0.3393681011150633,0.3268045860441782
2002_2022,MHD,2008,12,4,1,12,True,0.2809999999999988,0.2708944808920606,0.2407325595284152
2002_2022,MHD,2009,12,4,1,12,True,0.39399999999999835,0.38642086066904113,0.23451025070297
2002_2022,MHD,2010,12,4,1,12,True,0.392000000000003,0.36926258200713136,0.17381422465226642
