site,year,month,date,value,source_file,value_detrended
AZR,2011,11,2011-11-15,-47.473,ch4c13_azr_surface-flask_7_sil_month.txt,-47.47040291253066
AZR,2012,5,2012-05-15,-47.258,ch4c13_azr_surface-flask_7_sil_month.txt,-47.24210234741581
AZR,2012,6,2012-06-15,-47.187,ch4c13_azr_surface-flask_7_sil_month.txt,-47.168885586563334
AZR,2012,7,2012-07-15,-47.201,ch4c13_azr_surface-flask_7_sil_month.txt,-47.18066882571085
AZR,2012,8,2012-08-15,-47.315,ch4c13_azr_surface-flask_7_sil_month.txt,-47.29245206485838
AZR,2012,9,2012-09-15,-47.462,ch4c13_azr_surface-flask_7_sil_month.txt,-47.43723530400591
AZR,2012,10,2012-10-15,-47.553,ch4c13_azr_surface-flask_7_sil_month.txt,-47.52601854315343
AZR,2012,11,2012-11-15,-47.574,ch4c13_azr_surface-flask_7_sil_month.txt,-47.54480178230096
AZR,2012,12,2012-12-15,-47.528,ch4c13_azr_surface-flask_7_sil_month.txt,-47.49658502144848
AZR,2013,6,2013-06-15,-47.019,ch4c13_azr_surface-flask_7_sil_month.txt,-46.974284456333635
AZR,2013,7,2013-07-15,-47.099,ch4c13_azr_surface-flask_7_sil_month.txt,-47.05206769548115
AZR,2013,8,2013-08-15,-47.262,ch4c13_azr_surface-flask_7_sil_month.txt,-47.21285093462868
AZR,2013,9,2013-09-15,-47.428,ch4c13_azr_surface-flask_7_sil_month.txt,-47.3766341737762
AZR,2013,10,2013-10-15,-47.519,ch4c13_azr_surface-flask_7_sil_month.txt,-47.46541741292373
AZR,2013,11,2013-11-15,-47.511,ch4c13_azr_surface-flask_7_sil_month.txt,-47.45520065207126
AZR,2013,12,2013-12-15,-47.44,ch4c13_azr_surface-flask_7_sil_month.txt,-47.38198389121878
AZR,2014,1,2014-01-15,-47.353,ch4c13_azr_surface-flask_7_sil_month.txt,-47.29276713036631
AZR,2014,2,2014-02-15,-47.315,ch4c13_azr_surface-flask_7_sil_month.txt,-47.25255036951383
AZR,2014,3,2014-03-15,-47.328,ch4c13_azr_surface-flask_7_sil_month.txt,-47.26333360866136
AZR,2014,4,2014-04-15,-47.347,ch4c13_azr_surface-flask_7_sil_month.txt,-47.28011684780888
AZR,2014,5,2014-05-15,-47.331,ch4c13_azr_surface-flask_7_sil_month.txt,-47.26190008695641
AZR,2014,6,2014-06-15,-47.285,ch4c13_azr_surface-flask_7_sil_month.txt,-47.21368332610393
AZR,2014,7,2014-07-15,-47.283,ch4c13_azr_surface-flask_7_sil_month.txt,-47.209466565251454
AZR,2014,8,2014-08-15,-47.372,ch4c13_azr_surface-flask_7_sil_month.txt,-47.29624980439898
AZR,2014,9,2014-09-15,-47.5,ch4c13_azr_surface-flask_7_sil_month.txt,-47.422033043546506
AZR,2014,10,2014-10-15,-47.587,ch4c13_azr_surface-flask_7_sil_month.txt,-47.50681628269403
AZR,2014,11,2014-11-15,-47.551,ch4c13_azr_surface-flask_7_sil_month.txt,-47.468599521841554
AZR,2014,12,2014-12-15,-47.444,ch4c13_azr_surface-flask_7_sil_month.txt,-47.359382760989085
AZR,2015,1,2015-01-15,-47.343,ch4c13_azr_surface-flask_7_sil_month.txt,-47.25616600013661
AZR,2015,2,2015-02-15,-47.318,ch4c13_azr_surface-flask_7_sil_month.txt,-47.22894923928413
AZR,2015,3,2015-03-15,-47.337,ch4c13_azr_surface-flask_7_sil_month.txt,-47.24573247843166
AZR,2015,4,2015-04-15,-47.345,ch4c13_azr_surface-flask_7_sil_month.txt,-47.251515717579174
AZR,2015,5,2015-05-15,-47.319,ch4c13_azr_surface-flask_7_sil_month.txt,-47.22329895672671
AZR,2015,6,2015-06-15,-47.296,ch4c13_azr_surface-flask_7_sil_month.txt,-47.19808219587423
AZR,2015,7,2015-07-15,-47.324,ch4c13_azr_surface-flask_7_sil_month.txt,-47.22386543502175
AZR,2015,8,2015-08-15,-47.423,ch4c13_azr_surface-flask_7_sil_month.txt,-47.320648674169284
AZR,2015,9,2015-09-15,-47.548,ch4c13_azr_surface-flask_7_sil_month.txt,-47.44343191331681
AZR,2015,10,2015-10-15,-47.665,ch4c13_azr_surface-flask_7_sil_month.txt,-47.55821515246433
AZR,2015,11,2015-11-15,-47.704,ch4c13_azr_surface-flask_7_sil_month.txt,-47.59499839161185
AZR,2015,12,2015-12-15,-47.643,ch4c13_azr_surface-flask_7_sil_month.txt,-47.53178163075938
AZR,2016,1,2016-01-15,-47.535,ch4c13_azr_surface-flask_7_sil_month.txt,-47.4215648699069
AZR,2016,2,2016-02-15,-47.454,ch4c13_azr_surface-flask_7_sil_month.txt,-47.33834810905443
AZR,2016,3,2016-03-15,-47.408,ch4c13_azr_surface-flask_7_sil_month.txt,-47.29013134820196
AZR,2016,4,2016-04-15,-47.378,ch4c13_azr_surface-flask_7_sil_month.txt,-47.257914587349475
AZR,2016,5,2016-05-15,-47.341,ch4c13_azr_surface-flask_7_sil_month.txt,-47.21869782649701
AZR,2016,6,2016-06-15,-47.311,ch4c13_azr_surface-flask_7_sil_month.txt,-47.18648106564453
AZR,2016,7,2016-07-15,-47.344,ch4c13_azr_surface-flask_7_sil_month.txt,-47.21726430479205
AZR,2016,8,2016-08-15,-47.439,ch4c13_azr_surface-flask_7_sil_month.txt,-47.31004754393958
AZR,2016,9,2016-09-15,-47.566,ch4c13_azr_surface-flask_7_sil_month.txt,-47.43483078308711
AZR,2016,10,2016-10-15,-47.641,ch4c13_azr_surface-flask_7_sil_month.txt,-47.50761402223463
AZR,2016,11,2016-11-15,-47.639,ch4c13_azr_surface-flask_7_sil_month.txt,-47.503397261382155
AZR,2016,12,2016-12-15,-47.589,ch4c13_azr_surface-flask_7_sil_month.txt,-47.45118050052968
AZR,2017,1,2017-01-15,-47.537,ch4c13_azr_surface-flask_7_sil_month.txt,-47.396963739677204
AZR,2017,2,2017-02-15,-47.512,ch4c13_azr_surface-flask_7_sil_month.txt,-47.36974697882473
AZR,2017,3,2017-03-15,-47.499,ch4c13_azr_surface-flask_7_sil_month.txt,-47.35453021797226
AZR,2017,4,2017-04-15,-47.476,ch4c13_azr_surface-flask_7_sil_month.txt,-47.329313457119774
AZR,2017,10,2017-10-15,-47.615,ch4c13_azr_surface-flask_7_sil_month.txt,-47.45501289200493
AZR,2017,11,2017-11-15,-47.599,ch4c13_azr_surface-flask_7_sil_month.txt,-47.43679613115245
AZR,2017,12,2017-12-15,-47.566,ch4c13_azr_surface-flask_7_sil_month.txt,-47.401579370299984
AZR,2018,1,2018-01-15,-47.551,ch4c13_azr_surface-flask_7_sil_month.txt,-47.3843626094475
AZR,2018,2,2018-02-15,-47.549,ch4c13_azr_surface-flask_7_sil_month.txt,-47.38014584859503
AZR,2018,3,2018-03-15,-47.526,ch4c13_azr_surface-flask_7_sil_month.txt,-47.35492908774256
AZR,2018,4,2018-04-15,-47.464,ch4c13_azr_surface-flask_7_sil_month.txt,-47.29071232689007
AZR,2018,5,2018-05-15,-47.403,ch4c13_azr_surface-flask_7_sil_month.txt,-47.227495566037604
AZR,2018,6,2018-06-15,-47.415,ch4c13_azr_surface-flask_7_sil_month.txt,-47.23727880518513
AZR,2018,7,2018-07-15,-47.515,ch4c13_azr_surface-flask_7_sil_month.txt,-47.33506204433265
AZR,2018,8,2018-08-15,-47.666,ch4c13_azr_surface-flask_7_sil_month.txt,-47.48384528348017
AZR,2018,9,2018-09-15,-47.76,ch4c13_azr_surface-flask_7_sil_month.txt,-47.5756285226277
AZR,2018,10,2018-10-15,-47.752,ch4c13_azr_surface-flask_7_sil_month.txt,-47.56541176177523
AZR,2018,11,2018-11-15,-47.673,ch4c13_azr_surface-flask_7_sil_month.txt,-47.48419500092275
AZR,2018,12,2018-12-15,-47.591,ch4c13_azr_surface-flask_7_sil_month.txt,-47.39997824007028
AZR,2019,6,2019-06-15,-47.476,ch4c13_azr_surface-flask_7_sil_month.txt,-47.27167767495543
AZR,2019,7,2019-07-15,-47.645,ch4c13_azr_surface-flask_7_sil_month.txt,-47.438460914102954
AZR,2019,8,2019-08-15,-47.817,ch4c13_azr_surface-flask_7_sil_month.txt,-47.608244153250475
AZR,2019,9,2019-09-15,-47.876,ch4c13_azr_surface-flask_7_sil_month.txt,-47.665027392398
AZR,2019,10,2019-10-15,-47.815,ch4c13_azr_surface-flask_7_sil_month.txt,-47.601810631545526
AZR,2019,11,2019-11-15,-47.716,ch4c13_azr_surface-flask_7_sil_month.txt,-47.50059387069305
AZR,2019,12,2019-12-15,-47.642,ch4c13_azr_surface-flask_7_sil_month.txt,-47.424377109840584
AZR,2020,1,2020-01-15,-47.58,ch4c13_azr_surface-flask_7_sil_month.txt,-47.360160348988096
AZR,2020,2,2020-02-15,-47.541,ch4c13_azr_surface-flask_7_sil_month.txt,-47.318943588135625
AZR,2020,3,2020-03-15,-47.532,ch4c13_azr_surface-flask_7_sil_month.txt,-47.30772682728315
AZR,2020,4,2020-04-15,-47.539,ch4c13_azr_surface-flask_7_sil_month.txt,-47.312510066430676
AZR,2020,5,2020-05-15,-47.537,ch4c13_azr_surface-flask_7_sil_month.txt,-47.308293305578204
AZR,2020,6,2020-06-15,-47.544,ch4c13_azr_surface-flask_7_sil_month.txt,-47.313076544725725
AZR,2020,7,2020-07-15,-47.614,ch4c13_azr_surface-flask_7_sil_month.txt,-47.38085978387325
AZR,2020,8,2020-08-15,-47.752,ch4c13_azr_surface-flask_7_sil_month.txt,-47.51664302302078
AZR,2020,9,2020-09-15,-47.87,ch4c13_azr_surface-flask_7_sil_month.txt,-47.6324262621683
AZR,2020,10,2020-10-15,-47.909,ch4c13_azr_surface-flask_7_sil_month.txt,-47.66920950131583
AZR,2020,11,2020-11-15,-47.853,ch4c13_azr_surface-flask_7_sil_month.txt,-47.61099274046335
AZR,2020,12,2020-12-15,-47.771,ch4c13_azr_surface-flask_7_sil_month.txt,-47.52677597961088
AZR,2021,1,2021-01-15,-47.727,ch4c13_azr_surface-flask_7_sil_month.txt,-47.480559218758394
AZR,2021,2,2021-02-15,-47.717,ch4c13_azr_surface-flask_7_sil_month.txt,-47.468342457905926
AZR,2021,3,2021-03-15,-47.702,ch4c13_azr_surface-flask_7_sil_month.txt,-47.45112569705345
AZR,2021,4,2021-04-15,-47.67,ch4c13_azr_surface-flask_7_sil_month.txt,-47.416908936200976
AZR,2021,5,2021-05-15,-47.651,ch4c13_azr_surface-flask_7_sil_month.txt,-47.39569217534851
AZR,2021,6,2021-06-15,-47.678,ch4c13_azr_surface-flask_7_sil_month.txt,-47.420475414496025
AZR,2021,7,2021-07-15,-47.745,ch4c13_azr_surface-flask_7_sil_month.txt,-47.48525865364355
AZR,2021,8,2021-08-15,-47.803,ch4c13_azr_surface-flask_7_sil_month.txt,-47.54104189279107
AZR,2021,9,2021-09-15,-47.811,ch4c13_azr_surface-flask_7_sil_month.txt,-47.546825131938604
AZR,2021,10,2021-10-15,-47.788,ch4c13_azr_surface-flask_7_sil_month.txt,-47.521608371086124
AZR,2021,11,2021-11-15,-47.777,ch4c13_azr_surface-flask_7_sil_month.txt,-47.50839161023365
AZR,2021,12,2021-12-15,-47.792,ch4c13_azr_surface-flask_7_sil_month.txt,-47.52117484938118
AZR,2022,1,2022-01-15,-47.816,ch4c13_azr_surface-flask_7_sil_month.txt,-47.5429580885287
AZR,2022,2,2022-02-15,-47.824,ch4c13_azr_surface-flask_7_sil_month.txt,-47.548741327676225
AZR,2022,3,2022-03-15,-47.813,ch4c13_azr_surface-flask_7_sil_month.txt,-47.53552456682375
BAL,2008,5,2008-05-15,-47.057,ch4c13_bal_surface-flask_7_sil_month.txt,-47.1807692307692
BAL,2008,6,2008-06-15,-47.095,ch4c13_bal_surface-flask_7_sil_month.txt,-47.21207900207895
BAL,2008,7,2008-07-15,-47.248,ch4c13_bal_surface-flask_7_sil_month.txt,-47.35838877338873
BAL,2008,8,2008-08-15,-47.457,ch4c13_bal_surface-flask_7_sil_month.txt,-47.56069854469849
BAL,2008,9,2008-09-15,-47.607,ch4c13_bal_surface-flask_7_sil_month.txt,-47.70400831600827
BAL,2008,10,2008-10-15,-47.673,ch4c13_bal_surface-flask_7_sil_month.txt,-47.763318087318055
BAL,2008,11,2008-11-15,-47.642,ch4c13_bal_surface-flask_7_sil_month.txt,-47.72562785862781
BAL,2008,12,2008-12-15,-47.573,ch4c13_bal_surface-flask_7_sil_month.txt,-47.64993762993759
BAL,2009,1,2009-01-15,-47.504,ch4c13_bal_surface-flask_7_sil_month.txt,-47.57424740124734
BAL,2009,2,2009-02-15,-47.462,ch4c13_bal_surface-flask_7_sil_month.txt,-47.52555717255713
BAL,2009,3,2009-03-15,-47.437,ch4c13_bal_surface-flask_7_sil_month.txt,-47.493866943866905
BAL,2009,4,2009-04-15,-47.403,ch4c13_bal_surface-flask_7_sil_month.txt,-47.45317671517666
BAL,2009,5,2009-05-15,-47.379,ch4c13_bal_surface-flask_7_sil_month.txt,-47.42248648648644
BAL,2009,6,2009-06-15,-47.407,ch4c13_bal_surface-flask_7_sil_month.txt,-47.44379625779622
BAL,2009,7,2009-07-15,-47.521,ch4c13_bal_surface-flask_7_sil_month.txt,-47.55110602910598
BAL,2009,8,2009-08-15,-47.671,ch4c13_bal_surface-flask_7_sil_month.txt,-47.69441580041576
BAL,2009,9,2009-09-15,-47.757,ch4c13_bal_surface-flask_7_sil_month.txt,-47.77372557172554
BAL,2009,10,2009-10-15,-47.737,ch4c13_bal_surface-flask_7_sil_month.txt,-47.7470353430353
BAL,2009,11,2009-11-15,-47.631,ch4c13_bal_surface-flask_7_sil_month.txt,-47.63434511434508
BAL,2009,12,2009-12-15,-47.53,ch4c13_bal_surface-flask_7_sil_month.txt,-47.526654885654835
BAL,2010,1,2010-01-15,-47.491,ch4c13_bal_surface-flask_7_sil_month.txt,-47.480964656964616
BAL,2010,2,2010-02-15,-47.491,ch4c13_bal_surface-flask_7_sil_month.txt,-47.4742744282744
BAL,2010,3,2010-03-15,-47.472,ch4c13_bal_surface-flask_7_sil_month.txt,-47.448584199584154
BAL,2010,4,2010-04-15,-47.416,ch4c13_bal_surface-flask_7_sil_month.txt,-47.38589397089393
BAL,2010,5,2010-05-15,-47.396,ch4c13_bal_surface-flask_7_sil_month.txt,-47.35920374220369
BAL,2010,6,2010-06-15,-47.489,ch4c13_bal_surface-flask_7_sil_month.txt,-47.44551351351347
BAL,2010,7,2010-07-15,-47.703,ch4c13_bal_surface-flask_7_sil_month.txt,-47.65282328482323
BAL,2010,8,2010-08-15,-47.903,ch4c13_bal_surface-flask_7_sil_month.txt,-47.846133056133006
BAL,2010,9,2010-09-15,-47.958,ch4c13_bal_surface-flask_7_sil_month.txt,-47.89444282744279
BAL,2010,10,2010-10-15,-47.877,ch4c13_bal_surface-flask_7_sil_month.txt,-47.806752598752546
BAL,2010,11,2010-11-15,-47.76,ch4c13_bal_surface-flask_7_sil_month.txt,-47.68306237006232
BAL,2010,12,2010-12-15,-47.65,ch4c13_bal_surface-flask_7_sil_month.txt,-47.566372141372106
BAL,2011,1,2011-01-15,-47.573,ch4c13_bal_surface-flask_7_sil_month.txt,-47.48268191268186
BAL,2011,2,2011-02-15,-47.522,ch4c13_bal_surface-flask_7_sil_month.txt,-47.42499168399164
BAL,2011,3,2011-03-15,-47.478,ch4c13_bal_surface-flask_7_sil_month.txt,-47.37430145530143
BAL,2011,4,2011-04-15,-47.45,ch4c13_bal_surface-flask_7_sil_month.txt,-47.33961122661118
BAL,2011,5,2011-05-15,-47.447,ch4c13_bal_surface-flask_7_sil_month.txt,-47.329920997920965
BAL,2011,6,2011-06-15,-47.481,ch4c13_bal_surface-flask_7_sil_month.txt,-47.357230769230746
BHD,2009,3,2009-03-15,-47.008,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.232860821842166
BHD,2009,4,2009-04-15,-47.044,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.26603385433058
BHD,2009,5,2009-05-15,-47.08,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.299206886819
BHD,2009,6,2009-06-15,-47.085,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.30137991930742
BHD,2009,7,2009-07-15,-47.086,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.29955295179584
BHD,2009,8,2009-08-15,-47.111,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.32172598428426
BHD,2009,9,2009-09-15,-47.153,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.36089901677268
BHD,2009,10,2009-10-15,-47.167,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.3720720492611
BHD,2010,3,2010-03-15,-46.888,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.07893721170319
BHD,2010,4,2010-04-15,-46.982,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.17011024419161
BHD,2010,5,2010-05-15,-47.1,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.28528327668003
BHD,2010,6,2010-06-15,-47.168,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.35045630916845
BHD,2010,7,2010-07-15,-47.173,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.35262934165687
BHD,2010,8,2010-08-15,-47.148,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.32480237414529
BHD,2010,9,2010-09-15,-47.12,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.293975406633706
BHD,2010,10,2010-10-15,-47.093,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.26414843912213
BHD,2010,11,2010-11-15,-47.055,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.22332147161055
BHD,2010,12,2010-12-15,-47.013,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.178494504098964
BHD,2011,1,2011-01-15,-46.982,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.144667536587384
BHD,2011,2,2011-02-15,-46.994,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.153840569075804
BHD,2011,3,2011-03-15,-47.051,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.208013601564225
BHD,2011,4,2011-04-15,-47.126,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.28018663405264
BHD,2011,5,2011-05-15,-47.192,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.34335966654106
BHD,2011,6,2011-06-15,-47.219,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.36753269902948
BHD,2011,7,2011-07-15,-47.223,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.3687057315179
BHD,2011,8,2011-08-15,-47.22,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.36287876400632
BHD,2011,9,2011-09-15,-47.205,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.34505179649474
BHD,2011,10,2011-10-15,-47.166,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.303224828983154
BHD,2011,11,2011-11-15,-47.12,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.254397861471574
BHD,2011,12,2011-12-15,-47.095,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.226570893959995
BHD,2012,1,2012-01-15,-47.087,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.215743926448404
BHD,2012,2,2012-02-15,-47.086,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.21191695893683
BHD,2012,3,2012-03-15,-47.088,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.211089991425254
BHD,2012,4,2012-04-15,-47.1,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.22026302391366
BHD,2012,5,2012-05-15,-47.127,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.244436056402094
BHD,2012,6,2012-06-15,-47.159,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.27360908889051
BHD,2012,7,2012-07-15,-47.2,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.31178212137892
BHD,2012,8,2012-08-15,-47.252,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.36095515386735
BHD,2012,9,2012-09-15,-47.32,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.42612818635577
BHD,2012,10,2012-10-15,-47.387,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.49030121884417
BHD,2013,5,2013-05-15,-47.197,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.28051244626311
BHD,2013,6,2013-06-15,-47.174,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.25468547875154
BHD,2013,7,2013-07-15,-47.168,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.245858511239945
BHD,2013,8,2013-08-15,-47.185,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.26003154372837
BHD,2013,9,2013-09-15,-47.206,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.2782045762168
BHD,2013,10,2013-10-15,-47.195,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.2643776087052
BHD,2013,11,2013-11-15,-47.139,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.205550641193625
BHD,2013,12,2013-12-15,-47.057,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.12072367368206
BHD,2014,1,2014-01-15,-47.016,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.07689670617046
BHD,2014,2,2014-02-15,-47.049,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.10706973865888
BHD,2014,3,2014-03-15,-47.132,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.1872427711473
BHD,2014,4,2014-04-15,-47.194,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.24641580363572
BHD,2014,5,2014-05-15,-47.205,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.254588836124135
BHD,2014,6,2014-06-15,-47.201,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.24776186861256
BHD,2014,7,2014-07-15,-47.208,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.251934901100974
BHD,2014,8,2014-08-15,-47.217,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.25810793358939
BHD,2014,9,2014-09-15,-47.208,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.24628096607781
BHD,2014,10,2014-10-15,-47.192,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.22745399856623
BHD,2014,11,2014-11-15,-47.18,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.21262703105465
BHD,2014,12,2014-12-15,-47.169,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.19880006354307
BHD,2015,1,2015-01-15,-47.152,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.17897309603149
BHD,2015,2,2015-02-15,-47.142,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.16614612851991
BHD,2015,3,2015-03-15,-47.164,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.18531916100833
BHD,2015,7,2015-07-15,-47.218,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.22801129096201
BHD,2015,8,2015-08-15,-47.174,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.181184323450424
BHD,2015,9,2015-09-15,-47.155,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.159357355938845
BHD,2015,10,2015-10-15,-47.159,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.16053038842726
BHD,2015,11,2015-11-15,-47.166,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.16470342091568
BHD,2015,12,2015-12-15,-47.158,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.1538764534041
BHD,2016,1,2016-01-15,-47.131,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.12404948589252
BHD,2016,2,2016-02-15,-47.105,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.095222518380936
BHD,2016,3,2016-03-15,-47.096,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.083395550869355
BHD,2016,4,2016-04-15,-47.107,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.09156858335778
BHD,2016,5,2016-05-15,-47.131,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.1127416158462
BHD,2016,6,2016-06-15,-47.155,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.13391464833462
BHD,2016,7,2016-07-15,-47.173,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.14908768082304
BHD,2016,8,2016-08-15,-47.189,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.162260713311454
BHD,2016,9,2016-09-15,-47.197,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.167433745799876
BHD,2017,1,2017-01-15,-47.135,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.09412587575355
BHD,2017,2,2017-02-15,-47.145,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.10129890824197
BHD,2017,3,2017-03-15,-47.165,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.11847194073039
BHD,2017,4,2017-04-15,-47.185,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.13564497321881
BHD,2017,5,2017-05-15,-47.203,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.15081800570723
BHD,2017,6,2017-06-15,-47.223,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.167991038195645
BHD,2017,7,2017-07-15,-47.25,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.192164070684065
BHD,2017,8,2017-08-15,-47.273,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.21233710317249
BHD,2017,9,2017-09-15,-47.277,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.213510135660904
BHD,2017,10,2017-10-15,-47.261,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.194683168149325
BHD,2017,11,2017-11-15,-47.234,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.16485620063774
BHD,2017,12,2017-12-15,-47.214,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.14202923312616
BHD,2018,1,2018-01-15,-47.218,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.14320226561457
BHD,2018,2,2018-02-15,-47.239,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.161375298102996
BHD,2018,3,2018-03-15,-47.26,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.179548330591416
BHD,2018,4,2018-04-15,-47.26,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.17672136307982
BHD,2018,5,2018-05-15,-47.237,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.15089439556826
BHD,2018,6,2018-06-15,-47.222,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.13306742805668
BHD,2018,7,2018-07-15,-47.243,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.15124046054508
BHD,2018,8,2018-08-15,-47.303,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.20841349303351
BHD,2018,9,2018-09-15,-47.372,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.27458652552193
BHD,2018,10,2018-10-15,-47.407,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.306759558010334
BHD,2018,11,2018-11-15,-47.389,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.285932590498774
BHD,2018,12,2018-12-15,-47.327,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.22110562298719
BHD,2019,7,2019-07-15,-47.341,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.21531685040611
BHD,2019,11,2019-11-15,-47.451,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.31400898035979
BHD,2019,12,2019-12-15,-47.339,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.19918201284822
BHD,2020,1,2020-01-15,-47.264,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.12135504533663
BHD,2020,2,2020-02-15,-47.27,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.12452807782505
BHD,2020,3,2020-03-15,-47.322,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.173701110313466
BHD,2020,4,2020-04-15,-47.362,ch4c13_bhd_surface-flask_7_sil_month.txt,-47.210874142801885
