site,year,month,date,value,source_file,value_detrended
ALT,2000,8,2000-08-15,-47.39,ch4c13_alt_surface-flask_7_sil_month.txt,-47.68625548472024
ALT,2000,9,2000-09-15,-47.488,ch4c13_alt_surface-flask_7_sil_month.txt,-47.782118204063956
ALT,2000,10,2000-10-15,-47.503,ch4c13_alt_surface-flask_7_sil_month.txt,-47.794980923407664
ALT,2000,11,2000-11-15,-47.457,ch4c13_alt_surface-flask_7_sil_month.txt,-47.74684364275138
ALT,2000,12,2000-12-15,-47.428,ch4c13_alt_surface-flask_7_sil_month.txt,-47.71570636209509
ALT,2001,1,2001-01-15,-47.459,ch4c13_alt_surface-flask_7_sil_month.txt,-47.744569081438804
ALT,2001,2,2001-02-15,-47.497,ch4c13_alt_surface-flask_7_sil_month.txt,-47.780431800782516
ALT,2001,3,2001-03-15,-47.466,ch4c13_alt_surface-flask_7_sil_month.txt,-47.74729452012623
ALT,2001,4,2001-04-15,-47.34,ch4c13_alt_surface-flask_7_sil_month.txt,-47.61915723946994
ALT,2001,5,2001-05-15,-47.204,ch4c13_alt_surface-flask_7_sil_month.txt,-47.481019958813654
ALT,2001,10,2001-10-15,-47.594,ch4c13_alt_surface-flask_7_sil_month.txt,-47.86033355553221
ALT,2001,11,2001-11-15,-47.535,ch4c13_alt_surface-flask_7_sil_month.txt,-47.79919627487592
ALT,2001,12,2001-12-15,-47.438,ch4c13_alt_surface-flask_7_sil_month.txt,-47.70005899421964
ALT,2002,1,2002-01-15,-47.385,ch4c13_alt_surface-flask_7_sil_month.txt,-47.64492171356334
ALT,2002,2,2002-02-15,-47.372,ch4c13_alt_surface-flask_7_sil_month.txt,-47.62978443290706
ALT,2002,3,2002-03-15,-47.359,ch4c13_alt_surface-flask_7_sil_month.txt,-47.614647152250775
ALT,2002,4,2002-04-15,-47.304,ch4c13_alt_surface-flask_7_sil_month.txt,-47.55750987159448
ALT,2002,5,2002-05-15,-47.215,ch4c13_alt_surface-flask_7_sil_month.txt,-47.4663725909382
ALT,2002,6,2002-06-15,-47.161,ch4c13_alt_surface-flask_7_sil_month.txt,-47.41023531028191
ALT,2002,7,2002-07-15,-47.201,ch4c13_alt_surface-flask_7_sil_month.txt,-47.44809802962562
ALT,2002,8,2002-08-15,-47.346,ch4c13_alt_surface-flask_7_sil_month.txt,-47.59096074896933
ALT,2002,9,2002-09-15,-47.509,ch4c13_alt_surface-flask_7_sil_month.txt,-47.75182346831305
ALT,2002,10,2002-10-15,-47.582,ch4c13_alt_surface-flask_7_sil_month.txt,-47.82268618765676
ALT,2002,11,2002-11-15,-47.553,ch4c13_alt_surface-flask_7_sil_month.txt,-47.79154890700047
ALT,2002,12,2002-12-15,-47.47,ch4c13_alt_surface-flask_7_sil_month.txt,-47.70641162634418
ALT,2003,1,2003-01-15,-47.414,ch4c13_alt_surface-flask_7_sil_month.txt,-47.648274345687895
ALT,2003,2,2003-02-15,-47.403,ch4c13_alt_surface-flask_7_sil_month.txt,-47.6351370650316
ALT,2003,3,2003-03-15,-47.396,ch4c13_alt_surface-flask_7_sil_month.txt,-47.62599978437532
ALT,2003,4,2003-04-15,-47.347,ch4c13_alt_surface-flask_7_sil_month.txt,-47.574862503719025
ALT,2003,5,2003-05-15,-47.237,ch4c13_alt_surface-flask_7_sil_month.txt,-47.46272522306274
ALT,2003,6,2003-06-15,-47.145,ch4c13_alt_surface-flask_7_sil_month.txt,-47.36858794240646
ALT,2003,7,2003-07-15,-47.157,ch4c13_alt_surface-flask_7_sil_month.txt,-47.37845066175016
ALT,2003,8,2003-08-15,-47.287,ch4c13_alt_surface-flask_7_sil_month.txt,-47.506313381093875
ALT,2003,9,2003-09-15,-47.444,ch4c13_alt_surface-flask_7_sil_month.txt,-47.661176100437594
ALT,2003,10,2003-10-15,-47.508,ch4c13_alt_surface-flask_7_sil_month.txt,-47.7230388197813
ALT,2003,11,2003-11-15,-47.463,ch4c13_alt_surface-flask_7_sil_month.txt,-47.675901539125014
ALT,2003,12,2003-12-15,-47.385,ch4c13_alt_surface-flask_7_sil_month.txt,-47.595764258468726
ALT,2004,1,2004-01-15,-47.324,ch4c13_alt_surface-flask_7_sil_month.txt,-47.532626977812434
ALT,2004,2,2004-02-15,-47.294,ch4c13_alt_surface-flask_7_sil_month.txt,-47.50048969715615
ALT,2004,3,2004-03-15,-47.268,ch4c13_alt_surface-flask_7_sil_month.txt,-47.47235241649987
ALT,2004,4,2004-04-15,-47.216,ch4c13_alt_surface-flask_7_sil_month.txt,-47.418215135843575
ALT,2004,5,2004-05-15,-47.156,ch4c13_alt_surface-flask_7_sil_month.txt,-47.35607785518729
ALT,2004,6,2004-06-15,-47.138,ch4c13_alt_surface-flask_7_sil_month.txt,-47.335940574530994
ALT,2004,7,2004-07-15,-47.205,ch4c13_alt_surface-flask_7_sil_month.txt,-47.4008032938747
ALT,2004,8,2004-08-15,-47.354,ch4c13_alt_surface-flask_7_sil_month.txt,-47.54766601321842
ALT,2004,9,2004-09-15,-47.494,ch4c13_alt_surface-flask_7_sil_month.txt,-47.68552873256213
ALT,2004,10,2004-10-15,-47.564,ch4c13_alt_surface-flask_7_sil_month.txt,-47.75339145190584
ALT,2005,4,2005-04-15,-47.226,ch4c13_alt_surface-flask_7_sil_month.txt,-47.402567767968115
ALT,2005,5,2005-05-15,-47.22,ch4c13_alt_surface-flask_7_sil_month.txt,-47.39443048731183
ALT,2005,6,2005-06-15,-47.231,ch4c13_alt_surface-flask_7_sil_month.txt,-47.40329320665555
ALT,2005,7,2005-07-15,-47.309,ch4c13_alt_surface-flask_7_sil_month.txt,-47.47915592599925
ALT,2005,8,2005-08-15,-47.457,ch4c13_alt_surface-flask_7_sil_month.txt,-47.62501864534297
ALT,2006,1,2006-01-15,-47.392,ch4c13_alt_surface-flask_7_sil_month.txt,-47.549332242061524
ALT,2006,2,2006-02-15,-47.332,ch4c13_alt_surface-flask_7_sil_month.txt,-47.48719496140524
ALT,2006,3,2006-03-15,-47.275,ch4c13_alt_surface-flask_7_sil_month.txt,-47.42805768074895
ALT,2006,4,2006-04-15,-47.21,ch4c13_alt_surface-flask_7_sil_month.txt,-47.36092040009266
ALT,2006,5,2006-05-15,-47.159,ch4c13_alt_surface-flask_7_sil_month.txt,-47.30778311943637
ALT,2006,6,2006-06-15,-47.152,ch4c13_alt_surface-flask_7_sil_month.txt,-47.29864583878009
ALT,2006,7,2006-07-15,-47.233,ch4c13_alt_surface-flask_7_sil_month.txt,-47.37750855812379
ALT,2006,8,2006-08-15,-47.371,ch4c13_alt_surface-flask_7_sil_month.txt,-47.51337127746751
ALT,2006,9,2006-09-15,-47.522,ch4c13_alt_surface-flask_7_sil_month.txt,-47.662233996811224
ALT,2006,10,2006-10-15,-47.588,ch4c13_alt_surface-flask_7_sil_month.txt,-47.726096716154935
ALT,2006,11,2006-11-15,-47.557,ch4c13_alt_surface-flask_7_sil_month.txt,-47.69295943549865
ALT,2006,12,2006-12-15,-47.483,ch4c13_alt_surface-flask_7_sil_month.txt,-47.61682215484236
ALT,2007,1,2007-01-15,-47.437,ch4c13_alt_surface-flask_7_sil_month.txt,-47.56868487418607
ALT,2007,2,2007-02-15,-47.423,ch4c13_alt_surface-flask_7_sil_month.txt,-47.55254759352979
ALT,2007,3,2007-03-15,-47.379,ch4c13_alt_surface-flask_7_sil_month.txt,-47.5064103128735
ALT,2007,4,2007-04-15,-47.271,ch4c13_alt_surface-flask_7_sil_month.txt,-47.39627303221721
ALT,2007,5,2007-05-15,-47.16,ch4c13_alt_surface-flask_7_sil_month.txt,-47.28313575156091
ALT,2007,6,2007-06-15,-47.136,ch4c13_alt_surface-flask_7_sil_month.txt,-47.256998470904634
ALT,2007,7,2007-07-15,-47.279,ch4c13_alt_surface-flask_7_sil_month.txt,-47.39786119024834
ALT,2007,8,2007-08-15,-47.531,ch4c13_alt_surface-flask_7_sil_month.txt,-47.64772390959205
ALT,2007,9,2007-09-15,-47.722,ch4c13_alt_surface-flask_7_sil_month.txt,-47.83658662893577
ALT,2007,10,2007-10-15,-47.747,ch4c13_alt_surface-flask_7_sil_month.txt,-47.859449348279476
ALT,2007,11,2007-11-15,-47.646,ch4c13_alt_surface-flask_7_sil_month.txt,-47.75631206762319
ALT,2007,12,2007-12-15,-47.521,ch4c13_alt_surface-flask_7_sil_month.txt,-47.62917478696691
ALT,2008,1,2008-01-15,-47.444,ch4c13_alt_surface-flask_7_sil_month.txt,-47.550037506310616
ALT,2008,2,2008-02-15,-47.373,ch4c13_alt_surface-flask_7_sil_month.txt,-47.476900225654326
ALT,2008,3,2008-03-15,-47.278,ch4c13_alt_surface-flask_7_sil_month.txt,-47.37976294499804
ALT,2008,4,2008-04-15,-47.181,ch4c13_alt_surface-flask_7_sil_month.txt,-47.28062566434175
ALT,2008,5,2008-05-15,-47.107,ch4c13_alt_surface-flask_7_sil_month.txt,-47.204488383685465
ALT,2008,6,2008-06-15,-47.114,ch4c13_alt_surface-flask_7_sil_month.txt,-47.20935110302918
ALT,2008,7,2008-07-15,-47.205,ch4c13_alt_surface-flask_7_sil_month.txt,-47.29821382237289
ALT,2008,8,2008-08-15,-47.378,ch4c13_alt_surface-flask_7_sil_month.txt,-47.4690765417166
ALT,2008,9,2008-09-15,-47.561,ch4c13_alt_surface-flask_7_sil_month.txt,-47.64993926106031
ALT,2008,10,2008-10-15,-47.661,ch4c13_alt_surface-flask_7_sil_month.txt,-47.74780198040403
ALT,2008,11,2008-11-15,-47.639,ch4c13_alt_surface-flask_7_sil_month.txt,-47.72366469974774
ALT,2008,12,2008-12-15,-47.542,ch4c13_alt_surface-flask_7_sil_month.txt,-47.62452741909145
ALT,2009,1,2009-01-15,-47.436,ch4c13_alt_surface-flask_7_sil_month.txt,-47.516390138435156
ALT,2009,2,2009-02-15,-47.381,ch4c13_alt_surface-flask_7_sil_month.txt,-47.45925285777887
ALT,2009,3,2009-03-15,-47.357,ch4c13_alt_surface-flask_7_sil_month.txt,-47.433115577122585
ALT,2009,4,2009-04-15,-47.311,ch4c13_alt_surface-flask_7_sil_month.txt,-47.384978296466294
ALT,2009,5,2009-05-15,-47.229,ch4c13_alt_surface-flask_7_sil_month.txt,-47.30084101581001
ALT,2009,6,2009-06-15,-47.186,ch4c13_alt_surface-flask_7_sil_month.txt,-47.25570373515372
ALT,2009,7,2009-07-15,-47.267,ch4c13_alt_surface-flask_7_sil_month.txt,-47.334566454497434
ALT,2009,8,2009-08-15,-47.452,ch4c13_alt_surface-flask_7_sil_month.txt,-47.517429173841144
ALT,2009,9,2009-09-15,-47.613,ch4c13_alt_surface-flask_7_sil_month.txt,-47.67629189318486
ALT,2009,10,2009-10-15,-47.679,ch4c13_alt_surface-flask_7_sil_month.txt,-47.74015461252857
ALT,2009,11,2009-11-15,-47.621,ch4c13_alt_surface-flask_7_sil_month.txt,-47.680017331872286
ALT,2009,12,2009-12-15,-47.525,ch4c13_alt_surface-flask_7_sil_month.txt,-47.581880051216
ALT,2010,1,2010-01-15,-47.444,ch4c13_alt_surface-flask_7_sil_month.txt,-47.49874277055971
ALT,2010,2,2010-02-15,-47.402,ch4c13_alt_surface-flask_7_sil_month.txt,-47.45460548990342
ALT,2010,3,2010-03-15,-47.375,ch4c13_alt_surface-flask_7_sil_month.txt,-47.42546820924713
ALT,2010,4,2010-04-15,-47.33,ch4c13_alt_surface-flask_7_sil_month.txt,-47.37833092859084
ALT,2010,5,2010-05-15,-47.272,ch4c13_alt_surface-flask_7_sil_month.txt,-47.31819364793455
ALT,2010,6,2010-06-15,-47.246,ch4c13_alt_surface-flask_7_sil_month.txt,-47.29005636727827
ALT,2010,7,2010-07-15,-47.3,ch4c13_alt_surface-flask_7_sil_month.txt,-47.34191908662197
ALT,2010,8,2010-08-15,-47.439,ch4c13_alt_surface-flask_7_sil_month.txt,-47.47878180596569
ALT,2010,9,2010-09-15,-47.577,ch4c13_alt_surface-flask_7_sil_month.txt,-47.6146445253094
ALT,2010,10,2010-10-15,-47.654,ch4c13_alt_surface-flask_7_sil_month.txt,-47.689507244653115
ALT,2010,11,2010-11-15,-47.633,ch4c13_alt_surface-flask_7_sil_month.txt,-47.66636996399683
ALT,2010,12,2010-12-15,-47.568,ch4c13_alt_surface-flask_7_sil_month.txt,-47.59923268334054
ALT,2011,1,2011-01-15,-47.528,ch4c13_alt_surface-flask_7_sil_month.txt,-47.55709540268425
ALT,2011,2,2011-02-15,-47.513,ch4c13_alt_surface-flask_7_sil_month.txt,-47.53995812202796
ALT,2011,3,2011-03-15,-47.483,ch4c13_alt_surface-flask_7_sil_month.txt,-47.507820841371675
ALT,2011,4,2011-04-15,-47.407,ch4c13_alt_surface-flask_7_sil_month.txt,-47.42968356071538
ALT,2011,5,2011-05-15,-47.318,ch4c13_alt_surface-flask_7_sil_month.txt,-47.3385462800591
ALT,2011,6,2011-06-15,-47.285,ch4c13_alt_surface-flask_7_sil_month.txt,-47.30340899940281
ALT,2011,7,2011-07-15,-47.356,ch4c13_alt_surface-flask_7_sil_month.txt,-47.372271718746525
ALT,2011,8,2011-08-15,-47.527,ch4c13_alt_surface-flask_7_sil_month.txt,-47.54113443809024
ALT,2011,9,2011-09-15,-47.727,ch4c13_alt_surface-flask_7_sil_month.txt,-47.73899715743394
ALT,2011,10,2011-10-15,-47.857,ch4c13_alt_surface-flask_7_sil_month.txt,-47.86685987677765
ALT,2011,11,2011-11-15,-47.858,ch4c13_alt_surface-flask_7_sil_month.txt,-47.865722596121365
ALT,2011,12,2011-12-15,-47.748,ch4c13_alt_surface-flask_7_sil_month.txt,-47.75358531546508
ALT,2012,1,2012-01-15,-47.604,ch4c13_alt_surface-flask_7_sil_month.txt,-47.60744803480879
ALT,2012,2,2012-02-15,-47.512,ch4c13_alt_surface-flask_7_sil_month.txt,-47.513310754152506
ALT,2012,3,2012-03-15,-47.454,ch4c13_alt_surface-flask_7_sil_month.txt,-47.45317347349622
ALT,2012,4,2012-04-15,-47.401,ch4c13_alt_surface-flask_7_sil_month.txt,-47.39803619283993
ALT,2012,5,2012-05-15,-47.346,ch4c13_alt_surface-flask_7_sil_month.txt,-47.34089891218364
ALT,2012,6,2012-06-15,-47.326,ch4c13_alt_surface-flask_7_sil_month.txt,-47.31876163152736
ALT,2012,7,2012-07-15,-47.391,ch4c13_alt_surface-flask_7_sil_month.txt,-47.381624350871064
ALT,2012,8,2012-08-15,-47.52,ch4c13_alt_surface-flask_7_sil_month.txt,-47.508487070214784
ALT,2012,9,2012-09-15,-47.635,ch4c13_alt_surface-flask_7_sil_month.txt,-47.621349789558494
ALT,2012,10,2012-10-15,-47.691,ch4c13_alt_surface-flask_7_sil_month.txt,-47.675212508902206
ALT,2012,11,2012-11-15,-47.706,ch4c13_alt_surface-flask_7_sil_month.txt,-47.68807522824592
ALT,2012,12,2012-12-15,-47.676,ch4c13_alt_surface-flask_7_sil_month.txt,-47.655937947589635
ALT,2013,1,2013-01-15,-47.602,ch4c13_alt_surface-flask_7_sil_month.txt,-47.57980066693334
ALT,2013,2,2013-02-15,-47.501,ch4c13_alt_surface-flask_7_sil_month.txt,-47.47666338627705
ALT,2013,3,2013-03-15,-47.416,ch4c13_alt_surface-flask_7_sil_month.txt,-47.38952610562076
ALT,2013,4,2013-04-15,-47.393,ch4c13_alt_surface-flask_7_sil_month.txt,-47.36438882496447
ALT,2013,5,2013-05-15,-47.4,ch4c13_alt_surface-flask_7_sil_month.txt,-47.369251544308185
ALT,2013,6,2013-06-15,-47.396,ch4c13_alt_surface-flask_7_sil_month.txt,-47.3631142636519
ALT,2013,7,2013-07-15,-47.406,ch4c13_alt_surface-flask_7_sil_month.txt,-47.37097698299561
ALT,2013,8,2013-08-15,-47.485,ch4c13_alt_surface-flask_7_sil_month.txt,-47.44783970233932
ALT,2013,9,2013-09-15,-47.61,ch4c13_alt_surface-flask_7_sil_month.txt,-47.57070242168304
ALT,2013,10,2013-10-15,-47.68,ch4c13_alt_surface-flask_7_sil_month.txt,-47.638565141026746
ALT,2013,11,2013-11-15,-47.649,ch4c13_alt_surface-flask_7_sil_month.txt,-47.60542786037046
ALT,2013,12,2013-12-15,-47.553,ch4c13_alt_surface-flask_7_sil_month.txt,-47.50729057971417
ALT,2014,1,2014-01-15,-47.481,ch4c13_alt_surface-flask_7_sil_month.txt,-47.433153299057885
ALT,2014,2,2014-02-15,-47.466,ch4c13_alt_surface-flask_7_sil_month.txt,-47.4160160184016
ALT,2014,3,2014-03-15,-47.466,ch4c13_alt_surface-flask_7_sil_month.txt,-47.413878737745314
ALT,2014,4,2014-04-15,-47.437,ch4c13_alt_surface-flask_7_sil_month.txt,-47.38274145708902
ALT,2014,5,2014-05-15,-47.373,ch4c13_alt_surface-flask_7_sil_month.txt,-47.31660417643273
ALT,2014,6,2014-06-15,-47.337,ch4c13_alt_surface-flask_7_sil_month.txt,-47.278466895776454
ALT,2014,7,2014-07-15,-47.385,ch4c13_alt_surface-flask_7_sil_month.txt,-47.324329615120156
ALT,2014,8,2014-08-15,-47.532,ch4c13_alt_surface-flask_7_sil_month.txt,-47.46919233446386
ALT,2014,9,2014-09-15,-47.696,ch4c13_alt_surface-flask_7_sil_month.txt,-47.63105505380758
ALT,2014,10,2014-10-15,-47.773,ch4c13_alt_surface-flask_7_sil_month.txt,-47.70591777315129
ALT,2014,11,2014-11-15,-47.738,ch4c13_alt_surface-flask_7_sil_month.txt,-47.668780492495
ALT,2014,12,2014-12-15,-47.658,ch4c13_alt_surface-flask_7_sil_month.txt,-47.58664321183872
ALT,2015,1,2015-01-15,-47.588,ch4c13_alt_surface-flask_7_sil_month.txt,-47.51450593118243
ALT,2015,2,2015-02-15,-47.555,ch4c13_alt_surface-flask_7_sil_month.txt,-47.47936865052614
ALT,2015,3,2015-03-15,-47.529,ch4c13_alt_surface-flask_7_sil_month.txt,-47.45123136986986
ALT,2015,4,2015-04-15,-47.475,ch4c13_alt_surface-flask_7_sil_month.txt,-47.395094089213565
ALT,2015,5,2015-05-15,-47.396,ch4c13_alt_surface-flask_7_sil_month.txt,-47.31395680855728
ALT,2015,6,2015-06-15,-47.359,ch4c13_alt_surface-flask_7_sil_month.txt,-47.274819527900995
ALT,2015,7,2015-07-15,-47.436,ch4c13_alt_surface-flask_7_sil_month.txt,-47.3496822472447
ALT,2015,8,2015-08-15,-47.612,ch4c13_alt_surface-flask_7_sil_month.txt,-47.52354496658842
ALT,2015,9,2015-09-15,-47.773,ch4c13_alt_surface-flask_7_sil_month.txt,-47.682407685932134
ALT,2015,10,2015-10-15,-47.848,ch4c13_alt_surface-flask_7_sil_month.txt,-47.75527040527584
ALT,2015,11,2015-11-15,-47.791,ch4c13_alt_surface-flask_7_sil_month.txt,-47.69613312461955
ALT,2015,12,2015-12-15,-47.682,ch4c13_alt_surface-flask_7_sil_month.txt,-47.58499584396327
ALT,2016,1,2016-01-15,-47.591,ch4c13_alt_surface-flask_7_sil_month.txt,-47.49185856330698
ALT,2016,2,2016-02-15,-47.566,ch4c13_alt_surface-flask_7_sil_month.txt,-47.464721282650686
ALT,2016,3,2016-03-15,-47.566,ch4c13_alt_surface-flask_7_sil_month.txt,-47.4625840019944
ALT,2016,4,2016-04-15,-47.532,ch4c13_alt_surface-flask_7_sil_month.txt,-47.4264467213381
ALT,2016,5,2016-05-15,-47.467,ch4c13_alt_surface-flask_7_sil_month.txt,-47.35930944068182
ALT,2016,6,2016-06-15,-47.442,ch4c13_alt_surface-flask_7_sil_month.txt,-47.332172160025536
ALT,2016,7,2016-07-15,-47.512,ch4c13_alt_surface-flask_7_sil_month.txt,-47.400034879369244
ALT,2016,8,2016-08-15,-47.666,ch4c13_alt_surface-flask_7_sil_month.txt,-47.551897598712955
ALT,2016,9,2016-09-15,-47.812,ch4c13_alt_surface-flask_7_sil_month.txt,-47.69576031805667
ALT,2016,10,2016-10-15,-47.865,ch4c13_alt_surface-flask_7_sil_month.txt,-47.74662303740038
ALT,2016,11,2016-11-15,-47.823,ch4c13_alt_surface-flask_7_sil_month.txt,-47.702485756744096
ALT,2016,12,2016-12-15,-47.737,ch4c13_alt_surface-flask_7_sil_month.txt,-47.61434847608781
ALT,2017,1,2017-01-15,-47.671,ch4c13_alt_surface-flask_7_sil_month.txt,-47.54621119543152
ALT,2017,2,2017-02-15,-47.642,ch4c13_alt_surface-flask_7_sil_month.txt,-47.515073914775236
ALT,2017,3,2017-03-15,-47.611,ch4c13_alt_surface-flask_7_sil_month.txt,-47.481936634118945
ALT,2017,4,2017-04-15,-47.548,ch4c13_alt_surface-flask_7_sil_month.txt,-47.41679935346266
ALT,2017,5,2017-05-15,-47.478,ch4c13_alt_surface-flask_7_sil_month.txt,-47.34466207280637
ALT,2017,6,2017-06-15,-47.446,ch4c13_alt_surface-flask_7_sil_month.txt,-47.310524792150076
ALT,2017,7,2017-07-15,-47.511,ch4c13_alt_surface-flask_7_sil_month.txt,-47.373387511493796
ALT,2017,8,2017-08-15,-47.636,ch4c13_alt_surface-flask_7_sil_month.txt,-47.496250230837504
ALT,2017,9,2017-09-15,-47.761,ch4c13_alt_surface-flask_7_sil_month.txt,-47.61911295018122
ALT,2017,10,2017-10-15,-47.797,ch4c13_alt_surface-flask_7_sil_month.txt,-47.65297566952492
ALT,2017,11,2017-11-15,-47.752,ch4c13_alt_surface-flask_7_sil_month.txt,-47.60583838886864
ALT,2017,12,2017-12-15,-47.678,ch4c13_alt_surface-flask_7_sil_month.txt,-47.52970110821235
ALT,2018,1,2018-01-15,-47.637,ch4c13_alt_surface-flask_7_sil_month.txt,-47.48656382755606
ALT,2018,2,2018-02-15,-47.634,ch4c13_alt_surface-flask_7_sil_month.txt,-47.481426546899776
ALT,2018,3,2018-03-15,-47.637,ch4c13_alt_surface-flask_7_sil_month.txt,-47.48228926624349
ALT,2018,4,2018-04-15,-47.611,ch4c13_alt_surface-flask_7_sil_month.txt,-47.454151985587195
ALT,2018,5,2018-05-15,-47.555,ch4c13_alt_surface-flask_7_sil_month.txt,-47.39601470493091
ALT,2018,6,2018-06-15,-47.492,ch4c13_alt_surface-flask_7_sil_month.txt,-47.330877424274625
ALT,2018,7,2018-07-15,-47.488,ch4c13_alt_surface-flask_7_sil_month.txt,-47.324740143618335
ALT,2018,8,2018-08-15,-47.586,ch4c13_alt_surface-flask_7_sil_month.txt,-47.42060286296205
ALT,2018,9,2018-09-15,-47.737,ch4c13_alt_surface-flask_7_sil_month.txt,-47.56946558230577
ALT,2018,10,2018-10-15,-47.838,ch4c13_alt_surface-flask_7_sil_month.txt,-47.668328301649474
ALT,2018,11,2018-11-15,-47.85,ch4c13_alt_surface-flask_7_sil_month.txt,-47.67819102099319
ALT,2018,12,2018-12-15,-47.788,ch4c13_alt_surface-flask_7_sil_month.txt,-47.61405374033689
ALT,2019,1,2019-01-15,-47.723,ch4c13_alt_surface-flask_7_sil_month.txt,-47.5469164596806
ALT,2019,2,2019-02-15,-47.674,ch4c13_alt_surface-flask_7_sil_month.txt,-47.49577917902432
ALT,2019,3,2019-03-15,-47.614,ch4c13_alt_surface-flask_7_sil_month.txt,-47.43364189836803
ALT,2019,4,2019-04-15,-47.531,ch4c13_alt_surface-flask_7_sil_month.txt,-47.34850461771174
ALT,2019,5,2019-05-15,-47.475,ch4c13_alt_surface-flask_7_sil_month.txt,-47.29036733705546
ALT,2019,6,2019-06-15,-47.521,ch4c13_alt_surface-flask_7_sil_month.txt,-47.33423005639917
ALT,2019,7,2019-07-15,-47.664,ch4c13_alt_surface-flask_7_sil_month.txt,-47.47509277574288
ALT,2019,8,2019-08-15,-47.856,ch4c13_alt_surface-flask_7_sil_month.txt,-47.664955495086595
ALT,2019,9,2019-09-15,-47.977,ch4c13_alt_surface-flask_7_sil_month.txt,-47.783818214430305
ALT,2019,10,2019-10-15,-47.977,ch4c13_alt_surface-flask_7_sil_month.txt,-47.78168093377401
ALT,2019,11,2019-11-15,-47.891,ch4c13_alt_surface-flask_7_sil_month.txt,-47.69354365311773
ALT,2019,12,2019-12-15,-47.787,ch4c13_alt_surface-flask_7_sil_month.txt,-47.587406372461444
ALT,2020,1,2020-01-15,-47.722,ch4c13_alt_surface-flask_7_sil_month.txt,-47.520269091805154
ALT,2020,2,2020-02-15,-47.698,ch4c13_alt_surface-flask_7_sil_month.txt,-47.49413181114887
ALT,2020,3,2020-03-15,-47.683,ch4c13_alt_surface-flask_7_sil_month.txt,-47.47699453049258
ALT,2020,4,2020-04-15,-47.647,ch4c13_alt_surface-flask_7_sil_month.txt,-47.43885724983629
ALT,2020,5,2020-05-15,-47.594,ch4c13_alt_surface-flask_7_sil_month.txt,-47.38371996918001
ALT,2020,6,2020-06-15,-47.594,ch4c13_alt_surface-flask_7_sil_month.txt,-47.381582688523714
ALT,2020,7,2020-07-15,-47.714,ch4c13_alt_surface-flask_7_sil_month.txt,-47.49944540786742
ALT,2020,8,2020-08-15,-47.921,ch4c13_alt_surface-flask_7_sil_month.txt,-47.704308127211135
ALT,2020,9,2020-09-15,-48.084,ch4c13_alt_surface-flask_7_sil_month.txt,-47.865170846554854
ALT,2020,10,2020-10-15,-48.137,ch4c13_alt_surface-flask_7_sil_month.txt,-47.91603356589856
ALT,2020,11,2020-11-15,-48.053,ch4c13_alt_surface-flask_7_sil_month.txt,-47.82989628524227
ALT,2020,12,2020-12-15,-47.933,ch4c13_alt_surface-flask_7_sil_month.txt,-47.70775900458599
ALT,2021,1,2021-01-15,-47.848,ch4c13_alt_surface-flask_7_sil_month.txt,-47.620621723929695
ALT,2021,2,2021-02-15,-47.833,ch4c13_alt_surface-flask_7_sil_month.txt,-47.60348444327341
ALT,2021,3,2021-03-15,-47.837,ch4c13_alt_surface-flask_7_sil_month.txt,-47.60534716261713
ALT,2021,4,2021-04-15,-47.801,ch4c13_alt_surface-flask_7_sil_month.txt,-47.567209881960835
ALT,2021,5,2021-05-15,-47.731,ch4c13_alt_surface-flask_7_sil_month.txt,-47.49507260130455
ALT,2021,6,2021-06-15,-47.698,ch4c13_alt_surface-flask_7_sil_month.txt,-47.45993532064826
ALT,2021,7,2021-07-15,-47.748,ch4c13_alt_surface-flask_7_sil_month.txt,-47.50779803999197
ALT,2021,8,2021-08-15,-47.875,ch4c13_alt_surface-flask_7_sil_month.txt,-47.632660759335685
ALT,2021,9,2021-09-15,-47.996,ch4c13_alt_surface-flask_7_sil_month.txt,-47.7515234786794
ALT,2021,10,2021-10-15,-48.067,ch4c13_alt_surface-flask_7_sil_month.txt,-47.82038619802311
ALT,2021,11,2021-11-15,-48.046,ch4c13_alt_surface-flask_7_sil_month.txt,-47.797248917366815
ALT,2021,12,2021-12-15,-47.964,ch4c13_alt_surface-flask_7_sil_month.txt,-47.71311163671053
ALT,2022,1,2022-01-15,-47.882,ch4c13_alt_surface-flask_7_sil_month.txt,-47.628974356054236
ALT,2022,2,2022-02-15,-47.836,ch4c13_alt_surface-flask_7_sil_month.txt,-47.58083707539795
ALT,2022,3,2022-03-15,-47.808,ch4c13_alt_surface-flask_7_sil_month.txt,-47.55069979474167
ALT,2022,4,2022-04-15,-47.77,ch4c13_alt_surface-flask_7_sil_month.txt,-47.51056251408538
ALT,2022,5,2022-05-15,-47.727,ch4c13_alt_surface-flask_7_sil_month.txt,-47.46542523342909
ALT,2022,6,2022-06-15,-47.722,ch4c13_alt_surface-flask_7_sil_month.txt,-47.45828795277281
ALT,2022,7,2022-07-15,-47.806,ch4c13_alt_surface-flask_7_sil_month.txt,-47.54015067211651
ALT,2022,8,2022-08-15,-47.976,ch4c13_alt_surface-flask_7_sil_month.txt,-47.70801339146023
ALT,2022,9,2022-09-15,-48.158,ch4c13_alt_surface-flask_7_sil_month.txt,-47.887876110803944
ALT,2022,10,2022-10-15,-48.253,ch4c13_alt_surface-flask_7_sil_month.txt,-47.98073883014765
