multiplier,mic_dD_sigma_permil,dual_CI_width,d13C_CI_width,improvement_pct,dD_adds_value
0.5,4.125,54.39205070672561,101.25067179620925,46.27981252687154,True
1.0,8.25,54.39205070672561,101.25067179620925,46.27981252687154,True
2.0,16.5,73.84276143757083,101.25067179620925,27.069361489080563,True
3.0,24.75,115.25931093601979,101.25067179620925,-13.83560117804079,False
5.0,41.25,206.62721550824435,101.25067179620925,-104.0749081883922,False
8.0,66.0,251.35314589858328,101.25067179620925,-148.2483735065882,False
12.0,99.0,269.9891440652599,101.25067179620925,-166.65417549888107,False
16.0,132.0,274.934935172316,101.25067179620925,-171.5388750463672,False
