COUNTRY,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01012032,0.0300447,0.01992438,0.028779661,0.032258521,0.050917858,0.0759024,0.347886,0.361724134,0.595735429,0.699378839,0.681506527,0.68482724,0.752214513
Sudan,0.250300932,0.253097132,0.291595881,0.318922558,0.349532509,0.328609432,0.351775981,0.370861271,0.358536049,0.368418099,0.338581774,0.325730802,0.277796095,0.296150579,0.270245572,0.284584861,0.341280281,0.261545032,0.369578903,0.319952402,0.40678323,0.45647509,0.403081173,0.295563297,0.378542502,0.402912897,0.850238529,1.578159258,2.587921072,15.5887851,41.07510903,47.25063941,54.26966399,60.50146572,72.71280346,74.03537951,81.80559165,106.0554151,105.9895513,108.1260174,107.1318001,102.1959795,28.34617649,45.91027677,58.51974415,55.72086953,52.34361202,52.37199643,51.80710647,57.13604906,53.25085996,50.83530108,50.56319815
Somalia,0.209845838,0.209845838,0.210224723,0.18336857,0.200451404,0.18624317,0.183331868,0.04209609,0.105081516,0.235436897,0.277121444,0.226374177,0.129609102,0.156238391,0.114091413,0.127914481,0.134568154,0.387351854,0.12998346,0.172090763,0.078804275,0.059513692,0.102968732,0.100758487,9.85982E-05,9.66533E-05,9.25105E-05,8.58725E-05,5.76002E-05,5.47645E-05,7.30965E-05,6.16168E-05,9.95975E-05,9.80218E-05,0.000112548,0.000112705,0.000121653,6.3252E-05,6.3252E-05,4.7439E-05,4.7439E-05,4.99358E-05,4.99358E-05,4.99358E-05,3.32905E-05,4.99358E-05,4.99358E-05,5.65939E-05,5.99229E-05,5.99229E-05,6.01079E-05,6.01079E-05,6.21423E-05
Seychelles,9.28338E-05,9.28338E-05,0.000105005,7.73217E-05,9.31917E-05,8.5197E-05,8.53163E-05,1.92111E-05,8.37651E-05,9.91579E-05,0.000129824,8.29985E-05,4.53217E-05,9.69536E-05,8.4599E-05,8.40035E-05,0.000175387,0.000254349,0.000351764,0.000304519,0.000124223,0.000172227,9.29203E-05,8.99555E-05,8.54502E-05,8.67654E-05,8.30397E-05,8.18239E-05,5.71211E-05,5.44192E-05,7.55385E-05,6.59771E-05,0.00010267,0.000100486,0.000136083,0.00012857,0.000144499,6.3252E-05,6.3252E-05,4.7439E-05,4.7439E-05,4.99358E-05,4.99358E-05,4.99358E-05,3.32905E-05,4.99358E-05,4.99358E-05,5.65939E-05,5.99229E-05,5.99229E-05,6.01079E-05,6.01079E-05,6.21423E-05
Afghanistan,30.75729021,30.76542461,33.57304977,32.54938595,34.23916584,34.81586991,29.80012224,29.70476844,28.84732368,27.31755092,32.81133347,31.46539892,30.43122227,31.97090763,34.02361362,35.74467069,35.82277723,22.99129114,19.20754777,4.623810808,4.167883186,4.108949698,3.368086387,3.193623951,3.403963016,2.754665259,2.903233408,2.798597879,2.885525142,2.829924768,2.860431625,1.888843759,2.655968234,1.641901125,1.510013086,1.853812708,1.442115532,1.686070626,1.811503244,1.4866872,2.700100191,3.226921844,3.232981312,2.932251424,2.290327994,2.115964803,2.245306946,2.215186627,2.229581413,1.972066374,1.505133921,1.527636277,1.384204713
Bangladesh,6.033552558,6.052380659,6.078675229,8.19258433,8.961613307,6.242922745,9.248541463,10.91655031,11.58953649,13.23162584,16.39108989,17.48855601,22.49136561,24.95428261,28.82982174,32.92786109,37.13153794,43.5025772,50.99785323,53.98027537,57.99440316,59.78039101,65.9582488,74.70789411,79.90935479,85.21773702,91.3598201,90.24035048,97.34443846,105.9482073,114.8038025,128.3811802,135.5807216,145.8536636,157.062586,167.8511142,190.6241317,202.9640698,216.7073972,234.8894893,253.5370018,255.3174666,267.0938113,292.5318049,299.2245137,325.1578684,354.9342722,355.2226526,354.3442827,352.0811042,323.8967344,329.1246634,325.2283793
Bhutan,1.04324E-07,1.04324E-07,1.04327E-08,1.25191E-08,8.34576E-09,1.25191E-08,8.34576E-09,1.04327E-08,1.25191E-08,1.25191E-08,,,,,,,,,,,,,,,,,,,,,,,,,1.21749E-05,9.163E-05,9.79894E-05,7.65765E-05,8.23517E-05,6.55231E-05,0.000105142,0.000117138,0.000157843,0.000205949,0.000168181,0.000109783,0.000241834,0.00027781,0.000286088,0.000289171,0.000311336,0.000351647,0.000397177
India,120.0747997,120.0761593,120.8682865,119.3134773,128.8533158,142.3673735,152.2727484,180.8101138,196.7168273,198.6687458,178.2612057,302.1523393,369.39046,450.5030609,494.2640896,580.4105881,615.6460128,612.7966902,652.1879692,727.9936338,717.750209,665.2304575,607.0603077,475.6901882,474.4851005,571.6636297,558.4211753,666.7445564,613.0222347,632.7835378,633.7665178,621.3368525,618.9061557,655.768954,655.8440302,653.5771194,658.7880207,684.6182788,698.2028011,895.6614453,938.5398027,892.15024,815.1421534,750.2998649,723.9861345,704.7836245,704.8422867,719.0950361,719.4550105,697.7356423,647.973856,687.1607208,701.4212103
Sri Lanka,0.410890503,0.410890503,0.47638378,0.472013768,0.407615871,0.393580406,0.39196547,0.398564184,0.393984541,0.376649261,0.503139925,0.461281552,0.508980365,0.408811122,0.475871213,0.433469559,0.453227524,0.456747998,0.475332428,0.322735789,0.471777,0.437605229,0.433471103,0.480950569,0.521488437,0.502318671,0.548020058,0.485686676,0.574057901,0.495609133,0.60952995,0.542036618,0.601457904,0.546662196,0.594265062,0.534770445,0.573773759,0.509030156,0.50178445,0.537174288,0.470319826,0.537507039,0.428259682,0.44118427,0.488534107,0.453492004,0.467893734,0.440783791,0.450097819,0.500284381,0.46992417,0.473210603,0.476520221
Maldives,5.21622E-07,5.21622E-07,5.21635E-08,6.25957E-08,4.17288E-08,6.25957E-08,4.17288E-08,5.21635E-08,6.25957E-08,6.25957E-08,,,,,,,,,,,,,,,,,,,,,,,,,4.61944E-05,0.000294152,0.000382259,0.000297186,0.000358308,0.000272136,0.000350117,0.000358736,0.000543097,0.000714234,0.000829276,0.000332391,0.000751271,0.000818223,0.000865111,0.000995097,0.001071421,0.001219227,0.001387423
Pakistan,74.38548884,74.67487364,76.99937889,83.67988577,88.07839672,88.89123185,88.92790895,107.5534728,110.3900912,118.4057438,128.054568,139.8044395,154.7997012,164.0039707,174.4596852,248.270928,280.0204855,311.7848538,329.397016,360.869664,413.6824384,327.0483888,383.788334,384.0567001,397.8434755,419.261592,433.9938277,440.9354316,475.3562082,471.2358946,514.853306,498.3409066,544.0777065,617.1122267,649.5379038,670.7163254,691.8548324,670.0407085,652.9345777,664.6790184,666.7957687,622.5487203,644.7334844,662.90344,679.7029337,641.3385591,621.0379379,575.6186672,658.2253462,600.4191021,582.2317473,583.2862539,537.603529
Indonesia,746.7028848,746.7046642,906.5520791,1119.005627,1152.787511,1097.448943,1276.09926,1468.167321,1476.383114,1489.229071,1537.247942,1566.845292,1334.456813,1363.834342,1546.57326,1484.359026,1566.678581,1548.876051,1589.173698,1677.651402,1833.971999,2098.182835,2165.22366,2226.312175,2408.741293,2231.209801,2448.633575,2619.910687,2376.211647,2261.714135,2136.240307,2122.532904,1988.19408,2012.473243,1836.618332,1801.974883,1836.47827,1653.394765,1657.267868,1795.231168,1754.947251,1679.144587,1598.315025,1560.883467,1529.007261,1520.471847,1534.70431,1481.95203,1464.966074,1381.339716,1257.420788,1222.638324,1174.4363
Papua New Guinea,0.01484707,0.01484707,0.003407294,0.005797181,0.005288697,0.005797181,0.003153022,0.003407294,0.003661506,0.003661506,0.017087399,0.014951223,0.014951223,0.014951223,0.014951223,0.017087399,0.014951223,0.01281555,0.006408024,0.0085437,9.96259177,11.07067752,13.15973656,14.72968345,14.9163954,14.22360663,14.75315865,11.20354954,96.33677114,20.58000989,41.59275584,23.07965132,30.33000586,22.54518171,26.8456965,61.02030052,74.36416903,47.38132697,72.67014808,19.98619045,8.661143916,8.434197422,7.888911162,8.613219956,50.64632157,78.05711555,85.89497345,83.72849043,75.36019369,76.79408434,55.62395842,57.05407325,51.31520781
Int. Shipping,261.0792337,261.0792337,284.2782392,324.0668693,319.0771901,294.8935262,334.4508365,339.1749188,324.1795565,351.3415573,310.5820631,273.9363636,240.6611658,232.5873878,236.0663878,217.5514257,238.6374551,239.5983297,264.001715,270.0125452,314.4493939,315.420883,322.7590857,333.0340688,336.3973363,345.5853285,357.5046026,375.2085947,390.6112886,376.6480054,402.8893046,403.0841784,391.6832476,419.7729751,449.5999792,455.4604807,456.6333244,455.7222785,454.3536333,429.9794525,435.816936,438.6975893,443.9985455,436.6760887,427.494957,445.7675401,470.0592807,467.2520629,476.7964982,471.8079773,435.5280379,433.4801375,431.4418665
Japan,45.42015995,47.89334233,50.85944892,55.5097034,57.73738226,58.45540112,59.85747,62.99632147,63.25655581,64.51728192,63.563022,64.05752629,63.65679395,64.33353691,65.57738411,68.05832708,69.25179276,69.23417892,71.46071921,73.06768704,77.0211913,79.64148064,79.11770966,79.64141388,78.88700471,78.70769501,77.19384653,79.50996418,78.64079932,77.20881764,76.58879346,75.45159849,75.43804796,76.60580602,75.60619728,74.86480669,73.56224355,74.37584794,72.09936143,72.13097276,68.96804962,66.79548587,63.82012383,62.61020748,62.12551373,62.19178428,62.56116722,63.19472471,61.9333147,61.37258873,60.36662559,60.63048047,60.31037892
"Korea, Republic of",3.077192542,3.077192542,3.238127681,3.839791225,3.962891145,4.313046459,4.946706681,5.458090917,5.974815673,6.537535136,6.424084758,6.366716072,6.174664726,6.796539638,7.200151831,7.552640035,8.441058633,8.534703955,10.25501231,11.80916369,12.30374013,16.17709351,19.80984705,21.21972809,22.91471622,25.96652136,30.28112244,35.63278114,34.53709276,36.73297937,38.10634784,38.10583837,36.93405954,36.81715788,39.39255261,48.44610568,49.63205757,50.00268805,48.75014894,53.23055396,55.74956103,58.00345113,59.80108188,61.07929641,64.61039849,69.20976875,72.83281996,79.79211181,82.54059007,84.09374403,83.28250708,85.00145345,88.60187464
"Korea, Democratic People's Republic of",0.039152807,0.039152807,0.109161143,0.106827554,0.113569083,0.052376601,0.103716062,0.094309659,0.41917078,0.537993525,0.569779618,0.561159367,0.553311915,0.545619024,0.537926134,0.530628163,0.560565104,0.590718429,0.620964535,0.651056035,0.681259173,0.511267233,0.411040018,0.367946184,0.246172051,0.29761303,0.253160899,0.136788972,0.136239476,0.085638201,0.105277361,0.156459022,0.15674923,0.152476951,0.153866137,0.129374275,0.098930742,0.118341531,0.121348288,0.140209584,0.142376609,0.141827116,0.141567831,0.156385207,0.143444687,0.143444687,0.143444687,0.143496466,0.143496466,0.143496466,0.143496466,0.143506822,0.143517179
Mexico,221.1094115,221.620444,231.3939118,247.4339634,272.4974682,296.6516085,307.9153764,345.4935199,425.5049133,513.8293293,649.9633855,733.5897858,820.6591817,808.2046199,810.430118,799.5016489,731.8870783,754.9398766,755.8143989,744.0982734,778.8401432,800.8519995,790.2810309,810.5481956,816.9977121,876.0578884,1007.688161,1155.615097,1180.07627,1102.495185,1161.864164,1102.099656,1058.702578,1131.720518,1086.372728,1134.129078,1230.775142,1292.880551,1407.83908,1328.09754,1241.961355,1230.229927,1208.283844,1195.123926,1129.769944,1036.475464,955.2097331,854.1699407,848.4308448,812.7653244,808.8814835,794.0824509,817.5550632
United Arab Emirates,308.6507662,308.6571212,348.5234095,443.2115563,483.3277813,493.6534419,567.6036458,606.8226999,582.7259931,590.3355633,571.8337254,528.9563051,472.1891159,432.9427536,456.328359,486.541418,552.8476844,622.1685647,639.1888123,760.122731,821.61196,862.8886761,895.943744,1009.849931,983.8715874,1036.408014,1102.193983,1057.145459,1008.100812,1005.525169,1061.291311,1080.918714,1024.613708,1083.644546,1071.183011,1117.896566,1160.806288,1145.619983,1130.796995,1090.048246,1150.932969,1216.186359,1273.205424,1308.434052,1284.142306,1414.147896,1457.691925,1335.123061,1272.272644,1369.633268,1321.207477,1322.468835,1385.816104
Bahrain,503.7694409,503.7704577,467.868395,491.5966628,511.7560507,434.2883761,448.0123144,525.2311422,506.0239459,518.0994533,510.8450726,497.6605357,475.9708361,456.990301,451.2959694,468.8493722,497.7266089,480.3722713,493.0135964,495.6450649,489.0793138,572.0608851,647.6327059,676.5861429,666.9927845,668.7656127,695.3350436,596.7703455,616.1650916,683.8772494,685.6508664,700.4639374,655.6560187,620.631328,613.2844523,619.9646072,605.3326972,627.4452021,695.5937237,716.6129943,693.4645484,698.4029652,786.162925,881.7109554,908.3229305,904.1564018,906.1910582,886.3071413,881.438167,919.0544718,920.4802372,940.9125751,947.8712743
"Iran, Islamic Republic of",3389.041507,3389.486503,3788.438178,4395.878842,4521.424512,4044.398286,4447.243579,4265.846197,3923.466588,2438.166496,1140.377913,985.0623843,1570.751384,1714.690119,1554.250714,1602.194104,1434.179477,1660.387694,1663.137401,2082.615846,2363.569162,3142.027955,3300.251078,3353.728523,3544.254338,3385.342364,3585.669272,3614.637398,3087.094824,3091.427662,3498.670028,3211.838144,3291.300652,4150.136781,4115.691268,4408.615991,4686.339373,4511.724881,4582.776376,4719.767695,4904.216358,4972.848449,4535.86887,4542.436923,4827.14663,4938.431317,5942.008064,6298.549063,6219.984555,5388.53658,5090.690472,5479.919392,5620.859176
Iraq,2192.595235,2192.727673,1902.068376,2622.448953,2552.824087,2932.99891,3141.5143,3037.822255,3341.188862,4513.69497,3456.494655,1357.85495,1384.093195,1371.09302,1652.659085,1962.356011,2323.385829,2879.076345,3726.664192,4009.752675,2835.622205,448.8139054,624.68408,732.147047,801.4260508,849.5086669,803.808663,1328.97931,1540.680579,1817.825059,1979.553142,2016.98056,1781.4816,1758.355347,2068.938388,1923.801105,1981.724151,1853.877984,1980.147041,2251.983686,2523.958894,2791.455628,3146.759634,3150.403392,3325.845142,3710.308534,4670.835862,4750.514035,4855.968208,5010.519186,4341.215518,4324.442988,4754.623765
Israel,1800.653906,1800.648822,1894.590193,1883.575155,1301.793142,2013.987192,14.20617176,11.12427931,10.32379893,9.404236034,9.953619507,10.19869489,3.285444989,3.022168719,2.743941629,2.616919498,2.563636295,2.673352518,2.648898847,2.670117131,2.80259802,2.702096227,3.209221651,3.657930799,3.664655153,3.485337703,3.193450571,3.413188327,3.482306494,3.225369155,3.187145848,3.207164101,3.11153169,3.314661826,17.24575304,23.01043745,31.18960512,36.6325787,45.56304164,36.37062419,44.14953058,57.06741374,35.38694506,73.45171415,86.11772553,93.88462356,103.8511659,109.2040471,112.9308496,113.3832501,163.6204278,203.0065105,222.8517545
Jordan,0.152403167,0.152403167,0.165812023,0.186211865,0.202060696,0.222728935,0.312866117,0.30743471,0.373606562,0.433102448,0.471447701,0.577303802,0.670726139,0.674230327,0.694595889,0.660553189,0.817864995,0.799426859,0.798786291,1.455865213,2.282508903,2.18839119,2.508384816,2.791135265,4.059641763,4.229096555,4.186997715,4.427108735,4.47089075,4.325367335,4.369636226,4.256118048,4.205520136,4.813425504,5.160420643,4.907064005,5.073364749,4.69960189,4.46713887,4.558775421,4.130328747,4.051592151,3.95424458,3.702586273,3.486123675,3.585338394,3.254785467,3.180306937,2.992091835,3.057977327,3.548340807,3.463433466,3.510263518
Kuwait,1118.81075,1118.824913,1205.828567,1117.603869,951.9228745,787.5360262,808.5954317,751.3513239,819.5191939,988.8927646,675.765171,466.3883801,345.1129952,439.2167493,481.0962211,435.4431602,546.547304,587.4262821,616.1995443,735.5817979,435.356206,76.94388293,437.695769,770.4022579,836.4332047,775.3092674,807.6434603,883.3377042,756.857022,698.5985342,805.976338,745.4813571,750.4987004,944.8564877,937.2606405,1007.992099,1010.407516,920.7286102,881.6908525,779.249621,774.3389059,870.6832974,949.0571653,942.3102181,914.5398741,936.5001659,967.1710857,906.8514758,927.8863033,927.8614311,896.4969417,889.5479026,987.6604569
Lebanon,0.55167021,0.55243281,0.582774141,0.658597075,0.656695762,0.563097974,0.54518986,0.473858657,0.510470059,0.495671989,0.621500052,0.495916362,0.158110497,0.162587516,0.231727432,0.200247554,0.335774971,0.371317008,0.203198304,0.07371861,0.07753161,0.197760879,0.172711557,0.0577034,0.0582118,0.0582118,0.0589744,0.061008,0.0645668,0.0688882,0.0742264,0.080073,0.0879532,0.096596,0.1034594,0.109306,0.115661,0.1217618,0.1279897,0.14713096,0.16627222,0.18541348,0.20455474,0.20455474,0.20455474,0.20455474,0.20455474,0.20455474,0.20455474,0.20455474,0.20455474,0.20455474,0.20455474
Oman,215.9166036,215.9166036,209.8031359,217.9641725,215.9166036,254.6157186,272.9719037,252.6020036,236.2524063,223.829383,216.6452075,246.3536568,251.5576881,291.9487954,323.4863312,387.9734376,437.8689432,456.1664882,483.8549229,502.2266007,552.3194748,684.8933195,617.9062214,578.3766335,584.9038085,657.6431429,695.6808543,786.4514714,682.664497,734.8995404,820.8564093,921.6303513,955.1923589,1080.932884,1041.643378,1026.367993,976.782104,918.1193658,916.6587842,902.9963255,904.4453327,938.3577485,974.6510641,1019.901076,1003.629016,1043.664636,1069.691812,1049.656014,1108.263567,1108.926024,1086.723885,1143.156616,1226.43875
Qatar,313.1907617,313.2044885,355.7847935,420.0646466,375.8249501,336.949285,372.7648036,332.4678658,358.9912792,392.29072,377.9220442,342.522085,297.7649953,275.5000886,356.1618123,289.4446418,301.3755817,289.9680153,327.9958925,359.24604,376.9779331,378.8750643,402.7304876,399.1859281,403.3431534,379.4533483,504.7966451,917.9950021,918.3916668,1062.002745,1213.631984,1090.002277,1103.384121,1243.21823,1289.964264,1231.771257,1322.600008,1492.520775,1683.302144,1793.894734,2124.513563,2500.492428,2658.397677,2753.577167,2718.512565,2758.209428,2784.959271,2755.12542,2750.161273,2752.036441,2727.136251,2769.39535,2796.48711
Saudi Arabia,838.2787555,838.2863815,1055.015232,1328.111945,1488.11518,1255.748025,1534.048179,1646.260388,1528.543973,1741.637736,1903.219766,1955.814223,1386.220549,1121.593834,1072.607779,856.2130713,1202.235188,1101.977497,1285.396946,1294.95394,1461.134383,1779.967628,1851.185982,1841.960938,1839.718144,1782.065143,1875.242982,1954.787486,1911.049984,1780.264002,1972.9744,1921.736171,1915.220187,2192.611035,2213.743446,2383.440596,2466.545637,2461.725038,2593.601354,2401.191752,2456.454465,2637.372339,2796.534707,2771.276357,2827.545829,2934.494832,3040.994629,3008.210122,3080.672157,3011.235107,2912.465928,2909.160153,3158.115275
Syrian Arab Republic,163.5936305,163.5936305,181.2142502,171.416994,198.6855386,295.8591154,310.8447091,282.5513962,307.4770105,270.065883,285.7068179,291.1959145,280.5461088,292.9802092,298.9073047,311.7215236,340.572216,405.6647746,472.749207,608.2868176,694.8875302,875.0071849,860.4478332,980.3900621,997.3031676,982.3788812,972.4623876,940.1901631,904.0865199,906.908306,946.9897904,705.8074048,537.5633595,520.7827469,436.7959718,422.7550957,379.0169547,366.5548876,325.5445567,380.9451343,390.4361012,347.7440713,192.0107339,106.3598738,85.61721801,75.26991263,67.25184064,66.69274898,66.1998575,70.50547205,70.91127225,73.10780644,74.26946083
Yemen,1.180518515,1.193228515,1.115804026,1.060472164,0.97296086,0.692732259,0.728752509,0.843508472,0.869818334,0.814453766,1.321987905,1.227234765,1.336307702,1.577643436,1.684650852,1.557996161,7.24833884,13.74947375,106.0132906,118.7923681,119.2666471,122.9107605,112.8624747,135.9302836,163.7668069,135.1573838,144.4194831,156.9619937,147.3743653,174.8817826,216.0931369,193.204476,188.9845726,238.7048222,226.4790835,298.4824542,407.6528051,422.5863862,355.5360708,383.9848899,456.6408631,410.5807632,324.3626324,387.1121698,339.7990961,81.46552396,33.79013335,79.63914582,112.0396158,115.1885986,104.7663487,103.5934884,117.5220338
Algeria,971.8317758,972.0760607,1284.35592,1319.557935,1238.741364,1225.604666,1355.627251,1439.149893,1586.875,1681.363566,1483.58433,1407.227746,1445.14683,1533.57958,1597.825956,1660.440369,1730.216968,1789.306148,1787.173356,1896.379274,2005.138517,1975.697611,1998.302842,2150.374111,2131.570386,2387.078154,2456.02326,2274.717771,2202.050937,2278.342837,2455.43983,2107.134602,1970.662321,2207.578426,2096.356505,2145.604412,2264.803487,2088.953942,2197.056027,1930.444313,2080.71651,2040.722698,2068.30812,1982.873062,2057.622357,2053.376813,2206.548739,2202.087641,2194.80157,2091.609639,1931.274594,2162.956381,2205.684347
Egypt,194.5759425,194.5761763,140.22112,111.9380362,98.30985889,153.8227373,217.1966363,275.9791188,334.8368622,351.297361,409.425604,420.1820916,464.3320036,506.5986539,579.349589,632.9263493,593.7372468,656.1787568,632.1807236,662.1872103,672.7314722,861.9925411,760.4486043,778.9718721,770.751741,817.4972821,857.1706368,833.0715266,751.490925,815.4802133,773.1615369,823.4090402,859.5029813,905.6589281,936.4796477,1147.20058,1195.0492,1207.294554,1248.709544,1291.895813,1158.359123,1141.734179,1108.317649,1035.806758,980.7526298,916.08211,939.4158736,1062.945495,1178.445544,1247.593814,1147.366996,1250.163144,1212.532574
Libyan Arab Jamahiriya,3002.414872,3002.86989,2496.162647,2442.37193,1734.749095,1698.38327,2210.438384,2339.548207,2250.432785,2392.839133,2086.528935,1344.588585,1340.756532,1290.288988,1275.072758,1254.269378,1239.794364,1167.55841,1386.934738,1380.118864,1629.558492,1535.610313,1320.795261,1118.20457,1448.991644,1584.503289,1646.396024,1354.753492,1221.670974,1109.95068,1203.660547,1090.726398,1049.278783,1218.444137,1190.512976,1306.704316,1265.623648,1190.406164,1223.20654,1109.870891,1190.046735,378.6136169,1006.779961,767.9228418,486.1968437,430.7964128,419.6341895,669.3888892,786.3467344,863.7910015,391.7719241,888.3012184,982.0872645
Morocco,1.690785436,1.712900836,1.980444737,2.46145783,2.444819005,2.316171557,2.32653668,2.632961849,2.622071806,2.865742145,2.607731158,2.840554151,2.808980549,2.950536881,3.008481161,3.158779624,2.95588257,2.702496782,2.818605184,2.590004013,2.525827526,2.142050359,2.156398429,2.104845744,2.152859888,1.985443855,1.892230796,2.143800085,2.271428104,2.693954364,2.698071793,2.752458705,2.558118408,2.529103601,3.777375074,4.28353416,4.84343659,4.983674266,4.680038999,4.322588589,4.922874711,5.262392736,5.537054338,5.648076588,5.496567988,4.287528486,3.369428162,3.375162099,3.440853815,3.567476543,3.558283468,3.676814137,3.738291332
Tunisia,55.76198882,55.80318312,54.44122249,54.55059272,59.41951055,66.06559432,54.01155636,62.31447594,71.8243637,80.62242766,82.50056694,87.22269999,88.26978821,89.45340556,89.40375921,85.72619205,83.43578448,79.33434323,77.24141768,78.55166717,71.28003581,78.122292,81.54872174,72.68871563,68.9630095,65.94438066,73.03390996,82.18222834,92.0448756,101.5654301,96.021042,98.88114386,96.95976981,95.06740383,99.34620484,105.210778,118.3697617,120.7682212,148.7136316,148.4014766,146.056782,131.3284868,129.3553309,123.0386787,111.7215875,104.446559,98.10292413,87.32842297,84.40683022,78.1450495,75.63907572,81.1310513,77.73585942
Australia,72.84021416,74.97769707,82.65428485,103.6048567,105.1364857,113.9162661,118.8762521,127.7219783,130.2281612,133.7006619,130.2474272,133.4790304,139.490321,136.6838408,150.2549644,171.8383853,192.9301298,183.1702374,192.3294013,191.5840769,190.9832964,201.9381502,221.5441294,221.4011894,233.9168977,270.0031442,278.9841423,280.8765567,281.5278176,259.7363569,277.170317,279.2763103,252.8714405,233.9761695,219.1981073,212.5551057,205.7884457,206.078343,210.3209474,217.5891761,239.2522902,237.9734333,246.7582376,277.5744815,260.2412009,279.5755286,285.2377449,336.8396372,348.7950226,390.3648763,391.3211546,381.0918812,386.5934097
Cook Islands,1.04324E-06,1.04324E-06,1.04327E-07,1.25191E-07,8.34576E-08,1.25191E-07,8.34576E-08,1.04327E-07,1.25191E-07,1.25191E-07,,,,,,,,,,,,,,,,,,,,,,,,,3.11089E-06,3.49491E-05,3.84694E-05,2.44008E-05,2.76842E-05,1.82129E-05,2.75273E-05,2.93168E-05,3.70229E-05,4.57282E-05,4.18679E-05,2.09676E-05,4.57866E-05,5.13474E-05,4.7585E-05,4.92792E-05,5.30589E-05,5.94772E-05,6.66718E-05
Fiji,3.70352E-05,3.70352E-05,3.70361E-06,4.44429E-06,2.96274E-06,4.44429E-06,2.96274E-06,3.70361E-06,4.44429E-06,4.44429E-06,,,,,,,,,,,,,,,,,,,,,,,,,0.000120709,0.000714255,0.00081828,0.000558951,0.000458302,0.00027948,0.000540224,0.00036744,0.000430148,0.000572992,0.000561001,0.000321791,0.000649922,0.000753813,0.000725299,0.000751351,0.000808973,0.000906409,0.001015581
Kiribati,1.04324E-06,1.04324E-06,1.04327E-07,1.25191E-07,8.34576E-08,1.25191E-07,8.34576E-08,1.04327E-07,1.25191E-07,1.25191E-07,,,,,,,,,,,,,,,,,,,,,,,,,2.89928E-06,2.64792E-05,3.02362E-05,2.08531E-05,2.57172E-05,1.60346E-05,2.02715E-05,1.78444E-05,2.09834E-05,2.64286E-05,2.28814E-05,1.30171E-05,2.93518E-05,3.51278E-05,3.27073E-05,3.36894E-05,3.62804E-05,4.0933E-05,4.61824E-05
New Caledonia,5.21622E-05,5.21622E-05,5.21635E-06,6.25957E-06,4.17288E-06,6.25957E-06,4.17288E-06,5.21635E-06,6.25957E-06,6.25957E-06,,,,,,,,,,,,,,,,,,,,,,,,,0.000105192,0.000841257,0.000844455,0.000695969,0.000763977,0.000551391,0.00071907,0.000649056,0.000843606,0.001157354,0.001173495,0.000588404,0.001255498,0.001235451,0.001226015,0.001259356,0.001355941,0.001509449,0.001680335
New Zealand,1.500591987,1.563186509,2.605641948,2.827309521,3.086941996,3.091042519,5.893765408,8.38375859,7.702235622,5.672656391,5.282836725,6.06828728,9.200118141,10.12837783,12.3561598,15.44339704,18.3055871,18.53139885,20.18405782,21.44383029,25.63493704,29.56646862,28.29239204,31.89521011,33.5473062,24.97216048,29.99465537,37.22568718,33.42962825,30.83041988,30.26138023,32.07218317,27.81011612,21.68153865,23.30715656,27.19648119,36.1509402,37.63583301,26.92039024,27.95754687,35.29927887,36.3736806,28.9760517,22.36537992,24.171369,25.37266434,23.93058616,23.91215835,20.69028453,21.07163559,19.51314362,17.24428046,16.03304148
Palau,3.679230577,3.679230577,3.679230577,3.679230577,3.679230577,3.679230577,3.679230577,3.679230577,3.679230577,3.679230577,3.679230577,3.734685025,3.707945037,3.849373625,4.257214859,3.444917199,3.755286551,3.936715679,3.768066206,3.934885822,3.976481792,3.946842433,3.607387196,3.691931085,5.525591564,4.199403642,3.908608707,3.224131924,2.774529918,3.284710006,2.041403175,1.950490127,0.93943072,1.050234349,1.209527598,2.130117505,2.079022684,1.551673436,1.592315705,2.035006452,1.587401915,1.347917898,1.34729489,0.643182375,0.753643158,0.900008582,0.861617816,0.900749913,0.811332865,0.844914735,0.86316905,0.855801144,0.848562075
French Polynesia,7.82434E-06,7.82434E-06,7.82452E-07,9.38935E-07,6.25932E-07,9.38935E-07,6.25932E-07,7.82452E-07,9.38935E-07,9.38935E-07,,,,,,,,,,,,,,,,,,,,,,,,,5.52319E-05,0.000404675,0.000404688,0.00032107,0.000363574,0.000258263,0.000328831,0.00030005,0.000347923,0.000437457,0.000371361,0.000210341,0.000436462,0.000447868,0.000426386,0.000436203,0.000469666,0.000521532,0.000579124
Solomon Islands,3.65136E-06,3.65136E-06,3.65144E-07,4.3817E-07,2.92102E-07,4.3817E-07,2.92102E-07,3.65144E-07,4.3817E-07,4.3817E-07,,,,,,,,,,,,,,,,,,,,,,,,,1.79038E-05,0.000128407,0.000136938,0.000109543,0.00012301,9.05893E-05,0.000119031,0.000116832,0.000139904,0.000172958,0.000141321,6.97017E-05,0.00013996,0.000148243,0.00014368,0.000144773,0.000155877,0.000173112,0.000192253
