CIF-LMDz-inv1_SURF,21.97360171,33.91169062
CIF-LMDz-inv1v2_SURF,21.38705002,34.74635561
CIF-LMDz-inv2_SURF,21.77628362,34.18467361
CIF-LMDz-inv2v2_SURF,20.7290965,34.44346439
CTE-inv1_SURF,23.62142892,38.07477982
CTE-inv1v2_SURF,22.94963778,35.27855539
CTE-inv2_SURF,24.14488318,39.74503781
CTE-inv2v2_SURF,23.23149462,36.69890465
MIROC4-ACTM-inv1_SURF,16.35503409,26.37745143
MIROC4-ACTM-inv1v2_SURF,21.79744537,48.95832012
MIROC4-ACTM-inv2v2_SURF,22.998685,53.65618438
MIROC4-ACTM-inv5_SURF,14.89206431,44.19163196
MIROC4-ACTM-inv5v2_SURF,17.09496214,57.12846103
NIES-inv1v2_GOSAT,2.779711618,47.01506945
NIES-inv1v2_SURF,2.150443017,17.66030758
NIES-inv2v2_SURF,9.734502237,50.32902087
NISMON-CH4-inv1_SURF,13.71471664,51.86026714
NISMON-CH4-inv1v2_SURF,9.068444599,59.98378654
NISMON-CH4-inv2_SURF,19.46509263,52.46012936
NISMON-CH4-inv2v2_SURF,9.155000408,62.03273293
TM5-inv5_SURF,15.75019059,67.17749036
