Year,PN_smooth_mean,TN_smooth_mean,TS_smooth_mean,PS_smooth_mean
2005.9038461538437,-87.34173868841744,-80.53530037969271,-69.78555456382502,-70.01687538348149
2005.9230769230744,-87.37132154626742,-80.68901913650376,-69.7413980100954,-69.91998346848149
2005.9423076923051,-87.38797507300076,-80.91787091103038,-69.72025250151297,-69.76635912056483
2005.9615384615358,-87.35963667265077,-81.20460382557006,-69.72710135403456,-69.54674903831481
2005.9807692307666,-87.26250039481744,-81.51874244127075,-69.7652977950704,-69.27060282781481
2005.9999999999973,-87.0862923161841,-81.8027128343749,-69.83509020650187,-68.96410042289816
2006.019230769228,-86.83633945871743,-82.01768063668634,-69.93193615536197,-68.66393187781482
2006.0384615384587,-86.5321410720841,-82.10848398032809,-70.04570973507492,-68.40835551723148
2006.0576923076894,-86.20291822890076,-82.04359065620478,-70.16360732467216,-68.22772345064816
2006.0769230769201,-85.88125355300076,-81.81188222471916,-70.27149568605113,-68.13680549406482
2006.0961538461509,-85.59629939931745,-81.41849120826915,-70.35710223811871,-68.13083122348148
2006.1153846153816,-85.3680566218341,-80.90026071615785,-70.41286470116223,-68.18629558089815
2006.1346153846123,-85.20391806365075,-80.31014286676363,-70.4378070682715,-68.26644149964815
2006.153846153843,-85.09810516195078,-79.71230145457048,-70.43804775622982,-68.33020761873148
2006.1730769230737,-85.0339437025841,-79.17227327476489,-70.42569205148538,-68.34257292548148
2006.1923076923044,-84.98828558813409,-78.74679199342609,-70.41628913362798,-68.2838491669815
2006.2115384615352,-84.93693012708411,-78.47501707653302,-70.42537819295391,-68.15565946423149
2006.2307692307659,-84.85973306386744,-78.37264245001347,-70.46461132998397,-67.98206476814815
2006.2499999999966,-84.74424192731743,-78.4298262278967,-70.53996776252814,-67.8053927782315
2006.2692307692273,-84.5871187070841,-78.6131896009479,-70.64849636773147,-67.67754780464816
2006.288461538458,-84.3931939326341,-78.87080108035876,-70.77969966955548,-67.64864496314814
2006.3076923076887,-84.17260070410077,-79.14419185475873,-70.91781139362813,-67.75547722031482
2006.3269230769195,-83.93690934568411,-79.36849932379543,-71.04433592467313,-68.01242832006481
2006.3461538461502,-83.69541243066743,-79.49160782077257,-71.14330796546896,-68.4069547232315
2006.365384615381,-83.4526432064841,-79.47567099722778,-71.20473273183562,-68.90078222656483
2006.3846153846116,-83.2078597406841,-79.30198267080216,-71.22753737646063,-69.43670679531482
2006.4038461538423,-82.95668555235076,-78.97307095323443,-71.22058410216731,-69.94963978273148
2006.423076923073,-82.69449528615078,-78.51057122146476,-71.20156351760812,-70.37957332973149
2006.4423076923038,-82.42062291643411,-77.9508698637606,-71.19353096417973,-70.68368223998148
2006.4615384615345,-82.14217952313409,-77.34083031879632,-71.22181860622595,-70.84493199648149
2006.4807692307652,-81.87627905636744,-76.72995990604086,-71.3066470569389,-70.87529926756481
2006.499999999996,-81.64978825196744,-76.16859136718037,-71.46052266941763,-70.81287110431482
2006.5192307692266,-81.49627910671744,-75.69484983295102,-71.6845674176528,-70.71341838139816
2006.5384615384573,-81.45053829061743,-75.34463952576324,-71.96750904516392,-70.63823915373149
2006.557692307688,-81.5416247581841,-75.14081736952416,-72.28709434072039,-70.64088019456482
2006.5769230769188,-81.7859065670341,-75.09503459434366,-72.61351035924632,-70.75558087664817
2006.5961538461495,-82.18164234440076,-75.20667194237468,-72.91421037381268,-70.98990235448149
2006.6153846153802,-82.7064548113341,-75.46747888051972,-73.1591294626892,-71.32308037548148
2006.634615384611,-83.31850706540077,-75.85095021082174,-73.3252785828277,-71.7103908819815
2006.6538461538416,-83.96144869300078,-76.33742597658033,-73.40026758193149,-72.09251138464815
2006.6730769230724,-84.57240252185078,-76.88220956104054,-73.38315316251021,-72.40779531956481
2006.692307692303,-85.09159114101745,-77.44486490256017,-73.28357289017225,-72.60477716489815
2006.7115384615338,-85.4718052387341,-77.98557755602253,-73.11901657982224,-72.65222783923149
2006.7307692307645,-85.68588772875077,-78.46050354732735,-72.91086804238707,-72.54467083356482
2006.7499999999952,-85.73076070825076,-78.83812526274662,-72.68021436990928,-72.30230911673148
2006.769230769226,-85.6271929104841,-79.0952173448583,-72.44428131981114,-71.96557089106481
2006.7884615384567,-85.41534663721744,-79.22484002202866,-72.2141918851778,-71.58566120223148
2006.8076923076874,-85.14698710311744,-79.2371717770162,-71.99440998781947,-71.21335589048148
2006.826923076918,-84.87589709035078,-79.15908966087173,-71.78382933277595,-70.88859875089815
2006.8461538461488,-84.64838106460078,-79.03110345204799,-71.57809407489725,-70.63320248906481
2006.8653846153795,-84.49569060080077,-78.9018050343366,-71.3724768344065,-70.44817660989816
2006.8846153846102,-84.42977417495077,-78.82050341851361,-71.1645436921852,-70.31609579006482
2006.903846153841,-84.44304039340076,-78.82914429138276,-70.95592879570002,-70.20774220364814
2006.9230769230717,-84.5119819914841,-78.95487384399375,-70.7527905334204,-70.09127486923148
2006.9423076923024,-84.60371994366744,-79.20461572174347,-70.564866551213,-69.94162681856483
2006.961538461533,-84.68395771820077,-79.56252676590074,-70.40346985158455,-69.74782311739816
2006.9807692307638,-84.72460367275077,-79.99602657029547,-70.2785120840454,-69.51645277539815
2006.9999999999945,-84.70946870660076,-80.44186688672129,-70.19666580530186,-69.27047887114817
2007.0192307692253,-84.63692836636744,-80.85223757269166,-70.15925864963697,-69.04370980923149
2007.038461538456,-84.5191470426841,-81.16030654065707,-70.16105940532492,-68.87231158056483
2007.0576923076867,-84.37822836146744,-81.3333610065531,-70.19302232921729,-69.06864973130675
2007.0769230769174,-84.2403160600341,-81.30677190514669,-70.24237931827614,-68.72609159706482
2007.0961538461481,-84.12907389350077,-81.11572518250092,-70.2978655991437,-68.86722756889814
2007.1153846153788,-84.06004791288412,-80.7689682664501,-70.35046405318722,-69.07454540264814
2007.1346153846096,-84.0371458315841,-80.31050707037086,-70.39669764582149,-69.30355784464815
2007.1538461538403,-84.05193274461743,-79.79932536202705,-70.43926406967982,-69.50737173448148
2007.173076923071,-84.08576945940077,-79.29992221474485,-70.48634648206038,-69.64785769589815
2007.1923076923017,-84.11416602626743,-78.87204401756601,-70.54946540020299,-69.70510362673149
2007.2115384615324,-84.11224228850077,-78.56137913706243,-70.64033519707891,-69.68285089439814
2007.2307692307631,-84.05997852028409,-78.39277865302783,-70.76717087130898,-69.60850029564814
2007.2499999999939,-83.94605640961744,-78.36708075242078,-70.93294871335314,-69.52750777114815
2007.2692307692246,-83.76948055255076,-78.46194665710188,-71.13207397705645,-69.49329182898148
2007.2884615384553,-83.53874724925076,-78.63577701122048,-71.35161309938049,-69.55484038681482
2007.307692307686,-83.26894114718411,-78.83887953493573,-71.57339976490313,-69.74479098298148
2007.3269230769167,-82.9776435940341,-79.01306185400584,-71.77644126627314,-70.07072028481481
2007.3461538461474,-82.68080745535076,-79.11053968566068,-71.94213027719397,-70.51171697181483
2007.3653846153782,-82.38972856001743,-79.09551300673847,-72.05774562956064,-71.02116773064816
2007.3846153846089,-82.10993069585076,-78.94930680026108,-72.11956799081064,-71.53531346889815
2007.4038461538396,-81.8422555493841,-78.67285940710049,-72.1341302729423,-71.98583550981482
2007.4230769230703,-81.5858436997841,-78.28502292892968,-72.11737157463313,-72.31380627848148
2007.442307692301,-81.34215502538409,-77.81859730622887,-72.09139911957973,-72.48199450006481
2007.4615384615317,-81.11884434920077,-77.31636594862263,-72.08154280280095,-72.48283367273149
2007.4807692307625,-80.93226885205077,-76.82348480683412,-72.1089904122639,-72.34028141581483
2007.4999999999932,-80.8076762498341,-76.385818087663,-72.18808474964261,-72.10511071798149
2007.519230769224,-80.77665203596743,-76.03702905028568,-72.32244872120279,-71.84459762589817
2007.5384615384546,-80.8720715600841,-75.80869627165504,-72.50370761958891,-71.62878525964815
2007.5576923076853,-81.12145173363409,-75.7196482943822,-72.71262830219538,-71.51624257031482
2007.576923076916,-81.54007392200077,-75.77800082158984,-72.92231287232131,-71.54233567414816
2007.5961538461468,-82.12543229696743,-75.98029867446385,-73.1028860430877,-71.7124695520648
2007.6153846153775,-82.85439527270077,-76.31633364162526,-73.22667926756418,-72.00166303098149
2007.6346153846082,-83.68397490711743,-76.75862058281572,-73.27289274957772,-72.36043744548148
2007.653846153839,-84.55587801641744,-77.2874757803295,-73.23125071018151,-72.72563494073148
2007.6730769230696,-85.40421716316743,-77.8589679286424,-73.10299797343521,-73.03373847173148
2007.6923076923003,-86.16506315913409,-78.43391118828995,-72.90013999069724,-73.2337706714815
2007.711538461531,-86.7860798520841,-78.973824360089,-72.64273384932225,-73.29700639681484
2007.7307692307618,-87.23440000411743,-79.43584490568571,-72.35483553556207,-73.22149909714815
2007.7499999999925,-87.50120463510078,-79.78870144544535,-72.06010152935927,-73.03061828506482
2007.7692307692232,-87.60209954773408,-80.00842568693413,-71.77793452661113,-72.76614579964814
2007.788461538454,-87.57321142586743,-80.08628171192512,-71.5209228852278,-72.47768045898148
2007.8076923076846,-87.46377864381743,-80.02975050882148,-71.29400166279447,-72.21088226523149
2007.8269230769154,-87.32670669925076,-79.86246464504842,-71.09535924097594,-71.99728088731482
2007.846153846146,-87.20894877771744,-79.47857717862614,-70.91872370104724,-71.8479394352315
2007.8653846153768,-87.1435758879341,-79.08386019980922,-70.7563752074815,-71.75231788814816
2007.8846153846075,-87.14501767265077,-78.89600764764687,-70.60210338173522,-71.68243861314815
2007.9038461538382,-87.20827376005077,-78.80069347828154,-70.45338993052502,-71.60121435681484
2007.923076923069,-87.31205834490076,-78.8076380455218,-70.3123238668954,-71.47284005806482
2007.9423076922997,-87.4250335450841,-78.90516904899798,-70.18509189271298,-71.27269504781482
2007.9615384615304,-87.51367805400078,-79.06128012336566,-70.08031704098455,-70.99435190073149
2007.980769230761,-87.5500541375841,-79.23319307583988,-69.92679172744415,-70.65200324689815
2007.9999999999918,-87.51783174500076,-79.35623862068086,-70.0605877374769,-70.27772619139816
2008.0192307692225,-87.41537144925077,-79.3914910141329,-70.06761035473697,-69.91424767989817
2008.0384615384532,-87.2553550382841,-79.29120495762434,-70.10207207557492,-69.60495522156481
2008.057692307684,-87.06122436770077,-79.0378879234142,-70.15746587117214,-69.38356986631482
2008.0769230769147,-86.8613749633341,-78.63897102765837,-70.22510896600112,-69.26599399981482
2008.0961538461454,-86.6825027077341,-78.11969562988739,-70.29667710401871,-69.24635137756482
2008.1153846153761,-86.54362560256742,-77.53532407101756,-70.36660427658722,-69.29825419206482
2008.1346153846068,-86.45208209341743,-76.95257976799945,-70.43377661704649,-69.38109654106482
2008.1538461538375,-86.40230179020077,-76.44260237957883,-70.50213445390483,-69.44997091248149
2008.1730769230683,-86.37748354166743,-76.0701275867472,-70.57989494128539,-69.46691521314816
2008.192307692299,-86.35364552091742,-75.88362276448485,-70.67749365740296,-69.4108339159815
2008.2115384615297,-86.30499804288411,-75.90800017522209,-70.8046704706289,-69.28369223214816
2008.2307692307604,-86.2093363055841,-76.14105525962435,-70.96709191003397,-69.11140026373148
2008.2499999999911,-86.05221610396742,-76.55409932018128,-71.16495078857814,-68.93900762973149
2008.2692307692218,-85.82903144251743,-77.09652775056378,-71.38994635080647,-68.82114159131483
2008.2884615384526,-85.4788384269979,-77.69908852547434,-71.626892962889,-68.80974411431481
2008.3076923076833,-85.1098116294341,-78.30193007929947,-71.85522515995314,-68.94183488406483
2008.326923076914,-84.85420191951347,-78.83402820659627,-72.05308271511792,-69.23008677131482
2008.3461538461447,-84.43313099544682,-79.23925531735934,-72.20130428171376,-69.65842780156483
2008.3653846153754,-84.02155615568016,-79.48584544373105,-72.28696615416376,-70.18379717689815
2008.3846153846061,-83.62961995481348,-79.55927794902719,-72.49211569293166,-70.74382838481482
2008.4038461538369,-83.25996454468014,-79.46583087108039,-72.22025788952875,-71.26890461456482
2008.4230769230676,-82.97795234137025,-79.23258293269238,-72.12411123551993,-71.69603713481482
2008.4423076922983,-82.50935051526348,-78.88387701221778,-72.03521355827453,-71.98157777289816
2008.461538461529,-82.18943416116349,-78.4794375190905,-71.98022418742075,-72.10999681906483
2008.4807692307597,-81.88911197493013,-78.05979887569043,-71.97815593117537,-72.09679471989814
2008.4999999999905,-81.62869928738013,-77.6716924914308,-72.03820157910408,-71.98488300589815
2008.5192307692212,-81.43748993234681,-77.34988319221313,-72.15740393215593,-71.83519136248148
2008.5384615384519,-81.34922194496347,-77.12767705570839,-72.32114751476705,-71.71351532023148
2008.5576923076826,-81.39559112873015,-77.02625870508888,-72.50595336133185,-71.67643537106481
2008.5769230769133,-81.59916472916348,-77.056341179875,-72.68384988519111,-71.75933077414814
2008.596153846144,-81.96726665018015,-77.21666597101724,-72.82750050105749,-71.96904109448148
2008.6153846153748,-82.48827209653014,-77.49815761056507,-72.91499565665065,-72.28269852914815
2008.6346153846055,-83.13128460201348,-77.86584889293576,-72.93263228217471,-72.44419170702545
2008.6538461538362,-83.84946886108015,-78.32082737790992,-72.88072679516796,-73.05176882514814
2008.673076923067,-84.5865326114968,-78.79275647476993,-72.76515356036333,-73.35272819648148
2008.6923076922976,-85.28516229479682,-79.24796394442082,-72.60284680879204,-73.53099990581482
2008.7115384615283,-85.89577260233014,-79.64688555606622,-72.41419304404204,-73.55731681423148
2008.730769230759,-86.3838380772468,-79.94839793644083,-72.21957405142352,-73.43035389173149
2008.7499999999898,-86.73435137084681,-80.1267055949296,-72.03555980987075,-73.17567243089815
2008.7692307692205,-86.95254682011347,-80.16728791201119,-71.87229149462259,-72.83889786831482
2008.7884615384512,-87.06081011849683,-80.07422558228444,-71.73252679528926,-72.47482470806482
2008.807692307682,-87.09249209844683,-79.86976841132008,-71.61242489996425,-72.13501374548149
2008.8269230769126,-87.0839859425968,-79.5922593953259,-71.50375482829574,-71.85672316706481
2008.8461538461434,-87.06677087593015,-79.29133937091267,-71.39690516300037,-71.65564158564814
2008.865384615374,-87.06109757491346,-79.02097163423,-71.2839246710013,-71.52396306048149
2008.8846153846048,-87.07260157453014,-78.83129292066151,-71.16085694746333,-71.43407883231481
2008.9038461538355,-87.09246436574679,-78.76062222871768,-71.02884010005315,-71.3468555307315
2008.9230769230662,-87.10095207236348,-78.82903893101974,-70.89376594954851,-71.22242141573149
2008.942307692297,-87.07342071234679,-79.03475300353398,-70.76465605337444,-71.03083389689814
2008.9615384615277,-86.98734978294681,-79.35380872971362,-70.65129319628768,-70.76007253598148
2008.9807692307584,-86.82876406991348,-79.74836551990494,-70.56129803333184,-70.41947041539815
2008.999999999989,-86.59657345206348,-80.15454185565274,-70.498750141255,-70.03780322214816
2009.0192307692198,-86.30385233123016,-80.52940260874071,-70.46281774657342,-69.65653834439816
2009.0384615384505,-85.97578641443015,-80.81623287730731,-70.44734651208637,-69.3199049747315
2009.0576923076812,-85.64476980444681,-80.98396338171608,-70.44403633735858,-69.06420782423149
2009.076923076912,-85.3437722227968,-81.02267007224113,-70.44380024067091,-68.90899559831483
2009.0961538461427,-85.09947134834681,-80.93766653110005,-70.43962361575518,-68.8522619417315
2009.1153846153734,-84.92667987843014,-80.76314975400214,-70.42875269444869,-68.87090437764815
2009.134615384604,-84.8252862311968,-80.54513972106584,-70.41368805711627,-68.92641588589815
2009.1538461538348,-84.78034895351348,-80.33583539447721,-70.40177404960795,-68.9745247139815
2009.1730769230655,-84.76527132176348,-80.18396338494553,-70.40335675680517,-68.97652905423149
2009.1923076922963,-84.74729900198014,-80.12576120669621,-70.42889558642275,-68.90962216839816
2009.211538461527,-84.69408719738014,-80.1781856077808,-70.48569317058204,-68.77368302464814
2009.2307692307577,-84.5798786302968,-80.33550490993525,-70.57476728930376,-68.59278414014815
2009.2499999999884,-84.38996963411348,-80.56980255941167,-70.69029995856461,-68.41086721314815
2009.2692307692191,-84.12257601263015,-80.83521254740107,-70.81791130556792,-68.28239051606482
2009.2884615384498,-83.78783936946347,-81.07443850227953,-70.93761248706694,-68.25994384781481
2009.3076923076806,-83.4043889786968,-81.2313751302366,-71.02740933546458,-68.38158538273149
2009.3269230769113,-82.99443475814682,-81.25087428709897,-71.06668307849293,-68.66079469898148
2009.346153846142,-82.57868431004681,-81.09761236404437,-71.0416741446721,-69.1075625668148
2009.3653846153727,-82.17237492298014,-80.74718318019448,-70.94869350683852,-69.54249906793295
2009.3846153846034,-81.78339914568015,-80.20990826491615,-70.79482790176353,-69.9994713455996
2009.4038461538341,-81.41294840638014,-79.50953252556319,-70.59956160249517,-70.4149134580996
2009.4230769230649,-81.05844369794681,-78.68899096759111,-70.39076188148601,-70.7336053930996
2009.4423076922956,-80.71791844583015,-77.80323759950785,-70.20028507540762,-70.91875468693294
2009.4615384615263,-80.39461606889681,-76.91430742261305,-70.0600121308455,-70.95927789376627
2009.480769230757,-80.10046167308013,-76.08333426517657,-69.99413876676678,-70.8718010805996
2009.4999999999877,-79.85729537583015,-75.36894265407993,-70.0168191534455,-70.69695132909959
2009.5192307692184,-79.6952646168468,-74.81458393280982,-70.12919781724736,-70.4907432325996
2009.5384615384492,-79.64845177926347,-74.4588661164537,-70.3193539638168,-70.31291945843294
2009.5576923076799,-79.74850164633014,-74.32491686515785,-70.56467155396494,-70.2147460080996
2009.5769230769106,-80.01755356504681,-74.42222586190455,-70.83597854499087,-70.22885248509961
2009.5961538461413,-80.44066938101348,-74.74462772737041,-71.1026570641489,-70.3632303585996
2009.615384615372,-81.09182721716515,-75.27808558139165,-71.33799069362492,-70.6005661605996
2009.6346153846027,-81.76416080456515,-75.98250203479822,-71.52208819223846,-70.90290309526627
2009.6538461538335,-82.53414182691515,-76.82880828510923,-71.64607089909224,-71.22046331059958
2009.6730769230642,-83.40145730955108,-77.76044984992039,-71.71105162158393,-71.50257752576627
2009.692307692295,-84.33757127009848,-78.72111422780583,-70.97963369092878,-71.70825620926627
2009.7115384615256,-85.05511429713182,-79.64894268075051,-71.57204806276116,-71.8140828705996
2009.7307692307563,-85.66735869714847,-80.46689768933547,-71.06339127887367,-71.25665730911179
2009.749999999987,-86.14915982893181,-81.2566629954453,-71.22340948753144,-73.00807769357536
2009.7692307692178,-86.49053526936515,-81.8164177371762,-71.33534393250669,-73.11735232468035
2009.7884615384485,-86.69641058566515,-82.19946672222898,-71.46806479057625,-73.18736511541869
2009.8076923076792,-86.78423120421515,-82.41074070305153,-71.6037538925796,-73.21611369337202
2009.82692307691,-86.3558474315111,-82.4584120622935,-71.69830729570072,-73.2009472344105
2009.8461538461406,-87.33004728372619,-82.4526498229851,-71.81143228170136,-73.14604792576681
2009.8653846153713,-87.15797766539286,-82.34625007250817,-71.80651755300501,-73.04259965070514
2009.884615384602,-86.99882590664286,-82.23171135785418,-71.72176795309139,-72.8923211328968
2009.9038461538328,-86.86963021414286,-82.1521166599234,-71.55789744560255,-72.69466568138515
2009.9230769230635,-86.77905074955953,-82.13619718695823,-71.32806419346811,-72.45084553902515
2009.9423076922942,-86.71850495989285,-82.1932174168706,-71.05478261663441,-72.16468521194346
2009.961538461525,-87.38333900930165,-82.33572625433347,-70.7974455236012,-71.84591619669975
2009.9807692307556,-87.35719786330165,-82.49164086469845,-70.52034727828412,-71.49937402487944
2009.9999999999864,-87.37067005813499,-82.63490155907186,-70.28128514900536,-71.14086883334946
2010.019230769217,-87.40736421880163,-82.73392662164547,-70.09339618213001,-70.78553516593631
2010.0384615384478,-87.44719210096831,-82.74196576572974,-69.95820901606942,-70.44713100597131
2010.0576923076785,-87.46939048780165,-82.63677924207407,-69.87116314623333,-70.13957249850927
2010.0769230769092,-87.45557754763499,-82.76968152392995,-69.82600241647974,-69.87267321952494
2010.09615384614,-87.39241544530165,-82.58618579425404,-69.80633312546335,-69.6533853765966
2010.1153846153707,-87.27349047413497,-82.31094204273894,-69.80607808485365,-69.48402592045494
2010.1346153846014,-87.10012547063499,-81.96948592378126,-69.8236513765328,-69.36351669258161
2010.153846153832,-86.88099341596832,-81.59898919511625,-69.86476640862958,-69.28831118801995
2010.1730769230628,-86.63058382780164,-81.24187798037377,-69.94095210990021,-69.25380690724161
2010.1923076922935,-86.36675706396831,-80.93824955505468,-70.04391952836828,-69.25576800778828
2010.2115384615242,-86.08614466896832,-80.7075434755367,-70.62808400100621,-69.2909234303984
2010.230769230755,-86.02920444594139,-80.68084806214024,-70.75779801331697,-69.35918392489022
2010.2499999999857,-85.82335740058501,-80.65816852414864,-70.88889769154936,-69.4617861043082
2010.2692307692164,-85.60138198157853,-80.68738778417165,-70.99185528691692,-69.60072984006578
2010.288461538447,-85.3386908293107,-80.72227965768712,-71.12568346809603,-69.77806320671493
2010.3076923076778,-85.01473449021786,-80.73656688818039,-71.28669011945006,-69.99320838078866
2010.3269230769085,-84.6191588919457,-80.65953537285164,-71.40356616112187,-70.24374554131721
2010.3461538461393,-84.15613052369515,-80.65578052836595,-71.47707225965087,-70.52357376215768
2010.36538461537,-83.64579619648136,-80.4055348202665,-71.53596982506771,-70.82277842574729
2010.3846153846007,-83.12245153017463,-80.06946327779987,-71.61182675400683,-71.1299315649875
2010.4038461538314,-82.62970497509906,-79.68410864165156,-71.67498431291929,-71.43123688437842
2010.4230769230621,-82.21357511872756,-79.29518601719674,-71.79642560152324,-71.71400793374997
2010.4423076922928,-81.91490790922433,-79.23841042607144,-72.20883747502839,-72.54203735773216
2010.4615384615236,-81.7626485193755,-78.73479225062484,-72.20082980871936,-72.24434578591479
2010.4807692307543,-81.76931258525025,-78.5887673895575,-72.48262394529709,-72.4177971495466
2010.499999999985,-81.9295269545807,-78.57967030674936,-72.78491334163637,-72.56527220079056
2010.5192307692157,-82.22184787790682,-78.65071841081213,-73.08792444938884,-72.69247807534205
2010.5384615384464,-82.61336747293922,-78.79948403547299,-73.35483926069435,-72.80636186089961
2010.5576923076771,-83.0660440668917,-78.99083161515387,-73.55076868380452,-72.91380986398295
2010.5769230769079,-83.5433599470213,-79.19181031508741,-73.64947367314274,-73.02042602048145
2010.5961538461386,-84.01589504313361,-79.3702826655847,-73.64070834041307,-73.12951079457966
2010.6153846153693,-84.46470257877077,-79.52943731041046,-73.52407312159842,-73.24181241549562
2010.6346153846,-84.88191691678371,-79.63952026433084,-73.3078068944595,-73.35503314685555
2010.6538461538307,-85.2686740344943,-79.76336352792278,-73.05240013426538,-73.46487727802523
2010.6730769230614,-85.6310490830904,-79.91226394186948,-72.81631321995503,-73.5654755814015
2010.6923076922922,-85.97515514788523,-80.04047619537671,-72.49275981289654,-73.65003414570266
2010.7115384615229,-86.3027125344943,-80.23579781122528,-72.3313668600204,-73.71315828691934
2010.7307692307536,-86.6082515992891,-80.48471515845405,-72.15599067767714,-73.74986469955569
2010.7499999999843,-86.87869150425671,-80.69020825158219,-71.98727683659534,-73.75799163559356
2010.769230769215,-87.09544154097378,-80.95385315038767,-71.91621253472341,-73.73467498539857
2010.7884615384457,-87.23854360360878,-81.19619913450038,-71.85613074813212,-73.68072820543688
2010.8076923076765,-87.29185971483987,-81.39180926598021,-71.77803963167896,-73.59741143589022
2010.8269230769072,-87.24802816840358,-81.53680448688456,-71.67152534636723,-73.48658891343189
2010.846153846138,-87.11193223643815,-81.5566013582876,-71.44868897659046,-73.35031274353022
2010.8653846153686,-86.90174502369516,-81.55463566938222,-71.20117012896023,-73.19058338596855
2010.8846153845993,-86.64715643838198,-81.53052248480157,-70.89661847620019,-73.00933246266023
2010.90384615383,-86.38503227315519,-81.50579000688826,-70.55798947007979,-72.80860543314856
2010.9230769230608,-86.15335084010987,-81.51269844368278,-70.21702368035791,-72.59086464403855
2010.9423076922915,-85.98467218028264,-81.57693915219727,-69.90871600477013,-72.35929726020689
2010.9615384615222,-86.6288863869494,-82.04495506925427,-70.00924596848493,-72.11611152509687
2010.980769230753,-86.6096134641037,-82.2616283098667,-69.82030944994715,-71.8700887406099
2010.9999999999836,-86.61066300418386,-82.42814799816132,-69.72787782924452,-71.62498663441325
2011.0192307692143,-86.6162021073903,-82.6174848454542,-69.709602031982,-71.38716934633344
2011.038461538445,-86.61215080729009,-82.73907079260593,-69.72782311068868,-71.16116000903511
2011.0576923076758,-86.58049370161991,-82.76031751694622,-69.77965633263464,-70.95182981191017
2011.0769230769065,-86.57998273628658,-83.18023532286095,-69.92496515243606,-70.76277787342586
