Year,S_tot,Mic,FF,BB,f_mic,dD_src,d13C_src,KIE_D,physical
2007,549.4709,434.9843,23.3165,91.1700,0.7916,-284.2970,-55.1316,1.2977,True
2007,558.1691,482.6660,0.0000,75.5030,0.8647,-290.4469,-54.4755,1.3093,True
2007,551.2102,353.1843,157.6681,40.3578,0.6407,-279.4248,-53.4548,1.2886,True
2007,544.4144,380.0953,110.7064,53.6128,0.6982,-286.3766,-53.7010,1.3017,True
2007,579.5721,503.9219,0.0000,75.6501,0.8695,-284.4860,-54.5978,1.2978,True
2007,591.4633,506.1691,0.0000,85.2942,0.8558,-287.2430,-54.5137,1.3028,True
2007,566.4269,491.7318,0.0000,74.6951,0.8681,-280.8156,-54.1059,1.2910,True
2007,556.4347,472.4090,0.0000,84.0258,0.8490,-284.3901,-55.2994,1.2978,True
2007,555.0696,461.4329,0.0000,93.6367,0.8313,-290.6059,-53.0325,1.3096,True
2007,576.3368,476.9022,0.0000,99.4346,0.8275,-282.0741,-54.9424,1.2933,True
2007,551.9959,509.0506,0.0000,42.9454,0.9222,-279.1622,-52.4574,1.2881,True
2007,531.1321,531.1321,0.0000,0.0000,1.0115,-286.0454,-54.7789,1.3012,False
2007,561.3439,497.4739,0.0000,63.8700,0.8862,-282.9125,-53.3763,1.2950,True
2007,574.9724,491.1846,0.0000,83.7878,0.8543,-287.0458,-53.5733,1.3026,True
2007,587.4170,567.8178,0.0000,19.5992,0.9666,-281.6087,-53.2743,1.2923,True
2007,551.2421,421.7597,73.9978,55.4846,0.7651,-281.4310,-53.5362,1.2923,True
2007,573.6700,379.3443,151.1600,43.1657,0.6613,-282.5479,-54.5107,1.2942,True
2007,531.8072,434.6817,0.0000,97.1255,0.8174,-284.0179,-54.8045,1.2974,True
2007,563.9907,509.0401,0.0000,54.9506,0.9026,-293.0999,-54.6025,1.3143,True
2007,551.8055,413.9061,65.9939,71.9055,0.7501,-285.7072,-53.5870,1.3003,True
2007,545.1524,485.2360,0.0000,59.9164,0.8901,-288.2776,-54.7378,1.3053,True
2007,581.9318,477.5979,0.9679,103.3661,0.8207,-284.5059,-54.1601,1.2978,True
2007,528.0170,381.7555,107.3136,38.9479,0.7230,-280.3189,-56.3017,1.2905,True
2007,551.9383,461.9539,0.0000,89.9845,0.8370,-286.9114,-54.8035,1.3026,True
2007,539.9905,438.8018,0.0000,101.1887,0.8126,-281.3071,-53.8189,1.2922,True
2007,544.4558,439.0963,52.8574,52.5021,0.8065,-286.4342,-55.5246,1.3018,True
2007,546.2211,409.7237,54.6405,81.8569,0.7501,-280.6316,-55.3242,1.2909,True
2007,552.5490,454.6425,4.3557,93.5508,0.8228,-281.5626,-55.8574,1.2926,True
2007,532.5214,514.0356,0.0000,18.4858,0.9653,-278.2107,-53.0460,1.2866,True
2007,528.7099,414.8832,73.1064,40.7203,0.7847,-282.7414,-54.3710,1.2950,True
2007,566.5303,513.2441,0.0000,53.2862,0.9059,-294.3134,-52.4132,1.3166,True
2007,580.0421,478.1956,23.8585,77.9880,0.8244,-288.6176,-55.5075,1.3055,True
2007,533.1581,492.9217,0.0000,40.2363,0.9245,-291.4288,-55.4530,1.3114,True
2007,551.2712,514.6527,0.0000,36.6185,0.9336,-286.5720,-55.0286,1.3020,True
2007,541.9449,389.5069,152.4380,0.0000,0.7187,-283.7610,-56.2735,1.2968,True
2007,555.5988,439.3800,19.5698,96.6491,0.7908,-280.4044,-54.9209,1.2904,True
2007,553.2899,423.0960,30.1840,100.0099,0.7647,-276.6590,-54.3766,1.2835,True
2007,541.0011,467.7031,1.7901,71.5079,0.8645,-285.0883,-54.2856,1.2993,True
2007,523.8418,396.2513,76.9151,50.6754,0.7564,-285.0687,-54.2838,1.2995,True
2007,555.0353,428.7378,20.0571,106.2404,0.7725,-282.1304,-54.6699,1.2936,True
2007,531.2343,489.8280,0.0000,41.4063,0.9221,-288.8323,-55.7863,1.3065,True
2007,512.4756,420.4031,39.2571,52.8154,0.8203,-281.1746,-55.8074,1.2923,True
2007,557.2776,498.3723,0.0000,58.9054,0.8943,-286.1929,-54.0125,1.3012,True
2007,544.0458,386.3595,119.5101,38.1762,0.7102,-278.1023,-55.2011,1.2862,True
2007,567.9304,483.6158,0.0000,84.3146,0.8515,-282.3482,-52.8498,1.2939,True
2007,572.8006,474.8539,16.5153,81.4314,0.8290,-290.6484,-55.1231,1.3095,True
2007,540.9617,473.2497,4.4225,63.2895,0.8748,-288.0501,-54.9787,1.3049,True
2007,552.4202,529.3832,0.0000,23.0370,0.9583,-300.9183,-56.3682,1.3297,True
2007,540.6761,505.3216,0.0000,35.3545,0.9346,-289.4572,-53.8032,1.3076,True
2007,568.6423,487.3510,0.0000,81.2912,0.8570,-281.5659,-53.6535,1.2924,True
2007,561.0319,496.6763,0.0000,64.3556,0.8853,-286.4000,-54.7465,1.3015,True
2007,571.1215,410.6516,112.7275,47.7425,0.7190,-280.4528,-54.1421,1.2903,True
2007,582.5475,420.1492,152.2702,10.1281,0.7212,-285.5900,-54.4186,1.2998,True
2007,556.5495,526.5441,0.0000,30.0055,0.9461,-291.7657,-53.4847,1.3118,True
2007,565.9088,462.8337,0.0000,103.0751,0.8179,-285.2733,-54.1544,1.2994,True
2007,543.3177,411.5832,32.6064,99.1281,0.7575,-286.8796,-53.6646,1.3026,True
2007,558.3927,366.6010,191.7917,0.0000,0.6565,-286.6986,-55.6686,1.3021,True
2007,533.7095,425.1462,94.8916,13.6717,0.7966,-283.3820,-56.7923,1.2962,True
2007,569.1243,456.5308,7.7231,104.8704,0.8022,-286.9607,-54.6819,1.3025,True
2007,554.8244,381.2230,67.8793,105.7221,0.6871,-283.4296,-53.1855,1.2960,True
2007,549.1565,433.3007,31.0052,84.8507,0.7890,-286.7921,-54.2393,1.3024,True
2007,561.2422,478.1774,0.0000,83.0648,0.8520,-282.8115,-54.1146,1.2948,True
2007,578.0079,521.9592,0.0000,56.0488,0.9030,-289.4256,-54.8464,1.3071,True
2007,557.4861,477.7608,0.0000,79.7253,0.8570,-284.0378,-54.7498,1.2971,True
2007,569.6636,380.7432,187.2192,1.7012,0.6684,-281.3688,-54.3839,1.2920,True
2007,529.4279,409.7682,45.2917,74.3680,0.7740,-283.1849,-54.9782,1.2958,True
2007,538.7704,462.9860,0.0000,75.7844,0.8593,-282.2270,-55.5638,1.2940,True
2007,517.3804,464.5223,0.0000,52.8581,0.8978,-283.8693,-55.5120,1.2973,True
2007,517.9865,383.7695,0.0736,134.1434,0.7409,-278.1359,-53.3117,1.2866,True
2007,583.2854,460.0112,0.0000,123.2742,0.7887,-283.8959,-54.2220,1.2966,True
2007,535.0289,386.9004,91.0563,57.0722,0.7231,-277.9945,-55.4957,1.2861,True
2007,582.2473,461.0453,36.7951,84.4070,0.7918,-283.6451,-54.6930,1.2962,True
2007,560.2511,446.1312,0.0000,114.1200,0.7963,-284.3737,-53.5905,1.2977,True
2007,554.7565,554.7565,0.0000,0.0000,1.0031,-286.3372,-53.5065,1.3015,False
2007,567.0655,459.9578,38.3822,68.7254,0.8111,-289.4193,-56.3590,1.3072,True
2007,571.3413,471.9177,0.0000,99.4235,0.8260,-281.5029,-54.0960,1.2923,True
2007,562.0025,410.3729,87.9605,63.6691,0.7302,-274.4724,-55.0033,1.2794,True
2007,551.9226,497.2638,0.0000,54.6589,0.9010,-279.0058,-54.5954,1.2878,True
2007,548.0199,396.5645,99.8422,51.6132,0.7236,-279.7452,-54.2218,1.2892,True
2007,551.2113,510.9965,0.0000,40.2148,0.9270,-292.4092,-54.3152,1.3131,True
2007,537.3065,405.5878,69.4338,62.2849,0.7549,-284.7639,-53.9540,1.2987,True
2007,576.9157,576.9157,0.0000,0.0000,1.1509,-288.9532,-52.9160,1.3062,False
2007,541.1465,442.5511,0.0000,98.5954,0.8178,-281.5628,-53.1255,1.2927,True
2007,576.0159,485.5393,0.0000,90.4766,0.8429,-282.3224,-55.2312,1.2937,True
2007,559.1624,432.7641,0.0000,126.3983,0.7740,-286.0118,-52.8817,1.3008,True
2007,563.8165,445.7956,6.6195,111.4013,0.7907,-285.8181,-54.9662,1.3004,True
2007,580.6656,445.4486,43.4675,91.7496,0.7671,-288.9118,-53.5711,1.3061,True
2007,577.2124,447.3541,4.1472,125.7111,0.7750,-283.2390,-53.1194,1.2954,True
2007,559.4659,387.0931,126.6480,45.7248,0.6919,-275.3056,-54.1291,1.2809,True
2007,556.1444,403.1326,39.7007,113.3110,0.7249,-281.7338,-54.3597,1.2928,True
2007,560.1267,502.6378,0.0000,57.4889,0.8974,-285.2951,-53.3786,1.2995,True
2007,575.8178,575.7998,0.0180,0.0000,1.0000,-292.0091,-55.7477,1.3121,True
2007,590.4016,472.9618,7.8624,109.5774,0.8011,-280.8622,-54.2940,1.2909,True
2007,545.3641,450.0666,6.2558,89.0417,0.8253,-282.5379,-54.1035,1.2945,True
2007,572.3966,490.1882,0.0000,82.2084,0.8564,-283.2740,-54.9449,1.2956,True
2007,534.8642,377.6637,157.2005,0.0000,0.7061,-282.1526,-56.5770,1.2939,True
2007,569.8086,518.9294,0.0000,50.8793,0.9107,-280.8381,-54.2837,1.2910,True
2007,543.6570,417.3918,43.5823,82.6829,0.7677,-285.7736,-54.6170,1.3006,True
2007,578.2324,568.2055,0.0000,10.0269,0.9827,-292.9470,-54.5445,1.3138,True
2007,547.8931,502.2602,0.0000,45.6329,0.9167,-288.2479,-55.4371,1.3052,True
2007,563.4581,531.0472,0.0000,32.4109,0.9425,-290.3821,-54.7980,1.3091,True
2007,563.0836,373.4394,177.3736,12.2705,0.6632,-278.0150,-54.3232,1.2859,True
2007,553.6926,498.5549,0.0000,55.1377,0.9004,-292.6060,-56.9028,1.3135,True
2007,534.4638,465.0807,0.0000,69.3831,0.8702,-287.1171,-53.6816,1.3032,True
2007,576.2308,533.6603,0.0000,42.5704,0.9261,-284.0806,-53.9643,1.2970,True
2007,533.8030,341.9452,156.6232,35.2346,0.6406,-282.7288,-54.6498,1.2949,True
2007,534.1383,356.2445,149.3972,28.4966,0.6670,-279.8140,-54.8032,1.2895,True
2007,564.7813,414.5946,111.8487,38.3380,0.7341,-283.3921,-54.6501,1.2959,True
2007,562.7433,492.0262,0.0000,70.7171,0.8743,-285.3139,-55.5500,1.2995,True
2007,545.8390,374.1985,154.8455,16.7950,0.6855,-289.2311,-56.3936,1.3071,True
2007,572.6661,449.9637,0.0000,122.7024,0.7857,-287.9900,-53.1682,1.3044,True
2007,570.2115,435.7862,93.7421,40.6832,0.7643,-284.7560,-55.0428,1.2984,True
2007,544.0024,426.3572,87.8015,29.8437,0.7837,-287.1151,-56.7909,1.3031,True
2007,563.3539,446.2795,3.3426,113.7318,0.7922,-284.3897,-55.1730,1.2977,True
2007,559.5311,489.8686,0.0000,69.6626,0.8755,-280.4684,-54.9211,1.2905,True
2007,519.1700,470.1978,15.5637,33.4085,0.9057,-287.3790,-55.4451,1.3039,True
2007,548.7715,494.3347,0.0000,54.4367,0.9008,-290.2089,-54.1761,1.3089,True
2007,573.4360,573.4360,0.0000,0.0000,1.0034,-297.3852,-54.4563,1.3225,False
2007,562.5471,520.2594,0.0000,42.2876,0.9248,-292.1806,-55.0791,1.3125,True
2007,551.4451,421.7597,0.0000,129.6854,0.7648,-287.2664,-53.8033,1.3033,True
2007,541.9643,397.6735,117.9152,26.3756,0.7338,-280.8127,-54.9938,1.2913,True
2007,562.6942,440.4116,0.0000,122.2826,0.7827,-287.3677,-53.1804,1.3034,True
2007,530.6005,417.8852,0.0000,112.7154,0.7876,-280.5571,-54.3988,1.2909,True
2007,540.3402,494.6125,0.0000,45.7277,0.9154,-289.2125,-53.1349,1.3071,True
2007,571.6022,534.9144,0.0000,36.6878,0.9358,-282.2947,-53.9757,1.2937,True
2007,566.5162,517.4613,0.0000,49.0548,0.9134,-287.5824,-54.2489,1.3037,True
2007,585.3327,467.3379,0.0000,117.9949,0.7984,-285.3944,-55.8366,1.2994,True
2007,554.4295,438.0738,0.0000,116.3556,0.7901,-285.2278,-54.3199,1.2994,True
2007,570.2686,485.8486,43.9453,40.4747,0.8520,-288.6722,-56.1720,1.3057,True
2007,552.7491,350.6322,202.1169,0.0000,0.6343,-277.1783,-55.8428,1.2844,True
2007,578.5607,465.7938,34.0665,78.7005,0.8051,-281.7699,-54.7702,1.2927,True
2007,573.3012,522.0952,0.0000,51.2060,0.9107,-280.7032,-54.2539,1.2908,True
2007,584.7546,463.9270,46.7705,74.0571,0.7934,-285.3598,-53.9016,1.2993,True
2007,566.0079,441.9357,3.8373,120.2349,0.7808,-279.2935,-54.5667,1.2882,True
2007,566.5928,517.3976,0.0000,49.1951,0.9132,-278.4938,-54.2167,1.2867,True
2007,540.5375,540.5375,0.0000,0.0000,1.1096,-288.3025,-54.5388,1.3054,False
2007,574.6405,453.4632,77.3743,43.8030,0.7891,-279.3913,-54.5058,1.2883,True
2007,545.8262,409.9385,94.5847,41.3029,0.7510,-276.4599,-55.4685,1.2832,True
2007,563.6294,447.1999,48.7861,67.6434,0.7934,-284.2222,-54.8760,1.2974,True
2007,552.4435,460.1708,0.0000,92.2726,0.8330,-287.2595,-54.0234,1.3033,True
2007,541.2240,455.1150,0.0000,86.1089,0.8409,-287.7385,-53.7257,1.3043,True
2007,558.4832,514.8456,0.0000,43.6376,0.9219,-285.1619,-53.3553,1.2992,True
2007,567.0257,457.6596,15.3028,94.0634,0.8071,-276.1796,-54.6268,1.2825,True
2007,549.0394,549.0394,0.0000,0.0000,1.0198,-284.6290,-54.8112,1.2983,False
2007,553.3046,481.7968,0.0000,71.5078,0.8708,-279.2420,-53.4441,1.2882,True
2007,600.2698,554.1140,0.0000,46.1558,0.9231,-284.9363,-56.0223,1.2984,True
2007,546.7839,427.5728,9.4998,109.7112,0.7820,-281.9558,-54.1138,1.2934,True
2007,543.5105,501.8057,0.0000,41.7047,0.9233,-290.3325,-54.6886,1.3092,True
2007,560.1492,446.1316,0.0000,114.0176,0.7965,-282.4549,-53.3468,1.2941,True
2007,572.3960,490.0640,0.0000,82.3320,0.8562,-282.5314,-54.2171,1.2942,True
2007,568.4190,555.4592,0.0000,12.9598,0.9772,-284.7937,-54.4048,1.2984,True
2007,584.1442,469.4558,11.8206,102.8678,0.8037,-279.9445,-54.1430,1.2893,True
2007,584.3448,477.5586,0.0000,106.7862,0.8173,-282.3321,-53.3528,1.2937,True
2007,571.2222,409.8001,127.6462,33.7759,0.7174,-278.9259,-55.6087,1.2875,True
2007,558.1905,490.8241,0.0000,67.3664,0.8793,-289.7513,-55.3078,1.3079,True
2007,546.9055,453.6231,0.0000,93.2825,0.8294,-287.7937,-53.5135,1.3043,True
2007,574.7062,531.7273,0.0000,42.9789,0.9252,-292.3427,-55.4449,1.3127,True
2007,563.1862,476.3532,0.0000,86.8330,0.8458,-283.0966,-53.6612,1.2953,True
2007,547.5787,386.8957,87.2010,73.4819,0.7066,-274.7046,-55.8081,1.2800,True
2007,546.7507,422.1331,50.5946,74.0229,0.7721,-291.2442,-54.4093,1.3109,True
2007,566.0681,441.2756,62.9038,61.8887,0.7795,-290.8581,-54.9042,1.3100,True
2007,540.8074,449.3561,0.0000,91.4513,0.8309,-286.8082,-54.3024,1.3025,True
2007,567.2101,443.8429,95.9211,27.4461,0.7825,-283.4479,-55.4524,1.2959,True
2007,574.2215,435.9353,0.0000,138.2861,0.7592,-282.2331,-53.1999,1.2936,True
2007,574.6858,574.6858,0.0000,0.0000,1.0394,-296.4258,-54.1762,1.3206,False
2007,617.5968,560.2753,0.0000,57.3216,0.9072,-287.4671,-55.6153,1.3030,True
2007,543.9758,469.3852,0.0000,74.5906,0.8629,-277.9396,-54.7065,1.2859,True
2007,568.1269,401.8205,110.2712,56.0352,0.7073,-280.7497,-54.7477,1.2909,True
2007,533.2252,438.8976,0.0000,94.3276,0.8231,-282.1457,-55.0795,1.2939,True
2007,553.7151,428.5303,51.9908,73.1939,0.7739,-284.7282,-54.4077,1.2985,True
2007,533.4618,395.1414,46.3515,91.9690,0.7407,-288.9014,-55.6531,1.3066,True
2007,565.8218,499.9688,0.0000,65.8531,0.8836,-281.0560,-54.4924,1.2915,True
2007,535.8364,333.2186,173.8011,28.8167,0.6219,-287.5421,-53.8312,1.3040,True
2007,563.0683,437.7467,80.6578,44.6638,0.7774,-287.9982,-56.6907,1.3045,True
2007,511.5535,449.0302,3.4239,59.0994,0.8778,-293.2406,-55.1509,1.3152,True
2007,576.3450,438.2095,47.5872,90.5483,0.7603,-275.7761,-53.5908,1.2817,True
2007,536.0872,465.2994,0.0000,70.7878,0.8680,-279.8908,-53.8219,1.2896,True
2007,538.1931,448.0291,0.0000,90.1640,0.8325,-289.0618,-54.6490,1.3069,True
2007,564.6545,500.1777,0.0000,64.4768,0.8858,-281.8742,-54.2998,1.2930,True
2007,569.6053,419.1687,103.3196,47.1170,0.7359,-282.9688,-55.2051,1.2950,True
2007,539.8406,539.8406,0.0000,0.0000,1.1292,-284.7719,-55.0512,1.2987,False
2007,534.2601,390.8301,119.9631,23.4669,0.7315,-282.0499,-55.1072,1.2937,True
2007,574.5064,520.5250,5.0513,48.9301,0.9060,-286.5439,-56.6268,1.3017,True
2007,563.1767,522.2581,0.0000,40.9186,0.9273,-289.6376,-54.0106,1.3077,True
2007,540.2720,435.4452,0.0000,104.8267,0.8060,-292.2532,-53.4119,1.3129,True
2007,531.3299,428.5825,0.0000,102.7474,0.8066,-287.3770,-55.1018,1.3037,True
2007,571.4552,488.8915,13.9740,68.5897,0.8555,-286.3999,-53.9049,1.3014,True
2007,549.6911,454.1872,46.3398,49.1640,0.8263,-279.4720,-54.4775,1.2887,True
2007,555.4836,532.1054,0.0000,23.3782,0.9579,-291.0018,-55.0946,1.3104,True
2007,553.9886,400.7757,93.9699,59.2429,0.7234,-285.4844,-54.3198,1.2999,True
2007,559.8320,450.8337,24.2738,84.7246,0.8053,-289.2424,-54.3990,1.3069,True
2007,557.6143,443.4814,48.8961,65.2368,0.7953,-283.0033,-54.5593,1.2952,True
2007,582.4147,383.0684,135.6846,63.6618,0.6577,-277.9828,-55.0437,1.2856,True
2007,542.3644,451.0538,4.1877,87.1229,0.8316,-288.0499,-54.1238,1.3049,True
2007,544.2906,453.3561,0.0000,90.9345,0.8329,-286.9029,-54.4801,1.3027,True
2007,510.5603,454.5296,0.0000,56.0306,0.8903,-283.0994,-54.8809,1.2959,True
2007,552.3489,472.4532,0.0000,79.8957,0.8554,-286.6495,-53.8834,1.3021,True
2007,553.8874,413.3155,0.0000,140.5720,0.7462,-291.2501,-53.7810,1.3108,True
2007,556.3929,544.0850,0.0000,12.3079,0.9779,-287.9658,-54.3822,1.3046,True
2007,507.8775,355.6333,83.4498,68.7944,0.7002,-278.0013,-54.6830,1.2864,True
2007,548.8579,497.4627,0.0000,51.3953,0.9064,-297.4786,-54.8684,1.3230,True
2007,553.5379,449.8929,0.0000,103.6450,0.8128,-287.4150,-54.1877,1.3035,True
2007,541.4457,541.3092,0.1365,0.0000,0.9997,-289.8622,-54.3883,1.3083,True
2007,572.3592,467.7040,0.0000,104.6552,0.8172,-289.9314,-55.2870,1.3081,True
2007,565.5263,480.4552,0.0000,85.0711,0.8496,-288.6003,-54.0866,1.3057,True
2007,590.5638,442.7301,23.3908,124.4428,0.7497,-283.4668,-54.8629,1.2957,True
2007,555.3654,443.2263,4.9535,107.1856,0.7981,-280.7510,-54.6096,1.2910,True
2007,531.5344,525.1917,0.0000,6.3427,0.9881,-287.6293,-55.0580,1.3042,True
2007,533.5648,398.8525,97.8952,36.8171,0.7475,-281.9351,-54.2085,1.2935,True
2007,534.6423,370.8205,111.7234,52.0984,0.6936,-284.4482,-54.0157,1.2982,True
2007,593.3131,457.2886,82.0416,53.9829,0.7707,-286.0170,-55.0643,1.3005,True
2007,562.2553,398.8699,61.7506,101.6347,0.7094,-281.7672,-54.0031,1.2928,True
2007,554.6459,411.0701,132.7822,10.7937,0.7411,-277.7242,-54.0092,1.2854,True
2007,559.6279,481.4637,37.2101,40.9541,0.8603,-288.3951,-55.7021,1.3053,True
2007,547.5914,475.6504,0.0000,71.9410,0.8686,-287.2272,-54.9913,1.3033,True
2007,574.3538,488.0265,0.0000,86.3273,0.8497,-288.3537,-54.7651,1.3051,True
2007,555.7739,472.9770,8.6085,74.1884,0.8510,-284.2418,-53.3055,1.2975,True
2007,536.7601,356.3996,121.3985,58.9620,0.6640,-280.5820,-54.0932,1.2909,True
2007,525.3022,369.0128,115.7158,40.5736,0.7025,-287.9651,-54.8666,1.3049,True
2007,585.2873,534.8970,5.9733,44.4171,0.9139,-292.1659,-55.6996,1.3123,True
2007,575.8912,462.5525,0.0000,113.3387,0.8032,-281.5372,-52.7804,1.2923,True
2007,538.1883,413.8914,107.4826,16.8143,0.7690,-281.1532,-54.5495,1.2920,True
2007,559.6509,448.6349,65.8462,45.1698,0.8016,-291.3347,-56.0269,1.3109,True
2007,558.3026,383.1138,175.1887,0.0000,0.6862,-280.3594,-55.0541,1.2903,True
2007,513.2292,389.1009,80.7238,43.4045,0.7581,-280.4809,-55.0482,1.2910,True
2007,556.5934,450.7895,0.0000,105.8038,0.8099,-287.2854,-54.4735,1.3033,True
2007,530.0937,370.8372,126.5500,32.7065,0.6996,-286.9310,-55.3877,1.3029,True
2007,549.6877,375.5170,174.1707,0.0000,0.6831,-283.2358,-55.8515,1.2957,True
2007,536.8083,461.1869,0.0000,75.6214,0.8591,-283.5396,-53.4633,1.2964,True
2007,553.4297,553.4297,0.0000,0.0000,1.0730,-281.7253,-54.0215,1.2929,False
2007,531.1550,468.3064,0.0000,62.8486,0.8817,-287.1529,-54.4972,1.3033,True
2007,574.4243,459.2689,46.9508,68.2046,0.7995,-289.7291,-55.2703,1.3077,True
2007,554.5112,433.9886,87.5589,32.9637,0.7827,-288.1924,-56.5364,1.3050,True
2007,566.2145,558.0939,0.0000,8.1205,0.9857,-287.8490,-53.7096,1.3042,True
2007,553.9013,489.5044,0.0000,64.3969,0.8837,-289.9369,-55.3454,1.3083,True
2007,561.7483,409.2695,106.8037,45.6751,0.7286,-283.9856,-55.1748,1.2970,True
2007,552.2736,420.5250,50.0629,81.6856,0.7614,-282.5079,-54.8259,1.2943,True
2007,539.7336,387.9370,71.5056,80.2909,0.7188,-280.7577,-53.2561,1.2912,True
2007,548.6715,430.7479,0.0000,117.9236,0.7851,-279.5017,-54.7339,1.2888,True
2007,553.8921,467.1764,0.0000,86.7157,0.8434,-282.5801,-54.2279,1.2944,True
2007,550.9842,428.5678,6.1247,116.2917,0.7778,-281.6202,-53.1267,1.2927,True
2007,531.8395,440.7575,0.0000,91.0820,0.8287,-287.2076,-55.1057,1.3034,True
2007,546.9198,471.9942,0.0000,74.9256,0.8630,-290.6778,-52.3204,1.3098,True
2007,580.0427,558.5750,0.0000,21.4677,0.9630,-284.0775,-54.6016,1.2970,True
2007,548.9403,536.8890,0.0000,12.0513,0.9780,-284.5518,-54.4510,1.2982,True
2007,568.1069,541.2491,0.0000,26.8578,0.9527,-289.3469,-54.6134,1.3071,True
2007,540.8085,462.2810,0.0000,78.5275,0.8548,-282.3605,-54.8956,1.2942,True
2007,528.1020,397.6943,73.9969,56.4108,0.7531,-278.9601,-54.2088,1.2880,True
2007,530.8436,409.4336,18.3806,103.0295,0.7713,-286.4608,-54.1202,1.3020,True
2007,578.3174,499.5889,0.0000,78.7285,0.8639,-283.8865,-54.6899,1.2966,True
2007,554.5979,422.4029,75.4645,56.7305,0.7616,-281.3721,-53.6052,1.2922,True
2007,586.8070,489.9977,0.0000,96.8093,0.8350,-282.5429,-54.2195,1.2941,True
2007,570.6392,477.0291,0.0000,93.6101,0.8360,-286.6288,-55.9268,1.3019,True
2007,528.2935,383.2118,116.4804,28.6013,0.7254,-284.7025,-54.8395,1.2987,True
2007,576.1878,370.8852,144.4980,60.8046,0.6437,-283.9030,-54.5560,1.2967,True
2007,574.3395,490.7460,0.0000,83.5936,0.8545,-290.3509,-54.6374,1.3089,True
2007,562.7617,450.2906,40.8980,71.5731,0.8001,-282.8282,-55.2592,1.2948,True
2007,568.0363,519.5480,0.0000,48.4883,0.9146,-288.4370,-54.6980,1.3053,True
2007,544.4440,374.8545,119.5394,50.0500,0.6885,-276.7199,-54.8294,1.2837,True
2007,555.5710,404.2981,89.0536,62.2192,0.7277,-286.1041,-55.3143,1.3010,True
2007,543.1221,438.8961,15.9332,88.2928,0.8081,-285.5176,-54.5333,1.3001,True
2007,586.4538,496.3983,0.0000,90.0555,0.8464,-291.5775,-54.4856,1.3111,True
2007,569.2948,436.5026,5.3750,127.4172,0.7667,-277.3161,-54.4863,1.2845,True
2007,542.4821,462.1129,17.6523,62.7169,0.8518,-284.2143,-53.9031,1.2976,True
2007,552.7069,444.1377,0.0000,108.5691,0.8036,-284.8389,-53.8681,1.2987,True
2007,544.3236,472.2765,0.0000,72.0471,0.8676,-282.7262,-54.6353,1.2948,True
2007,546.4833,400.3096,106.3230,39.8507,0.7325,-282.9136,-54.6010,1.2952,True
2007,520.4278,467.9702,0.0000,52.4577,0.8992,-292.1860,-54.6687,1.3131,True
2007,579.4103,510.0302,0.0000,69.3801,0.8803,-282.6210,-54.5615,1.2943,True
2007,531.2821,504.1864,0.0000,27.0957,0.9490,-288.9802,-55.4846,1.3068,True
2007,550.0445,495.8106,0.0000,54.2339,0.9014,-282.5105,-54.1103,1.2944,True
2007,538.5232,435.6931,0.0000,102.8301,0.8091,-287.4827,-53.9235,1.3038,True
2007,534.7681,462.0536,0.0000,72.7145,0.8640,-288.9560,-54.4228,1.3067,True
2007,525.6424,445.2267,2.8382,77.5775,0.8470,-286.0683,-54.6010,1.3013,True
2007,563.8467,437.9306,22.4339,103.4821,0.7767,-283.9160,-53.2153,1.2968,True
2007,555.6228,433.8504,20.0747,101.6977,0.7808,-280.3107,-54.1444,1.2902,True
2007,608.7978,534.1561,0.0000,74.6417,0.8774,-290.9256,-53.9068,1.3096,True
2007,568.1657,427.0030,30.1408,111.0220,0.7515,-286.7544,-54.2124,1.3021,True
2007,565.3009,510.3871,0.0000,54.9138,0.9029,-288.2875,-55.2525,1.3051,True
2007,565.6456,509.9614,0.0000,55.6842,0.9016,-285.2746,-54.8855,1.2994,True
2007,574.7035,406.5845,155.2835,12.8355,0.7075,-283.0700,-56.0583,1.2952,True
2007,570.4375,565.9862,4.4513,0.0000,0.9922,-291.3255,-54.7323,1.3108,True
2007,552.5128,473.1894,0.0000,79.3234,0.8564,-285.4973,-55.4241,1.2999,True
2007,526.9652,452.8711,0.0000,74.0941,0.8594,-280.9371,-54.5320,1.2917,True
2007,535.4535,418.3013,13.5385,103.6137,0.7812,-281.9745,-54.6916,1.2935,True
2007,562.5944,401.6840,20.0893,140.8212,0.7140,-288.9346,-53.7383,1.3063,True
2007,566.5986,473.8571,0.0000,92.7416,0.8363,-284.2450,-55.4564,1.2974,True
2007,582.0393,427.8413,86.0081,68.1899,0.7351,-283.0145,-54.9603,1.2950,True
2007,549.2614,536.8952,0.0000,12.3662,0.9775,-294.3360,-54.8843,1.3168,True
2007,540.1609,469.9490,0.0000,70.2119,0.8700,-286.5043,-53.4728,1.3020,True
2007,544.6683,525.4051,0.0000,19.2631,0.9646,-295.9451,-53.9473,1.3200,True
2007,551.5709,487.8654,0.0000,63.7055,0.8845,-289.5186,-54.5316,1.3076,True
2007,551.6849,551.6849,0.0000,0.0000,1.0225,-291.7299,-55.3269,1.3118,False
2007,606.7812,582.0944,0.0000,24.6869,0.9593,-291.4100,-56.0310,1.3106,True
2007,556.6810,556.6810,0.0000,0.0000,1.0516,-290.6418,-54.6402,1.3097,False
2007,550.4497,411.0434,124.8381,14.5682,0.7467,-281.3306,-55.8425,1.2922,True
