site_code,site_name,country,latitude,longitude,elevation_m,lab,project,n_observations,year_start,year_end,file
MNM,Minamitorishima,Japan,24.28,153.98,8.0,JMA,surface-insitu,137341,2000.0,2018.0,ch4_MNM_surface_hourly_JMA.nc
MQA,Macquarie Island,Australia,-54.483,158.967,6.0,CSIRO,surface-flask,771,2000.0,2017.0,ch4_MQA_surface_event_CSIRO.nc
MRC,Marcellus Pennsylvania,United States,41.4662,-76.4188,592.0,NOAA,aircraft-flask,77,2015.4,2015.4,ch4_MRC_aircraft_event_NOAA.nc
MRC,Marcellus Pennsylvania,United States,41.4662,-76.4188,592.0,NOAA,surface-flask,707,2015.6,2020.0,ch4_MRC_surface_event_NOAA.nc
MSH,"Mashpee, Massachusetts",United States,41.6568,-70.4973,32.3,NOAA,surface-flask,348,2016.4,2020.0,ch4_MSH_surface_event_NOAA.nc
MVY,"Marthas Vineyard, Massachusetts",United States,41.325,-70.5667,0.0,NOAA,surface-flask,210,2007.7,2011.2,ch4_MVY_surface_event_NOAA.nc
MWO,Mt. Wilson Observatory,United States,34.2246,-118.0586,1728.0,NOAA,surface-flask,3788,2010.3,2020.1,ch4_MWO_surface_event_NOAA.nc
NAT,Farol De Mae Luiza Lighthouse,Brazil,-5.7952,-35.1853,50.0,NOAA,surface-flask,770,2010.7,2020.0,ch4_NAT_surface_event_NOAA.nc
NEB,"NE Baltimore, Maryland",United States,39.3154,-76.583,44.0,NOAA,surface-flask,48,2018.3,2019.6,ch4_NEB_surface_event_NOAA.nc
NGL,Neuglobsow,Germany,53.17,13.03,65.0,UBA,surface-insitu,116056,2000.0,2014.0,ch4_NGL_surface_hourly_UBA.nc
NGM,Western Pacific Ocean,N/A,0.0,152.0,-9999.99,TU,shipboard-flask,629,2006.2,2012.7,ch4_NGM_surface_event_TU.nc
NHA,"Offshore Portsmouth, New Hampshire (Isles of Shoals)",United States,42.95,-70.63,0.0,NOAA,aircraft-flask,3789,2003.7,2020.1,ch4_NHA_aircraft_event_NOAA.nc
NMB,Gobabeb,Namibia,-23.58,15.03,456.0,MPI-BGC,surface-flask,372,2013.2,2017.3,ch4_NMB_surface_event_MPI-BGC.nc
NMB,Gobabeb,Namibia,-23.58,15.03,456.0,NOAA,surface-flask,1159,1997.0,2019.7,ch4_NMB_surface_event_NOAA.nc
NOV,Novosibirsk,Russia,55.0,83.0,0.0,NIES,aircraft-flask,2524,2000.1,2016.0,ch4_NOV_aircraft_event_NIES.nc
NOY,Noyabrsk,Russia,63.4292,75.78,108.0,NIES,surface-insitu,84296,2005.8,2018.0,ch4_NOY_surface_hourly_NIES.nc
NSA,"North Slope, Alaska",United States,70.1797,-150.5969,-9999.99,NOAA,aircraft-flask,379,2015.3,2016.6,ch4_NSA_aircraft_event_NOAA.nc
NWB,NW Baltimore,United States,39.3445,-76.6851,135.0,NOAA,surface-flask,54,2018.3,2019.6,ch4_NWB_surface_event_NOAA.nc
NWF,"Niwot Ridge Forest, Colorado",United States,40.03,-105.55,3050.0,NOAA,surface-flask,893,2006.1,2009.9,ch4_NWF_surface_event_NOAA.nc
NWR,"Niwot Ridge, Colorado",United States,40.0531,-105.5864,3523.0,NOAA,surface-flask,7369,1983.4,2020.1,ch4_NWR_surface_event_NOAA.nc
NYA,"Ny-Alesund, Svalbard",Norway and Sweden,78.917,11.933,40.0,NIPR,surface-flask,947,2000.0,2020.0,ch4_NYA_surface_event_NIPR.nc
NZL,Kaitorete Spit,New Zealand,-43.83,172.63,3.0,NOAA,surface-flask,182,1983.4,1985.3,ch4_NZL_surface_event_NOAA.nc
OBN,Obninsk,Russia,55.11,36.6,183.0,NOAA,surface-flask,455,2004.0,2009.3,ch4_OBN_surface_event_NOAA.nc
OIL,"Oglesby, Illinois",United States,41.28,-88.94,192.6,NOAA,aircraft-flask,424,2004.7,2005.9,ch4_OIL_aircraft_event_NOAA.nc
OPW,"Olympic Peninsula, Washington",United States,48.2997,-124.6276,486.0,NOAA,surface-flask,310,1984.8,1990.4,ch4_OPW_surface_event_NOAA.nc
ORL,Orleans,France,47.83,2.5,175.0,LSCE,aircraft-flask,2156,2000.0,2017.6,ch4_ORL_aircraft_event_LSCE.nc
OXK,Ochsenkopf,Germany,50.0301,11.8084,1022.0,MPI-BGC,surface-flask,1858,2003.1,2017.8,ch4_OXK_surface_event_MPI-BGC.nc
OXK,Ochsenkopf,Germany,50.0301,11.8084,1022.0,NOAA,surface-flask,1158,2003.2,2019.4,ch4_OXK_surface_event_NOAA.nc
PAL,"Pallas-Sammaltunturi, GAW Station",Finland,67.9733,24.1157,565.0,NOAA,surface-flask,1615,2002.0,2019.9,ch4_PAL_surface_event_NOAA.nc
PAL,"Pallas-Sammaltunturi, GAW Station",Finland,67.9733,24.1157,565.0,FMI,surface-insitu,110383,2004.1,2018.0,ch4_PAL_surface_hourly_FMI.nc
PCO,"Pico, Azores",Portugal,38.47,-28.4,2225.0,NOAA,surface-flask,12,2010.6,2011.5,ch4_PCO_surface_event_NOAA.nc
PDI,Pha Din,Vietnam,21.5731,103.5157,1466.0,EMPA,surface-insitu,15978,2014.1,2016.9,ch4_PDI_surface_hourly_EMPA.nc
PDM,Pic Du Midi,France,42.9372,0.1411,2877.0,LSCE,surface-flask,540,2001.4,2015.6,ch4_PDM_surface_event_LSCE.nc
PDM,Pic Du Midi,France,42.9372,0.1411,2877.0,LSCE,surface-insitu,30357,2014.3,2018.0,ch4_PDM_surface_hourly_LSCE.nc
PFA,"Poker Flat, Alaska",United States,64.9,-148.76,210.0,NOAA,aircraft-flask,4799,1999.5,2020.1,ch4_PFA_aircraft_event_NOAA.nc
PIP,off the Pacific coast of Sendai,Japan,37.81,141.35,0.0,TU,aircraft-flask,2044,2000.1,2010.6,ch4_PIP_aircraft_event_TU.nc
POC,Pacific Ocean,N/A,1.22,149.745,0.0,NIWA,surface-flask,350,2000.7,2013.4,ch4_POC_surface_event_NIWA.nc
POC,Pacific Ocean,N/A,0.0,-147.17,0.0,NOAA,surface-flask,13411,1987.0,2017.5,ch4_POC_surface_event_NOAA.nc
PRS,Plateau Rosa Station,Italy,45.93,7.7,3480.0,RSE,surface-insitu,67249,2005.0,2017.0,ch4_PRS_surface_hourly_RSE.nc
PSA,"Palmer Station, Antarctica",United States,-64.92,-64.0,10.0,NOAA,surface-flask,3520,1983.0,2019.8,ch4_PSA_surface_event_NOAA.nc
PTA,"Point Arena, California",United States,38.9546,-123.7408,17.0,NOAA,surface-flask,995,1999.0,2011.4,ch4_PTA_surface_event_NOAA.nc
PUY,Puy de Dome,France,45.7719,2.9658,1465.0,LSCE,surface-flask,728,2001.6,2017.6,ch4_PUY_surface_event_LSCE.nc
PUY,Puy de Dome,France,45.7719,2.9658,1465.0,LSCE,surface-insitu,49999,2011.3,2018.1,ch4_PUY_surface_hourly_LSCE.nc
RBA,"Roof Butte, Arizona",United States,36.4614,-109.0956,2982.0,IPEN,aircraft-flask,1536,2010.0,2016.4,ch4_RBA_aircraft_event_IPEN.nc
RPB,Ragged Point,Barbados,13.165,-59.432,15.0,NOAA,surface-flask,3155,1987.9,2020.1,ch4_RPB_surface_event_NOAA.nc
RPB,Ragged Point,Barbados,13.165,-59.432,15.0,AGAGE,surface-highfreq,158721,2000.0,2017.1,ch4_RPB_surface_highfreq_AGAGE.nc
RTA,Rarotonga,Cook Islands,-21.25,-159.83,3.0,NOAA,aircraft-flask,3527,2000.3,2020.1,ch4_RTA_aircraft_event_NOAA.nc
RYO,Ryori,Japan,39.03,141.82,260.0,JMA,surface-insitu,137326,2000.0,2018.0,ch4_RYO_surface_hourly_JMA.nc
S2K,"Safari 2000, Southern Africian Regional Science",South Africa,-24.26,28.5,-999.0,NOAA,aircraft-flask,183,2000.6,2000.7,ch4_S2K_aircraft_event_NOAA.nc
SAN,Santarem,Brazil,-2.85,-54.95,78.0,IPEN,aircraft-flask,3434,2004.3,2015.3,ch4_SAN_aircraft_event_IPEN.nc
SAN,Santarem,Brazil,-2.85,-54.95,78.0,NOAA,aircraft-flask,378,2000.9,2003.6,ch4_SAN_aircraft_event_NOAA.nc
SCA,"Offshore Charleston, South Carolina",United States,32.77,-79.55,0.0,NOAA,aircraft-flask,3446,2003.6,2020.0,ch4_SCA_aircraft_event_NOAA.nc
SCS,South China Sea,N/A,12.0,111.0,0.0,NOAA,surface-flask,3268,1991.5,1998.8,ch4_SCS_surface_event_NOAA.nc
SCT,"Beech Island, South Carolina",United States,33.4057,-81.8334,115.2,NOAA,surface-flask,3265,2008.6,2020.1,ch4_SCT_surface_event_NOAA.nc
SCT,"Beech Island, South Carolina",United States,33.4057,-81.8334,115.2,NOAA,surface-insitu,104932,2015.6,2020.1,ch4_SCT_surface_hourly_NOAA.nc
SDZ,Shangdianzi,Peoples Republic of China,40.65,117.117,293.0,NOAA,surface-flask,592,2009.7,2015.7,ch4_SDZ_surface_event_NOAA.nc
SEY,Mahe Island,Seychelles,-4.6824,55.5325,2.0,NOAA,surface-flask,3505,1983.4,2019.9,ch4_SEY_surface_event_NOAA.nc
SGI,"Bird Island, South Georgia",United Kingdom,-54.0,-38.05,30.0,NOAA,surface-flask,143,1989.1,1992.6,ch4_SGI_surface_event_NOAA.nc
SGP,"Southern Great Plains, Oklahoma",United States,36.607,-97.489,314.0,NOAA,aircraft-flask,7589,1998.2,2020.1,ch4_SGP_aircraft_event_NOAA.nc
SGP,"Southern Great Plains, Oklahoma",United States,36.607,-97.489,314.0,NOAA,surface-flask,2133,2002.3,2020.0,ch4_SGP_surface_event_NOAA.nc
SHM,"Shemya Island, Alaska",United States,52.7112,174.126,23.0,NOAA,surface-flask,3126,1985.7,2020.0,ch4_SHM_surface_event_NOAA.nc
SIO,"La Jolla, California",United States,32.83,-117.27,14.0,NOAA,surface-flask,41,1984.1,1986.7,ch4_SIO_surface_event_NOAA.nc
SIS,Shetland Islands,Scotland,60.089,-1.255,30.0,CSIRO,surface-flask,115,2000.0,2004.0,ch4_SIS_surface_event_CSIRO.nc
SIS,Shetland Islands,Scotland,60.089,-1.255,30.0,MPI-BGC,surface-flask,1962,2003.8,2017.7,ch4_SIS_surface_event_MPI-BGC.nc
SMO,Tutuila,American Samoa,-14.2474,-170.5644,42.0,NOAA,surface-flask,7467,1983.3,2020.0,ch4_SMO_surface_event_NOAA.nc
SMO,Tutuila,American Samoa,-14.2474,-170.5644,42.0,AGAGE,surface-highfreq,166435,2000.0,2017.7,ch4_SMO_surface_highfreq_AGAGE.nc
SOD,Sodankyla,Finland,67.3618,26.6382,179.0,FMI,surface-insitu,46209,2012.0,2018.0,ch4_SOD_surface_hourly_FMI.nc
SPO,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,NOAA,surface-flask,4940,1983.1,2019.9,ch4_SPO_surface_event_NOAA.nc
SSL,"Schauinsland, Baden-Wuerttemberg",Germany,47.92,7.92,1205.0,UBA,surface-insitu,101225,2000.0,2014.0,ch4_SSL_surface_hourly_UBA.nc
STM,Ocean Station M,Norway,66.0,2.0,0.0,NOAA,surface-flask,4780,1983.3,2009.9,ch4_STM_surface_event_NOAA.nc
STR,"Sutro Tower, San Francisco, California",United States,37.7553,-122.4517,254.0,NOAA,surface-flask,6567,2007.8,2020.1,ch4_STR_surface_event_NOAA.nc
SUM,Summit,Greenland,72.5962,-38.422,3209.54,NOAA,surface-flask,1922,1997.5,2019.6,ch4_SUM_surface_event_NOAA.nc
SUR,Surgut,Russia,61.2,73.2,40.0,NIES,aircraft-flask,1354,2000.1,2015.9,ch4_SUR_aircraft_event_NIES.nc
SYO,"Syowa Station, Antarctica",Japan,-69.0125,39.59,14.0,NOAA,surface-flask,1471,1986.1,2019.1,ch4_SYO_surface_event_NOAA.nc
TAB,Tabatinga,Brazil,-5.95,-70.07,-9999.99,IPEN,aircraft-flask,495,2010.0,2012.9,ch4_TAB_aircraft_event_IPEN.nc
TAC,Tacolneston,United Kingdom,52.5177,1.1386,56.0,NOAA,surface-flask,108,2014.4,2016.0,ch4_TAC_surface_event_NOAA.nc
TAO,"Toronto Atmospheric Observatory, University of Toronto, Ontario",Canada,43.66,-79.4,100.0,EC,surface-insitu,16843,2013.8,2016.0,ch4_TAO_surface_hourly_EC.nc
TAP,Tae-ahn Peninsula,Republic of Korea,36.7376,126.1328,16.0,NOAA,surface-flask,3787,1990.9,2020.0,ch4_TAP_surface_event_NOAA.nc
TDA,over Japan between Sendai and Fukuoka,Japan,36.225,135.925,-99.99,TU,aircraft-flask,2690,2000.0,2010.6,ch4_TDA_aircraft_event_TU.nc
TEF,Tefe,Brazil,-3.6,-66.5,-9999.0,IPEN,aircraft-flask,400,2013.1,2015.2,ch4_TEF_aircraft_event_IPEN.nc
TER,Teriberka,Russia,69.2,35.1,40.0,MGO,surface-flask,654,2003.1,2017.0,ch4_TER_surface_event_MGO.nc
TGC,"Offshore Corpus Christi, Texas",United States,27.73,-96.86,0.0,NOAA,aircraft-flask,2777,2003.7,2020.0,ch4_TGC_aircraft_event_NOAA.nc
THD,"Trinidad Head, California",United States,41.0541,-124.151,107.0,NOAA,aircraft-flask,2581,2003.7,2020.0,ch4_THD_aircraft_event_NOAA.nc
THD,"Trinidad Head, California",United States,41.0541,-124.151,107.0,NOAA,surface-flask,1522,2002.3,2017.4,ch4_THD_surface_event_NOAA.nc
THD,"Trinidad Head, California",United States,41.0541,-124.151,107.0,AGAGE,surface-highfreq,175977,2000.0,2017.7,ch4_THD_surface_highfreq_AGAGE.nc
TIK,Hydrometeorological Observatory of Tiksi,Russia,71.5965,128.8887,19.0,MGO,surface-flask,241,2011.1,2016.2,ch4_TIK_surface_event_MGO.nc
TIK,Hydrometeorological Observatory of Tiksi,Russia,71.5965,128.8887,19.0,NOAA,surface-flask,672,2011.6,2018.7,ch4_TIK_surface_event_NOAA.nc
TIK,Hydrometeorological Observatory of Tiksi,Russia,71.5965,128.8887,19.0,FMI,surface-insitu,56302,2010.7,2018.0,ch4_TIK_surface_hourly_FMI.nc
TLL,El Tololo,Chile,-30.1725,-70.7992,2220.0,EMPA,surface-insitu,18255,2013.3,2015.8,ch4_TLL_surface_hourly_EMPA.nc
TMD,"Thurmont, Maryland",United States,39.5768,-77.4881,561.0,NOAA,surface-flask,102,2017.6,2019.7,ch4_TMD_surface_event_NOAA.nc
TOM,Atmospheric Tomography Mission (ATom),United States,15.4238,-114.4385,-9999.99,NOAA,aircraft-flask,589,2016.6,2017.1,ch4_TOM_aircraft_event_NOAA.nc
TPD,"Turkey Point, Ontario",Canada,42.6354,-80.5577,231.0,EC,surface-insitu,38996,2012.8,2017.4,ch4_TPD_surface_hourly_EC.nc
TPI,Taiping Island,Taiwan,10.3786,114.3711,4.0,NOAA,surface-flask,54,2019.4,2019.9,ch4_TPI_surface_event_NOAA.nc
TRM,Tromelin Island,France,-15.88,54.52,8.0,LSCE,surface-flask,130,2000.0,2007.3,ch4_TRM_surface_event_LSCE.nc
TRN,Trainou,France,47.9647,2.1125,131.0,LSCE,surface-insitu,91644,2006.7,2012.3,ch4_TRN_surface_hourly_LSCE.nc
TTA,Tall Tower Angus,United Kingdom,56.5551,-2.9858,400.0,UOB,surface-insitu,44137,2006.0,2012.8,ch4_TTA_surface_hourly_UOB.nc
ULB,Ulaanbaatar,Mongolia,47.4,106.0,1350.0,NOAA,aircraft-flask,556,2004.2,2009.2,ch4_ULB_aircraft_event_NOAA.nc
USH,Ushuaia,Argentina,-54.8484,-68.3106,12.0,NOAA,surface-flask,1348,1994.7,2019.7,ch4_USH_surface_event_NOAA.nc
UTA,"Wendover, Utah",United States,39.9018,-113.7181,1327.0,NOAA,surface-flask,2827,1993.3,2020.0,ch4_UTA_surface_event_NOAA.nc
UTO,Uto,Finland,59.7839,21.3672,8.0,FMI,surface-insitu,43800,2012.2,2018.0,ch4_UTO_surface_hourly_FMI.nc
UUM,Ulaan Uul,Mongolia,44.4516,111.0956,1007.0,NOAA,surface-flask,2701,1992.0,2019.9,ch4_UUM_surface_event_NOAA.nc
VGN,Vaganovo,Russia,54.4972,62.3247,192.0,NIES,surface-insitu,58739,2008.4,2018.0,ch4_VGN_surface_hourly_NIES.nc
VKV,Voeikov,Russia,59.95,30.7,70.0,MGO,surface-insitu,26250,2008.3,2013.0,ch4_VKV_surface_hourly_MGO.nc
WBI,"West Branch, Iowa",United States,41.7248,-91.3529,241.7,NOAA,aircraft-flask,3032,2004.7,2020.1,ch4_WBI_aircraft_event_NOAA.nc
WBI,"West Branch, Iowa",United States,41.7248,-91.3529,241.7,NOAA,surface-flask,3737,2007.5,2020.1,ch4_WBI_surface_event_NOAA.nc
WGC,"Walnut Grove, California",United States,38.265,-121.4911,0.0,NOAA,aircraft-flask,165,2008.4,2009.2,ch4_WGC_aircraft_event_NOAA.nc
WGC,"Walnut Grove, California",United States,38.265,-121.4911,0.0,NOAA,surface-flask,3206,2007.7,2020.1,ch4_WGC_surface_event_NOAA.nc
WGC,"Walnut Grove, California",United States,38.265,-121.4911,0.0,NOAA,surface-insitu,302194,2007.7,2020.1,ch4_WGC_surface_hourly_NOAA.nc
WIS,"Weizmann Institute of Science at the Arava Institute, Ketura",Israel,29.9646,35.0605,151.0,NOAA,surface-flask,2418,1995.9,2020.0,ch4_WIS_surface_event_NOAA.nc
WKT,"Moody, Texas",United States,31.3149,-97.3269,251.0,NOAA,surface-flask,4429,2001.1,2020.1,ch4_WKT_surface_event_NOAA.nc
WLG,Mt. Waliguan,Peoples Republic of China,36.2879,100.8964,3810.0,NOAA,surface-flask,3090,1990.6,2019.9,ch4_WLG_surface_event_NOAA.nc
WPC,Western Pacific Cruise,N/A,2.41,149.91,0.0,NOAA,surface-flask,593,2004.3,2013.4,ch4_WPC_surface_event_NOAA.nc
WSA,"Sable Island, Nova Scotia",Canada,43.9322,-60.0093,5.0,EC,surface-flask,1198,2000.0,2016.0,ch4_WSA_surface_event_EC.nc
WSA,"Sable Island, Nova Scotia",Canada,43.9322,-60.0093,5.0,EC,surface-insitu,79271,2003.4,2017.4,ch4_WSA_surface_hourly_EC.nc
YAK,Yakutsk,Russia,62.0886,129.3558,264.0,NIES,surface-insitu,31016,2007.7,2013.9,ch4_YAK_surface_hourly_NIES.nc
YON,Yonagunijima,Japan,24.47,123.02,30.0,JMA,surface-insitu,137608,2000.0,2018.0,ch4_YON_surface_hourly_JMA.nc
ZEP,"Ny-Alesund, Svalbard",Norway and Sweden,78.9067,11.8883,474.0,NOAA,surface-flask,2864,1994.1,2020.0,ch4_ZEP_surface_event_NOAA.nc
ZEP,"Ny-Alesund, Svalbard",Norway and Sweden,78.9067,11.8883,474.0,NILU,surface-insitu,100084,2001.6,2017.0,ch4_ZEP_surface_hourly_NILU.nc
ZGT,Zingst,Germany,54.43,12.73,1.0,UBA,surface-insitu,23729,2000.0,2003.1,ch4_ZGT_surface_hourly_UBA.nc
ZOT,"Zotino, Siberia",Russia,60.75,89.38,111.0,MPI-BGC,surface-flask,1498,2006.8,2017.2,ch4_ZOT_surface_event_MPI-BGC.nc
ZSF,Zugspitze / Schneefernerhaus,Germany,47.42,10.98,2656.0,UBA,surface-insitu,115768,2002.0,2018.0,ch4_ZSF_surface_hourly_UBA.nc
