year,NH_FF_median,NH_FF_p5,NH_FF_p95,NH_FF_mean,NH_FF_std,SH_FF_median,SH_FF_p5,SH_FF_p95,SH_FF_mean,SH_FF_std,Global_FF_median,Global_FF_p5,Global_FF_p95,NH_Mic_median,NH_Mic_p5,NH_Mic_p95,NH_Mic_mean,NH_Mic_std,SH_Mic_median,SH_Mic_p5,SH_Mic_p95,SH_Mic_mean,SH_Mic_std,Global_Mic_median,Global_Mic_p5,Global_Mic_p95,NH_BB_median,NH_BB_p5,NH_BB_p95,NH_BB_mean,NH_BB_std,SH_BB_median,SH_BB_p5,SH_BB_p95,SH_BB_mean,SH_BB_std,Global_BB_median,Global_BB_p5,Global_BB_p95
1999,3.389883517672211e-16,2.3479743383856124e-23,1.2802544864831297e-10,0.047949614483509,0.891854539460646,59.62934736636299,33.505973671937134,102.75730727760359,62.14309689760158,21.588829309240275,59.71752050082573,33.67559523429515,103.11317015970553,338.06825586042,313.5547308015374,366.32546314921285,338.5797787425438,15.954458468365535,79.55144222177994,39.688885253439096,108.23011226375563,77.3380470162763,20.957320010590372,416.5855717537584,367.45608165127413,458.3937681461035,68.74449088309217,48.264092376398494,91.49499314649361,69.41682076807601,13.164726159187023,8.044996346005029e-18,4.9154606878933346e-24,7.382654322372791e-12,0.326543570541629,3.168752505382757,68.92993924073058,48.264092376398494,92.12928451079421
2000,3.15494382994228e-16,5.41596119872378e-23,1.0335068491572487e-10,0.014439949510000256,0.33188865133549555,47.56857992672758,22.24321354567882,89.19780107672854,49.58935013528785,20.828959128189517,47.64780825696824,22.24321354567882,89.19780107672915,337.42516882110965,312.9607123348744,364.20653754491667,337.80007986831237,15.747894229537378,87.48051691362525,47.06337334684439,112.72365973374734,84.87029574745367,20.41871986182818,423.78436571558746,373.2877429204981,465.3314059701639,67.1764507254069,48.21407281625022,89.70057059679009,67.86279368433152,13.006864055557228,8.09566255529034e-18,2.0320865940198494e-24,4.847347344997854e-12,0.2854949656232388,2.8621257381799046,67.30969995554906,48.256960904373784,90.83319142454764
2001,3.4771953718009614e-16,7.377080714466064e-23,1.1180133781858695e-10,0.044843675648908544,0.8651066103731925,49.83977053304143,27.02762952029391,89.03617979043682,52.54644001539938,19.434840208027815,49.83977053304143,27.02762952029391,89.03617979043858,338.1571600652503,313.172890326281,365.23255551752857,338.483146331517,15.936952104123412,87.929921414683,50.58185909174375,113.35090724540105,85.855935661168,18.786773269448467,425.62792977028545,377.05141127354,464.0117271639877,72.86974670235567,52.9443048077642,95.99768683760998,73.65550183053111,13.286526770614781,6.653457371952259e-18,3.4460515135201764e-24,5.040551302841397e-12,0.20075002950905524,2.425755291415688,72.94238471949785,52.9443048077642,96.38832742817867
2002,4.001173603060224e-16,6.118351101520887e-23,1.7206781269047352e-10,0.2049167816278473,2.125691301003979,51.98644926862124,25.535557786473564,89.99410959798446,53.98957511920003,21.083325930283998,52.23120833307537,25.535557786473564,90.83726554702257,341.391895273508,317.19235962786564,368.8319201656384,342.11462454908434,15.963011274905982,89.88729349673105,54.597225900625496,116.41426293346211,88.32333946102773,20.225952470721587,430.9172236069909,384.6493964150808,473.7113244881848,75.61477789896631,55.23674646235632,99.84408774304596,76.49644635305279,13.706629389260819,7.036397137858334e-18,3.532921455106544e-24,3.282655010485616e-12,0.21903236838068074,2.3810315798000232,75.80830375038565,55.23674646235738,100.56360868659097
2003,3.554422907122433e-16,4.522050325987252e-23,1.3540353479171408e-10,0.10645217846781896,1.447990131473297,37.08147505191755,12.29988714086633,67.9128870241701,38.57304904821714,17.97196652896362,37.11988080399554,12.29988714086633,67.9615870758874,344.3980518224067,319.186590435188,372.111420561907,344.6720710373166,16.06987200143501,97.71991640275546,67.10560740571671,122.35817628629238,96.62594712707454,16.77407881016173,441.77126843410224,397.6153070326144,483.41070560236847,69.23156790619046,48.68417815979138,92.10141366281817,69.684562316286,13.465722458790314,4.386248647665592e-18,1.4123288638911345e-24,2.677302176313843e-12,0.22553411890871292,2.863156994782762,69.3202480982869,48.68417815979138,92.65605208944969
2004,8.086744370759464e-16,4.5466255519954215e-23,20.440536612884525,2.5098930713739147,8.470302674922747,39.51855353561245,14.152567934571694,72.3211023554628,40.73502585139383,17.9206283560704,41.163915242045476,14.685654728181019,79.59949729587244,340.75839132279776,316.0067120618109,368.827185642532,341.35477962808955,16.14753994127356,91.55129229952917,60.31897220694854,114.57312436426744,90.0227973503935,16.800658875467523,431.478615642018,387.91686663341545,471.66597608621925,68.5781592222723,44.292779014224664,92.19353998346841,68.73847057840082,14.830339409791671,4.913244048210904e-18,2.1432419464437592e-24,2.28206315119995e-12,0.1279351250441779,1.671442716008608,68.65684859110738,44.292779014224664,93.29434280874248
2005,3.36755711284935e-11,1.7553787686345677e-22,62.82470670420556,13.53004653894992,21.45215762457309,52.32667760008076,27.375020366699125,79.98447444965898,52.87266993928104,16.18674397895572,61.92956470870483,31.807456157813814,118.91815763223735,339.0498120891532,310.99618398876936,369.2093377325719,339.8312247642438,17.926388872810477,82.78129183167883,53.31055262579483,106.04025022429526,81.49283440437445,16.318707921760062,421.3296697544282,380.59832043953895,461.84447810253585,67.91800295705991,30.104545031875265,94.40568266401831,65.82570185148619,19.525542917725303,1.1646175294836961e-17,1.1117794213385846e-24,3.2219095187909454,0.4650203313250424,1.98445866329503,68.30201646651014,30.104545031875265,95.99864105049595
2006,25.032315229350132,6.460953914687078e-22,86.77989635308838,30.717889943143696,30.058226146861575,59.551171652416926,34.10396052849578,87.79602971961612,60.011161868016124,16.192278750417497,84.46290483216274,43.25007879139728,152.4048470104016,335.0404732634713,304.95581915595847,365.4186095167338,334.8166770922173,18.85207171925011,81.79449136194384,51.25312259983107,106.63493008543391,80.36922436003215,17.014037747619575,415.879243506767,372.4475015091844,457.0883592278707,64.7011014435441,22.374078038118203,99.3669517264915,63.55617953177889,23.44152883237045,9.124579828897147e-17,7.2542526720301475e-25,10.87681714599453,1.6568069178127491,3.8919944830020885,66.02213880837223,22.55187410648129,104.41963492222855
2007,66.63435251281423,5.942864828418932e-15,122.03547474603636,64.56113025275799,36.63111126861464,37.37782375473533,9.848839279547203,69.36190248493283,38.15428992179425,18.251328249025615,102.51575326699995,38.11028337661032,167.4118656031617,324.352754150349,288.4028353581805,358.9672834158358,324.62889288674893,21.65388811732906,103.94007619260884,74.11938941433424,127.77408936869745,102.86515639656423,16.858739704745698,428.87405867301914,381.64068380863756,472.57301798335374,40.625744648907855,1.048433923617565e-15,88.09250000357936,41.705216888135816,26.341263277855965,1.2721977889413816e-17,1.828464212079337e-24,4.997752272964248e-12,0.03667868295409915,0.4370087824771929,40.625744648907855,1.5012157676468283e-14,88.09250000357936
2008,4.552905717026729e-16,3.5258696632930976e-23,1.5605482356851171e-10,0.3409016396322473,3.106629115706967,23.750995882574564,2.0530977145631382e-16,47.22853967301546,23.38629627734899,14.996708618740094,24.15491404753096,8.060539867481555e-15,48.253078331278694,358.93259549626106,333.04731007345964,387.44113385385396,359.50670504741237,16.64127216668224,113.21271812083887,87.01949886356101,137.40463538751104,112.58430616394978,15.029522670005246,472.3174791708296,437.36633082957127,506.69650183276633,74.58593087437622,52.79283633428855,98.99632097103087,75.09348924951057,14.250614766200849,4.0536728874864565,8.080351876460146e-24,19.922422010717764,6.3569791269121545,7.027230547232246,80.35018452183573,53.96498891663808,113.65794299967365
2009,3.4522870836454577e-15,2.8866287933293185e-23,35.885057305110934,5.200322805982131,13.581486165608267,40.54318537785865,12.23645654761912,78.44129194401992,42.18216900858718,20.834188334054776,44.524409282769355,14.172582807099227,92.83996843384037,357.18011787497926,330.86168384391846,386.3349501790979,357.6898617817166,17.26249558708576,100.31975851457038,67.39808435801459,126.35382271521537,98.61604212256671,19.20081334908104,456.13008095253616,409.0055425590961,500.06863585105987,74.00091212314096,42.010608481892014,99.02302886277243,73.4197976712705,17.056464040055722,3.803477423450464e-18,1.3444101059294587e-24,1.3074039648329473e-12,0.10879329073217181,1.5479098135259155,74.04483937289532,42.01060848189202,99.51122310140319
2010,9.063362968677954e-16,1.0079523552674576e-22,23.75513022110643,2.8764160856165057,9.574688273370999,46.885747390419766,17.586009073975173,84.15897102272318,48.734481102668035,20.276861514442135,49.66497652347122,19.142770756136237,93.48272131365212,361.4936993125424,334.7306333434829,390.8527948184111,361.78559606454274,17.064323030486076,91.83704109534716,58.545593799091286,116.74878701122068,90.47046599158298,18.069886926001697,452.36339696146695,405.34273064499865,496.6173893563574,72.84479970341934,46.66726490176402,98.0719199023027,72.74041281050833,15.930809990436728,3.660495235151847e-18,2.450970765872407e-24,2.8262813924172522e-12,0.021400019579424664,0.6115194894540162,72.84479970342039,46.66726490176402,98.0719199023027
2011,9.414177385394061e-16,4.0011582235963273e-23,20.459541444480635,2.5289388228259284,8.79545762965415,56.35215853964545,26.259724455555503,99.50446324369167,59.22655530696468,22.780169456087958,58.99425814056913,28.361514874845714,103.90742537184983,365.9767180822457,339.691239419409,395.73936480022843,366.5386715837198,17.235595235195923,82.78655942951852,45.10931153030258,111.80646830357429,80.87591217062567,21.00827244166783,449.0546004312036,395.88537393247856,494.95547924818595,71.86862397239321,45.57058523631726,97.11091130131197,71.99548332217772,15.749892568430987,3.1420385322098175e-18,1.9598751764111498e-24,1.3753094947268529e-12,0.02900429802883456,0.5695858923841527,71.86862397239321,45.57058523631729,97.19753002165466
2012,3.628938455172119e-16,3.9916051281413816e-23,1.1793849956962493e-10,0.15913546194952144,1.6494714401076598,54.87096042955748,21.715229102530966,96.98893165501671,56.614621729285794,22.405639867320627,55.12236602659041,21.715229102540665,96.98893165501671,365.5839988474007,338.46925848430726,394.6608696762753,365.968788886711,17.294030754367647,85.10801869991509,49.407957198662515,114.55764968383454,83.85927919615344,20.93848732696024,450.6154256546904,396.832004760813,498.8112844965601,77.29669281796339,55.29212267330063,102.30418301975465,78.08070928097904,14.494864522112296,3.009276380052354e-18,1.5931643261117903e-24,2.346077273589513e-12,0.034376836487049645,0.5465247954600451,77.29900675327973,55.29212267330063,102.30418301975465
2013,4.630212154401954e-16,3.292655383903514e-23,2.954917679850067e-10,0.62224193946642,4.1481182701553125,51.546683275114646,19.231473062227447,93.204478518463,52.961074004195005,22.65592736749131,52.27843199261108,19.39051788360714,93.90472007170317,373.31055445446896,346.44498938088,403.1165257587358,373.8076373375308,17.45976292242225,94.22457902438074,59.01077696351644,123.43397135641804,92.88279845328962,20.080061223572386,465.70837420175667,417.7803660109861,515.5947709819993,77.49297778711573,54.846303835443344,103.1282602529506,77.99191277851924,15.030521910383152,2.3665234192136242e-18,1.2892358574985162e-24,2.6554075741758265e-12,0.10281785828079855,1.7402654027901567,77.51560813973168,54.846303835443344,103.2653611128779
2014,3.8422565674713553e-16,9.027311915002212e-23,1.510265811710496e-10,0.21631214437688948,2.2349351816942473,67.81201165206508,33.09832668906535,111.43711121040799,68.85852234984664,23.303144906465317,67.89328261798926,33.09832668906728,111.58691610671337,375.1396229285898,347.01371539465345,405.46022607207993,375.6197956853548,17.62295820209361,83.08987515726346,43.81628022562389,112.30445300740807,81.1912567849303,21.212026018818193,457.62503891082486,406.0003655578279,507.34408056768694,82.8273689456488,60.319736147668856,108.60638180872112,83.56054457311507,15.01086606261347,7.739273998740698e-18,2.0512268407945776e-24,3.2470443805074913e-12,0.03474047626661867,0.8411730825705043,82.8273689456488,60.319736147668856,109.25425523435366
2015,4.939849019202433e-16,1.1948501026050083e-22,1.4495536894928844e-10,0.4982716210574531,3.598311160240031,54.91813585976013,23.738037571246053,92.68703167493744,56.14700903390085,21.59589525915265,55.24655818031184,23.73803757128665,93.25846183474452,381.77213822798365,354.37135240725826,412.0744963572562,382.3708742425075,17.637645356112472,92.6922304679922,59.05821529927733,118.14643175888844,90.74493278243858,18.792565157419418,473.3387366483476,423.57920915738555,520.3060891750722,75.99577857453511,52.97081687497307,101.26143508157178,76.38693053644265,15.016958695663606,3.909934010625824e-18,2.003793960492832e-24,2.1942519496894314e-12,0.17353818456245135,2.6766511506894646,75.99577857453514,52.97081687497307,101.34732195345076
2016,5.561736574038373e-16,1.171415765103293e-22,2.306280198426218e-10,0.4253936902274246,2.98705783307954,54.54272548505682,23.946587929497372,93.00900205304683,55.34946041167144,21.494222947787527,55.019658537930795,24.201365511646312,93.3174789273073,383.7620397888656,355.73458150388706,414.67147360285395,384.1478904808951,17.95383214582978,89.6285642993339,56.222510145874274,117.8530679479484,88.78501211919287,19.8620034816058,472.21676222962554,424.27150681127966,520.8119024776687,74.27016388885276,51.33714335561939,99.16236511734334,74.68618507235556,14.888506288278897,2.944979814043885e-18,1.4627575118544344e-24,3.2389953705715197e-12,0.09926451473631553,1.5275650332304496,74.28211814102366,51.33714335561939,99.17782416391586
2017,6.304776604930438e-16,8.563849378563367e-23,8.725133926879721,1.485578981092186,7.033211430592359,39.90050459443354,7.691942222416192,77.08792823860506,41.10202834604617,21.541062952332393,41.066132727303554,8.40245207245141,79.82763891344642,386.81504359554253,358.4433589680364,417.695279015634,386.93797843598196,18.092050885632602,106.1420738947057,72.30676689114189,134.31808896984356,105.1353068007539,19.136429177676103,492.1558819812554,442.07989740390116,540.1743895747453,75.37881095439215,49.27758997253117,101.1235707707675,75.64080975461452,15.785559909623089,2.405071611485549e-18,1.34417160523627e-24,2.1104743724960896e-12,0.00290874168054708,0.0919364855437123,75.37881095439215,49.27758997253117,101.1235707707675
2018,3.105109615279504e-16,3.10967373120423e-23,1.5021259064175365e-10,0.20664832718067408,1.9736391157377946,60.35375256078845,23.915774451452513,115.02741462764943,63.245101896850905,27.21741302637072,60.463463481231216,23.915774451452513,115.91732443560967,385.06571761650514,356.36827397397633,416.25006083360694,385.35770677890383,18.120188384102736,87.9549414166728,42.3956770612382,118.64600991304768,85.40206168592455,23.79575030209336,472.3296221522903,413.3363769589742,523.1121041545579,83.17200459963254,59.66454122212751,109.50706274879416,83.82282609504513,15.303910631286112,5.857633840450513e-18,2.217596077903982e-24,4.7364780279734474e-12,0.09571962476459515,1.503911446133141,83.17200459963254,59.66454122212751,109.50706274879639
2019,3.09196808282377e-16,8.262497716239204e-23,6.982051169418944e-11,0.013618552820774794,0.372817467634211,48.24119511471983,10.671269445933852,98.6003637793619,51.09825163807113,26.899272160475636,48.24119511471985,10.67126944593411,98.60036377936248,402.4435249701095,373.21955764138477,433.5900403183814,402.8054712164224,18.356563816799486,104.99498169956968,62.04453129005827,135.1186535679814,102.5335190938496,23.25237150836667,506.1550927013119,444.3234200596908,561.3633076587485,73.86194271639405,50.477663397212865,100.71613494509748,74.40169631671893,15.501518880080184,2.7556706122719487e-18,1.3176761847030883e-24,1.6771704135210362e-12,0.09928411329961964,1.4647989161173,73.89562738996773,50.47766339721401,100.71613494510031
2020,5.282964909328733e-16,5.450281064735887e-23,19.883407570849585,2.353239511385396,8.576592009347333,43.95334447996005,2.7636514015528052e-21,94.19845780679415,42.57925472248273,31.314585822291587,45.57780019478156,5.028626842729917e-16,102.00115811692378,410.1756434469039,380.87453575122595,443.8928122756353,410.7188187469835,19.170760548710735,112.14124391312174,65.92691953646643,153.53419758387537,111.32326173339223,28.071598094263734,524.9414758962723,463.0631246726559,573.9126440006465,73.79438363796594,45.43746559647424,100.70383249651945,73.77783105925255,16.794721067628167,0.2484066349832449,4.836145054596472e-24,23.843583319997386,6.561236066312466,8.538592895572915,79.84927492229318,47.40404432745783,115.0654784063344
2021,113.93595669061797,14.932759689855297,177.28089550083848,108.43685381453888,45.71858537377656,52.295372986257135,15.843024295750412,94.07554142524958,53.35165369420024,24.182072799042775,164.14520318604224,65.74243782279609,243.93106557138017,364.6627313527359,311.7996359525744,418.0098748367579,364.70627687838686,31.862587759654023,109.61492550303153,70.5553696258395,143.2380000091946,108.91879254930379,22.256087040403198,473.12527582189233,403.0151133382283,546.7193555374195,3.493885139630008,8.409095840826171e-23,70.48779283431604,18.656396625884515,24.867779220949654,1.1781941089396116e-17,1.2595468066896068e-24,0.3927810877751727,0.18086176887885452,1.0908041665632906,4.151940994886109,1.7723807649491945e-19,70.80052912908262
