2014.762207	-88.12
2014.781372	-86.57
2014.816736	-89.98
2014.837213	-88.05
2014.856492	-90.08
2014.876228	-86
2014.894936	-87.81
2014.914215	-90.37
2014.954199	-87.22
2014.969827	-87.43
2015.009583	-85.99
2015.032285	-87.75
2015.056469	-87.02
2015.067078	-91.25
2015.090521	-87.88
2015.122919	-86.37
2015.142541	-87.34
2015.168493	-88.06
2015.300537	-84.76
2015.317421	-86.5
2015.343145	-85.61
2015.408739	-87.56
2015.690053	-85.45
2015.701347	-84.84
2015.720969	-91.47
2015.739906	-88.43
2015.838012	-86.81
2015.857405	-91.67
2015.914786	-91.82
2015.935034	-88.2
2015.954199	-89.76
2015.976216	-89.55
2016.029776	-90.06
2016.051564	-94.57
2016.087669	-89.85
2016.161477	-85.68
2016.22325	-89.12
2016.242758	-88.59
2016.259469	-88.83
2016.351587	-85.43
2016.44861	-84.06
2016.46766	-84.04
2016.501598	-86.35
2016.526467	-84
2016.545632	-87.98
2016.560006	-92.28
2016.65931	-88.78
2016.695301	-89.2
2016.715037	-91.88
2016.734316	-96.73
2016.754564	-90.54
2016.929102	-89.71
2016.951462	-89.44
2016.970398	-88.2
2017.11539	-86.8
2017.15931	-89.88
2017.27681	-88.31
2017.301222	-85.92
2017.338468	-86.01
2017.362881	-84.23
2017.659424	-89.1
2017.677049	-86.18
2017.69359	-90.41
2017.712641	-91.23
2017.733402	-94.83
2017.755021	-90.4
2017.771334	-88.84
2017.791753	-93.27
2017.809778	-89.09
2017.828715	-90.04
2017.848392	-89.62
2017.865619	-97.1
2017.886608	-91.7
2017.906915	-89.96
2017.924425	-88.72
2017.945301	-94.9
2017.96287	-91.24
2017.983973	-89.45
2018.000515	-90.07
2018.01871	-87.67
2018.037076	-87.64
2018.058294	-87.74
2018.077573	-89.08
2018.09383	-88.34
2018.113109	-89.34
2018.132274	-87.3
2018.153264	-86.86
2018.196328	-91.96
2018.21709	-91.78
2018.252397	-86.26
2018.273044	-87.51
2018.349192	-86.82
2018.369839	-85.92
2018.388889	-85.13
2018.406801	-84.43
2018.424425	-84.5
2018.443705	-84.5
2018.464123	-83.85
2018.48192	-83.38
2018.502397	-82.9
2018.521448	-82.44
2018.59805	-88.31
2018.615733	-87.55
2018.634669	-86.62
2018.656915	-86.13
2018.671688	-88.1
2018.690853	-86.9
2018.709903	-89.32
2018.730665	-91.47
2018.748233	-88
2018.76871	-88.3
2018.809207	-87.22
2018.843944	-88.84
2018.864363	-95.45
2018.881932	-87.92
2018.901325	-91.16
2018.921688	-89.86
2018.940624	-89.72
2018.959903	-90.58
2019.035137	-90.63
2019.054302	-88.02
2019.092688	-95.47
2019.110257	-94.46
2019.148701	-87.36
2019.175908	-92
2019.19359	-90.99
2019.212755	-88.83
2019.233174	-87.81
2019.250971	-87.01
2019.268596	-88.22
2020.107519	-85.46
2020.128052	-92.92
2020.147217	-89.26
2020.170432	-89.83
2020.189483	-91.92
2020.208648	-88.48
2020.246978	-88.83
2020.263349	-88.57
2020.282171	-86.91
2020.301222	-87.18
2020.322097	-88.8
2020.342574	-91.17
2020.361625	-87.99
2020.381247	-86.38
2020.399841	-86.74
2020.41758	-84.25
2020.436745	-88.74
2020.456138	-84.49
2020.475189	-84.47
2020.494354	-84.2
2020.533767	-86.86
2020.553047	-86.66
2020.572097	-92.36
2020.589836	-92.28
2020.628166	-93.05
2020.647217	-88.82
2020.666496	-89.76
2020.684007	-92.31
2020.722109	-91.87
2020.741388	-94.35
2020.78103	-93.42
2020.800309	-93.86
2020.819474	-96.16
2020.839722	-95.01
2020.875885	-95.44
2020.894708	-91.01
2021.125543	-91.26
2021.173056	-95.42
2021.186973	-93.52
2021.206481	-90.21
2021.225303	-89.22
2021.244126	-93.55
2021.262892	-89.41
2021.28103	-89.13
2021.299852	-87.43
2021.319702	-88.24
