2010.94781	-85.61
2010.961614	-86.24
2010.980779	-88.18
2011.023387	-86.9
2011.039471	-89.55
2011.061374	-83.75
2011.077687	-87.74
2011.09554	-87.26
2011.111739	-86.72
2011.136494	-86.48
2011.150526	-84.56
2011.178645	-84.64
2011.19781	-86.32
2011.217204	-84.8
2011.238992	-86.21
2011.275668	-83.23
2011.292666	-84.77
2011.31377	-80.38
2011.327345	-85.83
2011.368128	-81.08
2011.392655	-82.13
2011.412048	-83.33
2011.429787	-85.41
2011.443476	-81.87
2011.461043	-85.55
2011.538901	-84.36
2011.614135	-83.22
2011.633185	-79.75
2011.664672	-84.54
2011.714238	-87.78
2011.733745	-88.41
2011.751484	-84.89
2011.791981	-89.58
2011.81126	-88.34
2011.830425	-88.54
2011.84805	-86.66
2011.865048	-91.97
2011.905773	-84.65
2011.926364	-86.21
2011.945073	-84.91
2011.95899	-87.2
2011.989106	-86.21
2012.058751	-84.96
2012.075406	-86.2
2012.09554	-85.27
2012.112196	-85.45
2012.150526	-84.32
2012.17317	-84.36
2012.192563	-87.16
2012.211956	-84.93
2012.234087	-84.93
2012.249944	-88.13
2012.289357	-85.94
2012.308408	-87.06
2012.325064	-80.37
2012.348621	-82.46
2012.36482	-85.47
2012.386266	-77.67
2012.405431	-84.09
2012.42066	-82.38
2012.442221	-82.86
2012.456138	-81.76
2012.479068	-85.04
2012.494696	-83.02
2012.518139	-79.8
2012.536962	-85.66
2012.556013	-78.33
2012.595883	-83.32
2012.615048	-80.94
2012.650412	-83.76
2012.695643	-84.45
2012.709104	-82.61
2012.767569	-88.02
2012.783996	-88.35
2012.917922	-86.49
2012.942335	-91.26
2012.95899	-86.72
2013.017569	-86.15
2013.031372	-87.12
2013.070044	-85.34
2013.087784	-88.17
2013.131475	-89.49
2013.145278	-86.78
2013.17066	-84.19
2013.189825	-85.14
2013.20899	-88.7
2013.249944	-84.52
2013.264831	-82.56
2013.287304	-83.41
2013.308865	-82.72
2013.34246	-81.82
2013.364591	-83.65
2013.437201	-81.54
2013.454199	-81
2013.481235	-80.52
2013.494354	-82.03
2013.518368	-82.08
2013.533882	-80.94
2013.555784	-80.43
2013.574721	-85.36
2013.593145	-84.43
2013.609344	-82.78
2013.62828	-84.69
2013.644479	-88.99
2013.66661	-82.36
2013.686745	-82.72
2013.703172	-84.77
2013.722223	-84.75
2013.747434	-90.64
2013.770307	-84.87
2013.786734	-83.99
2013.806127	-88.76
2013.819588	-83.65
2013.837327	-85.26
2013.859001	-86.94
2013.878737	-86.22
2013.897331	-85.62
2013.920432	-85.68
2013.940053	-82.28
2013.9534	-86.82
2013.972679	-85.37
2013.991844	-88.38
2014.012207	-84.47
2014.031372	-85.84
2014.047799	-91.34
2014.066964	-84.66
2014.087213	-86.52
2014.106492	-86.37
2014.128623	-86.86
2014.142541	-84.23
2014.167808	-85.11
2014.321869	-85.06
2014.339722	-83.92
2014.381817	-88.21
2014.400412	-84.13
2014.417352	-83.78
2014.434692	-84.84
2014.456937	-82.82
2014.474846	-82.63
2014.494011	-83.45
2014.514602	-80.71
2014.533882	-84.13
2014.556127	-82.54
2014.572782	-85.32
2014.587669	-83.56
2014.611853	-85.88
2014.628623	-84.03
2014.645393	-85.54
2014.666154	-88.9
2014.681269	-85.21
2014.703172	-88.27
2014.720056	-87.78
2014.741502	-87.56
2014.761979	-88.35
2014.778634	-91.41
2014.803161	-86.5
2014.817078	-86.21
2014.834589	-88.23
2014.85672	-87.9
2014.875657	-89.34
2014.894593	-88.47
2014.934349	-84.86
2014.950548	-85.98
2014.97017	-87.7
2014.99173	-85.2
2015.006731	-89.15
2015.02852	-86.39
2015.064226	-83.68
2015.092688	-85.92
2015.10923	-84.11
2015.128166	-84.1
2015.14197	-86.53
2015.187087	-85.63
2015.206024	-84.97
2015.222451	-85.9
2015.244468	-84.56
2015.267226	-82.87
2015.2816	-84.37
2015.316622	-85.94
2015.339836	-84.48
2015.358659	-85.88
2015.375314	-84.33
2015.397217	-84.03
2015.416382	-84.21
2015.434121	-83.6
2015.4534	-84.11
2015.474732	-83.11
2015.497206	-83.67
2015.515287	-81.45
2015.540271	-85.22
2015.550423	-84.48
2015.569131	-82.84
2015.587099	-83.65
2015.603412	-85.47
2015.624972	-86.21
2015.64197	-83.62
2015.66182	-91.52
2015.678531	-88.16
2015.719599	-89.3
2015.73614	-91.52
2015.756617	-88.29
2015.797685	-89.53
2015.816736	-87.24
2015.834475	-87.98
2015.850902	-86.82
2015.872919	-87.99
2015.889346	-89.08
2015.917922	-88.68
2015.934349	-89.45
2015.948039	-89.09
2015.967432	-85.85
2016.241959	-85.87
2016.259127	-90.48
2016.273615	-85.84
2016.292209	-85.37
2016.311146	-86.57
2016.33111	-86.36
2016.354096	-89.41
2016.373033	-84.04
2016.391627	-84.76
2016.41353	-88.17
2016.431155	-84.99
2016.44473	-83.83
2016.466747	-83.13
2016.486711	-80.99
2016.506275	-83.49
2016.523273	-84.1
2016.54529	-83.22
2016.56377	-87.36
2016.584247	-83.21
2016.600902	-82.26
2016.620409	-81.02
2016.639232	-86.8
2016.658853	-84.56
2016.694616	-88.43
2016.717546	-87.53
2016.733859	-89.46
2016.753537	-87.56
2016.772588	-92.88
2016.811146	-92.7
2016.833163	-89.49
2016.84554	-92.89
2016.867101	-87.42
2016.88638	-86.26
2016.905545	-90.08
2016.925908	-86.23
2016.945529	-85.56
2016.964694	-87.35
2016.989106	-86.63
2017.000286	-88.38
2017.017683	-86.29
2017.039357	-89.98
2017.056241	-87.68
2017.078144	-86.16
2017.117786	-83.43
2017.152579	-86.83
2017.178531	-90.38
2017.200548	-84.85
2017.214123	-86.57
2017.238764	-87.15
2017.253423	-86.11
2017.270307	-87.78
2017.291639	-87.68
2017.311032	-85.02
2017.331452	-86.62
2017.350674	-84.76
2017.369839	-86.65
2017.388889	-87.69
2017.408169	-83.02
2017.426136	-83.6
2017.444958	-83.37
2017.476102	-88.62
2017.494126	-83.05
2017.512892	-80.92
2017.526695	-82.64
